case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,items,classification,notes
ex225,ex225_fp16_log10_bitvec_bits12_9_t32,fp16_log10,bitvec_bits12_9_t32,student/work/ex225_frontend_fp16_bitvec_shallow_20260607_1255/ex225/verilog/ex225_fp16_log10_bitvec_bits12_9_t32.v,student/work/ex225_frontend_fp16_bitvec_shallow_20260607_1255/ex225/aigs/ex225_fp16_log10_bitvec_bits12_9_t32.aig,1,1,1,11549,23,265627,116676,2.276621,0,0,13.189,"bitvec selected bits; table_items=31777; bits=12,9; threshold=32; const_groups=47; range_groups=17; table_groups=0; range_items=72; table_items=0",structural_exact,"per-output-bit run-cover hybrid; bitvec selected bits; table_items=31777; bits=12,9; threshold=32; const_groups=47; range_groups=17; table_groups=0; range_items=72; table_items=0"
ex225,ex225_fp16_log10_bitvec_bits12_10_t16,fp16_log10,bitvec_bits12_10_t16,student/work/ex225_frontend_fp16_bitvec_shallow_20260607_1255/ex225/verilog/ex225_fp16_log10_bitvec_bits12_10_t16.v,student/work/ex225_frontend_fp16_bitvec_shallow_20260607_1255/ex225/aigs/ex225_fp16_log10_bitvec_bits12_10_t16.aig,1,1,1,11665,24,279960,116676,2.399465,0,0,16.153,"bitvec selected bits; table_items=31777; bits=12,10; threshold=16; const_groups=54; range_groups=10; table_groups=0; range_items=40; table_items=0",structural_exact,"per-output-bit run-cover hybrid; bitvec selected bits; table_items=31777; bits=12,10; threshold=16; const_groups=54; range_groups=10; table_groups=0; range_items=40; table_items=0"
ex225,ex225_fp16_log10_bitvec_bits12_9_10_t32,fp16_log10,bitvec_bits12_9_10_t32,student/work/ex225_frontend_fp16_bitvec_shallow_20260607_1255/ex225/verilog/ex225_fp16_log10_bitvec_bits12_9_10_t32.v,student/work/ex225_frontend_fp16_bitvec_shallow_20260607_1255/ex225/aigs/ex225_fp16_log10_bitvec_bits12_9_10_t32.aig,1,1,1,11641,24,279384,116676,2.394528,0,0,15.661,"bitvec selected bits; table_items=31777; bits=12,10,9; threshold=32; const_groups=47; range_groups=17; table_groups=0; range_items=73; table_items=0",structural_exact,"per-output-bit run-cover hybrid; bitvec selected bits; table_items=31777; bits=12,10,9; threshold=32; const_groups=47; range_groups=17; table_groups=0; range_items=73; table_items=0"
