case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex260,ex260_smul_wide_signed_abc_g_aig,signed low4_high4:a*b,wide_signed+abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex260/verilog/ex260_smul_wide_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex260/aigs/ex260_smul_wide_signed_abc_g_aig.aig,1,1,1,151,18,2718,657,4.136986,0,0,0.225,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=wide_signed; flow=abc_g_aig
ex263,ex263_smul_direct_signed_synth_preset_d9,signed low7_high7:a*b,direct_signed+synth_preset_d9,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex263/verilog/ex263_smul_direct_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex263/aigs/ex263_smul_direct_signed_synth_preset_d9.aig,1,1,1,442,33,14586,6840,2.132456,0,0,0.574,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=direct_signed; flow=synth_preset_d9
ex263,ex263_smul_direct_signed_synth_preset_d13,signed low7_high7:a*b,direct_signed+synth_preset_d13,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex263/verilog/ex263_smul_direct_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex263/aigs/ex263_smul_direct_signed_synth_preset_d13.aig,1,1,1,442,33,14586,6840,2.132456,0,0,0.584,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=direct_signed; flow=synth_preset_d13
ex263,ex263_smul_direct_signed_synth_preset_d18,signed low7_high7:a*b,direct_signed+synth_preset_d18,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex263/verilog/ex263_smul_direct_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex263/aigs/ex263_smul_direct_signed_synth_preset_d18.aig,1,1,1,442,33,14586,6840,2.132456,0,0,0.585,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=direct_signed; flow=synth_preset_d18
ex263,ex263_smul_direct_signed_abc_g_aig_d13,signed low7_high7:a*b,direct_signed+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex263/verilog/ex263_smul_direct_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex263/aigs/ex263_smul_direct_signed_abc_g_aig_d13.aig,1,1,1,442,33,14586,6840,2.132456,0,0,0.456,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=direct_signed; flow=abc_g_aig_d13
ex263,ex263_smul_split_half_signed_abc_g_aig,signed low7_high7:a*b,split_half_signed+abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex263/verilog/ex263_smul_split_half_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex263/aigs/ex263_smul_split_half_signed_abc_g_aig.aig,1,1,1,396,38,15048,6840,2.200000,0,0,0.491,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=split_half_signed; flow=abc_g_aig
ex263,ex263_smul_split_half_signed_wreduce_abc_g_aig,signed low7_high7:a*b,split_half_signed+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex263/verilog/ex263_smul_split_half_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex263/aigs/ex263_smul_split_half_signed_wreduce_abc_g_aig.aig,1,1,1,402,38,15276,6840,2.233333,0,0,0.515,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=split_half_signed; flow=wreduce_abc_g_aig
ex263,ex263_smul_split_half_signed_synth_preset_d9,signed low7_high7:a*b,split_half_signed+synth_preset_d9,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex263/verilog/ex263_smul_split_half_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex263/aigs/ex263_smul_split_half_signed_synth_preset_d9.aig,1,1,1,404,33,13332,6840,1.949123,0,0,0.598,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=split_half_signed; flow=synth_preset_d9
ex263,ex263_smul_split_half_signed_synth_preset_d13,signed low7_high7:a*b,split_half_signed+synth_preset_d13,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex263/verilog/ex263_smul_split_half_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex263/aigs/ex263_smul_split_half_signed_synth_preset_d13.aig,1,1,1,404,33,13332,6840,1.949123,0,0,0.592,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=split_half_signed; flow=synth_preset_d13
ex263,ex263_smul_split_half_signed_synth_preset_d18,signed low7_high7:a*b,split_half_signed+synth_preset_d18,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex263/verilog/ex263_smul_split_half_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex263/aigs/ex263_smul_split_half_signed_synth_preset_d18.aig,1,1,1,404,33,13332,6840,1.949123,0,0,0.589,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=split_half_signed; flow=synth_preset_d18
ex263,ex263_smul_split_half_signed_abc_g_aig_d13,signed low7_high7:a*b,split_half_signed+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex263/verilog/ex263_smul_split_half_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex263/aigs/ex263_smul_split_half_signed_abc_g_aig_d13.aig,1,1,1,396,38,15048,6840,2.200000,0,0,0.493,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=split_half_signed; flow=abc_g_aig_d13
ex263,ex263_smul_abs_sign_wallace_abc_g_aig,signed low7_high7:a*b,abs_sign_wallace+abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex263/verilog/ex263_smul_abs_sign_wallace.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex263/aigs/ex263_smul_abs_sign_wallace_abc_g_aig.aig,1,1,1,391,33,12903,6840,1.886404,0,0,0.568,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=abs_sign_wallace; flow=abc_g_aig
ex263,ex263_smul_abs_sign_wallace_wreduce_abc_g_aig,signed low7_high7:a*b,abs_sign_wallace+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex263/verilog/ex263_smul_abs_sign_wallace.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex263/aigs/ex263_smul_abs_sign_wallace_wreduce_abc_g_aig.aig,1,1,1,391,33,12903,6840,1.886404,0,0,0.584,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=abs_sign_wallace; flow=wreduce_abc_g_aig
ex263,ex263_smul_abs_sign_wallace_synth_preset_d9,signed low7_high7:a*b,abs_sign_wallace+synth_preset_d9,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex263/verilog/ex263_smul_abs_sign_wallace.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex263/aigs/ex263_smul_abs_sign_wallace_synth_preset_d9.aig,1,1,1,391,33,12903,6840,1.886404,0,0,0.693,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=abs_sign_wallace; flow=synth_preset_d9
ex263,ex263_smul_abs_sign_wallace_synth_preset_d13,signed low7_high7:a*b,abs_sign_wallace+synth_preset_d13,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex263/verilog/ex263_smul_abs_sign_wallace.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex263/aigs/ex263_smul_abs_sign_wallace_synth_preset_d13.aig,1,1,1,391,33,12903,6840,1.886404,0,0,0.695,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=abs_sign_wallace; flow=synth_preset_d13
ex263,ex263_smul_abs_sign_wallace_synth_preset_d18,signed low7_high7:a*b,abs_sign_wallace+synth_preset_d18,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex263/verilog/ex263_smul_abs_sign_wallace.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex263/aigs/ex263_smul_abs_sign_wallace_synth_preset_d18.aig,1,1,1,391,33,12903,6840,1.886404,0,0,0.688,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=abs_sign_wallace; flow=synth_preset_d18
ex263,ex263_smul_abs_sign_wallace_abc_g_aig_d13,signed low7_high7:a*b,abs_sign_wallace+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex263/verilog/ex263_smul_abs_sign_wallace.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex263/aigs/ex263_smul_abs_sign_wallace_abc_g_aig_d13.aig,1,1,1,391,33,12903,6840,1.886404,0,0,0.561,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=abs_sign_wallace; flow=abc_g_aig_d13
ex264,ex264_smul_wide_signed_abc_g_aig,signed low8_high8:a*b,wide_signed+abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex264/verilog/ex264_smul_wide_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex264/aigs/ex264_smul_wide_signed_abc_g_aig.aig,1,1,1,798,38,30324,9724,3.118470,0,0,2.444,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=wide_signed; flow=abc_g_aig
ex264,ex264_smul_wide_signed_wreduce_abc_g_aig,signed low8_high8:a*b,wide_signed+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex264/verilog/ex264_smul_wide_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex264/aigs/ex264_smul_wide_signed_wreduce_abc_g_aig.aig,1,1,1,553,35,19355,9724,1.990436,0,0,1.728,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=wide_signed; flow=wreduce_abc_g_aig
ex264,ex264_smul_wide_signed_synth_preset_d9,signed low8_high8:a*b,wide_signed+synth_preset_d9,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex264/verilog/ex264_smul_wide_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex264/aigs/ex264_smul_wide_signed_synth_preset_d9.aig,1,1,1,553,35,19355,9724,1.990436,0,0,1.851,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=wide_signed; flow=synth_preset_d9
ex264,ex264_smul_wide_signed_synth_preset_d13,signed low8_high8:a*b,wide_signed+synth_preset_d13,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex264/verilog/ex264_smul_wide_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex264/aigs/ex264_smul_wide_signed_synth_preset_d13.aig,1,1,1,553,35,19355,9724,1.990436,0,0,1.854,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=wide_signed; flow=synth_preset_d13
ex264,ex264_smul_wide_signed_synth_preset_d18,signed low8_high8:a*b,wide_signed+synth_preset_d18,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex264/verilog/ex264_smul_wide_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex264/aigs/ex264_smul_wide_signed_synth_preset_d18.aig,1,1,1,553,35,19355,9724,1.990436,0,0,1.973,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=wide_signed; flow=synth_preset_d18
ex264,ex264_smul_wide_signed_abc_g_aig_d13,signed low8_high8:a*b,wide_signed+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex264/verilog/ex264_smul_wide_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex264/aigs/ex264_smul_wide_signed_abc_g_aig_d13.aig,1,1,1,798,38,30324,9724,3.118470,0,0,2.560,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=wide_signed; flow=abc_g_aig_d13
ex264,ex264_smul_booth_radix4_signed_abc_g_aig,signed low8_high8:a*b,booth_radix4_signed+abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex264/verilog/ex264_smul_booth_radix4_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex264/aigs/ex264_smul_booth_radix4_signed_abc_g_aig.aig,1,1,1,446,40,17840,9724,1.834636,0,0,1.925,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=booth_radix4_signed; flow=abc_g_aig
ex264,ex264_smul_booth_radix4_signed_wreduce_abc_g_aig,signed low8_high8:a*b,booth_radix4_signed+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex264/verilog/ex264_smul_booth_radix4_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex264/aigs/ex264_smul_booth_radix4_signed_wreduce_abc_g_aig.aig,1,1,1,446,40,17840,9724,1.834636,0,0,1.922,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=booth_radix4_signed; flow=wreduce_abc_g_aig
ex264,ex264_smul_booth_radix4_signed_synth_preset_d9,signed low8_high8:a*b,booth_radix4_signed+synth_preset_d9,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex264/verilog/ex264_smul_booth_radix4_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex264/aigs/ex264_smul_booth_radix4_signed_synth_preset_d9.aig,1,1,1,501,39,19539,9724,2.009358,0,0,2.043,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=booth_radix4_signed; flow=synth_preset_d9
ex264,ex264_smul_booth_radix4_signed_synth_preset_d13,signed low8_high8:a*b,booth_radix4_signed+synth_preset_d13,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex264/verilog/ex264_smul_booth_radix4_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex264/aigs/ex264_smul_booth_radix4_signed_synth_preset_d13.aig,1,1,1,501,39,19539,9724,2.009358,0,0,2.062,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=booth_radix4_signed; flow=synth_preset_d13
ex264,ex264_smul_booth_radix4_signed_synth_preset_d18,signed low8_high8:a*b,booth_radix4_signed+synth_preset_d18,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex264/verilog/ex264_smul_booth_radix4_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex264/aigs/ex264_smul_booth_radix4_signed_synth_preset_d18.aig,1,1,1,501,39,19539,9724,2.009358,0,0,1.944,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=booth_radix4_signed; flow=synth_preset_d18
ex264,ex264_smul_booth_radix4_signed_abc_g_aig_d13,signed low8_high8:a*b,booth_radix4_signed+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex264/verilog/ex264_smul_booth_radix4_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex264/aigs/ex264_smul_booth_radix4_signed_abc_g_aig_d13.aig,1,1,1,446,40,17840,9724,1.834636,0,0,1.809,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=booth_radix4_signed; flow=abc_g_aig_d13
ex264,ex264_smul_direct_signed_abc_g_aig,signed low8_high8:a*b,direct_signed+abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex264/verilog/ex264_smul_direct_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex264/aigs/ex264_smul_direct_signed_abc_g_aig.aig,1,1,1,553,35,19355,9724,1.990436,0,0,1.720,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=direct_signed; flow=abc_g_aig
ex264,ex264_smul_direct_signed_wreduce_abc_g_aig,signed low8_high8:a*b,direct_signed+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex264/verilog/ex264_smul_direct_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex264/aigs/ex264_smul_direct_signed_wreduce_abc_g_aig.aig,1,1,1,553,35,19355,9724,1.990436,0,0,1.841,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=direct_signed; flow=wreduce_abc_g_aig
ex264,ex264_smul_direct_signed_synth_preset_d9,signed low8_high8:a*b,direct_signed+synth_preset_d9,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex264/verilog/ex264_smul_direct_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex264/aigs/ex264_smul_direct_signed_synth_preset_d9.aig,1,1,1,553,35,19355,9724,1.990436,0,0,1.995,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=direct_signed; flow=synth_preset_d9
ex264,ex264_smul_direct_signed_synth_preset_d13,signed low8_high8:a*b,direct_signed+synth_preset_d13,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex264/verilog/ex264_smul_direct_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex264/aigs/ex264_smul_direct_signed_synth_preset_d13.aig,1,1,1,553,35,19355,9724,1.990436,0,0,1.967,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=direct_signed; flow=synth_preset_d13
ex264,ex264_smul_direct_signed_synth_preset_d18,signed low8_high8:a*b,direct_signed+synth_preset_d18,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex264/verilog/ex264_smul_direct_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex264/aigs/ex264_smul_direct_signed_synth_preset_d18.aig,1,1,1,553,35,19355,9724,1.990436,0,0,1.985,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=direct_signed; flow=synth_preset_d18
ex264,ex264_smul_direct_signed_abc_g_aig_d13,signed low8_high8:a*b,direct_signed+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex264/verilog/ex264_smul_direct_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex264/aigs/ex264_smul_direct_signed_abc_g_aig_d13.aig,1,1,1,553,35,19355,9724,1.990436,0,0,1.860,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=direct_signed; flow=abc_g_aig_d13
ex264,ex264_smul_split_half_signed_abc_g_aig,signed low8_high8:a*b,split_half_signed+abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex264/verilog/ex264_smul_split_half_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex264/aigs/ex264_smul_split_half_signed_abc_g_aig.aig,1,1,1,531,46,24426,9724,2.511929,0,0,1.926,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=split_half_signed; flow=abc_g_aig
ex264,ex264_smul_split_half_signed_wreduce_abc_g_aig,signed low8_high8:a*b,split_half_signed+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex264/verilog/ex264_smul_split_half_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex264/aigs/ex264_smul_split_half_signed_wreduce_abc_g_aig.aig,1,1,1,530,46,24380,9724,2.507199,0,0,1.887,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=split_half_signed; flow=wreduce_abc_g_aig
ex264,ex264_smul_split_half_signed_synth_preset_d9,signed low8_high8:a*b,split_half_signed+synth_preset_d9,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex264/verilog/ex264_smul_split_half_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex264/aigs/ex264_smul_split_half_signed_synth_preset_d9.aig,1,1,1,534,43,22962,9724,2.361374,0,0,1.974,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=split_half_signed; flow=synth_preset_d9
ex264,ex264_smul_split_half_signed_synth_preset_d13,signed low8_high8:a*b,split_half_signed+synth_preset_d13,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex264/verilog/ex264_smul_split_half_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex264/aigs/ex264_smul_split_half_signed_synth_preset_d13.aig,1,1,1,534,43,22962,9724,2.361374,0,0,1.990,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=split_half_signed; flow=synth_preset_d13
ex264,ex264_smul_split_half_signed_synth_preset_d18,signed low8_high8:a*b,split_half_signed+synth_preset_d18,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex264/verilog/ex264_smul_split_half_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex264/aigs/ex264_smul_split_half_signed_synth_preset_d18.aig,1,1,1,534,43,22962,9724,2.361374,0,0,1.998,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=split_half_signed; flow=synth_preset_d18
ex264,ex264_smul_split_half_signed_abc_g_aig_d13,signed low8_high8:a*b,split_half_signed+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex264/verilog/ex264_smul_split_half_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex264/aigs/ex264_smul_split_half_signed_abc_g_aig_d13.aig,1,1,1,531,46,24426,9724,2.511929,0,0,1.877,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=split_half_signed; flow=abc_g_aig_d13
ex264,ex264_smul_abs_sign_wallace_abc_g_aig,signed low8_high8:a*b,abs_sign_wallace+abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex264/verilog/ex264_smul_abs_sign_wallace.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex264/aigs/ex264_smul_abs_sign_wallace_abc_g_aig.aig,1,1,1,527,40,21080,9724,2.167832,0,0,1.990,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=abs_sign_wallace; flow=abc_g_aig
ex264,ex264_smul_abs_sign_wallace_wreduce_abc_g_aig,signed low8_high8:a*b,abs_sign_wallace+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex264/verilog/ex264_smul_abs_sign_wallace.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex264/aigs/ex264_smul_abs_sign_wallace_wreduce_abc_g_aig.aig,1,1,1,527,40,21080,9724,2.167832,0,0,2.025,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=abs_sign_wallace; flow=wreduce_abc_g_aig
ex264,ex264_smul_abs_sign_wallace_synth_preset_d9,signed low8_high8:a*b,abs_sign_wallace+synth_preset_d9,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex264/verilog/ex264_smul_abs_sign_wallace.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex264/aigs/ex264_smul_abs_sign_wallace_synth_preset_d9.aig,1,1,1,527,40,21080,9724,2.167832,0,0,2.165,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=abs_sign_wallace; flow=synth_preset_d9
ex264,ex264_smul_abs_sign_wallace_synth_preset_d13,signed low8_high8:a*b,abs_sign_wallace+synth_preset_d13,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex264/verilog/ex264_smul_abs_sign_wallace.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex264/aigs/ex264_smul_abs_sign_wallace_synth_preset_d13.aig,1,1,1,527,40,21080,9724,2.167832,0,0,2.205,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=abs_sign_wallace; flow=synth_preset_d13
ex264,ex264_smul_abs_sign_wallace_synth_preset_d18,signed low8_high8:a*b,abs_sign_wallace+synth_preset_d18,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex264/verilog/ex264_smul_abs_sign_wallace.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex264/aigs/ex264_smul_abs_sign_wallace_synth_preset_d18.aig,1,1,1,527,40,21080,9724,2.167832,0,0,2.208,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=abs_sign_wallace; flow=synth_preset_d18
ex264,ex264_smul_abs_sign_wallace_abc_g_aig_d13,signed low8_high8:a*b,abs_sign_wallace+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex264/verilog/ex264_smul_abs_sign_wallace.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex264/aigs/ex264_smul_abs_sign_wallace_abc_g_aig_d13.aig,1,1,1,527,40,21080,9724,2.167832,0,0,1.978,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=abs_sign_wallace; flow=abc_g_aig_d13
