case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,notes
ex242,ex242_semantic_div_field_sparse_clean_synth_preset_aig,fp8_e4m3fn_div_low_over_high,semantic_div_field_sparse_clean_synth_preset_aig,student/work/ex242_frontend_fp8_div_clean_sparse_20260608_1330/ex242/verilog/ex242_semantic_div_field_sparse_clean.v,student/work/ex242_frontend_fp8_div_clean_sparse_20260608_1330/ex242/aigs/ex242_semantic_div_field_sparse_clean_synth_preset_aig.aig,1,1,1266,20,25320,11900,2.127731,0,0,semantic_exact,
