case,candidate_id,equivalent,area,delay,adp,aig_path,notes
ex256,ex256_umul_ex256_carry_state_prefix_abc_g_aig,1,355,23,8165,student/work/ex256_frontend_umul_carry_state_prefix_20260609_0220/ex256/aigs/ex256_umul_ex256_carry_state_prefix_abc_g_aig.aig,exact unsigned low5 * high5 over 1024 inputs; focused source=ex256_carry_state_prefix; flow=abc_g_aig
ex256,ex256_umul_ex256_carry_state_prefix_wreduce_abc_g_aig,1,344,22,7568,student/work/ex256_frontend_umul_carry_state_prefix_20260609_0220/ex256/aigs/ex256_umul_ex256_carry_state_prefix_wreduce_abc_g_aig.aig,exact unsigned low5 * high5 over 1024 inputs; focused source=ex256_carry_state_prefix; flow=wreduce_abc_g_aig
ex256,ex256_umul_ex256_carry_state_prefix_synth_preset_d13,1,326,21,6846,student/work/ex256_frontend_umul_carry_state_prefix_20260609_0220/ex256/aigs/ex256_umul_ex256_carry_state_prefix_synth_preset_d13.aig,exact unsigned low5 * high5 over 1024 inputs; focused source=ex256_carry_state_prefix; flow=synth_preset_d13
ex256,ex256_umul_ex256_carry_state_prefix_synth_preset_d18,1,326,21,6846,student/work/ex256_frontend_umul_carry_state_prefix_20260609_0220/ex256/aigs/ex256_umul_ex256_carry_state_prefix_synth_preset_d18.aig,exact unsigned low5 * high5 over 1024 inputs; focused source=ex256_carry_state_prefix; flow=synth_preset_d18
ex256,ex256_umul_csa_androws_cla_abc_g_aig,1,159,18,2862,student/work/ex256_frontend_umul_carry_state_prefix_20260609_0220/ex256/aigs/ex256_umul_csa_androws_cla_abc_g_aig.aig,exact unsigned low5 * high5 over 1024 inputs; focused source=csa_androws_cla; flow=abc_g_aig
ex256,ex256_umul_csa_androws_cla_wreduce_abc_g_aig,1,159,18,2862,student/work/ex256_frontend_umul_carry_state_prefix_20260609_0220/ex256/aigs/ex256_umul_csa_androws_cla_wreduce_abc_g_aig.aig,exact unsigned low5 * high5 over 1024 inputs; focused source=csa_androws_cla; flow=wreduce_abc_g_aig
ex256,ex256_umul_csa_androws_cla_synth_preset_d13,1,156,20,3120,student/work/ex256_frontend_umul_carry_state_prefix_20260609_0220/ex256/aigs/ex256_umul_csa_androws_cla_synth_preset_d13.aig,exact unsigned low5 * high5 over 1024 inputs; focused source=csa_androws_cla; flow=synth_preset_d13
ex256,ex256_umul_csa_androws_cla_synth_preset_d18,1,156,20,3120,student/work/ex256_frontend_umul_carry_state_prefix_20260609_0220/ex256/aigs/ex256_umul_csa_androws_cla_synth_preset_d18.aig,exact unsigned low5 * high5 over 1024 inputs; focused source=csa_androws_cla; flow=synth_preset_d18
