case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex256,ex256_umul_ex256_carry_state_prefix_abc_g_aig,unsigned low5_high5:a*b,ex256_carry_state_prefix+abc_g_aig,student/work/ex256_frontend_umul_carry_state_prefix_20260609_0220/ex256/verilog/ex256_umul_ex256_carry_state_prefix.v,student/work/ex256_frontend_umul_carry_state_prefix_20260609_0220/ex256/aigs/ex256_umul_ex256_carry_state_prefix_abc_g_aig.aig,1,1,1,355,23,8165,1911,4.272632,0,0,0.543,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; focused source=ex256_carry_state_prefix; flow=abc_g_aig
ex256,ex256_umul_ex256_carry_state_prefix_wreduce_abc_g_aig,unsigned low5_high5:a*b,ex256_carry_state_prefix+wreduce_abc_g_aig,student/work/ex256_frontend_umul_carry_state_prefix_20260609_0220/ex256/verilog/ex256_umul_ex256_carry_state_prefix.v,student/work/ex256_frontend_umul_carry_state_prefix_20260609_0220/ex256/aigs/ex256_umul_ex256_carry_state_prefix_wreduce_abc_g_aig.aig,1,1,1,344,22,7568,1911,3.960230,0,0,0.565,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; focused source=ex256_carry_state_prefix; flow=wreduce_abc_g_aig
ex256,ex256_umul_ex256_carry_state_prefix_synth_preset_d13,unsigned low5_high5:a*b,ex256_carry_state_prefix+synth_preset_d13,student/work/ex256_frontend_umul_carry_state_prefix_20260609_0220/ex256/verilog/ex256_umul_ex256_carry_state_prefix.v,student/work/ex256_frontend_umul_carry_state_prefix_20260609_0220/ex256/aigs/ex256_umul_ex256_carry_state_prefix_synth_preset_d13.aig,1,1,1,326,21,6846,1911,3.582418,0,0,0.704,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; focused source=ex256_carry_state_prefix; flow=synth_preset_d13
ex256,ex256_umul_ex256_carry_state_prefix_synth_preset_d18,unsigned low5_high5:a*b,ex256_carry_state_prefix+synth_preset_d18,student/work/ex256_frontend_umul_carry_state_prefix_20260609_0220/ex256/verilog/ex256_umul_ex256_carry_state_prefix.v,student/work/ex256_frontend_umul_carry_state_prefix_20260609_0220/ex256/aigs/ex256_umul_ex256_carry_state_prefix_synth_preset_d18.aig,1,1,1,326,21,6846,1911,3.582418,0,0,0.717,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; focused source=ex256_carry_state_prefix; flow=synth_preset_d18
ex256,ex256_umul_csa_androws_cla_abc_g_aig,unsigned low5_high5:a*b,csa_androws_cla+abc_g_aig,student/work/ex256_frontend_umul_carry_state_prefix_20260609_0220/ex256/verilog/ex256_umul_csa_androws_cla.v,student/work/ex256_frontend_umul_carry_state_prefix_20260609_0220/ex256/aigs/ex256_umul_csa_androws_cla_abc_g_aig.aig,1,1,1,159,18,2862,1911,1.497645,1,0,0.228,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; focused source=csa_androws_cla; flow=abc_g_aig
ex256,ex256_umul_csa_androws_cla_wreduce_abc_g_aig,unsigned low5_high5:a*b,csa_androws_cla+wreduce_abc_g_aig,student/work/ex256_frontend_umul_carry_state_prefix_20260609_0220/ex256/verilog/ex256_umul_csa_androws_cla.v,student/work/ex256_frontend_umul_carry_state_prefix_20260609_0220/ex256/aigs/ex256_umul_csa_androws_cla_wreduce_abc_g_aig.aig,1,1,1,159,18,2862,1911,1.497645,1,0,0.256,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; focused source=csa_androws_cla; flow=wreduce_abc_g_aig
ex256,ex256_umul_csa_androws_cla_synth_preset_d13,unsigned low5_high5:a*b,csa_androws_cla+synth_preset_d13,student/work/ex256_frontend_umul_carry_state_prefix_20260609_0220/ex256/verilog/ex256_umul_csa_androws_cla.v,student/work/ex256_frontend_umul_carry_state_prefix_20260609_0220/ex256/aigs/ex256_umul_csa_androws_cla_synth_preset_d13.aig,1,1,1,156,20,3120,1911,1.632653,0,0,0.324,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; focused source=csa_androws_cla; flow=synth_preset_d13
ex256,ex256_umul_csa_androws_cla_synth_preset_d18,unsigned low5_high5:a*b,csa_androws_cla+synth_preset_d18,student/work/ex256_frontend_umul_carry_state_prefix_20260609_0220/ex256/verilog/ex256_umul_csa_androws_cla.v,student/work/ex256_frontend_umul_carry_state_prefix_20260609_0220/ex256/aigs/ex256_umul_csa_androws_cla_synth_preset_d18.aig,1,1,1,156,20,3120,1911,1.632653,0,0,0.310,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; focused source=csa_androws_cla; flow=synth_preset_d18
