case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,notes
ex281,ex281_unknown_bdd_key_bit_reverse_interleave,unknown_transformed_key_bdd,bit_reverse_interleave,student/work/ex281_ex284_frontend_bdd_key_transform_20260608_1500/ex281/verilog/ex281_unknown_bdd_key_bit_reverse_interleave.v,student/work/ex281_ex284_frontend_bdd_key_transform_20260608_1500/ex281/aigs/ex281_unknown_bdd_key_bit_reverse_interleave.aig,1,1,1351,23,31073,2336,13.301798,0,0,structural_exact,unknown transformed-key shared-BDD Verilog seed
ex282,ex282_unknown_bdd_key_bit_reverse_interleave,unknown_transformed_key_bdd,bit_reverse_interleave,student/work/ex281_ex284_frontend_bdd_key_transform_20260608_1500/ex282/verilog/ex282_unknown_bdd_key_bit_reverse_interleave.v,student/work/ex281_ex284_frontend_bdd_key_transform_20260608_1500/ex282/aigs/ex282_unknown_bdd_key_bit_reverse_interleave.aig,1,1,1592,25,39800,2704,14.718935,0,0,structural_exact,unknown transformed-key shared-BDD Verilog seed
ex283,ex283_unknown_bdd_key_bit_reverse_interleave,unknown_transformed_key_bdd,bit_reverse_interleave,student/work/ex281_ex284_frontend_bdd_key_transform_20260608_1500/ex283/verilog/ex283_unknown_bdd_key_bit_reverse_interleave.v,student/work/ex281_ex284_frontend_bdd_key_transform_20260608_1500/ex283/aigs/ex283_unknown_bdd_key_bit_reverse_interleave.aig,1,1,1847,27,49869,3168,15.741477,0,0,structural_exact,unknown transformed-key shared-BDD Verilog seed
ex284,ex284_unknown_bdd_key_bit_reverse_interleave,unknown_transformed_key_bdd,bit_reverse_interleave,student/work/ex281_ex284_frontend_bdd_key_transform_20260608_1500/ex284/verilog/ex284_unknown_bdd_key_bit_reverse_interleave.v,student/work/ex281_ex284_frontend_bdd_key_transform_20260608_1500/ex284/aigs/ex284_unknown_bdd_key_bit_reverse_interleave.aig,1,1,2103,29,60987,4240,14.383726,0,0,structural_exact,unknown transformed-key shared-BDD Verilog seed
