round,run_id,agent_id,case,candidate_id,official_status,equivalent,area,delay,adp,reference_adp,current_adp,frontend_best_adp,verilog_path,aig_path,log_path,notes,output_dir,evaluate_log,runtime_sec,method_signature,shard_csv,status,frontend_adp,improves_frontend,beats_current,beats_reference,eval_log,hypothesis,variant,verified_truth,current_frontend_adp,improves_current,eval_status,synth_log,evaluate_status,domain
,frontend_source_parallel_round78_20260613_1744,sub-fp16-int-enum-r78,ex225,ex225_r78_low11_split_keep_decode_abc_g_aig,OK,1,11558,19,219602,,,,,,,"positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=11; nested_hi=5; nested_lo=5; low_items=30720; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28; b13:runs=34,max=2,const=26; b12:runs=38,max=4,const=26; b11:runs=45,max=7,const=24",student/runs/fp16/frontend_source_parallel_round78_20260613_1744/sub-fp16-int-enum-r78/ex225/official_eval/ex225_r78_low11_split_keep_decode_abc_g_aig,student/runs/fp16/frontend_source_parallel_round78_20260613_1744/sub-fp16-int-enum-r78/ex225/official_eval/ex225_r78_low11_split_keep_decode_abc_g_aig/ex225_r78_low11_split_keep_decode_abc_g_aig.evaluate.py.log,1.380,ex225|fp16_log10|nested_log_boundary_low11_hi15_to_11|high-vs-low_grouped_output_assigns_plus_kept_sign_exp/mant/active_decode|yosys_abc_g_aig|abc_xf_official_evaluate|not_r75_mtbdd_sparse_not_r76_ratio_xor_segbase_not_r77_same_split_only,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp16-int-enum-r78/evaluation_results.csv,,,,,,,,,,,,,,,
,frontend_source_parallel_round78_20260613_1744,sub-fp16-int-enum-r78,ex225,ex225_r78_low11_split_keep_highrun_abc_g_aig,OK,1,11563,19,219697,,,,,,,"positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=11; nested_hi=5; nested_lo=5; low_items=30720; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28; b13:runs=34,max=2,const=26; b12:runs=38,max=4,const=26; b11:runs=45,max=7,const=24",student/runs/fp16/frontend_source_parallel_round78_20260613_1744/sub-fp16-int-enum-r78/ex225/official_eval/ex225_r78_low11_split_keep_highrun_abc_g_aig,student/runs/fp16/frontend_source_parallel_round78_20260613_1744/sub-fp16-int-enum-r78/ex225/official_eval/ex225_r78_low11_split_keep_highrun_abc_g_aig/ex225_r78_low11_split_keep_highrun_abc_g_aig.evaluate.py.log,1.387,ex225|fp16_log10|nested_log_boundary_low11_hi15_to_11|high-vs-low_output_boundary_plus_kept_high-run_output_registers|yosys_abc_g_aig|abc_xf_official_evaluate|not_r75_mtbdd_sparse_not_r76_ratio_xor_segbase_not_r77_same_split_only,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp16-int-enum-r78/evaluation_results.csv,,,,,,,,,,,,,,,
,frontend_source_parallel_round78_20260613_1744,sub-fp16-int-enum-r78,ex225,ex225_r78_low11_pred_helper_split_abc_g_aig,OK,1,11573,19,219887,,,,,,,"positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=11; nested_hi=5; nested_lo=5; low_items=30720; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28; b13:runs=34,max=2,const=26; b12:runs=38,max=4,const=26; b11:runs=45,max=7,const=24",student/runs/fp16/frontend_source_parallel_round78_20260613_1744/sub-fp16-int-enum-r78/ex225/official_eval/ex225_r78_low11_pred_helper_split_abc_g_aig,student/runs/fp16/frontend_source_parallel_round78_20260613_1744/sub-fp16-int-enum-r78/ex225/official_eval/ex225_r78_low11_pred_helper_split_abc_g_aig/ex225_r78_low11_pred_helper_split_abc_g_aig.evaluate.py.log,1.388,ex225|fp16_log10|nested_log_boundary_low11_hi15_to_11|positive-normal_helper_module_plus_grouped_high-vs-low_output_assigns|yosys_abc_g_aig|abc_xf_official_evaluate|not_r75_mtbdd_sparse_not_r76_ratio_xor_segbase_not_r77_same_split_only,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp16-int-enum-r78/evaluation_results.csv,,,,,,,,,,,,,,,
,frontend_source_parallel_round78_20260613_1744,sub-fp16-int-enum-r78,ex260,ex260_r78_output_grouped_abc_g_aig,OK,1,88,13,1144,,,,,,,source copied from student/work/ex260_ex264_frontend_smul_order_edge_start_20260609_0605/ex260/verilog/ex260_smul_baugh_wooley_wallace_rev_hcla4.v,student/runs/integer/frontend_source_parallel_round78_20260613_1744/sub-fp16-int-enum-r78/ex260/official_eval/ex260_r78_output_grouped_abc_g_aig,student/runs/integer/frontend_source_parallel_round78_20260613_1744/sub-fp16-int-enum-r78/ex260/official_eval/ex260_r78_output_grouped_abc_g_aig/ex260_r78_output_grouped_abc_g_aig.evaluate.py.log,0.145,ex260|signed_low4_high4_multiply|current_source_boundary_enum_output_grouped|separate_high/low_output_bit_groups|yosys_abc_g_aig|abc_xf_official_evaluate|not_r75_carryselect_booth_or_wordmux_spelling_not_r76_weighted_or_residual_not_r77_same_boundary,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp16-int-enum-r78/evaluation_results.csv,,,,,,,,,,,,,,,
,frontend_source_parallel_round78_20260613_1744,sub-fp16-int-enum-r78,ex260,ex260_r78_keep_common_abc_g_aig,OK,1,87,13,1131,,,,,,,source copied from student/work/ex260_ex264_frontend_smul_order_edge_start_20260609_0605/ex260/verilog/ex260_smul_baugh_wooley_wallace_rev_hcla4.v,student/runs/integer/frontend_source_parallel_round78_20260613_1744/sub-fp16-int-enum-r78/ex260/official_eval/ex260_r78_keep_common_abc_g_aig,student/runs/integer/frontend_source_parallel_round78_20260613_1744/sub-fp16-int-enum-r78/ex260/official_eval/ex260_r78_keep_common_abc_g_aig/ex260_r78_keep_common_abc_g_aig.evaluate.py.log,0.148,ex260|signed_low4_high4_multiply|current_source_boundary_enum_keep_common|keep_common_sign/compare/cofactor_wires|yosys_abc_g_aig|abc_xf_official_evaluate|not_r75_carryselect_booth_or_wordmux_spelling_not_r76_weighted_or_residual_not_r77_same_boundary,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp16-int-enum-r78/evaluation_results.csv,,,,,,,,,,,,,,,
,frontend_source_parallel_round78_20260613_1744,sub-fp16-int-enum-r78,ex260,ex260_r78_grouped_keep_common_abc_g_aig,OK,1,87,13,1131,,,,,,,source copied from student/work/ex260_ex264_frontend_smul_order_edge_start_20260609_0605/ex260/verilog/ex260_smul_baugh_wooley_wallace_rev_hcla4.v,student/runs/integer/frontend_source_parallel_round78_20260613_1744/sub-fp16-int-enum-r78/ex260/official_eval/ex260_r78_grouped_keep_common_abc_g_aig,student/runs/integer/frontend_source_parallel_round78_20260613_1744/sub-fp16-int-enum-r78/ex260/official_eval/ex260_r78_grouped_keep_common_abc_g_aig/ex260_r78_grouped_keep_common_abc_g_aig.evaluate.py.log,0.145,ex260|signed_low4_high4_multiply|current_source_boundary_enum_grouped_keep_common|combine_output_grouping_with_common_sign/compare_wire_boundaries|yosys_abc_g_aig|abc_xf_official_evaluate|not_r75_carryselect_booth_or_wordmux_spelling_not_r76_weighted_or_residual_not_r77_same_boundary,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp16-int-enum-r78/evaluation_results.csv,,,,,,,,,,,,,,,
,frontend_source_parallel_round78_20260613_1744,sub-fp16-int-enum-r78,ex266,ex266_r78_output_grouped_abc_g_aig,OK,1,152,11,1672,,,,,,,source copied from student/work/ex266_frontend_udiv_best_wordmux_flow_20260609_1204/ex266/verilog/ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux.v,student/runs/integer/frontend_source_parallel_round78_20260613_1744/sub-fp16-int-enum-r78/ex266/official_eval/ex266_r78_output_grouped_abc_g_aig,student/runs/integer/frontend_source_parallel_round78_20260613_1744/sub-fp16-int-enum-r78/ex266/official_eval/ex266_r78_output_grouped_abc_g_aig/ex266_r78_output_grouped_abc_g_aig.evaluate.py.log,0.142,ex266|unsigned_low5_high5_div_dbz_sat|current_source_boundary_enum_output_grouped|separate_high/low_output_bit_groups|yosys_abc_g_aig|abc_xf_official_evaluate|not_r75_carryselect_booth_or_wordmux_spelling_not_r76_weighted_or_residual_not_r77_same_boundary,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp16-int-enum-r78/evaluation_results.csv,,,,,,,,,,,,,,,
,frontend_source_parallel_round78_20260613_1744,sub-fp16-int-enum-r78,ex266,ex266_r78_keep_common_abc_g_aig,OK,1,155,12,1860,,,,,,,source copied from student/work/ex266_frontend_udiv_best_wordmux_flow_20260609_1204/ex266/verilog/ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux.v,student/runs/integer/frontend_source_parallel_round78_20260613_1744/sub-fp16-int-enum-r78/ex266/official_eval/ex266_r78_keep_common_abc_g_aig,student/runs/integer/frontend_source_parallel_round78_20260613_1744/sub-fp16-int-enum-r78/ex266/official_eval/ex266_r78_keep_common_abc_g_aig/ex266_r78_keep_common_abc_g_aig.evaluate.py.log,0.146,ex266|unsigned_low5_high5_div_dbz_sat|current_source_boundary_enum_keep_common|keep_common_sign/compare/cofactor_wires|yosys_abc_g_aig|abc_xf_official_evaluate|not_r75_carryselect_booth_or_wordmux_spelling_not_r76_weighted_or_residual_not_r77_same_boundary,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp16-int-enum-r78/evaluation_results.csv,,,,,,,,,,,,,,,
,frontend_source_parallel_round78_20260613_1744,sub-fp16-int-enum-r78,ex266,ex266_r78_grouped_keep_common_abc_g_aig,OK,1,155,12,1860,,,,,,,source copied from student/work/ex266_frontend_udiv_best_wordmux_flow_20260609_1204/ex266/verilog/ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux.v,student/runs/integer/frontend_source_parallel_round78_20260613_1744/sub-fp16-int-enum-r78/ex266/official_eval/ex266_r78_grouped_keep_common_abc_g_aig,student/runs/integer/frontend_source_parallel_round78_20260613_1744/sub-fp16-int-enum-r78/ex266/official_eval/ex266_r78_grouped_keep_common_abc_g_aig/ex266_r78_grouped_keep_common_abc_g_aig.evaluate.py.log,0.144,ex266|unsigned_low5_high5_div_dbz_sat|current_source_boundary_enum_grouped_keep_common|combine_output_grouping_with_common_sign/compare_wire_boundaries|yosys_abc_g_aig|abc_xf_official_evaluate|not_r75_carryselect_booth_or_wordmux_spelling_not_r76_weighted_or_residual_not_r77_same_boundary,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp16-int-enum-r78/evaluation_results.csv,,,,,,,,,,,,,,,
,frontend_source_parallel_round78_20260613_1744,sub-fp16-int-enum-r78,ex266,ex266_r78_dbz_guard_abc_g_aig,OK,1,153,11,1683,,,,,,,source copied from student/work/ex266_frontend_udiv_best_wordmux_flow_20260609_1204/ex266/verilog/ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux.v,student/runs/integer/frontend_source_parallel_round78_20260613_1744/sub-fp16-int-enum-r78/ex266/official_eval/ex266_r78_dbz_guard_abc_g_aig,student/runs/integer/frontend_source_parallel_round78_20260613_1744/sub-fp16-int-enum-r78/ex266/official_eval/ex266_r78_dbz_guard_abc_g_aig/ex266_r78_dbz_guard_abc_g_aig.evaluate.py.log,0.147,ex266|unsigned_low5_high5_div_dbz_sat|current_source_boundary_enum_dbz_guard|explicit_shared_divide-by-zero_guard_around_current_word|yosys_abc_g_aig|abc_xf_official_evaluate|not_r75_carryselect_booth_or_wordmux_spelling_not_r76_weighted_or_residual_not_r77_same_boundary,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp16-int-enum-r78/evaluation_results.csv,,,,,,,,,,,,,,,
,,sub-fp8-mid-enum-r78,ex249,ex249_r78_sparse_semantic_keep,,,177,30,5310,2079,3339,,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex249/verilog/ex249_r78_sparse_semantic_keep.v,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex249/aigs/ex249_r78_sparse_semantic_keep.aig,,keep only sparse semantic wires such as gap/round/sticky/winner/sign/product class when present; family=sparse semantic wire preservation,,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp8-mid-enum-r78/evaluation_results.csv,OK,4342,0,0,0,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex249/logs/ex249_r78_sparse_semantic_keep.evaluate.py.log,,,,,,,,,
,,sub-fp8-mid-enum-r78,ex249,ex249_r78_split_44_output,,,191,29,5539,2079,3339,,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex249/verilog/ex249_r78_split_44_output.v,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex249/aigs/ex249_r78_split_44_output.aig,,split final output construction into high and low nibbles over a grouped helper core; family=4+4 output split with grouped helper,,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp8-mid-enum-r78/evaluation_results.csv,OK,4342,0,0,0,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex249/logs/ex249_r78_split_44_output.evaluate.py.log,,,,,,,,,
,,sub-fp8-mid-enum-r78,ex249,ex249_r78_split_field_output,,,191,29,5539,2079,3339,,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex249/verilog/ex249_r78_split_field_output.v,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex249/aigs/ex249_r78_split_field_output.aig,,split final output construction into sign/exponent/mantissa-style bit groups over a grouped helper core; family=field output split with grouped helper,,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp8-mid-enum-r78/evaluation_results.csv,OK,4342,0,0,0,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex249/logs/ex249_r78_split_field_output.evaluate.py.log,,,,,,,,,
,,sub-fp8-mid-enum-r78,ex249,ex249_r78_flat_staged_core,,,191,30,5730,2079,3339,,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex249/verilog/ex249_r78_flat_staged_core.v,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex249/aigs/ex249_r78_flat_staged_core.aig,,single flattened source with a staged final result wire and no helper wrapper; family=flattened staged core,,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp8-mid-enum-r78/evaluation_results.csv,OK,4342,0,0,0,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex249/logs/ex249_r78_flat_staged_core.evaluate.py.log,,,,,,,,,
,,sub-fp8-mid-enum-r78,ex249,ex249_r78_tiny_delta_residual,,,,,,2079,3339,,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex249/verilog/ex249_r78_tiny_delta_residual.v,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex249/aigs/ex249_r78_tiny_delta_residual.aig,,replace delta table with tiny residual predicates keyed only by existing gap1/smax/smin wires; family=tiny semantic residual keyed by gap and significands,,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp8-mid-enum-r78/evaluation_results.csv,NOT_EQUIV,4342,0,0,0,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex249/logs/ex249_r78_tiny_delta_residual.evaluate.py.log,,,,,,,,,
,,sub-fp8-mid-enum-r78,ex241,ex241_r78_sparse_semantic_keep,,,553,30,16590,7224,11592,,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex241/verilog/ex241_r78_sparse_semantic_keep.v,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex241/aigs/ex241_r78_sparse_semantic_keep.aig,,keep only sparse semantic wires such as gap/round/sticky/winner/sign/product class when present; family=sparse semantic wire preservation,,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp8-mid-enum-r78/evaluation_results.csv,OK,14094,0,0,0,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex241/logs/ex241_r78_sparse_semantic_keep.evaluate.py.log,,,,,,,,,
,,sub-fp8-mid-enum-r78,ex241,ex241_r78_split_44_output,,,557,30,16710,7224,11592,,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex241/verilog/ex241_r78_split_44_output.v,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex241/aigs/ex241_r78_split_44_output.aig,,split final output construction into high and low nibbles over a grouped helper core; family=4+4 output split with grouped helper,,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp8-mid-enum-r78/evaluation_results.csv,OK,14094,0,0,0,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex241/logs/ex241_r78_split_44_output.evaluate.py.log,,,,,,,,,
,,sub-fp8-mid-enum-r78,ex241,ex241_r78_split_field_output,,,557,30,16710,7224,11592,,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex241/verilog/ex241_r78_split_field_output.v,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex241/aigs/ex241_r78_split_field_output.aig,,split final output construction into sign/exponent/mantissa-style bit groups over a grouped helper core; family=field output split with grouped helper,,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp8-mid-enum-r78/evaluation_results.csv,OK,14094,0,0,0,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex241/logs/ex241_r78_split_field_output.evaluate.py.log,,,,,,,,,
,,sub-fp8-mid-enum-r78,ex241,ex241_r78_flat_staged_core,,,554,30,16620,7224,11592,,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex241/verilog/ex241_r78_flat_staged_core.v,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex241/aigs/ex241_r78_flat_staged_core.aig,,single flattened source with a staged final result wire and no helper wrapper; family=flattened staged core,,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp8-mid-enum-r78/evaluation_results.csv,OK,14094,0,0,0,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex241/logs/ex241_r78_flat_staged_core.evaluate.py.log,,,,,,,,,
,,sub-fp8-mid-enum-r78,ex240,ex240_r78_sparse_semantic_keep,,,639,46,29394,13299,21046,,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex240/verilog/ex240_r78_sparse_semantic_keep.v,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex240/aigs/ex240_r78_sparse_semantic_keep.aig,,keep only sparse semantic wires such as gap/round/sticky/winner/sign/product class when present; family=sparse semantic wire preservation,,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp8-mid-enum-r78/evaluation_results.csv,OK,26230,0,0,0,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex240/logs/ex240_r78_sparse_semantic_keep.evaluate.py.log,,,,,,,,,
,,sub-fp8-mid-enum-r78,ex240,ex240_r78_split_44_output,,,634,47,29798,13299,21046,,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex240/verilog/ex240_r78_split_44_output.v,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex240/aigs/ex240_r78_split_44_output.aig,,split final output construction into high and low nibbles over a grouped helper core; family=4+4 output split with grouped helper,,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp8-mid-enum-r78/evaluation_results.csv,OK,26230,0,0,0,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex240/logs/ex240_r78_split_44_output.evaluate.py.log,,,,,,,,,
,,sub-fp8-mid-enum-r78,ex240,ex240_r78_split_field_output,,,634,47,29798,13299,21046,,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex240/verilog/ex240_r78_split_field_output.v,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex240/aigs/ex240_r78_split_field_output.aig,,split final output construction into sign/exponent/mantissa-style bit groups over a grouped helper core; family=field output split with grouped helper,,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp8-mid-enum-r78/evaluation_results.csv,OK,26230,0,0,0,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex240/logs/ex240_r78_split_field_output.evaluate.py.log,,,,,,,,,
,,sub-fp8-mid-enum-r78,ex240,ex240_r78_flat_staged_core,,,650,46,29900,13299,21046,,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex240/verilog/ex240_r78_flat_staged_core.v,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex240/aigs/ex240_r78_flat_staged_core.aig,,single flattened source with a staged final result wire and no helper wrapper; family=flattened staged core,,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp8-mid-enum-r78/evaluation_results.csv,OK,26230,0,0,0,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex240/logs/ex240_r78_flat_staged_core.evaluate.py.log,,,,,,,,,
,,sub-fp8-mid-enum-r78,ex245,ex245_r78_sparse_semantic_keep,,,708,36,25488,11050,17319,,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex245/verilog/ex245_r78_sparse_semantic_keep.v,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex245/aigs/ex245_r78_sparse_semantic_keep.aig,,keep only sparse semantic wires such as gap/round/sticky/winner/sign/product class when present; family=sparse semantic wire preservation,,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp8-mid-enum-r78/evaluation_results.csv,OK,22077,0,0,0,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex245/logs/ex245_r78_sparse_semantic_keep.evaluate.py.log,,,,,,,,,
,,sub-fp8-mid-enum-r78,ex245,ex245_r78_split_44_output,,,727,34,24718,11050,17319,,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex245/verilog/ex245_r78_split_44_output.v,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex245/aigs/ex245_r78_split_44_output.aig,,split final output construction into high and low nibbles over a grouped helper core; family=4+4 output split with grouped helper,,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp8-mid-enum-r78/evaluation_results.csv,OK,22077,0,0,0,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex245/logs/ex245_r78_split_44_output.evaluate.py.log,,,,,,,,,
,,sub-fp8-mid-enum-r78,ex245,ex245_r78_split_field_output,,,727,34,24718,11050,17319,,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex245/verilog/ex245_r78_split_field_output.v,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex245/aigs/ex245_r78_split_field_output.aig,,split final output construction into sign/exponent/mantissa-style bit groups over a grouped helper core; family=field output split with grouped helper,,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp8-mid-enum-r78/evaluation_results.csv,OK,22077,0,0,0,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex245/logs/ex245_r78_split_field_output.evaluate.py.log,,,,,,,,,
,,sub-fp8-mid-enum-r78,ex245,ex245_r78_flat_staged_core,,,726,36,26136,11050,17319,,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex245/verilog/ex245_r78_flat_staged_core.v,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex245/aigs/ex245_r78_flat_staged_core.aig,,single flattened source with a staged final result wire and no helper wrapper; family=flattened staged core,,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp8-mid-enum-r78/evaluation_results.csv,OK,22077,0,0,0,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex245/logs/ex245_r78_flat_staged_core.evaluate.py.log,,,,,,,,,
,,sub-fp8-top-enum-r78,ex247,ex247_r78_keep_highfanout,,1,363,23,8349,2975,6804,,/home/b10507053/ALS_Final_Project/student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-top-enum-r78/ex247/ex247_r78_keep_highfanout/verilog/ex247_r78_keep_highfanout.v,/home/b10507053/ALS_Final_Project/student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-top-enum-r78/ex247/ex247_r78_keep_highfanout/aigs/ex247.aig,,source-only; synth_sec=0.346; eval_sec=0.458; eval_code=0,,,,ex247|E5M2FN_packed_low-over-high_division|keep_highfanout_semantic_boundaries|selected_decode/region/product_boundaries_marked_keep;_dense_LUT/key_nets_left_unmarked|repo_yosys_frontend_default|official_evaluate|full_word_keep_highfanout,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp8-top-enum-r78/evaluation_results.csv,,,0,,0,/home/b10507053/ALS_Final_Project/student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-top-enum-r78/ex247/ex247_r78_keep_highfanout/logs/ex247_r78_keep_highfanout.evaluate.py.log,E5M2FN packed low-over-high division,common wire boundary toggle on high fanout semantic wires only,1,7291,0,OK,/home/b10507053/ALS_Final_Project/student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-top-enum-r78/ex247/ex247_r78_keep_highfanout/logs/ex247_r78_keep_highfanout.yosys_synth.log,,
