case,hypothesis/function_guess,candidate_count,verified_truth_count,synthesized_count,equivalent_count,semantic_exact_count,semantic_hybrid_count,structural_exact_count,best_candidate_id,best_variant,best_classification,best_area,best_delay,best_adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,top5,notes
ex223,fp16_log,23,23,23,23,0,23,0,ex223_fp16_log_hybrid_semantic_bit15,hybrid_semantic_bit15,semantic_hybrid,11258,23,258934,120549,2.147956,0,0,hybrid_semantic_bit15:258934; hybrid_semantic_mant_all:342456; hybrid_semantic_low8:343952; hybrid_semantic_mant_lo:421794; hybrid_semantic_bit0:859584,
ex224,fp16_log2,23,23,23,23,0,23,0,ex224_fp16_log2_hybrid_semantic_bit15,hybrid_semantic_bit15,semantic_hybrid,6337,22,139414,64708,2.154509,0,0,hybrid_semantic_bit15:139414; hybrid_semantic_low8:181440; hybrid_semantic_mant_all:185550; hybrid_semantic_mant_lo:216433; hybrid_semantic_bit14:267300,
