case,metric,candidate,sample_matches,sample_total,full_matches,full_total,bit_matches,bit_total,input_perm,output_perm,notes
ex286,complement_perm_duality,qpair:id|aff12_11+postps1,26,184,134,8192,66952,106496,0:1:2:3:4:5:6:7:8:9:10:11:12,11:10:9:8:6:7:5:4:3:2:1:0:12,full_first_mismatch=x=0x1;xp=0x1ffe;got=0x1ffd;pred=0x1fdf
ex286,complement_perm_duality,qpair:aff12_11|id+ps1,26,184,216,8192,57512,106496,11:10:9:8:7:6:5:4:3:2:1:0:12,0:1:2:3:5:4:6:7:8:9:10:11:12,full_first_mismatch=x=0x1;xp=0x17ff;got=0x1bff;pred=0x1fbf
ex286,complement_perm_duality,base:aff12_9|rot1,24,184,160,8192,68898,106496,9:8:7:6:5:4:3:2:1:0:12:11:10,1:2:3:4:5:6:7:8:9:10:11:12:0,full_first_mismatch=x=0x1;xp=0x1dff;got=0x1dff;pred=0x1f7f
ex286,complement_perm_duality,base:aff12_9|rot12,24,184,160,8192,68898,106496,9:8:7:6:5:4:3:2:1:0:12:11:10,12:0:1:2:3:4:5:6:7:8:9:10:11,full_first_mismatch=x=0x1;xp=0x1dff;got=0x1dff;pred=0x1fdf
ex286,complement_perm_duality,pinpair:aff12_9+ps1|rot1,24,184,160,8192,68898,106496,9:8:7:6:4:5:3:2:1:0:12:11:10,1:2:3:4:5:6:7:8:9:10:11:12:0,full_first_mismatch=x=0x1;xp=0x1dff;got=0x1dff;pred=0x1f7f
ex286,complement_perm_duality,pinpair:aff12_9+ps1|rot12,24,184,160,8192,68898,106496,9:8:7:6:4:5:3:2:1:0:12:11:10,12:0:1:2:3:4:5:6:7:8:9:10:11,full_first_mismatch=x=0x1;xp=0x1dff;got=0x1dff;pred=0x1fdf
ex286,complement_perm_duality,pinpair:aff12_9+ps2|rot1,24,184,160,8192,68898,106496,9:8:6:7:5:4:3:2:1:0:12:11:10,1:2:3:4:5:6:7:8:9:10:11:12:0,full_first_mismatch=x=0x1;xp=0x1dff;got=0x1dff;pred=0x1f7f
ex286,complement_perm_duality,pinpair:aff12_9+ps2|rot12,24,184,160,8192,68898,106496,9:8:6:7:5:4:3:2:1:0:12:11:10,12:0:1:2:3:4:5:6:7:8:9:10:11,full_first_mismatch=x=0x1;xp=0x1dff;got=0x1dff;pred=0x1fdf
ex286,complement_perm_duality,pinpair:aff12_9+postps2|rot1,24,184,160,8192,68898,106496,9:8:7:6:5:4:2:3:1:0:12:11:10,1:2:3:4:5:6:7:8:9:10:11:12:0,full_first_mismatch=x=0x1;xp=0x1dff;got=0x1dff;pred=0x1f7f
ex286,complement_perm_duality,pinpair:aff12_9+postps2|rot12,24,184,160,8192,68898,106496,9:8:7:6:5:4:2:3:1:0:12:11:10,12:0:1:2:3:4:5:6:7:8:9:10:11,full_first_mismatch=x=0x1;xp=0x1dff;got=0x1dff;pred=0x1fdf
ex286,complement_perm_duality,pinpair:aff12_9+ps3|rot1,24,184,160,8192,68898,106496,9:8:6:7:4:5:3:2:1:0:12:11:10,1:2:3:4:5:6:7:8:9:10:11:12:0,full_first_mismatch=x=0x1;xp=0x1dff;got=0x1dff;pred=0x1f7f
ex286,complement_perm_duality,pinpair:aff12_9+ps3|rot12,24,184,160,8192,68898,106496,9:8:6:7:4:5:3:2:1:0:12:11:10,12:0:1:2:3:4:5:6:7:8:9:10:11,full_first_mismatch=x=0x1;xp=0x1dff;got=0x1dff;pred=0x1fdf
ex286,complement_perm_duality,pinpair:aff12_9+postps3|rot1,24,184,160,8192,68898,106496,9:8:7:6:4:5:2:3:1:0:12:11:10,1:2:3:4:5:6:7:8:9:10:11:12:0,full_first_mismatch=x=0x1;xp=0x1dff;got=0x1dff;pred=0x1f7f
ex286,complement_perm_duality,pinpair:aff12_9+postps3|rot12,24,184,160,8192,68898,106496,9:8:7:6:4:5:2:3:1:0:12:11:10,12:0:1:2:3:4:5:6:7:8:9:10:11,full_first_mismatch=x=0x1;xp=0x1dff;got=0x1dff;pred=0x1fdf
ex286,complement_perm_duality,qpair:aff12_11|id+ps2,24,184,174,8192,58704,106496,11:10:9:8:7:6:5:4:3:2:1:0:12,0:1:2:3:4:5:7:6:8:9:10:11:12,full_first_mismatch=x=0x1;xp=0x17ff;got=0x1bff;pred=0x1f7f
ex286,complement_perm_duality,qpair:id|aff12_2+ps3,22,184,59,8192,66458,106496,0:1:2:3:4:5:6:7:8:9:10:11:12,2:1:0:12:11:10:9:8:6:7:4:5:3,full_first_mismatch=x=0x1;xp=0x1ffe;got=0x1ffd;pred=0x1dff
ex286,complement_perm_duality,qpair:id|aff12_2+postps3,22,184,59,8192,66458,106496,0:1:2:3:4:5:6:7:8:9:10:11:12,2:1:0:12:10:11:8:9:7:6:5:4:3,full_first_mismatch=x=0x1;xp=0x1ffe;got=0x1ffd;pred=0x1eff
ex286,complement_perm_duality,base:aff12_6|aff12_0,22,184,88,8192,57848,106496,6:5:4:3:2:1:0:12:11:10:9:8:7,0:12:11:10:9:8:7:6:5:4:3:2:1,full_first_mismatch=x=0x1;xp=0x1fbf;got=0x1fbf;pred=0x1f7f
ex286,complement_perm_duality,pinpair:aff12_6+ps1|aff12_0,22,184,88,8192,57848,106496,6:4:5:3:2:1:0:12:11:10:9:8:7,0:12:11:10:9:8:7:6:5:4:3:2:1,full_first_mismatch=x=0x1;xp=0x1fbf;got=0x1fbf;pred=0x1f7f
ex286,complement_perm_duality,pinpair:aff12_6+postps1|aff12_0,22,184,88,8192,57848,106496,6:5:4:3:1:2:0:12:11:10:9:8:7,0:12:11:10:9:8:7:6:5:4:3:2:1,full_first_mismatch=x=0x1;xp=0x1fbf;got=0x1fbf;pred=0x1f7f
ex286,complement_perm_duality,pinpair:aff12_6+ps2|aff12_0,22,184,88,8192,57848,106496,7:5:4:3:2:1:0:12:11:10:9:8:6,0:12:11:10:9:8:7:6:5:4:3:2:1,full_first_mismatch=x=0x1;xp=0x1f7f;got=0x1fbf;pred=0x1f7f
ex286,complement_perm_duality,pinpair:aff12_6+postps2|aff12_0,22,184,88,8192,57848,106496,6:5:4:3:2:1:12:0:11:10:9:8:7,0:12:11:10:9:8:7:6:5:4:3:2:1,full_first_mismatch=x=0x1;xp=0x1fbf;got=0x1fbf;pred=0x1f7f
ex286,complement_perm_duality,pinpair:aff12_6+ps3|aff12_0,22,184,88,8192,57848,106496,7:4:5:3:2:1:0:12:11:10:9:8:6,0:12:11:10:9:8:7:6:5:4:3:2:1,full_first_mismatch=x=0x1;xp=0x1f7f;got=0x1fbf;pred=0x1f7f
ex286,complement_perm_duality,pinpair:aff12_6+postps3|aff12_0,22,184,88,8192,57848,106496,6:5:4:3:1:2:12:0:11:10:9:8:7,0:12:11:10:9:8:7:6:5:4:3:2:1,full_first_mismatch=x=0x1;xp=0x1fbf;got=0x1fbf;pred=0x1f7f
ex286,complement_perm_duality,qpair:aff12_6|aff12_0+ps2,22,184,42,8192,57912,106496,6:5:4:3:2:1:0:12:11:10:9:8:7,0:12:11:10:9:8:6:7:5:4:3:2:1,full_first_mismatch=x=0x2;xp=0x1fdf;got=0x1fef;pred=0x1eff
ex286,complement_perm_duality,qpair:aff12_11|aff2_12+postps1,21,184,29,8192,57708,106496,11:10:9:8:7:6:5:4:3:2:1:0:12,12:1:3:5:9:7:11:0:2:4:6:8:10,full_first_mismatch=x=0x1;xp=0x17ff;got=0x1bff;pred=0x17ff
ex286,complement_perm_duality,qpair:aff12_11|aff7_7+ps1,21,184,29,8192,57708,106496,11:10:9:8:7:6:5:4:3:2:1:0:12,7:1:8:2:9:3:10:5:11:4:12:6:0,full_first_mismatch=x=0x2;xp=0x1bff;got=0x1eff;pred=0x1ff7
ex286,complement_perm_duality,base:aff12_9|aff12_2,20,184,54,8192,64092,106496,9:8:7:6:5:4:3:2:1:0:12:11:10,2:1:0:12:11:10:9:8:7:6:5:4:3,full_first_mismatch=x=0x2;xp=0x1eff;got=0x1eff;pred=0x1bff
ex286,complement_perm_duality,pinpair:aff12_9+ps1|aff12_2,20,184,54,8192,64092,106496,9:8:7:6:4:5:3:2:1:0:12:11:10,2:1:0:12:11:10:9:8:7:6:5:4:3,full_first_mismatch=x=0x2;xp=0x1eff;got=0x1eff;pred=0x1bff
ex286,complement_perm_duality,pinpair:aff12_9+ps2|aff12_2,20,184,54,8192,64092,106496,9:8:6:7:5:4:3:2:1:0:12:11:10,2:1:0:12:11:10:9:8:7:6:5:4:3,full_first_mismatch=x=0x2;xp=0x1eff;got=0x1eff;pred=0x1bff
ex286,complement_perm_duality,pinpair:aff12_9+postps2|aff12_2,20,184,54,8192,64092,106496,9:8:7:6:5:4:2:3:1:0:12:11:10,2:1:0:12:11:10:9:8:7:6:5:4:3,full_first_mismatch=x=0x2;xp=0x1eff;got=0x1eff;pred=0x1bff
ex286,complement_perm_duality,pinpair:aff12_9+ps3|aff12_2,20,184,54,8192,64092,106496,9:8:6:7:4:5:3:2:1:0:12:11:10,2:1:0:12:11:10:9:8:7:6:5:4:3,full_first_mismatch=x=0x2;xp=0x1eff;got=0x1eff;pred=0x1bff
ex286,complement_perm_duality,pinpair:aff12_9+postps3|aff12_2,20,184,54,8192,64092,106496,9:8:7:6:4:5:2:3:1:0:12:11:10,2:1:0:12:11:10:9:8:7:6:5:4:3,full_first_mismatch=x=0x2;xp=0x1eff;got=0x1eff;pred=0x1bff
ex286,complement_perm_duality,qpair:aff12_9|rot1+postps2,20,184,59,8192,64766,106496,9:8:7:6:5:4:3:2:1:0:12:11:10,1:2:3:4:5:6:8:7:9:10:11:12:0,full_first_mismatch=x=0x1;xp=0x1dff;got=0x1dff;pred=0x1eff
ex286,complement_perm_duality,qpair:aff12_9|rot12+ps2,20,184,59,8192,64766,106496,9:8:7:6:5:4:3:2:1:0:12:11:10,12:0:1:2:3:4:5:7:6:8:9:10:11,full_first_mismatch=x=0x1;xp=0x1dff;got=0x1dff;pred=0x1fdf
ex286,complement_perm_duality,base:aff12_9|aff12_0,20,184,166,8192,68620,106496,9:8:7:6:5:4:3:2:1:0:12:11:10,0:12:11:10:9:8:7:6:5:4:3:2:1,full_first_mismatch=x=0x1;xp=0x1dff;got=0x1dff;pred=0x1f7f
ex286,complement_perm_duality,pinpair:aff12_9+ps1|aff12_0,20,184,166,8192,68620,106496,9:8:7:6:4:5:3:2:1:0:12:11:10,0:12:11:10:9:8:7:6:5:4:3:2:1,full_first_mismatch=x=0x1;xp=0x1dff;got=0x1dff;pred=0x1f7f
ex286,complement_perm_duality,pinpair:aff12_9+ps2|aff12_0,20,184,166,8192,68620,106496,9:8:6:7:5:4:3:2:1:0:12:11:10,0:12:11:10:9:8:7:6:5:4:3:2:1,full_first_mismatch=x=0x1;xp=0x1dff;got=0x1dff;pred=0x1f7f
ex286,complement_perm_duality,pinpair:aff12_9+postps2|aff12_0,20,184,166,8192,68620,106496,9:8:7:6:5:4:2:3:1:0:12:11:10,0:12:11:10:9:8:7:6:5:4:3:2:1,full_first_mismatch=x=0x1;xp=0x1dff;got=0x1dff;pred=0x1f7f
ex286,complement_perm_duality,pinpair:aff12_9+ps3|aff12_0,20,184,166,8192,68620,106496,9:8:6:7:4:5:3:2:1:0:12:11:10,0:12:11:10:9:8:7:6:5:4:3:2:1,full_first_mismatch=x=0x1;xp=0x1dff;got=0x1dff;pred=0x1f7f
ex286,complement_perm_duality,pinpair:aff12_9+postps3|aff12_0,20,184,166,8192,68620,106496,9:8:7:6:4:5:2:3:1:0:12:11:10,0:12:11:10:9:8:7:6:5:4:3:2:1,full_first_mismatch=x=0x1;xp=0x1dff;got=0x1dff;pred=0x1f7f
ex286,complement_perm_duality,base:aff12_5|aff12_11,20,184,44,8192,57528,106496,5:4:3:2:1:0:12:11:10:9:8:7:6,11:10:9:8:7:6:5:4:3:2:1:0:12,full_first_mismatch=x=0x1;xp=0x1fdf;got=0x1fef;pred=0x1fdf
ex286,complement_perm_duality,pinpair:aff12_5+ps1|aff12_11,20,184,44,8192,57528,106496,4:5:3:2:1:0:12:11:10:9:8:7:6,11:10:9:8:7:6:5:4:3:2:1:0:12,full_first_mismatch=x=0x1;xp=0x1fef;got=0x1fef;pred=0x1fdf
ex287,complement_perm_duality,base:id|aff13_1,76,212,4252,16384,193344,229376,0:1:2:3:4:5:6:7:8:9:10:11:12:13,1:0:13:12:11:10:9:8:7:6:5:4:3:2,full_first_mismatch=x=0x1;xp=0x3ffe;got=0x3ffd;pred=0x3dff
ex287,complement_perm_duality,pinpair:id+ps1|aff13_1,76,212,4252,16384,193344,229376,0:1:2:3:5:4:6:7:8:9:10:11:12:13,1:0:13:12:11:10:9:8:7:6:5:4:3:2,full_first_mismatch=x=0x1;xp=0x3ffe;got=0x3ffd;pred=0x3dff
ex287,complement_perm_duality,pinpair:id+ps2|aff13_1,76,212,4252,16384,193344,229376,0:1:2:3:4:5:7:6:8:9:10:11:12:13,1:0:13:12:11:10:9:8:7:6:5:4:3:2,full_first_mismatch=x=0x1;xp=0x3ffe;got=0x3ffd;pred=0x3dff
ex287,complement_perm_duality,pinpair:id+ps3|aff13_1,76,212,4252,16384,193344,229376,0:1:2:3:5:4:7:6:8:9:10:11:12:13,1:0:13:12:11:10:9:8:7:6:5:4:3:2,full_first_mismatch=x=0x1;xp=0x3ffe;got=0x3ffd;pred=0x3dff
ex287,complement_perm_duality,pinpair:id+ps4|aff13_1,76,212,4252,16384,193344,229376,0:1:2:3:4:5:6:7:9:8:10:11:12:13,1:0:13:12:11:10:9:8:7:6:5:4:3:2,full_first_mismatch=x=0x1;xp=0x3ffe;got=0x3ffd;pred=0x3dff
ex287,complement_perm_duality,pinpair:id+ps5|aff13_1,76,212,4252,16384,193344,229376,0:1:2:3:5:4:6:7:9:8:10:11:12:13,1:0:13:12:11:10:9:8:7:6:5:4:3:2,full_first_mismatch=x=0x1;xp=0x3ffe;got=0x3ffd;pred=0x3dff
ex287,complement_perm_duality,pinpair:id+ps6|aff13_1,76,212,4252,16384,193344,229376,0:1:2:3:4:5:7:6:9:8:10:11:12:13,1:0:13:12:11:10:9:8:7:6:5:4:3:2,full_first_mismatch=x=0x1;xp=0x3ffe;got=0x3ffd;pred=0x3dff
ex287,complement_perm_duality,pinpair:id+ps7|aff13_1,76,212,4252,16384,193344,229376,0:1:2:3:5:4:7:6:9:8:10:11:12:13,1:0:13:12:11:10:9:8:7:6:5:4:3:2,full_first_mismatch=x=0x1;xp=0x3ffe;got=0x3ffd;pred=0x3dff
ex287,complement_perm_duality,qpair:id|aff13_1+ps2,57,212,1936,16384,181280,229376,0:1:2:3:4:5:6:7:8:9:10:11:12:13,1:0:13:12:11:10:9:8:6:7:5:4:3:2,full_first_mismatch=x=0x1;xp=0x3ffe;got=0x3ffd;pred=0x3dff
ex287,complement_perm_duality,qpair:id|aff13_1+postps2,57,212,1936,16384,181280,229376,0:1:2:3:4:5:6:7:8:9:10:11:12:13,1:0:13:12:11:10:8:9:7:6:5:4:3:2,full_first_mismatch=x=0x1;xp=0x3ffe;got=0x3ffd;pred=0x3eff
ex287,complement_perm_duality,qpair:id|aff13_1+ps1,50,212,2182,16384,180080,229376,0:1:2:3:4:5:6:7:8:9:10:11:12:13,1:0:13:12:11:10:9:8:7:6:4:5:3:2,full_first_mismatch=x=0x1;xp=0x3ffe;got=0x3ffd;pred=0x3dff
ex287,complement_perm_duality,qpair:id|aff13_1+postps1,50,212,2182,16384,180080,229376,0:1:2:3:4:5:6:7:8:9:10:11:12:13,1:0:13:12:10:11:9:8:7:6:5:4:3:2,full_first_mismatch=x=0x1;xp=0x3ffe;got=0x3ffd;pred=0x3dff
ex287,complement_perm_duality,qpair:id|aff13_1+ps3,39,212,970,16384,168016,229376,0:1:2:3:4:5:6:7:8:9:10:11:12:13,1:0:13:12:11:10:9:8:6:7:4:5:3:2,full_first_mismatch=x=0x1;xp=0x3ffe;got=0x3ffd;pred=0x3dff
ex287,complement_perm_duality,qpair:id|aff13_1+postps3,39,212,970,16384,168016,229376,0:1:2:3:4:5:6:7:8:9:10:11:12:13,1:0:13:12:10:11:8:9:7:6:5:4:3:2,full_first_mismatch=x=0x1;xp=0x3ffe;got=0x3ffd;pred=0x3eff
ex287,complement_perm_duality,qpair:id|aff13_1+ps6,38,212,772,16384,169216,229376,0:1:2:3:4:5:6:7:8:9:10:11:12:13,1:0:13:12:11:10:8:9:6:7:5:4:3:2,full_first_mismatch=x=0x1;xp=0x3ffe;got=0x3ffd;pred=0x3eff
ex287,complement_perm_duality,qpair:id|aff13_1+ps5,33,212,910,16384,168016,229376,0:1:2:3:4:5:6:7:8:9:10:11:12:13,1:0:13:12:11:10:8:9:7:6:4:5:3:2,full_first_mismatch=x=0x1;xp=0x3ffe;got=0x3ffd;pred=0x3eff
ex287,complement_perm_duality,qpair:id|aff13_1+postps5,33,212,910,16384,168016,229376,0:1:2:3:4:5:6:7:8:9:10:11:12:13,1:0:13:12:10:11:9:8:6:7:5:4:3:2,full_first_mismatch=x=0x1;xp=0x3ffe;got=0x3ffd;pred=0x3dff
ex287,complement_perm_duality,base:id|aff9_9,29,212,585,16384,155728,229376,0:1:2:3:4:5:6:7:8:9:10:11:12:13,9:4:13:8:3:12:7:2:11:6:1:10:5:0,full_first_mismatch=x=0x1;xp=0x3ffe;got=0x3ffd;pred=0x3f7f
ex287,complement_perm_duality,base:id|aff11_13,29,212,585,16384,155728,229376,0:1:2:3:4:5:6:7:8:9:10:11:12:13,13:10:7:4:1:12:9:6:3:0:11:8:5:2,full_first_mismatch=x=0x1;xp=0x3ffe;got=0x3ffd;pred=0x3dff
ex287,complement_perm_duality,pinpair:id+ps1|aff9_9,29,212,585,16384,155728,229376,0:1:2:3:5:4:6:7:8:9:10:11:12:13,9:4:13:8:3:12:7:2:11:6:1:10:5:0,full_first_mismatch=x=0x1;xp=0x3ffe;got=0x3ffd;pred=0x3f7f
ex287,complement_perm_duality,pinpair:id+ps1|aff11_13,29,212,585,16384,155728,229376,0:1:2:3:5:4:6:7:8:9:10:11:12:13,13:10:7:4:1:12:9:6:3:0:11:8:5:2,full_first_mismatch=x=0x1;xp=0x3ffe;got=0x3ffd;pred=0x3dff
ex287,complement_perm_duality,pinpair:id+ps2|aff9_9,29,212,585,16384,155728,229376,0:1:2:3:4:5:7:6:8:9:10:11:12:13,9:4:13:8:3:12:7:2:11:6:1:10:5:0,full_first_mismatch=x=0x1;xp=0x3ffe;got=0x3ffd;pred=0x3f7f
ex287,complement_perm_duality,pinpair:id+ps2|aff11_13,29,212,585,16384,155728,229376,0:1:2:3:4:5:7:6:8:9:10:11:12:13,13:10:7:4:1:12:9:6:3:0:11:8:5:2,full_first_mismatch=x=0x1;xp=0x3ffe;got=0x3ffd;pred=0x3dff
ex287,complement_perm_duality,pinpair:id+ps3|aff9_9,29,212,585,16384,155728,229376,0:1:2:3:5:4:7:6:8:9:10:11:12:13,9:4:13:8:3:12:7:2:11:6:1:10:5:0,full_first_mismatch=x=0x1;xp=0x3ffe;got=0x3ffd;pred=0x3f7f
ex287,complement_perm_duality,pinpair:id+ps3|aff11_13,29,212,585,16384,155728,229376,0:1:2:3:5:4:7:6:8:9:10:11:12:13,13:10:7:4:1:12:9:6:3:0:11:8:5:2,full_first_mismatch=x=0x1;xp=0x3ffe;got=0x3ffd;pred=0x3dff
ex287,complement_perm_duality,pinpair:id+ps4|aff9_9,29,212,585,16384,155728,229376,0:1:2:3:4:5:6:7:9:8:10:11:12:13,9:4:13:8:3:12:7:2:11:6:1:10:5:0,full_first_mismatch=x=0x1;xp=0x3ffe;got=0x3ffd;pred=0x3f7f
ex287,complement_perm_duality,pinpair:id+ps4|aff11_13,29,212,585,16384,155728,229376,0:1:2:3:4:5:6:7:9:8:10:11:12:13,13:10:7:4:1:12:9:6:3:0:11:8:5:2,full_first_mismatch=x=0x1;xp=0x3ffe;got=0x3ffd;pred=0x3dff
ex287,complement_perm_duality,pinpair:id+ps5|aff9_9,29,212,585,16384,155728,229376,0:1:2:3:5:4:6:7:9:8:10:11:12:13,9:4:13:8:3:12:7:2:11:6:1:10:5:0,full_first_mismatch=x=0x1;xp=0x3ffe;got=0x3ffd;pred=0x3f7f
ex287,complement_perm_duality,pinpair:id+ps5|aff11_13,29,212,585,16384,155728,229376,0:1:2:3:5:4:6:7:9:8:10:11:12:13,13:10:7:4:1:12:9:6:3:0:11:8:5:2,full_first_mismatch=x=0x1;xp=0x3ffe;got=0x3ffd;pred=0x3dff
ex287,complement_perm_duality,pinpair:id+ps6|aff9_9,29,212,585,16384,155728,229376,0:1:2:3:4:5:7:6:9:8:10:11:12:13,9:4:13:8:3:12:7:2:11:6:1:10:5:0,full_first_mismatch=x=0x1;xp=0x3ffe;got=0x3ffd;pred=0x3f7f
ex287,complement_perm_duality,pinpair:id+ps6|aff11_13,29,212,585,16384,155728,229376,0:1:2:3:4:5:7:6:9:8:10:11:12:13,13:10:7:4:1:12:9:6:3:0:11:8:5:2,full_first_mismatch=x=0x1;xp=0x3ffe;got=0x3ffd;pred=0x3dff
ex287,complement_perm_duality,pinpair:id+ps7|aff9_9,29,212,585,16384,155728,229376,0:1:2:3:5:4:7:6:9:8:10:11:12:13,9:4:13:8:3:12:7:2:11:6:1:10:5:0,full_first_mismatch=x=0x1;xp=0x3ffe;got=0x3ffd;pred=0x3f7f
ex287,complement_perm_duality,pinpair:id+ps7|aff11_13,29,212,585,16384,155728,229376,0:1:2:3:5:4:7:6:9:8:10:11:12:13,13:10:7:4:1:12:9:6:3:0:11:8:5:2,full_first_mismatch=x=0x1;xp=0x3ffe;got=0x3ffd;pred=0x3dff
ex287,complement_perm_duality,qpair:id|aff9_9+postps2,27,212,95,16384,147408,229376,0:1:2:3:4:5:6:7:8:9:10:11:12:13,9:4:13:8:3:12:2:7:11:6:1:10:5:0,full_first_mismatch=x=0x1;xp=0x3ffe;got=0x3ffd;pred=0x3ffb
ex287,complement_perm_duality,qpair:id|aff11_13+ps2,27,212,95,16384,147408,229376,0:1:2:3:4:5:6:7:8:9:10:11:12:13,13:10:6:4:1:12:9:7:3:0:11:8:5:2,full_first_mismatch=x=0x1;xp=0x3ffe;got=0x3ffd;pred=0x3dff
ex287,complement_perm_duality,qpair:id|aff9_9+ps1,27,212,111,16384,146930,229376,0:1:2:3:4:5:6:7:8:9:10:11:12:13,9:5:13:8:3:12:7:2:11:6:1:10:4:0,full_first_mismatch=x=0x1;xp=0x3ffe;got=0x3ffd;pred=0x3f7f
ex287,complement_perm_duality,qpair:id|aff11_13+postps1,27,212,111,16384,146930,229376,0:1:2:3:4:5:6:7:8:9:10:11:12:13,13:10:7:4:12:1:9:6:3:0:11:8:5:2,full_first_mismatch=x=0x1;xp=0x3ffe;got=0x3ffd;pred=0x3dff
ex287,complement_perm_duality,qpair:aff13_6|rev+ps2,26,212,102,16384,123732,229376,6:5:4:3:2:1:0:13:12:11:10:9:8:7,13:12:11:10:9:8:6:7:5:4:3:2:1:0,full_first_mismatch=x=0x2;xp=0x3fdf;got=0x3fef;pred=0x3ffe
