case,input_width,split_bit,input_transform,output_transform,matches,total,exact,match_ratio,examples
ex289,16,9,reverse_comp_except_split,comp,0,16384,0,0.000000,x=0x0:p=0xffbf:pred=0xffff:exp=0xffbf;x=0x1:p=0x7fbf:pred=0xbfff:exp=0xbfbf;x=0x2:p=0xbfbf:pred=0xdfff:exp=0xfbfb
ex289,16,9,reverse_comp_except_split,reverse,0,16384,0,0.000000,x=0x0:p=0xffbf:pred=0x0:exp=0xffbf;x=0x1:p=0x7fbf:pred=0x2:exp=0xbfbf;x=0x2:p=0xbfbf:pred=0x4:exp=0xfbfb
ex289,16,9,reverse_comp_except_split,comp_reverse,0,16384,0,0.000000,x=0x0:p=0xffbf:pred=0xffff:exp=0xffbf;x=0x1:p=0x7fbf:pred=0xfffd:exp=0xbfbf;x=0x2:p=0xbfbf:pred=0xfffb:exp=0xfbfb
ex289,16,9,reverse_comp_except_split,pair_swap,0,16384,0,0.000000,x=0x0:p=0xffbf:pred=0x0:exp=0xffbf;x=0x1:p=0x7fbf:pred=0x4000:exp=0xbfbf;x=0x2:p=0xbfbf:pred=0x2000:exp=0xfbfb
ex289,16,9,reverse_comp_except_split,comp_pair_swap,0,16384,0,0.000000,x=0x0:p=0xffbf:pred=0xffff:exp=0xffbf;x=0x1:p=0x7fbf:pred=0xbfff:exp=0xbfbf;x=0x2:p=0xbfbf:pred=0xdfff:exp=0xfbfb
ex289,16,9,reverse,identity,306,16384,0,0.018677,x=0x40:p=0x200:pred=0x200:exp=0x80;x=0x41:p=0x8200:pred=0x4100:exp=0x8200;x=0x42:p=0x4200:pred=0x2800:exp=0x28
ex289,16,9,reverse,comp,278,16384,0,0.016968,x=0x40:p=0x200:pred=0xfdff:exp=0x80;x=0x41:p=0x8200:pred=0xbeff:exp=0x8200;x=0x42:p=0x4200:pred=0xd7ff:exp=0x28
ex289,16,9,reverse,reverse,270,16384,0,0.016479,x=0x40:p=0x200:pred=0x40:exp=0x80;x=0x41:p=0x8200:pred=0x82:exp=0x8200;x=0x42:p=0x4200:pred=0x14:exp=0x28
ex289,16,9,reverse,comp_reverse,342,16384,0,0.020874,x=0x40:p=0x200:pred=0xffbf:exp=0x80;x=0x41:p=0x8200:pred=0xff7d:exp=0x8200;x=0x42:p=0x4200:pred=0xffeb:exp=0x28
ex289,16,9,reverse,pair_swap,40,16384,0,0.002441,x=0x40:p=0x200:pred=0x100:exp=0x80;x=0x41:p=0x8200:pred=0x4200:exp=0x8200;x=0x42:p=0x4200:pred=0x2400:exp=0x28
ex289,16,9,reverse,comp_pair_swap,20,16384,0,0.001221,x=0x40:p=0x200:pred=0xfeff:exp=0x80;x=0x41:p=0x8200:pred=0xbdff:exp=0x8200;x=0x42:p=0x4200:pred=0xdbff:exp=0x28
ex289,16,10,comp_all,identity,803,32768,0,0.024506,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x1:p=0xfffe:pred=0x4000:exp=0xfffd;x=0x2:p=0xfffd:pred=0x2000:exp=0xfffb
ex289,16,10,comp_all,comp,1,32768,0,0.000031,x=0x1:p=0xfffe:pred=0xbfff:exp=0xfffd;x=0x2:p=0xfffd:pred=0xdfff:exp=0xfffb;x=0x3:p=0xfffc:pred=0xfff3:exp=0xcfff
ex289,16,10,comp_all,reverse,0,32768,0,0.000000,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x1:p=0xfffe:pred=0x2:exp=0xfffd;x=0x2:p=0xfffd:pred=0x4:exp=0xfffb
ex289,16,10,comp_all,comp_reverse,32768,32768,1,1.000000,
ex289,16,10,comp_all,pair_swap,131,32768,0,0.003998,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x1:p=0xfffe:pred=0x4000:exp=0xfffd;x=0x2:p=0xfffd:pred=0x2000:exp=0xfffb
ex289,16,10,comp_all,comp_pair_swap,33,32768,0,0.001007,x=0x1:p=0xfffe:pred=0xbfff:exp=0xfffd;x=0x2:p=0xfffd:pred=0xdfff:exp=0xfffb;x=0x3:p=0xfffc:pred=0xfff3:exp=0xcfff
ex289,16,10,reverse_comp_all,identity,229,16384,0,0.013977,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x1:p=0x7fff:pred=0x4000:exp=0xffbf;x=0x2:p=0xbfff:pred=0x2000:exp=0xfbff
ex289,16,10,reverse_comp_all,comp,331,16384,0,0.020203,x=0x1:p=0x7fff:pred=0xbfff:exp=0xffbf;x=0x2:p=0xbfff:pred=0xdfff:exp=0xfbff;x=0x4:p=0xdfff:pred=0xfdff:exp=0xbfff
ex289,16,10,reverse_comp_all,reverse,194,16384,0,0.011841,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x1:p=0x7fff:pred=0x2:exp=0xffbf;x=0x2:p=0xbfff:pred=0x4:exp=0xfbff
ex289,16,10,reverse_comp_all,comp_reverse,390,16384,0,0.023804,x=0x1:p=0x7fff:pred=0xfffd:exp=0xffbf;x=0x2:p=0xbfff:pred=0xfffb:exp=0xfbff;x=0x3:p=0x3fff:pred=0xcfff:exp=0xfff3
ex289,16,10,reverse_comp_all,pair_swap,19,16384,0,0.001160,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x1:p=0x7fff:pred=0x4000:exp=0xffbf;x=0x2:p=0xbfff:pred=0x2000:exp=0xfbff
ex289,16,10,reverse_comp_all,comp_pair_swap,101,16384,0,0.006165,x=0x1:p=0x7fff:pred=0xbfff:exp=0xffbf;x=0x2:p=0xbfff:pred=0xdfff:exp=0xfbff;x=0x4:p=0xdfff:pred=0xfeff:exp=0xbfff
ex289,16,10,reverse_comp_except_split,identity,0,16384,0,0.000000,x=0x0:p=0xffdf:pred=0x0:exp=0xffef;x=0x1:p=0x7fdf:pred=0x4000:exp=0xefbf;x=0x2:p=0xbfdf:pred=0x2000:exp=0xfbfe
ex289,16,10,reverse_comp_except_split,comp,0,16384,0,0.000000,x=0x0:p=0xffdf:pred=0xffff:exp=0xffef;x=0x1:p=0x7fdf:pred=0xbfff:exp=0xefbf;x=0x2:p=0xbfdf:pred=0xdfff:exp=0xfbfe
ex289,16,10,reverse_comp_except_split,reverse,0,16384,0,0.000000,x=0x0:p=0xffdf:pred=0x0:exp=0xffef;x=0x1:p=0x7fdf:pred=0x2:exp=0xefbf;x=0x2:p=0xbfdf:pred=0x4:exp=0xfbfe
ex289,16,10,reverse_comp_except_split,comp_reverse,0,16384,0,0.000000,x=0x0:p=0xffdf:pred=0xffff:exp=0xffef;x=0x1:p=0x7fdf:pred=0xfffd:exp=0xefbf;x=0x2:p=0xbfdf:pred=0xfffb:exp=0xfbfe
ex289,16,10,reverse_comp_except_split,pair_swap,0,16384,0,0.000000,x=0x0:p=0xffdf:pred=0x0:exp=0xffef;x=0x1:p=0x7fdf:pred=0x4000:exp=0xefbf;x=0x2:p=0xbfdf:pred=0x2000:exp=0xfbfe
ex289,16,10,reverse_comp_except_split,comp_pair_swap,0,16384,0,0.000000,x=0x0:p=0xffdf:pred=0xffff:exp=0xffef;x=0x1:p=0x7fdf:pred=0xbfff:exp=0xefbf;x=0x2:p=0xbfdf:pred=0xdfff:exp=0xfbfe
ex289,16,10,reverse,identity,306,16384,0,0.018677,x=0x20:p=0x400:pred=0x800:exp=0x20;x=0x21:p=0x8400:pred=0x4400:exp=0x2200;x=0x22:p=0x4400:pred=0x2200:exp=0x22
ex289,16,10,reverse,comp,278,16384,0,0.016968,x=0x20:p=0x400:pred=0xf7ff:exp=0x20;x=0x21:p=0x8400:pred=0xbbff:exp=0x2200;x=0x22:p=0x4400:pred=0xddff:exp=0x22
ex289,16,10,reverse,reverse,270,16384,0,0.016479,x=0x20:p=0x400:pred=0x10:exp=0x20;x=0x21:p=0x8400:pred=0x22:exp=0x2200;x=0x22:p=0x4400:pred=0x44:exp=0x22
ex289,16,10,reverse,comp_reverse,342,16384,0,0.020874,x=0x20:p=0x400:pred=0xffef:exp=0x20;x=0x21:p=0x8400:pred=0xffdd:exp=0x2200;x=0x22:p=0x4400:pred=0xffbb:exp=0x22
ex289,16,10,reverse,pair_swap,40,16384,0,0.002441,x=0x20:p=0x400:pred=0x400:exp=0x20;x=0x21:p=0x8400:pred=0x4800:exp=0x2200;x=0x22:p=0x4400:pred=0x2100:exp=0x22
ex289,16,10,reverse,comp_pair_swap,20,16384,0,0.001221,x=0x20:p=0x400:pred=0xfbff:exp=0x20;x=0x21:p=0x8400:pred=0xb7ff:exp=0x2200;x=0x22:p=0x4400:pred=0xdeff:exp=0x22
ex289,16,11,comp_all,identity,803,32768,0,0.024506,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x1:p=0xfffe:pred=0x4000:exp=0xfffd;x=0x2:p=0xfffd:pred=0x2000:exp=0xfffb
ex289,16,11,comp_all,comp,1,32768,0,0.000031,x=0x1:p=0xfffe:pred=0xbfff:exp=0xfffd;x=0x2:p=0xfffd:pred=0xdfff:exp=0xfffb;x=0x3:p=0xfffc:pred=0xfff3:exp=0xcfff
ex289,16,11,comp_all,reverse,0,32768,0,0.000000,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x1:p=0xfffe:pred=0x2:exp=0xfffd;x=0x2:p=0xfffd:pred=0x4:exp=0xfffb
ex289,16,11,comp_all,comp_reverse,32768,32768,1,1.000000,
ex289,16,11,comp_all,pair_swap,131,32768,0,0.003998,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x1:p=0xfffe:pred=0x4000:exp=0xfffd;x=0x2:p=0xfffd:pred=0x2000:exp=0xfffb
ex289,16,11,comp_all,comp_pair_swap,33,32768,0,0.001007,x=0x1:p=0xfffe:pred=0xbfff:exp=0xfffd;x=0x2:p=0xfffd:pred=0xdfff:exp=0xfffb;x=0x3:p=0xfffc:pred=0xfff3:exp=0xcfff
ex289,16,11,reverse_comp_all,identity,229,16384,0,0.013977,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x1:p=0x7fff:pred=0x4000:exp=0xffbf;x=0x2:p=0xbfff:pred=0x2000:exp=0xfbff
ex289,16,11,reverse_comp_all,comp,331,16384,0,0.020203,x=0x1:p=0x7fff:pred=0xbfff:exp=0xffbf;x=0x2:p=0xbfff:pred=0xdfff:exp=0xfbff;x=0x4:p=0xdfff:pred=0xfdff:exp=0xbfff
ex289,16,11,reverse_comp_all,reverse,194,16384,0,0.011841,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x1:p=0x7fff:pred=0x2:exp=0xffbf;x=0x2:p=0xbfff:pred=0x4:exp=0xfbff
ex289,16,11,reverse_comp_all,comp_reverse,390,16384,0,0.023804,x=0x1:p=0x7fff:pred=0xfffd:exp=0xffbf;x=0x2:p=0xbfff:pred=0xfffb:exp=0xfbff;x=0x3:p=0x3fff:pred=0xcfff:exp=0xfff3
ex289,16,11,reverse_comp_all,pair_swap,19,16384,0,0.001160,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x1:p=0x7fff:pred=0x4000:exp=0xffbf;x=0x2:p=0xbfff:pred=0x2000:exp=0xfbff
ex289,16,11,reverse_comp_all,comp_pair_swap,101,16384,0,0.006165,x=0x1:p=0x7fff:pred=0xbfff:exp=0xffbf;x=0x2:p=0xbfff:pred=0xdfff:exp=0xfbff;x=0x4:p=0xdfff:pred=0xfeff:exp=0xbfff
ex289,16,11,reverse_comp_except_split,identity,0,16384,0,0.000000,x=0x0:p=0xffef:pred=0x0:exp=0xffef;x=0x1:p=0x7fef:pred=0x4000:exp=0xefbf;x=0x2:p=0xbfef:pred=0x2000:exp=0xfbfe
ex289,16,11,reverse_comp_except_split,comp,0,16384,0,0.000000,x=0x0:p=0xffef:pred=0xffff:exp=0xffef;x=0x1:p=0x7fef:pred=0xbfff:exp=0xefbf;x=0x2:p=0xbfef:pred=0xdfff:exp=0xfbfe
ex289,16,11,reverse_comp_except_split,reverse,0,16384,0,0.000000,x=0x0:p=0xffef:pred=0x0:exp=0xffef;x=0x1:p=0x7fef:pred=0x2:exp=0xefbf;x=0x2:p=0xbfef:pred=0x4:exp=0xfbfe
ex289,16,11,reverse_comp_except_split,comp_reverse,0,16384,0,0.000000,x=0x0:p=0xffef:pred=0xffff:exp=0xffef;x=0x1:p=0x7fef:pred=0xfffd:exp=0xefbf;x=0x2:p=0xbfef:pred=0xfffb:exp=0xfbfe
ex289,16,11,reverse_comp_except_split,pair_swap,0,16384,0,0.000000,x=0x0:p=0xffef:pred=0x0:exp=0xffef;x=0x1:p=0x7fef:pred=0x4000:exp=0xefbf;x=0x2:p=0xbfef:pred=0x2000:exp=0xfbfe
ex289,16,11,reverse_comp_except_split,comp_pair_swap,0,16384,0,0.000000,x=0x0:p=0xffef:pred=0xffff:exp=0xffef;x=0x1:p=0x7fef:pred=0xbfff:exp=0xefbf;x=0x2:p=0xbfef:pred=0xdfff:exp=0xfbfe
ex289,16,11,reverse,identity,306,16384,0,0.018677,x=0x10:p=0x800:pred=0x800:exp=0x20;x=0x11:p=0x8800:pred=0x4400:exp=0x2200;x=0x12:p=0x4800:pred=0x2200:exp=0x22
ex289,16,11,reverse,comp,278,16384,0,0.016968,x=0x10:p=0x800:pred=0xf7ff:exp=0x20;x=0x11:p=0x8800:pred=0xbbff:exp=0x2200;x=0x12:p=0x4800:pred=0xddff:exp=0x22
ex289,16,11,reverse,reverse,270,16384,0,0.016479,x=0x10:p=0x800:pred=0x10:exp=0x20;x=0x11:p=0x8800:pred=0x22:exp=0x2200;x=0x12:p=0x4800:pred=0x44:exp=0x22
ex289,16,11,reverse,comp_reverse,342,16384,0,0.020874,x=0x10:p=0x800:pred=0xffef:exp=0x20;x=0x11:p=0x8800:pred=0xffdd:exp=0x2200;x=0x12:p=0x4800:pred=0xffbb:exp=0x22
ex289,16,11,reverse,pair_swap,40,16384,0,0.002441,x=0x10:p=0x800:pred=0x400:exp=0x20;x=0x11:p=0x8800:pred=0x4800:exp=0x2200;x=0x12:p=0x4800:pred=0x2100:exp=0x22
ex289,16,11,reverse,comp_pair_swap,20,16384,0,0.001221,x=0x10:p=0x800:pred=0xfbff:exp=0x20;x=0x11:p=0x8800:pred=0xb7ff:exp=0x2200;x=0x12:p=0x4800:pred=0xdeff:exp=0x22
ex289,16,12,comp_all,identity,803,32768,0,0.024506,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x1:p=0xfffe:pred=0x4000:exp=0xfffd;x=0x2:p=0xfffd:pred=0x2000:exp=0xfffb
ex289,16,12,comp_all,comp,1,32768,0,0.000031,x=0x1:p=0xfffe:pred=0xbfff:exp=0xfffd;x=0x2:p=0xfffd:pred=0xdfff:exp=0xfffb;x=0x3:p=0xfffc:pred=0xfff3:exp=0xcfff
ex289,16,12,comp_all,reverse,0,32768,0,0.000000,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x1:p=0xfffe:pred=0x2:exp=0xfffd;x=0x2:p=0xfffd:pred=0x4:exp=0xfffb
ex289,16,12,comp_all,comp_reverse,32768,32768,1,1.000000,
ex289,16,12,comp_all,pair_swap,131,32768,0,0.003998,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x1:p=0xfffe:pred=0x4000:exp=0xfffd;x=0x2:p=0xfffd:pred=0x2000:exp=0xfffb
ex289,16,12,comp_all,comp_pair_swap,33,32768,0,0.001007,x=0x1:p=0xfffe:pred=0xbfff:exp=0xfffd;x=0x2:p=0xfffd:pred=0xdfff:exp=0xfffb;x=0x3:p=0xfffc:pred=0xfff3:exp=0xcfff
ex289,16,12,reverse_comp_all,identity,187,16384,0,0.011414,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x1:p=0x7fff:pred=0x4000:exp=0xffbf;x=0x2:p=0xbfff:pred=0x2000:exp=0xfbff
ex289,16,12,reverse_comp_all,comp,301,16384,0,0.018372,x=0x1:p=0x7fff:pred=0xbfff:exp=0xffbf;x=0x2:p=0xbfff:pred=0xdfff:exp=0xfbff;x=0x4:p=0xdfff:pred=0xfdff:exp=0xbfff
ex289,16,12,reverse_comp_all,reverse,236,16384,0,0.014404,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x1:p=0x7fff:pred=0x2:exp=0xffbf;x=0x2:p=0xbfff:pred=0x4:exp=0xfbff
ex289,16,12,reverse_comp_all,comp_reverse,420,16384,0,0.025635,x=0x1:p=0x7fff:pred=0xfffd:exp=0xffbf;x=0x2:p=0xbfff:pred=0xfffb:exp=0xfbff;x=0x3:p=0x3fff:pred=0xcfff:exp=0xfff3
ex289,16,12,reverse_comp_all,pair_swap,19,16384,0,0.001160,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x1:p=0x7fff:pred=0x4000:exp=0xffbf;x=0x2:p=0xbfff:pred=0x2000:exp=0xfbff
ex289,16,12,reverse_comp_all,comp_pair_swap,131,16384,0,0.007996,x=0x1:p=0x7fff:pred=0xbfff:exp=0xffbf;x=0x2:p=0xbfff:pred=0xdfff:exp=0xfbff;x=0x4:p=0xdfff:pred=0xfeff:exp=0xbfff
ex289,16,12,reverse_comp_except_split,identity,0,16384,0,0.000000,x=0x0:p=0xfff7:pred=0x0:exp=0xfbff;x=0x1:p=0x7ff7:pred=0x4000:exp=0xbffb;x=0x2:p=0xbff7:pred=0x2000:exp=0xbffb
ex289,16,12,reverse_comp_except_split,comp,0,16384,0,0.000000,x=0x0:p=0xfff7:pred=0xffff:exp=0xfbff;x=0x1:p=0x7ff7:pred=0xbfff:exp=0xbffb;x=0x2:p=0xbff7:pred=0xdfff:exp=0xbffb
ex289,16,12,reverse_comp_except_split,reverse,0,16384,0,0.000000,x=0x0:p=0xfff7:pred=0x0:exp=0xfbff;x=0x1:p=0x7ff7:pred=0x2:exp=0xbffb;x=0x2:p=0xbff7:pred=0x4:exp=0xbffb
ex289,16,12,reverse_comp_except_split,comp_reverse,0,16384,0,0.000000,x=0x0:p=0xfff7:pred=0xffff:exp=0xfbff;x=0x1:p=0x7ff7:pred=0xfffd:exp=0xbffb;x=0x2:p=0xbff7:pred=0xfffb:exp=0xbffb
ex289,16,12,reverse_comp_except_split,pair_swap,0,16384,0,0.000000,x=0x0:p=0xfff7:pred=0x0:exp=0xfbff;x=0x1:p=0x7ff7:pred=0x4000:exp=0xbffb;x=0x2:p=0xbff7:pred=0x2000:exp=0xbffb
ex289,16,12,reverse_comp_except_split,comp_pair_swap,0,16384,0,0.000000,x=0x0:p=0xfff7:pred=0xffff:exp=0xfbff;x=0x1:p=0x7ff7:pred=0xbfff:exp=0xbffb;x=0x2:p=0xbff7:pred=0xdfff:exp=0xbffb
ex289,16,12,reverse,identity,276,16384,0,0.016846,x=0x8:p=0x1000:pred=0x20:exp=0x4;x=0x9:p=0x9000:pred=0x50:exp=0x500;x=0xa:p=0x5000:pred=0xa0:exp=0x50
ex289,16,12,reverse,comp,236,16384,0,0.014404,x=0x8:p=0x1000:pred=0xffdf:exp=0x4;x=0x9:p=0x9000:pred=0xffaf:exp=0x500;x=0xa:p=0x5000:pred=0xff5f:exp=0x50
ex289,16,12,reverse,reverse,300,16384,0,0.018311,x=0x8:p=0x1000:pred=0x400:exp=0x4;x=0x9:p=0x9000:pred=0xa00:exp=0x500;x=0xa:p=0x5000:pred=0x500:exp=0x50
ex289,16,12,reverse,comp_reverse,384,16384,0,0.023438,x=0x8:p=0x1000:pred=0xfbff:exp=0x4;x=0x9:p=0x9000:pred=0xf5ff:exp=0x500;x=0xa:p=0x5000:pred=0xfaff:exp=0x50
ex289,16,12,reverse,pair_swap,48,16384,0,0.002930,x=0x8:p=0x1000:pred=0x10:exp=0x4;x=0x9:p=0x9000:pred=0xa0:exp=0x500;x=0xb:p=0xd000:pred=0xc20:exp=0xd000
ex289,16,12,reverse,comp_pair_swap,20,16384,0,0.001221,x=0x8:p=0x1000:pred=0xffef:exp=0x4;x=0x9:p=0x9000:pred=0xff5f:exp=0x500;x=0xa:p=0x5000:pred=0xffaf:exp=0x50
ex289,16,13,comp_all,identity,803,32768,0,0.024506,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x1:p=0xfffe:pred=0x4000:exp=0xfffd;x=0x2:p=0xfffd:pred=0x2000:exp=0xfffb
ex289,16,13,comp_all,comp,1,32768,0,0.000031,x=0x1:p=0xfffe:pred=0xbfff:exp=0xfffd;x=0x2:p=0xfffd:pred=0xdfff:exp=0xfffb;x=0x3:p=0xfffc:pred=0xfff3:exp=0xcfff
ex289,16,13,comp_all,reverse,0,32768,0,0.000000,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x1:p=0xfffe:pred=0x2:exp=0xfffd;x=0x2:p=0xfffd:pred=0x4:exp=0xfffb
ex289,16,13,comp_all,comp_reverse,32768,32768,1,1.000000,
ex289,16,13,comp_all,pair_swap,131,32768,0,0.003998,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x1:p=0xfffe:pred=0x4000:exp=0xfffd;x=0x2:p=0xfffd:pred=0x2000:exp=0xfffb
ex289,16,13,comp_all,comp_pair_swap,33,32768,0,0.001007,x=0x1:p=0xfffe:pred=0xbfff:exp=0xfffd;x=0x2:p=0xfffd:pred=0xdfff:exp=0xfffb;x=0x3:p=0xfffc:pred=0xfff3:exp=0xcfff
ex289,16,13,reverse_comp_all,identity,191,16384,0,0.011658,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x1:p=0x7fff:pred=0x4000:exp=0xffbf;x=0x2:p=0xbfff:pred=0x2000:exp=0xfbff
ex289,16,13,reverse_comp_all,comp,289,16384,0,0.017639,x=0x1:p=0x7fff:pred=0xbfff:exp=0xffbf;x=0x2:p=0xbfff:pred=0xdfff:exp=0xfbff;x=0x8:p=0xefff:pred=0xffdf:exp=0xdfff
ex289,16,13,reverse_comp_all,reverse,232,16384,0,0.014160,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x1:p=0x7fff:pred=0x2:exp=0xffbf;x=0x2:p=0xbfff:pred=0x4:exp=0xfbff
ex289,16,13,reverse_comp_all,comp_reverse,432,16384,0,0.026367,x=0x1:p=0x7fff:pred=0xfffd:exp=0xffbf;x=0x2:p=0xbfff:pred=0xfffb:exp=0xfbff;x=0x3:p=0x3fff:pred=0xcfff:exp=0xfff3
ex289,16,13,reverse_comp_all,pair_swap,19,16384,0,0.001160,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x1:p=0x7fff:pred=0x4000:exp=0xffbf;x=0x2:p=0xbfff:pred=0x2000:exp=0xfbff
ex289,16,13,reverse_comp_all,comp_pair_swap,131,16384,0,0.007996,x=0x1:p=0x7fff:pred=0xbfff:exp=0xffbf;x=0x2:p=0xbfff:pred=0xdfff:exp=0xfbff;x=0x8:p=0xefff:pred=0xffef:exp=0xdfff
ex289,16,13,reverse_comp_except_split,identity,0,16384,0,0.000000,x=0x0:p=0xfffb:pred=0x0:exp=0xffbf;x=0x1:p=0x7ffb:pred=0x4000:exp=0xbffb;x=0x2:p=0xbffb:pred=0x2000:exp=0xbffb
ex289,16,13,reverse_comp_except_split,comp,0,16384,0,0.000000,x=0x0:p=0xfffb:pred=0xffff:exp=0xffbf;x=0x1:p=0x7ffb:pred=0xbfff:exp=0xbffb;x=0x2:p=0xbffb:pred=0xdfff:exp=0xbffb
ex289,16,13,reverse_comp_except_split,reverse,0,16384,0,0.000000,x=0x0:p=0xfffb:pred=0x0:exp=0xffbf;x=0x1:p=0x7ffb:pred=0x2:exp=0xbffb;x=0x2:p=0xbffb:pred=0x4:exp=0xbffb
ex289,16,13,reverse_comp_except_split,comp_reverse,0,16384,0,0.000000,x=0x0:p=0xfffb:pred=0xffff:exp=0xffbf;x=0x1:p=0x7ffb:pred=0xfffd:exp=0xbffb;x=0x2:p=0xbffb:pred=0xfffb:exp=0xbffb
ex289,16,13,reverse_comp_except_split,pair_swap,0,16384,0,0.000000,x=0x0:p=0xfffb:pred=0x0:exp=0xffbf;x=0x1:p=0x7ffb:pred=0x4000:exp=0xbffb;x=0x2:p=0xbffb:pred=0x2000:exp=0xbffb
ex289,16,13,reverse_comp_except_split,comp_pair_swap,0,16384,0,0.000000,x=0x0:p=0xfffb:pred=0xffff:exp=0xffbf;x=0x1:p=0x7ffb:pred=0xbfff:exp=0xbffb;x=0x2:p=0xbffb:pred=0xdfff:exp=0xbffb
ex289,16,13,reverse,identity,264,16384,0,0.016113,x=0x4:p=0x2000:pred=0x200:exp=0x2;x=0x5:p=0xa000:pred=0x500:exp=0xa00;x=0x6:p=0x6000:pred=0xa00:exp=0xa0
ex289,16,13,reverse,comp,240,16384,0,0.014648,x=0x4:p=0x2000:pred=0xfdff:exp=0x2;x=0x5:p=0xa000:pred=0xfaff:exp=0xa00;x=0x6:p=0x6000:pred=0xf5ff:exp=0xa0
ex289,16,13,reverse,reverse,312,16384,0,0.019043,x=0x4:p=0x2000:pred=0x40:exp=0x2;x=0x5:p=0xa000:pred=0xa0:exp=0xa00;x=0x6:p=0x6000:pred=0x50:exp=0xa0
ex289,16,13,reverse,comp_reverse,380,16384,0,0.023193,x=0x4:p=0x2000:pred=0xffbf:exp=0x2;x=0x5:p=0xa000:pred=0xff5f:exp=0xa00;x=0x6:p=0x6000:pred=0xffaf:exp=0xa0
ex289,16,13,reverse,pair_swap,48,16384,0,0.002930,x=0x4:p=0x2000:pred=0x100:exp=0x2;x=0x6:p=0x6000:pred=0x500:exp=0xa0;x=0x7:p=0xe000:pred=0x2c0:exp=0xb000
ex289,16,13,reverse,comp_pair_swap,20,16384,0,0.001221,x=0x4:p=0x2000:pred=0xfeff:exp=0x2;x=0x5:p=0xa000:pred=0xf5ff:exp=0xa00;x=0x6:p=0x6000:pred=0xfaff:exp=0xa0
ex289,16,14,comp_all,identity,803,32768,0,0.024506,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x1:p=0xfffe:pred=0x4000:exp=0xfffd;x=0x2:p=0xfffd:pred=0x2000:exp=0xfffb
ex289,16,14,comp_all,comp,1,32768,0,0.000031,x=0x1:p=0xfffe:pred=0xbfff:exp=0xfffd;x=0x2:p=0xfffd:pred=0xdfff:exp=0xfffb;x=0x3:p=0xfffc:pred=0xfff3:exp=0xcfff
ex289,16,14,comp_all,reverse,0,32768,0,0.000000,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x1:p=0xfffe:pred=0x2:exp=0xfffd;x=0x2:p=0xfffd:pred=0x4:exp=0xfffb
ex289,16,14,comp_all,comp_reverse,32768,32768,1,1.000000,
ex289,16,14,comp_all,pair_swap,131,32768,0,0.003998,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x1:p=0xfffe:pred=0x4000:exp=0xfffd;x=0x2:p=0xfffd:pred=0x2000:exp=0xfffb
ex289,16,14,comp_all,comp_pair_swap,33,32768,0,0.001007,x=0x1:p=0xfffe:pred=0xbfff:exp=0xfffd;x=0x2:p=0xfffd:pred=0xdfff:exp=0xfffb;x=0x3:p=0xfffc:pred=0xfff3:exp=0xcfff
ex289,16,14,reverse_comp_all,identity,191,16384,0,0.011658,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x1:p=0x7fff:pred=0x4000:exp=0xffbf;x=0x4:p=0xdfff:pred=0x200:exp=0xbfff
ex289,16,14,reverse_comp_all,comp,289,16384,0,0.017639,x=0x1:p=0x7fff:pred=0xbfff:exp=0xffbf;x=0x4:p=0xdfff:pred=0xfdff:exp=0xbfff;x=0x5:p=0x5fff:pred=0xfaff:exp=0xffaf
ex289,16,14,reverse_comp_all,reverse,232,16384,0,0.014160,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x1:p=0x7fff:pred=0x2:exp=0xffbf;x=0x4:p=0xdfff:pred=0x40:exp=0xbfff
