case,input_width,split_bit,input_transform,output_transform,matches,total,exact,match_ratio,examples
ex289,16,4,reverse_comp_except_split,comp_pair_swap,0,16384,0,0.000000,x=0x0:p=0xf7ff:pred=0xffff:exp=0xfbff;x=0x1:p=0x77ff:pred=0xbfff:exp=0xffbb;x=0x2:p=0xb7ff:pred=0xdfff:exp=0xbbff
ex289,16,4,reverse,identity,306,16384,0,0.018677,x=0x800:p=0x10:pred=0x20:exp=0x800;x=0x801:p=0x8010:pred=0x4010:exp=0x208;x=0x802:p=0x4010:pred=0x2080:exp=0x8020
ex289,16,4,reverse,comp,278,16384,0,0.016968,x=0x800:p=0x10:pred=0xffdf:exp=0x800;x=0x801:p=0x8010:pred=0xbfef:exp=0x208;x=0x802:p=0x4010:pred=0xdf7f:exp=0x8020
ex289,16,4,reverse,reverse,270,16384,0,0.016479,x=0x800:p=0x10:pred=0x400:exp=0x800;x=0x801:p=0x8010:pred=0x802:exp=0x208;x=0x802:p=0x4010:pred=0x104:exp=0x8020
ex289,16,4,reverse,comp_reverse,342,16384,0,0.020874,x=0x800:p=0x10:pred=0xfbff:exp=0x800;x=0x801:p=0x8010:pred=0xf7fd:exp=0x208;x=0x802:p=0x4010:pred=0xfefb:exp=0x8020
ex289,16,4,reverse,pair_swap,40,16384,0,0.002441,x=0x800:p=0x10:pred=0x10:exp=0x800;x=0x801:p=0x8010:pred=0x4020:exp=0x208;x=0x802:p=0x4010:pred=0x2040:exp=0x8020
ex289,16,4,reverse,comp_pair_swap,20,16384,0,0.001221,x=0x800:p=0x10:pred=0xffef:exp=0x800;x=0x801:p=0x8010:pred=0xbfdf:exp=0x208;x=0x802:p=0x4010:pred=0xdfbf:exp=0x8020
ex289,16,5,comp_all,identity,803,32768,0,0.024506,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x1:p=0xfffe:pred=0x4000:exp=0xfffd;x=0x2:p=0xfffd:pred=0x2000:exp=0xfffb
ex289,16,5,comp_all,comp,1,32768,0,0.000031,x=0x1:p=0xfffe:pred=0xbfff:exp=0xfffd;x=0x2:p=0xfffd:pred=0xdfff:exp=0xfffb;x=0x3:p=0xfffc:pred=0xfff3:exp=0xcfff
ex289,16,5,comp_all,reverse,0,32768,0,0.000000,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x1:p=0xfffe:pred=0x2:exp=0xfffd;x=0x2:p=0xfffd:pred=0x4:exp=0xfffb
ex289,16,5,comp_all,comp_reverse,32768,32768,1,1.000000,
ex289,16,5,comp_all,pair_swap,131,32768,0,0.003998,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x1:p=0xfffe:pred=0x4000:exp=0xfffd;x=0x2:p=0xfffd:pred=0x2000:exp=0xfffb
ex289,16,5,comp_all,comp_pair_swap,33,32768,0,0.001007,x=0x1:p=0xfffe:pred=0xbfff:exp=0xfffd;x=0x2:p=0xfffd:pred=0xdfff:exp=0xfffb;x=0x3:p=0xfffc:pred=0xfff3:exp=0xcfff
ex289,16,5,reverse_comp_all,identity,229,16384,0,0.013977,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x1:p=0x7fff:pred=0x4000:exp=0xffbf;x=0x2:p=0xbfff:pred=0x2000:exp=0xfbff
ex289,16,5,reverse_comp_all,comp,331,16384,0,0.020203,x=0x1:p=0x7fff:pred=0xbfff:exp=0xffbf;x=0x2:p=0xbfff:pred=0xdfff:exp=0xfbff;x=0x4:p=0xdfff:pred=0xfdff:exp=0xbfff
ex289,16,5,reverse_comp_all,reverse,194,16384,0,0.011841,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x1:p=0x7fff:pred=0x2:exp=0xffbf;x=0x2:p=0xbfff:pred=0x4:exp=0xfbff
ex289,16,5,reverse_comp_all,comp_reverse,390,16384,0,0.023804,x=0x1:p=0x7fff:pred=0xfffd:exp=0xffbf;x=0x2:p=0xbfff:pred=0xfffb:exp=0xfbff;x=0x3:p=0x3fff:pred=0xcfff:exp=0xfff3
ex289,16,5,reverse_comp_all,pair_swap,19,16384,0,0.001160,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x1:p=0x7fff:pred=0x4000:exp=0xffbf;x=0x2:p=0xbfff:pred=0x2000:exp=0xfbff
ex289,16,5,reverse_comp_all,comp_pair_swap,101,16384,0,0.006165,x=0x1:p=0x7fff:pred=0xbfff:exp=0xffbf;x=0x2:p=0xbfff:pred=0xdfff:exp=0xfbff;x=0x4:p=0xdfff:pred=0xfeff:exp=0xbfff
ex289,16,5,reverse_comp_except_split,identity,0,16384,0,0.000000,x=0x0:p=0xfbff:pred=0x0:exp=0xfbff;x=0x1:p=0x7bff:pred=0x4000:exp=0xffbb;x=0x2:p=0xbbff:pred=0x2000:exp=0xbbff
ex289,16,5,reverse_comp_except_split,comp,0,16384,0,0.000000,x=0x0:p=0xfbff:pred=0xffff:exp=0xfbff;x=0x1:p=0x7bff:pred=0xbfff:exp=0xffbb;x=0x2:p=0xbbff:pred=0xdfff:exp=0xbbff
ex289,16,5,reverse_comp_except_split,reverse,0,16384,0,0.000000,x=0x0:p=0xfbff:pred=0x0:exp=0xfbff;x=0x1:p=0x7bff:pred=0x2:exp=0xffbb;x=0x2:p=0xbbff:pred=0x4:exp=0xbbff
ex289,16,5,reverse_comp_except_split,comp_reverse,0,16384,0,0.000000,x=0x0:p=0xfbff:pred=0xffff:exp=0xfbff;x=0x1:p=0x7bff:pred=0xfffd:exp=0xffbb;x=0x2:p=0xbbff:pred=0xfffb:exp=0xbbff
ex289,16,5,reverse_comp_except_split,pair_swap,0,16384,0,0.000000,x=0x0:p=0xfbff:pred=0x0:exp=0xfbff;x=0x1:p=0x7bff:pred=0x4000:exp=0xffbb;x=0x2:p=0xbbff:pred=0x2000:exp=0xbbff
ex289,16,5,reverse_comp_except_split,comp_pair_swap,0,16384,0,0.000000,x=0x0:p=0xfbff:pred=0xffff:exp=0xfbff;x=0x1:p=0x7bff:pred=0xbfff:exp=0xffbb;x=0x2:p=0xbbff:pred=0xdfff:exp=0xbbff
ex289,16,5,reverse,identity,306,16384,0,0.018677,x=0x400:p=0x20:pred=0x20:exp=0x800;x=0x401:p=0x8020:pred=0x4010:exp=0x208;x=0x402:p=0x4020:pred=0x2080:exp=0x8020
ex289,16,5,reverse,comp,278,16384,0,0.016968,x=0x400:p=0x20:pred=0xffdf:exp=0x800;x=0x401:p=0x8020:pred=0xbfef:exp=0x208;x=0x402:p=0x4020:pred=0xdf7f:exp=0x8020
ex289,16,5,reverse,reverse,270,16384,0,0.016479,x=0x400:p=0x20:pred=0x400:exp=0x800;x=0x401:p=0x8020:pred=0x802:exp=0x208;x=0x402:p=0x4020:pred=0x104:exp=0x8020
ex289,16,5,reverse,comp_reverse,342,16384,0,0.020874,x=0x400:p=0x20:pred=0xfbff:exp=0x800;x=0x401:p=0x8020:pred=0xf7fd:exp=0x208;x=0x402:p=0x4020:pred=0xfefb:exp=0x8020
ex289,16,5,reverse,pair_swap,40,16384,0,0.002441,x=0x400:p=0x20:pred=0x10:exp=0x800;x=0x401:p=0x8020:pred=0x4020:exp=0x208;x=0x402:p=0x4020:pred=0x2040:exp=0x8020
ex289,16,5,reverse,comp_pair_swap,20,16384,0,0.001221,x=0x400:p=0x20:pred=0xffef:exp=0x800;x=0x401:p=0x8020:pred=0xbfdf:exp=0x208;x=0x402:p=0x4020:pred=0xdfbf:exp=0x8020
ex289,16,6,comp_all,identity,803,32768,0,0.024506,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x1:p=0xfffe:pred=0x4000:exp=0xfffd;x=0x2:p=0xfffd:pred=0x2000:exp=0xfffb
ex289,16,6,comp_all,comp,1,32768,0,0.000031,x=0x1:p=0xfffe:pred=0xbfff:exp=0xfffd;x=0x2:p=0xfffd:pred=0xdfff:exp=0xfffb;x=0x3:p=0xfffc:pred=0xfff3:exp=0xcfff
ex289,16,6,comp_all,reverse,0,32768,0,0.000000,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x1:p=0xfffe:pred=0x2:exp=0xfffd;x=0x2:p=0xfffd:pred=0x4:exp=0xfffb
ex289,16,6,comp_all,comp_reverse,32768,32768,1,1.000000,
ex289,16,6,comp_all,pair_swap,131,32768,0,0.003998,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x1:p=0xfffe:pred=0x4000:exp=0xfffd;x=0x2:p=0xfffd:pred=0x2000:exp=0xfffb
ex289,16,6,comp_all,comp_pair_swap,33,32768,0,0.001007,x=0x1:p=0xfffe:pred=0xbfff:exp=0xfffd;x=0x2:p=0xfffd:pred=0xdfff:exp=0xfffb;x=0x3:p=0xfffc:pred=0xfff3:exp=0xcfff
ex289,16,6,reverse_comp_all,identity,229,16384,0,0.013977,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x1:p=0x7fff:pred=0x4000:exp=0xffbf;x=0x2:p=0xbfff:pred=0x2000:exp=0xfbff
ex289,16,6,reverse_comp_all,comp,331,16384,0,0.020203,x=0x1:p=0x7fff:pred=0xbfff:exp=0xffbf;x=0x2:p=0xbfff:pred=0xdfff:exp=0xfbff;x=0x4:p=0xdfff:pred=0xfdff:exp=0xbfff
ex289,16,6,reverse_comp_all,reverse,194,16384,0,0.011841,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x1:p=0x7fff:pred=0x2:exp=0xffbf;x=0x2:p=0xbfff:pred=0x4:exp=0xfbff
ex289,16,6,reverse_comp_all,comp_reverse,390,16384,0,0.023804,x=0x1:p=0x7fff:pred=0xfffd:exp=0xffbf;x=0x2:p=0xbfff:pred=0xfffb:exp=0xfbff;x=0x3:p=0x3fff:pred=0xcfff:exp=0xfff3
ex289,16,6,reverse_comp_all,pair_swap,19,16384,0,0.001160,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x1:p=0x7fff:pred=0x4000:exp=0xffbf;x=0x2:p=0xbfff:pred=0x2000:exp=0xfbff
ex289,16,6,reverse_comp_all,comp_pair_swap,101,16384,0,0.006165,x=0x1:p=0x7fff:pred=0xbfff:exp=0xffbf;x=0x2:p=0xbfff:pred=0xdfff:exp=0xfbff;x=0x4:p=0xdfff:pred=0xfeff:exp=0xbfff
ex289,16,6,reverse_comp_except_split,identity,0,16384,0,0.000000,x=0x0:p=0xfdff:pred=0x0:exp=0xfeff;x=0x1:p=0x7dff:pred=0x4000:exp=0xffbe;x=0x2:p=0xbdff:pred=0x2000:exp=0xebff
ex289,16,6,reverse_comp_except_split,comp,0,16384,0,0.000000,x=0x0:p=0xfdff:pred=0xffff:exp=0xfeff;x=0x1:p=0x7dff:pred=0xbfff:exp=0xffbe;x=0x2:p=0xbdff:pred=0xdfff:exp=0xebff
ex289,16,6,reverse_comp_except_split,reverse,0,16384,0,0.000000,x=0x0:p=0xfdff:pred=0x0:exp=0xfeff;x=0x1:p=0x7dff:pred=0x2:exp=0xffbe;x=0x2:p=0xbdff:pred=0x4:exp=0xebff
ex289,16,6,reverse_comp_except_split,comp_reverse,0,16384,0,0.000000,x=0x0:p=0xfdff:pred=0xffff:exp=0xfeff;x=0x1:p=0x7dff:pred=0xfffd:exp=0xffbe;x=0x2:p=0xbdff:pred=0xfffb:exp=0xebff
ex289,16,6,reverse_comp_except_split,pair_swap,0,16384,0,0.000000,x=0x0:p=0xfdff:pred=0x0:exp=0xfeff;x=0x1:p=0x7dff:pred=0x4000:exp=0xffbe;x=0x2:p=0xbdff:pred=0x2000:exp=0xebff
ex289,16,6,reverse_comp_except_split,comp_pair_swap,0,16384,0,0.000000,x=0x0:p=0xfdff:pred=0xffff:exp=0xfeff;x=0x1:p=0x7dff:pred=0xbfff:exp=0xffbe;x=0x2:p=0xbdff:pred=0xdfff:exp=0xebff
ex289,16,6,reverse,identity,306,16384,0,0.018677,x=0x200:p=0x40:pred=0x80:exp=0x200;x=0x201:p=0x8040:pred=0x4040:exp=0x202;x=0x203:p=0xc040:pred=0x1c:exp=0x2030
ex289,16,6,reverse,comp,278,16384,0,0.016968,x=0x200:p=0x40:pred=0xff7f:exp=0x200;x=0x201:p=0x8040:pred=0xbfbf:exp=0x202;x=0x202:p=0x4040:pred=0xdfdf:exp=0x2020
ex289,16,6,reverse,reverse,270,16384,0,0.016479,x=0x200:p=0x40:pred=0x100:exp=0x200;x=0x202:p=0x4040:pred=0x404:exp=0x2020;x=0x203:p=0xc040:pred=0x3800:exp=0x2030
ex289,16,6,reverse,comp_reverse,342,16384,0,0.020874,x=0x200:p=0x40:pred=0xfeff:exp=0x200;x=0x201:p=0x8040:pred=0xfdfd:exp=0x202;x=0x202:p=0x4040:pred=0xfbfb:exp=0x2020
ex289,16,6,reverse,pair_swap,40,16384,0,0.002441,x=0x200:p=0x40:pred=0x40:exp=0x200;x=0x201:p=0x8040:pred=0x4080:exp=0x202;x=0x202:p=0x4040:pred=0x2010:exp=0x2020
ex289,16,6,reverse,comp_pair_swap,20,16384,0,0.001221,x=0x200:p=0x40:pred=0xffbf:exp=0x200;x=0x201:p=0x8040:pred=0xbf7f:exp=0x202;x=0x202:p=0x4040:pred=0xdfef:exp=0x2020
ex289,16,7,comp_all,identity,803,32768,0,0.024506,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x1:p=0xfffe:pred=0x4000:exp=0xfffd;x=0x2:p=0xfffd:pred=0x2000:exp=0xfffb
ex289,16,7,comp_all,comp,1,32768,0,0.000031,x=0x1:p=0xfffe:pred=0xbfff:exp=0xfffd;x=0x2:p=0xfffd:pred=0xdfff:exp=0xfffb;x=0x3:p=0xfffc:pred=0xfff3:exp=0xcfff
ex289,16,7,comp_all,reverse,0,32768,0,0.000000,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x1:p=0xfffe:pred=0x2:exp=0xfffd;x=0x2:p=0xfffd:pred=0x4:exp=0xfffb
ex289,16,7,comp_all,comp_reverse,32768,32768,1,1.000000,
ex289,16,7,comp_all,pair_swap,131,32768,0,0.003998,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x1:p=0xfffe:pred=0x4000:exp=0xfffd;x=0x2:p=0xfffd:pred=0x2000:exp=0xfffb
ex289,16,7,comp_all,comp_pair_swap,33,32768,0,0.001007,x=0x1:p=0xfffe:pred=0xbfff:exp=0xfffd;x=0x2:p=0xfffd:pred=0xdfff:exp=0xfffb;x=0x3:p=0xfffc:pred=0xfff3:exp=0xcfff
ex289,16,7,reverse_comp_all,identity,229,16384,0,0.013977,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x1:p=0x7fff:pred=0x4000:exp=0xffbf;x=0x2:p=0xbfff:pred=0x2000:exp=0xfbff
ex289,16,7,reverse_comp_all,comp,331,16384,0,0.020203,x=0x1:p=0x7fff:pred=0xbfff:exp=0xffbf;x=0x2:p=0xbfff:pred=0xdfff:exp=0xfbff;x=0x4:p=0xdfff:pred=0xfdff:exp=0xbfff
ex289,16,7,reverse_comp_all,reverse,194,16384,0,0.011841,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x1:p=0x7fff:pred=0x2:exp=0xffbf;x=0x2:p=0xbfff:pred=0x4:exp=0xfbff
ex289,16,7,reverse_comp_all,comp_reverse,390,16384,0,0.023804,x=0x1:p=0x7fff:pred=0xfffd:exp=0xffbf;x=0x2:p=0xbfff:pred=0xfffb:exp=0xfbff;x=0x3:p=0x3fff:pred=0xcfff:exp=0xfff3
ex289,16,7,reverse_comp_all,pair_swap,19,16384,0,0.001160,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x1:p=0x7fff:pred=0x4000:exp=0xffbf;x=0x2:p=0xbfff:pred=0x2000:exp=0xfbff
ex289,16,7,reverse_comp_all,comp_pair_swap,101,16384,0,0.006165,x=0x1:p=0x7fff:pred=0xbfff:exp=0xffbf;x=0x2:p=0xbfff:pred=0xdfff:exp=0xfbff;x=0x4:p=0xdfff:pred=0xfeff:exp=0xbfff
ex289,16,7,reverse_comp_except_split,identity,0,16384,0,0.000000,x=0x0:p=0xfeff:pred=0x0:exp=0xfeff;x=0x1:p=0x7eff:pred=0x4000:exp=0xffbe;x=0x2:p=0xbeff:pred=0x2000:exp=0xebff
ex289,16,7,reverse_comp_except_split,comp,0,16384,0,0.000000,x=0x0:p=0xfeff:pred=0xffff:exp=0xfeff;x=0x1:p=0x7eff:pred=0xbfff:exp=0xffbe;x=0x2:p=0xbeff:pred=0xdfff:exp=0xebff
ex289,16,7,reverse_comp_except_split,reverse,0,16384,0,0.000000,x=0x0:p=0xfeff:pred=0x0:exp=0xfeff;x=0x1:p=0x7eff:pred=0x2:exp=0xffbe;x=0x2:p=0xbeff:pred=0x4:exp=0xebff
ex289,16,7,reverse_comp_except_split,comp_reverse,0,16384,0,0.000000,x=0x0:p=0xfeff:pred=0xffff:exp=0xfeff;x=0x1:p=0x7eff:pred=0xfffd:exp=0xffbe;x=0x2:p=0xbeff:pred=0xfffb:exp=0xebff
ex289,16,7,reverse_comp_except_split,pair_swap,0,16384,0,0.000000,x=0x0:p=0xfeff:pred=0x0:exp=0xfeff;x=0x1:p=0x7eff:pred=0x4000:exp=0xffbe;x=0x2:p=0xbeff:pred=0x2000:exp=0xebff
ex289,16,7,reverse_comp_except_split,comp_pair_swap,0,16384,0,0.000000,x=0x0:p=0xfeff:pred=0xffff:exp=0xfeff;x=0x1:p=0x7eff:pred=0xbfff:exp=0xffbe;x=0x2:p=0xbeff:pred=0xdfff:exp=0xebff
ex289,16,7,reverse,identity,306,16384,0,0.018677,x=0x100:p=0x80:pred=0x80:exp=0x200;x=0x101:p=0x8080:pred=0x4040:exp=0x202;x=0x103:p=0xc080:pred=0x1c:exp=0x2030
ex289,16,7,reverse,comp,278,16384,0,0.016968,x=0x100:p=0x80:pred=0xff7f:exp=0x200;x=0x101:p=0x8080:pred=0xbfbf:exp=0x202;x=0x102:p=0x4080:pred=0xdfdf:exp=0x2020
ex289,16,7,reverse,reverse,270,16384,0,0.016479,x=0x100:p=0x80:pred=0x100:exp=0x200;x=0x102:p=0x4080:pred=0x404:exp=0x2020;x=0x103:p=0xc080:pred=0x3800:exp=0x2030
ex289,16,7,reverse,comp_reverse,342,16384,0,0.020874,x=0x100:p=0x80:pred=0xfeff:exp=0x200;x=0x101:p=0x8080:pred=0xfdfd:exp=0x202;x=0x102:p=0x4080:pred=0xfbfb:exp=0x2020
ex289,16,7,reverse,pair_swap,40,16384,0,0.002441,x=0x100:p=0x80:pred=0x40:exp=0x200;x=0x101:p=0x8080:pred=0x4080:exp=0x202;x=0x102:p=0x4080:pred=0x2010:exp=0x2020
ex289,16,7,reverse,comp_pair_swap,20,16384,0,0.001221,x=0x100:p=0x80:pred=0xffbf:exp=0x200;x=0x101:p=0x8080:pred=0xbf7f:exp=0x202;x=0x102:p=0x4080:pred=0xdfef:exp=0x2020
ex289,16,8,comp_all,identity,803,32768,0,0.024506,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x1:p=0xfffe:pred=0x4000:exp=0xfffd;x=0x2:p=0xfffd:pred=0x2000:exp=0xfffb
ex289,16,8,comp_all,comp,1,32768,0,0.000031,x=0x1:p=0xfffe:pred=0xbfff:exp=0xfffd;x=0x2:p=0xfffd:pred=0xdfff:exp=0xfffb;x=0x3:p=0xfffc:pred=0xfff3:exp=0xcfff
ex289,16,8,comp_all,reverse,0,32768,0,0.000000,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x1:p=0xfffe:pred=0x2:exp=0xfffd;x=0x2:p=0xfffd:pred=0x4:exp=0xfffb
ex289,16,8,comp_all,comp_reverse,32768,32768,1,1.000000,
ex289,16,8,comp_all,pair_swap,131,32768,0,0.003998,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x1:p=0xfffe:pred=0x4000:exp=0xfffd;x=0x2:p=0xfffd:pred=0x2000:exp=0xfffb
ex289,16,8,comp_all,comp_pair_swap,33,32768,0,0.001007,x=0x1:p=0xfffe:pred=0xbfff:exp=0xfffd;x=0x2:p=0xfffd:pred=0xdfff:exp=0xfffb;x=0x3:p=0xfffc:pred=0xfff3:exp=0xcfff
ex289,16,8,reverse_comp_all,identity,229,16384,0,0.013977,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x1:p=0x7fff:pred=0x4000:exp=0xffbf;x=0x2:p=0xbfff:pred=0x2000:exp=0xfbff
ex289,16,8,reverse_comp_all,comp,331,16384,0,0.020203,x=0x1:p=0x7fff:pred=0xbfff:exp=0xffbf;x=0x2:p=0xbfff:pred=0xdfff:exp=0xfbff;x=0x4:p=0xdfff:pred=0xfdff:exp=0xbfff
ex289,16,8,reverse_comp_all,reverse,194,16384,0,0.011841,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x1:p=0x7fff:pred=0x2:exp=0xffbf;x=0x2:p=0xbfff:pred=0x4:exp=0xfbff
ex289,16,8,reverse_comp_all,comp_reverse,390,16384,0,0.023804,x=0x1:p=0x7fff:pred=0xfffd:exp=0xffbf;x=0x2:p=0xbfff:pred=0xfffb:exp=0xfbff;x=0x3:p=0x3fff:pred=0xcfff:exp=0xfff3
ex289,16,8,reverse_comp_all,pair_swap,19,16384,0,0.001160,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x1:p=0x7fff:pred=0x4000:exp=0xffbf;x=0x2:p=0xbfff:pred=0x2000:exp=0xfbff
ex289,16,8,reverse_comp_all,comp_pair_swap,101,16384,0,0.006165,x=0x1:p=0x7fff:pred=0xbfff:exp=0xffbf;x=0x2:p=0xbfff:pred=0xdfff:exp=0xfbff;x=0x4:p=0xdfff:pred=0xfeff:exp=0xbfff
ex289,16,8,reverse_comp_except_split,identity,0,16384,0,0.000000,x=0x0:p=0xff7f:pred=0x0:exp=0xffbf;x=0x1:p=0x7f7f:pred=0x4000:exp=0xbfbf;x=0x2:p=0xbf7f:pred=0x2000:exp=0xfbfb
ex289,16,8,reverse_comp_except_split,comp,0,16384,0,0.000000,x=0x0:p=0xff7f:pred=0xffff:exp=0xffbf;x=0x1:p=0x7f7f:pred=0xbfff:exp=0xbfbf;x=0x2:p=0xbf7f:pred=0xdfff:exp=0xfbfb
ex289,16,8,reverse_comp_except_split,reverse,0,16384,0,0.000000,x=0x0:p=0xff7f:pred=0x0:exp=0xffbf;x=0x1:p=0x7f7f:pred=0x2:exp=0xbfbf;x=0x2:p=0xbf7f:pred=0x4:exp=0xfbfb
ex289,16,8,reverse_comp_except_split,comp_reverse,0,16384,0,0.000000,x=0x0:p=0xff7f:pred=0xffff:exp=0xffbf;x=0x1:p=0x7f7f:pred=0xfffd:exp=0xbfbf;x=0x2:p=0xbf7f:pred=0xfffb:exp=0xfbfb
ex289,16,8,reverse_comp_except_split,pair_swap,0,16384,0,0.000000,x=0x0:p=0xff7f:pred=0x0:exp=0xffbf;x=0x1:p=0x7f7f:pred=0x4000:exp=0xbfbf;x=0x2:p=0xbf7f:pred=0x2000:exp=0xfbfb
ex289,16,8,reverse_comp_except_split,comp_pair_swap,0,16384,0,0.000000,x=0x0:p=0xff7f:pred=0xffff:exp=0xffbf;x=0x1:p=0x7f7f:pred=0xbfff:exp=0xbfbf;x=0x2:p=0xbf7f:pred=0xdfff:exp=0xfbfb
ex289,16,8,reverse,identity,306,16384,0,0.018677,x=0x80:p=0x100:pred=0x200:exp=0x80;x=0x81:p=0x8100:pred=0x4100:exp=0x8200;x=0x82:p=0x4100:pred=0x2800:exp=0x28
ex289,16,8,reverse,comp,278,16384,0,0.016968,x=0x80:p=0x100:pred=0xfdff:exp=0x80;x=0x81:p=0x8100:pred=0xbeff:exp=0x8200;x=0x82:p=0x4100:pred=0xd7ff:exp=0x28
ex289,16,8,reverse,reverse,270,16384,0,0.016479,x=0x80:p=0x100:pred=0x40:exp=0x80;x=0x81:p=0x8100:pred=0x82:exp=0x8200;x=0x82:p=0x4100:pred=0x14:exp=0x28
ex289,16,8,reverse,comp_reverse,342,16384,0,0.020874,x=0x80:p=0x100:pred=0xffbf:exp=0x80;x=0x81:p=0x8100:pred=0xff7d:exp=0x8200;x=0x82:p=0x4100:pred=0xffeb:exp=0x28
ex289,16,8,reverse,pair_swap,40,16384,0,0.002441,x=0x80:p=0x100:pred=0x100:exp=0x80;x=0x81:p=0x8100:pred=0x4200:exp=0x8200;x=0x82:p=0x4100:pred=0x2400:exp=0x28
ex289,16,8,reverse,comp_pair_swap,20,16384,0,0.001221,x=0x80:p=0x100:pred=0xfeff:exp=0x80;x=0x81:p=0x8100:pred=0xbdff:exp=0x8200;x=0x82:p=0x4100:pred=0xdbff:exp=0x28
ex289,16,9,comp_all,identity,803,32768,0,0.024506,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x1:p=0xfffe:pred=0x4000:exp=0xfffd;x=0x2:p=0xfffd:pred=0x2000:exp=0xfffb
ex289,16,9,comp_all,comp,1,32768,0,0.000031,x=0x1:p=0xfffe:pred=0xbfff:exp=0xfffd;x=0x2:p=0xfffd:pred=0xdfff:exp=0xfffb;x=0x3:p=0xfffc:pred=0xfff3:exp=0xcfff
ex289,16,9,comp_all,reverse,0,32768,0,0.000000,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x1:p=0xfffe:pred=0x2:exp=0xfffd;x=0x2:p=0xfffd:pred=0x4:exp=0xfffb
ex289,16,9,comp_all,comp_reverse,32768,32768,1,1.000000,
ex289,16,9,comp_all,pair_swap,131,32768,0,0.003998,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x1:p=0xfffe:pred=0x4000:exp=0xfffd;x=0x2:p=0xfffd:pred=0x2000:exp=0xfffb
ex289,16,9,comp_all,comp_pair_swap,33,32768,0,0.001007,x=0x1:p=0xfffe:pred=0xbfff:exp=0xfffd;x=0x2:p=0xfffd:pred=0xdfff:exp=0xfffb;x=0x3:p=0xfffc:pred=0xfff3:exp=0xcfff
ex289,16,9,reverse_comp_all,identity,229,16384,0,0.013977,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x1:p=0x7fff:pred=0x4000:exp=0xffbf;x=0x2:p=0xbfff:pred=0x2000:exp=0xfbff
ex289,16,9,reverse_comp_all,comp,331,16384,0,0.020203,x=0x1:p=0x7fff:pred=0xbfff:exp=0xffbf;x=0x2:p=0xbfff:pred=0xdfff:exp=0xfbff;x=0x4:p=0xdfff:pred=0xfdff:exp=0xbfff
ex289,16,9,reverse_comp_all,reverse,194,16384,0,0.011841,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x1:p=0x7fff:pred=0x2:exp=0xffbf;x=0x2:p=0xbfff:pred=0x4:exp=0xfbff
ex289,16,9,reverse_comp_all,comp_reverse,390,16384,0,0.023804,x=0x1:p=0x7fff:pred=0xfffd:exp=0xffbf;x=0x2:p=0xbfff:pred=0xfffb:exp=0xfbff;x=0x3:p=0x3fff:pred=0xcfff:exp=0xfff3
ex289,16,9,reverse_comp_all,pair_swap,19,16384,0,0.001160,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x1:p=0x7fff:pred=0x4000:exp=0xffbf;x=0x2:p=0xbfff:pred=0x2000:exp=0xfbff
ex289,16,9,reverse_comp_all,comp_pair_swap,101,16384,0,0.006165,x=0x1:p=0x7fff:pred=0xbfff:exp=0xffbf;x=0x2:p=0xbfff:pred=0xdfff:exp=0xfbff;x=0x4:p=0xdfff:pred=0xfeff:exp=0xbfff
ex289,16,9,reverse_comp_except_split,identity,0,16384,0,0.000000,x=0x0:p=0xffbf:pred=0x0:exp=0xffbf;x=0x1:p=0x7fbf:pred=0x4000:exp=0xbfbf;x=0x2:p=0xbfbf:pred=0x2000:exp=0xfbfb
