case,agent_id,candidate_id,simulator,status,patterns,evidence_path,notes,domain,simulation_pass,log_path,shard_csv,rows_checked,mismatches,source_family,simulation_type,passed
ex249,sub-fp8-add-alt-r64,ex249_ex249_r64_ratio_formula_abc_g_aig_raw,,,,,official evaluate.py used for final verification,float_fp8,not_run,,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-add-alt-r64/simulation_results.csv,,,,,
ex249,sub-fp8-add-alt-r64,ex249_ex249_r64_ratio_formula_synth_preset_raw,,,,,official evaluate.py used for final verification,float_fp8,not_run,,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-add-alt-r64/simulation_results.csv,,,,,
ex249,sub-fp8-add-alt-r64,ex249_ex249_r64_sqratio_case_default_raw,,,,,official evaluate.py used for final verification,float_fp8,not_run,,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-add-alt-r64/simulation_results.csv,,,,,
ex249,sub-fp8-add-alt-r64,ex249_ex249_r64_sqratio_case_extra_share_raw,,,,,official evaluate.py used for final verification,float_fp8,not_run,,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-add-alt-r64/simulation_results.csv,,,,,
ex249,sub-fp8-add-alt-r64,ex249_ex249_r64_sqratio_case_abc_g_aig_raw,,,,,official evaluate.py used for final verification,float_fp8,not_run,,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-add-alt-r64/simulation_results.csv,,,,,
ex249,sub-fp8-add-alt-r64,ex249_ex249_r64_sqratio_case_synth_preset_raw,,,,,official evaluate.py used for final verification,float_fp8,not_run,,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-add-alt-r64/simulation_results.csv,,,,,
ex249,sub-fp8-add-alt-r64,ex249_ex249_r64_threshold_case_control_default_raw,,,,,official evaluate.py used for final verification,float_fp8,not_run,,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-add-alt-r64/simulation_results.csv,,,,,
ex249,sub-fp8-add-alt-r64,ex249_ex249_r64_threshold_case_control_extra_share_raw,,,,,official evaluate.py used for final verification,float_fp8,not_run,,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-add-alt-r64/simulation_results.csv,,,,,
ex249,sub-fp8-add-alt-r64,ex249_ex249_r64_threshold_case_control_abc_g_aig_raw,,,,,official evaluate.py used for final verification,float_fp8,not_run,,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-add-alt-r64/simulation_results.csv,,,,,
ex249,sub-fp8-add-alt-r64,ex249_ex249_r64_threshold_case_control_synth_preset_raw,,,,,official evaluate.py used for final verification,float_fp8,not_run,,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-add-alt-r64/simulation_results.csv,,,,,
ex246,sub-fp8-muldiv-alt-r64,ex246_r64_product_zone_lattice,,,,,debug simulation not used; official evaluate.py is final validation,float_fp8,not_run,,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-muldiv-alt-r64/simulation_results.csv,,,,,
ex246,sub-fp8-muldiv-alt-r64,ex246_r64_sigpair_logsplit_lattice,,,,,debug simulation not used; official evaluate.py is final validation,float_fp8,not_run,,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-muldiv-alt-r64/simulation_results.csv,,,,,
ex247,sub-fp8-muldiv-alt-r64,ex247_r64_recip_product_zone_lattice,,,,,debug simulation not used; official evaluate.py is final validation,float_fp8,not_run,,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-muldiv-alt-r64/simulation_results.csv,,,,,
ex247,sub-fp8-muldiv-alt-r64,ex247_r64_den_quotient_zone_lattice,,,,,debug simulation not used; official evaluate.py is final validation,float_fp8,not_run,,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-muldiv-alt-r64/simulation_results.csv,,,,,
ex240,sub-mixed-diffroute-r64,ex240_r64_signmag_selected_output_factor,not_run,not_run,,,official evaluate.py used for final status,float_fp8,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-mixed-diffroute-r64/simulation_results.csv,,,,,
ex240,sub-mixed-diffroute-r64,ex240_r64_compact_cancel_predicate_mux,not_run,not_run,,,official evaluate.py used for final status,float_fp8,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-mixed-diffroute-r64/simulation_results.csv,,,,,
ex240,sub-mixed-diffroute-r64,ex240_r64_onehot_lz_bucket_formula_norm,not_run,not_run,,,official evaluate.py used for final status,float_fp8,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-mixed-diffroute-r64/simulation_results.csv,,,,,
ex285,sub-mixed-diffroute-r64,ex285_r64_nonlinear_movement_recurrence_smoke,not_run,not_run,,,official evaluate.py used for final status,unknown,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-mixed-diffroute-r64/simulation_results.csv,,,,,
ex285,sub-mixed-diffroute-r64,ex285_r64_central_layer_state_descriptor_smoke,not_run,not_run,,,official evaluate.py used for final status,unknown,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-mixed-diffroute-r64/simulation_results.csv,,,,,
ex297,sub-unklarge-alt-r64,ex297_r64_local_transition_recurrence_local_transition_r2,,,,student/work/frontend_source_parallel_round64_20260613_1004/sub-unklarge-alt-r64/ex297/diagnostics/ex297_r64_source_screens.csv,"screened local_transition_recurrence/local_transition_r2: keys=1024, residual=53116, ratio=0.789184, compact_enough_for_rtl=0",unknown,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/simulation_results.csv,,,local_transition_recurrence,truth_descriptor_screen,n/a
ex297,sub-unklarge-alt-r64,ex297_r64_ring_cell_descriptor_adjhist_distance2_cell,,,,student/work/frontend_source_parallel_round64_20260613_1004/sub-unklarge-alt-r64/ex297/diagnostics/ex297_r64_source_screens.csv,"screened ring_cell_descriptor/adjhist_distance2_cell: keys=15376, residual=3808, ratio=0.056578, compact_enough_for_rtl=0",unknown,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/simulation_results.csv,,,ring_cell_descriptor,truth_descriptor_screen,n/a
ex297,sub-unklarge-alt-r64,ex297_r64_sparse_exception_free_descriptor_exception_free_hist_state,,,,student/work/frontend_source_parallel_round64_20260613_1004/sub-unklarge-alt-r64/ex297/diagnostics/ex297_r64_source_screens.csv,"screened sparse_exception_free_descriptor/exception_free_hist_state: keys=15968, residual=36176, ratio=0.537493, compact_enough_for_rtl=0",unknown,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/simulation_results.csv,,,sparse_exception_free_descriptor,truth_descriptor_screen,n/a
ex297,sub-unklarge-alt-r64,ex297_r64_compact_recurrence_state_recurrence_state8_cell,,,,student/work/frontend_source_parallel_round64_20260613_1004/sub-unklarge-alt-r64/ex297/diagnostics/ex297_r64_source_screens.csv,"screened compact_recurrence_state/recurrence_state8_cell: keys=112219, residual=1366, ratio=0.020296, compact_enough_for_rtl=0",unknown,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/simulation_results.csv,,,compact_recurrence_state,truth_descriptor_screen,n/a
ex297,sub-unklarge-alt-r64,ex297_r64_compact_recurrence_state_recurrence_state10_cell,,,,student/work/frontend_source_parallel_round64_20260613_1004/sub-unklarge-alt-r64/ex297/diagnostics/ex297_r64_source_screens.csv,"screened compact_recurrence_state/recurrence_state10_cell: keys=112460, residual=1195, ratio=0.017755, compact_enough_for_rtl=0",unknown,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/simulation_results.csv,,,compact_recurrence_state,truth_descriptor_screen,n/a
ex297,sub-unklarge-alt-r64,ex297_r64_cofactor_screen_low_cells,,,,student/work/frontend_source_parallel_round64_20260613_1004/sub-unklarge-alt-r64/ex297/diagnostics/ex297_r64_source_screens.csv,"screened cofactor_screen/low_cells: keys=64, residual=96509, ratio=1.433905, compact_enough_for_rtl=0",unknown,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/simulation_results.csv,,,cofactor_screen,truth_descriptor_screen,n/a
ex297,sub-unklarge-alt-r64,ex297_r64_cofactor_screen_high_cells,,,,student/work/frontend_source_parallel_round64_20260613_1004/sub-unklarge-alt-r64/ex297/diagnostics/ex297_r64_source_screens.csv,"screened cofactor_screen/high_cells: keys=64, residual=96509, ratio=1.433905, compact_enough_for_rtl=0",unknown,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/simulation_results.csv,,,cofactor_screen,truth_descriptor_screen,n/a
ex297,sub-unklarge-alt-r64,ex297_r64_cofactor_screen_even_cells,,,,student/work/frontend_source_parallel_round64_20260613_1004/sub-unklarge-alt-r64/ex297/diagnostics/ex297_r64_source_screens.csv,"screened cofactor_screen/even_cells: keys=256, residual=93377, ratio=1.387371, compact_enough_for_rtl=0",unknown,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/simulation_results.csv,,,cofactor_screen,truth_descriptor_screen,n/a
ex297,sub-unklarge-alt-r64,ex297_r64_cofactor_screen_odd_cells,,,,student/work/frontend_source_parallel_round64_20260613_1004/sub-unklarge-alt-r64/ex297/diagnostics/ex297_r64_source_screens.csv,"screened cofactor_screen/odd_cells: keys=64, residual=100881, ratio=1.498863, compact_enough_for_rtl=0",unknown,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/simulation_results.csv,,,cofactor_screen,truth_descriptor_screen,n/a
ex299,sub-unklarge-alt-r64,ex299_r64_local_transition_recurrence_local_transition_r2,,,,student/work/frontend_source_parallel_round64_20260613_1004/sub-unklarge-alt-r64/ex299/diagnostics/ex299_r64_source_screens.csv,"screened local_transition_recurrence/local_transition_r2: keys=1024, residual=263696, ratio=0.871434, compact_enough_for_rtl=0",unknown,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/simulation_results.csv,,,local_transition_recurrence,truth_descriptor_screen,n/a
ex299,sub-unklarge-alt-r64,ex299_r64_ring_cell_descriptor_adjhist_distance2_cell,,,,student/work/frontend_source_parallel_round64_20260613_1004/sub-unklarge-alt-r64/ex299/diagnostics/ex299_r64_source_screens.csv,"screened ring_cell_descriptor/adjhist_distance2_cell: keys=58672, residual=30640, ratio=0.101256, compact_enough_for_rtl=0",unknown,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/simulation_results.csv,,,ring_cell_descriptor,truth_descriptor_screen,n/a
ex299,sub-unklarge-alt-r64,ex299_r64_sparse_exception_free_descriptor_exception_free_hist_state,,,,student/work/frontend_source_parallel_round64_20260613_1004/sub-unklarge-alt-r64/ex299/diagnostics/ex299_r64_source_screens.csv,"screened sparse_exception_free_descriptor/exception_free_hist_state: keys=55808, residual=183072, ratio=0.604997, compact_enough_for_rtl=0",unknown,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/simulation_results.csv,,,sparse_exception_free_descriptor,truth_descriptor_screen,n/a
ex299,sub-unklarge-alt-r64,ex299_r64_compact_recurrence_state_recurrence_state8_cell,,,,student/work/frontend_source_parallel_round64_20260613_1004/sub-unklarge-alt-r64/ex299/diagnostics/ex299_r64_source_screens.csv,"screened compact_recurrence_state/recurrence_state8_cell: keys=507136, residual=9689, ratio=0.032019, compact_enough_for_rtl=0",unknown,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/simulation_results.csv,,,compact_recurrence_state,truth_descriptor_screen,n/a
ex299,sub-unklarge-alt-r64,ex299_r64_compact_recurrence_state_recurrence_state10_cell,,,,student/work/frontend_source_parallel_round64_20260613_1004/sub-unklarge-alt-r64/ex299/diagnostics/ex299_r64_source_screens.csv,"screened compact_recurrence_state/recurrence_state10_cell: keys=502344, residual=12980, ratio=0.042895, compact_enough_for_rtl=0",unknown,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/simulation_results.csv,,,compact_recurrence_state,truth_descriptor_screen,n/a
ex299,sub-unklarge-alt-r64,ex299_r64_cofactor_screen_low_cells,,,,student/work/frontend_source_parallel_round64_20260613_1004/sub-unklarge-alt-r64/ex299/diagnostics/ex299_r64_source_screens.csv,"screened cofactor_screen/low_cells: keys=64, residual=451116, ratio=1.490800, compact_enough_for_rtl=0",unknown,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/simulation_results.csv,,,cofactor_screen,truth_descriptor_screen,n/a
ex299,sub-unklarge-alt-r64,ex299_r64_cofactor_screen_high_cells,,,,student/work/frontend_source_parallel_round64_20260613_1004/sub-unklarge-alt-r64/ex299/diagnostics/ex299_r64_source_screens.csv,"screened cofactor_screen/high_cells: keys=64, residual=451116, ratio=1.490800, compact_enough_for_rtl=0",unknown,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/simulation_results.csv,,,cofactor_screen,truth_descriptor_screen,n/a
ex299,sub-unklarge-alt-r64,ex299_r64_cofactor_screen_even_cells,,,,student/work/frontend_source_parallel_round64_20260613_1004/sub-unklarge-alt-r64/ex299/diagnostics/ex299_r64_source_screens.csv,"screened cofactor_screen/even_cells: keys=256, residual=452144, ratio=1.494197, compact_enough_for_rtl=0",unknown,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/simulation_results.csv,,,cofactor_screen,truth_descriptor_screen,n/a
ex299,sub-unklarge-alt-r64,ex299_r64_cofactor_screen_odd_cells,,,,student/work/frontend_source_parallel_round64_20260613_1004/sub-unklarge-alt-r64/ex299/diagnostics/ex299_r64_source_screens.csv,"screened cofactor_screen/odd_cells: keys=256, residual=452144, ratio=1.494197, compact_enough_for_rtl=0",unknown,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/simulation_results.csv,,,cofactor_screen,truth_descriptor_screen,n/a
