case,agent_id,candidate_id,simulator,status,patterns,evidence_path,notes,domain,simulation_pass,log_path,shard_csv,rows_checked,mismatches,source_family,simulation_type,passed
ex244,sub-fp8-add-alt-r64,ex244_ex244_r64_sqmin_threshold_bins_default_raw,,,,,official evaluate.py used for final verification,float_fp8,not_run,,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-add-alt-r64/simulation_results.csv,,,,,
ex244,sub-fp8-add-alt-r64,ex244_ex244_r64_sqmin_threshold_bins_extra_share_raw,,,,,official evaluate.py used for final verification,float_fp8,not_run,,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-add-alt-r64/simulation_results.csv,,,,,
ex244,sub-fp8-add-alt-r64,ex244_ex244_r64_sqmin_threshold_bins_abc_g_aig_raw,,,,,official evaluate.py used for final verification,float_fp8,not_run,,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-add-alt-r64/simulation_results.csv,,,,,
ex244,sub-fp8-add-alt-r64,ex244_ex244_r64_sqmin_threshold_bins_synth_preset_raw,,,,,official evaluate.py used for final verification,float_fp8,not_run,,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-add-alt-r64/simulation_results.csv,,,,,
ex244,sub-fp8-add-alt-r64,ex244_ex244_r64_ratio_leadclass_table_default_raw,,,,,official evaluate.py used for final verification,float_fp8,not_run,,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-add-alt-r64/simulation_results.csv,,,,,
ex244,sub-fp8-add-alt-r64,ex244_ex244_r64_ratio_leadclass_table_extra_share_raw,,,,,official evaluate.py used for final verification,float_fp8,not_run,,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-add-alt-r64/simulation_results.csv,,,,,
ex244,sub-fp8-add-alt-r64,ex244_ex244_r64_ratio_leadclass_table_abc_g_aig_raw,,,,,official evaluate.py used for final verification,float_fp8,not_run,,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-add-alt-r64/simulation_results.csv,,,,,
ex244,sub-fp8-add-alt-r64,ex244_ex244_r64_ratio_leadclass_table_synth_preset_raw,,,,,official evaluate.py used for final verification,float_fp8,not_run,,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-add-alt-r64/simulation_results.csv,,,,,
ex244,sub-fp8-add-alt-r64,ex244_ex244_r64_siggap_threshold_control_default_raw,,,,,official evaluate.py used for final verification,float_fp8,not_run,,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-add-alt-r64/simulation_results.csv,,,,,
ex244,sub-fp8-add-alt-r64,ex244_ex244_r64_siggap_threshold_control_extra_share_raw,,,,,official evaluate.py used for final verification,float_fp8,not_run,,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-add-alt-r64/simulation_results.csv,,,,,
ex244,sub-fp8-add-alt-r64,ex244_ex244_r64_siggap_threshold_control_abc_g_aig_raw,,,,,official evaluate.py used for final verification,float_fp8,not_run,,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-add-alt-r64/simulation_results.csv,,,,,
ex244,sub-fp8-add-alt-r64,ex244_ex244_r64_siggap_threshold_control_synth_preset_raw,,,,,official evaluate.py used for final verification,float_fp8,not_run,,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-add-alt-r64/simulation_results.csv,,,,,
ex249,sub-fp8-add-alt-r64,ex249_ex249_r64_ratio_formula_default_raw,,,,,official evaluate.py used for final verification,float_fp8,not_run,,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-add-alt-r64/simulation_results.csv,,,,,
ex249,sub-fp8-add-alt-r64,ex249_ex249_r64_ratio_formula_extra_share_raw,,,,,official evaluate.py used for final verification,float_fp8,not_run,,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-add-alt-r64/simulation_results.csv,,,,,
