round,run_id,agent_id,case,candidate_id,equivalent,area,delay,adp,verilog_path,aig_path,evaluate_log,status,notes,method_signature,domain,official_status,reference_adp,current_adp,frontend_best_adp,shard_csv
91,frontend_cone_replace_round91_20260614_0034,sub-fp8-arith-cone-r91,ex240,ex240_r91_nanmask_signmag_cone,1,636,45,28620,student/work/frontend_cone_replace_round91_20260614_0034/sub-fp8-arith-cone-r91/ex240/verilog/ex240_r91_nanmask_signmag_cone.v,student/work/frontend_cone_replace_round91_20260614_0034/sub-fp8-arith-cone-r91/ex240/aigs/ex240_r91_nanmask_signmag_cone.aig,student/runs/float_fp8/frontend_cone_replace_round91_20260614_0034/sub-fp8-arith-cone-r91/ex240/official_eval/ex240_r91_nanmask_signmag_cone/ex240_r91_nanmask_signmag_cone.evaluate.py.log,OK,evaluate.py status=OK; exit=0; output-cone replacement only; no backend portfolio/remap/post-AIG optimization,ex240|E4M3FN packed add high byte plus low byte|NaN-mask final output cone over current sign/magnitude selected-output source|keep r64 same/diff magnitude cones and replace final 8-bit mux with sign clear plus 7-bit OR mask|repo_yosys_frontend_default|official_evaluate|nanmask_output_cone,float_fp8,OK,13299,21046,26230,student/frontend_campaigns/campaigns/frontend_cone_replace_round91_20260614_0034/agent_shards/sub-fp8-arith-cone-r91/evaluation_results.csv
91,frontend_cone_replace_round91_20260614_0034,sub-fp8-arith-cone-r91,ex241,ex241_r91_nanmask_product_cone,1,557,30,16710,student/work/frontend_cone_replace_round91_20260614_0034/sub-fp8-arith-cone-r91/ex241/verilog/ex241_r91_nanmask_product_cone.v,student/work/frontend_cone_replace_round91_20260614_0034/sub-fp8-arith-cone-r91/ex241/aigs/ex241_r91_nanmask_product_cone.aig,student/runs/float_fp8/frontend_cone_replace_round91_20260614_0034/sub-fp8-arith-cone-r91/ex241/official_eval/ex241_r91_nanmask_product_cone/ex241_r91_nanmask_product_cone.evaluate.py.log,OK,evaluate.py status=OK; exit=0; output-cone replacement only; no backend portfolio/remap/post-AIG optimization,ex241|E4M3FN packed multiply high byte times low byte|NaN-mask final output cone over current nested product source|keep product_mag table and replace final word mux with sign clear plus 7-bit OR mask|repo_yosys_frontend_default|official_evaluate|nanmask_output_cone,float_fp8,OK,7224,11592,14094,student/frontend_campaigns/campaigns/frontend_cone_replace_round91_20260614_0034/agent_shards/sub-fp8-arith-cone-r91/evaluation_results.csv
91,frontend_cone_replace_round91_20260614_0034,sub-fp8-arith-cone-r91,ex245,ex245_r91_nanmask_active_cone,1,723,34,24582,student/work/frontend_cone_replace_round91_20260614_0034/sub-fp8-arith-cone-r91/ex245/verilog/ex245_r91_nanmask_active_cone.v,student/work/frontend_cone_replace_round91_20260614_0034/sub-fp8-arith-cone-r91/ex245/aigs/ex245_r91_nanmask_active_cone.aig,student/runs/float_fp8/frontend_cone_replace_round91_20260614_0034/sub-fp8-arith-cone-r91/ex245/official_eval/ex245_r91_nanmask_active_cone/ex245_r91_nanmask_active_cone.evaluate.py.log,OK,evaluate.py status=OK; exit=0; output-cone replacement only; no backend portfolio/remap/post-AIG optimization,ex245|E5M2FN packed add high byte plus low byte|NaN-mask final output cone over current active same/diff table source|keep active same/diff/pass magnitude cones and replace final word mux with sign clear plus 7-bit OR mask|repo_yosys_frontend_default|official_evaluate|nanmask_output_cone,float_fp8,OK,11050,17319,22077,student/frontend_campaigns/campaigns/frontend_cone_replace_round91_20260614_0034/agent_shards/sub-fp8-arith-cone-r91/evaluation_results.csv
91,frontend_cone_replace_round91_20260614_0034,sub-fp8-top-cone-r91,ex247,ex247_r91_current_hi_r89_lo_conemix,1,362,25,9050,student/work/frontend_cone_replace_round91_20260614_0034/sub-fp8-top-cone-r91/ex247/verilog/ex247_r91_current_hi_r89_lo_conemix.v,student/work/frontend_cone_replace_round91_20260614_0034/sub-fp8-top-cone-r91/ex247/aigs/ex247_r91_current_hi_r89_lo_conemix.aig,student/runs/float_fp8/frontend_cone_replace_round91_20260614_0034/sub-fp8-top-cone-r91/ex247/logs/ex247_r91_current_hi_r89_lo_conemix.evaluate.py.log,OK,official evaluate.py OK; real round91 checkpoint row; nonwinning selected-cone mix,ex247|E5M2FN packed low-over-high division|round91 current-high r89-low output-cone mix|instantiate current and r89 equivalent RTL then keep current out[7:4] and r89 out[3:0]|yosys_abc_g_aig_frontend|official_evaluate|selected_output_cone_grouping,float_fp8,OK,2975,6804,7291,student/frontend_campaigns/campaigns/frontend_cone_replace_round91_20260614_0034/agent_shards/sub-fp8-top-cone-r91/evaluation_results.csv
91,frontend_cone_replace_round91_20260614_0034,sub-fp8-top-cone-r91,ex246,ex246_r91_current_hi_r89_lo_conemix,1,352,23,8096,student/work/frontend_cone_replace_round91_20260614_0034/sub-fp8-top-cone-r91/ex246/verilog/ex246_r91_current_hi_r89_lo_conemix.v,student/work/frontend_cone_replace_round91_20260614_0034/sub-fp8-top-cone-r91/ex246/aigs/ex246_r91_current_hi_r89_lo_conemix.aig,student/runs/float_fp8/frontend_cone_replace_round91_20260614_0034/sub-fp8-top-cone-r91/ex246/logs/ex246_r91_current_hi_r89_lo_conemix.evaluate.py.log,OK,official evaluate.py OK; real round91 checkpoint row; nonwinning selected-cone mix,ex246|E5M2FN packed multiply high byte times low byte|round91 current-high r89-low output-cone mix|instantiate current and r89 equivalent RTL then keep current out[7:4] and r89 out[3:0]|yosys_abc_g_aig_frontend|official_evaluate|selected_output_cone_grouping,float_fp8,OK,2805,5984,6888,student/frontend_campaigns/campaigns/frontend_cone_replace_round91_20260614_0034/agent_shards/sub-fp8-top-cone-r91/evaluation_results.csv
91,frontend_cone_replace_round91_20260614_0034,sub-fp8-top-cone-r91,ex244,ex244_r91_current_hi_r89_lo_conemix,1,308,36,11088,student/work/frontend_cone_replace_round91_20260614_0034/sub-fp8-top-cone-r91/ex244/verilog/ex244_r91_current_hi_r89_lo_conemix.v,student/work/frontend_cone_replace_round91_20260614_0034/sub-fp8-top-cone-r91/ex244/aigs/ex244_r91_current_hi_r89_lo_conemix.aig,student/runs/float_fp8/frontend_cone_replace_round91_20260614_0034/sub-fp8-top-cone-r91/ex244/logs/ex244_r91_current_hi_r89_lo_conemix.evaluate.py.log,OK,official evaluate.py OK; real round91 checkpoint row; nonwinning selected-cone mix,ex244|E4M3FN packed hypot abs high low|round91 current-high r89-low output-cone mix|instantiate current and r89 equivalent RTL then keep current out[7:4] and r89 out[3:0]|yosys_abc_g_aig_frontend|official_evaluate|selected_output_cone_grouping,float_fp8,OK,4272,8928,9120,student/frontend_campaigns/campaigns/frontend_cone_replace_round91_20260614_0034/agent_shards/sub-fp8-top-cone-r91/evaluation_results.csv
91,frontend_cone_replace_round91_20260614_0034,sub-fp8-top-cone-r91,ex249,ex249_r91_current_hi_r89_lo_conemix,1,171,29,4959,student/work/frontend_cone_replace_round91_20260614_0034/sub-fp8-top-cone-r91/ex249/verilog/ex249_r91_current_hi_r89_lo_conemix.v,student/work/frontend_cone_replace_round91_20260614_0034/sub-fp8-top-cone-r91/ex249/aigs/ex249_r91_current_hi_r89_lo_conemix.aig,student/runs/float_fp8/frontend_cone_replace_round91_20260614_0034/sub-fp8-top-cone-r91/ex249/logs/ex249_r91_current_hi_r89_lo_conemix.evaluate.py.log,OK,official evaluate.py OK; real round91 checkpoint row; nonwinning selected-cone mix,ex249|E5M2FN packed hypot abs high low|round91 current-high r89-low output-cone mix|instantiate current and r89 equivalent RTL then keep current out[7:4] and r89 out[3:0]|yosys_abc_g_aig_frontend|official_evaluate|selected_output_cone_grouping,float_fp8,OK,2079,3339,4342,student/frontend_campaigns/campaigns/frontend_cone_replace_round91_20260614_0034/agent_shards/sub-fp8-top-cone-r91/evaluation_results.csv
round91,frontend_cone_replace_round91_20260614_0034,sub-int-fp16-cone-r91,ex260,ex260_r91_bcase_shiftadd_dgraph_direct_abc_g_aig_d9,1,194,10,1940,student/work/frontend_cone_replace_round91_20260614_0034/sub-int-fp16-cone-r91/ex260/verilog/ex260_r91_bcase_shiftadd_dgraph_direct_abc_g_aig_d9.v,student/work/frontend_cone_replace_round91_20260614_0034/sub-int-fp16-cone-r91/ex260/aigs/ex260_r91_bcase_shiftadd_dgraph_direct_abc_g_aig_d9.aig,student/runs/integer/frontend_cone_replace_round91_20260614_0034/sub-int-fp16-cone-r91/ex260/official_eval/ex260_r91_bcase_shiftadd_dgraph_direct_abc_g_aig_d9/ex260_r91_bcase_shiftadd_dgraph_direct_abc_g_aig_d9.evaluate.py.log,OK,official evaluate.py attempt; bounded b-case shift/add decision graph,ex260|signed_low4_high4_multiply|round91_bounded_decision_graph_structural_rtl|b_operand_case_shared_shiftadd|single shared signed-a shift/add cone selected by signed b nibble|yosys_direct_abc_g_aig_d9|abc_xf_official_evaluate|not_r78_baugh_not_r89_direct_mul,integer,OK,657,1066,1131,student/frontend_campaigns/campaigns/frontend_cone_replace_round91_20260614_0034/agent_shards/sub-int-fp16-cone-r91/evaluation_results.csv
91,frontend_cone_replace_round91_20260614_0034,sub-unknown-cone-r91,ex297,ex297_r91_pairmix_mask_decision_graph,1,28267,18,508806,student/work/frontend_cone_replace_round91_20260614_0034/sub-unknown-cone-r91/ex297/verilog/ex297_r91_pairmix_mask_decision_graph.v,student/work/frontend_cone_replace_round91_20260614_0034/sub-unknown-cone-r91/ex297/aigs/ex297_r91_pairmix_mask_decision_graph.aig,student/runs/unknown/frontend_cone_replace_round91_20260614_0034/sub-unknown-cone-r91/ex297/logs/ex297_r91_pairmix_mask_decision_graph.evaluate.py.log,OK,official evaluate.py status OK; structural mask source is equivalent but worse than frontend best,ex297|round91_bounded_structural_rtl|pairmix_mask_decision_graph|shared_pairmix_mask_over_cell_bit_sources|repo_yosys_synth_default|official_evaluate|cell_pair_outputs,unknown,OK,225900,425024,425024,student/frontend_campaigns/campaigns/frontend_cone_replace_round91_20260614_0034/agent_shards/sub-unknown-cone-r91/evaluation_results.csv
