case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,runtime_sec,items,notes
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high2_node_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg0_high2_node_abc_g_aig,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high2_node.v,student/work/ex280_frontend_grouped_davio_refine_synthflow_20260608_2352/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high2_node_abc_g_aig.aig,1,1,1,619,29,17951,0.441,Yosys abc gate set aig,Yosys abc gate set aig
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high2_depth_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg0_high2_depth_abc_g_aig,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high2_depth.v,student/work/ex280_frontend_grouped_davio_refine_synthflow_20260608_2352/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high2_depth_abc_g_aig.aig,1,1,1,621,36,22356,0.463,Yosys abc gate set aig,Yosys abc gate set aig
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high3_node_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg0_high3_node_abc_g_aig,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high3_node.v,student/work/ex280_frontend_grouped_davio_refine_synthflow_20260608_2352/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high3_node_abc_g_aig.aig,1,1,1,626,27,16902,0.439,Yosys abc gate set aig,Yosys abc gate set aig
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high3_depth_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg0_high3_depth_abc_g_aig,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high3_depth.v,student/work/ex280_frontend_grouped_davio_refine_synthflow_20260608_2352/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high3_depth_abc_g_aig.aig,1,1,1,620,28,17360,0.435,Yosys abc gate set aig,Yosys abc gate set aig
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high4_node_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg0_high4_node_abc_g_aig,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high4_node.v,student/work/ex280_frontend_grouped_davio_refine_synthflow_20260608_2352/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high4_node_abc_g_aig.aig,1,1,1,647,26,16822,0.449,Yosys abc gate set aig,Yosys abc gate set aig
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high4_depth_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg0_high4_depth_abc_g_aig,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high4_depth.v,student/work/ex280_frontend_grouped_davio_refine_synthflow_20260608_2352/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high4_depth_abc_g_aig.aig,1,1,1,631,29,18299,0.434,Yosys abc gate set aig,Yosys abc gate set aig
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high5_node_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg0_high5_node_abc_g_aig,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high5_node.v,student/work/ex280_frontend_grouped_davio_refine_synthflow_20260608_2352/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high5_node_abc_g_aig.aig,1,1,1,659,32,21088,0.440,Yosys abc gate set aig,Yosys abc gate set aig
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high5_depth_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg0_high5_depth_abc_g_aig,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high5_depth.v,student/work/ex280_frontend_grouped_davio_refine_synthflow_20260608_2352/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high5_depth_abc_g_aig.aig,1,1,1,634,29,18386,0.444,Yosys abc gate set aig,Yosys abc gate set aig
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high6_node_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg0_high6_node_abc_g_aig,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high6_node.v,student/work/ex280_frontend_grouped_davio_refine_synthflow_20260608_2352/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high6_node_abc_g_aig.aig,1,1,1,613,34,20842,0.430,Yosys abc gate set aig,Yosys abc gate set aig
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high6_depth_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg0_high6_depth_abc_g_aig,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high6_depth.v,student/work/ex280_frontend_grouped_davio_refine_synthflow_20260608_2352/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high6_depth_abc_g_aig.aig,1,1,1,620,34,21080,0.450,Yosys abc gate set aig,Yosys abc gate set aig
