case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,runtime_sec,items,notes
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high7_node_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg0_high7_node_abc_g_aig,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high7_node.v,student/work/ex280_frontend_grouped_davio_refine_synthflow_20260608_2352/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high7_node_abc_g_aig.aig,1,1,1,586,36,21096,0.424,Yosys abc gate set aig,Yosys abc gate set aig
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high7_depth_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg0_high7_depth_abc_g_aig,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high7_depth.v,student/work/ex280_frontend_grouped_davio_refine_synthflow_20260608_2352/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high7_depth_abc_g_aig.aig,1,1,1,625,33,20625,0.452,Yosys abc gate set aig,Yosys abc gate set aig
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_split2_node_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg0_split2_node_abc_g_aig,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_split2_node.v,student/work/ex280_frontend_grouped_davio_refine_synthflow_20260608_2352/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_split2_node_abc_g_aig.aig,1,1,1,653,29,18937,0.439,Yosys abc gate set aig,Yosys abc gate set aig
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_split2_depth_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg0_split2_depth_abc_g_aig,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_split2_depth.v,student/work/ex280_frontend_grouped_davio_refine_synthflow_20260608_2352/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_split2_depth_abc_g_aig.aig,1,1,1,685,29,19865,0.458,Yosys abc gate set aig,Yosys abc gate set aig
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_split3_node_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg0_split3_node_abc_g_aig,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_split3_node.v,student/work/ex280_frontend_grouped_davio_refine_synthflow_20260608_2352/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_split3_node_abc_g_aig.aig,1,1,1,652,28,18256,0.440,Yosys abc gate set aig,Yosys abc gate set aig
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_split3_depth_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg0_split3_depth_abc_g_aig,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_split3_depth.v,student/work/ex280_frontend_grouped_davio_refine_synthflow_20260608_2352/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_split3_depth_abc_g_aig.aig,1,1,1,620,28,17360,0.437,Yosys abc gate set aig,Yosys abc gate set aig
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_split4_node_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg0_split4_node_abc_g_aig,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_split4_node.v,student/work/ex280_frontend_grouped_davio_refine_synthflow_20260608_2352/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_split4_node_abc_g_aig.aig,1,1,1,621,30,18630,0.435,Yosys abc gate set aig,Yosys abc gate set aig
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_split4_depth_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg0_split4_depth_abc_g_aig,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_split4_depth.v,student/work/ex280_frontend_grouped_davio_refine_synthflow_20260608_2352/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_split4_depth_abc_g_aig.aig,1,1,1,631,29,18299,0.434,Yosys abc gate set aig,Yosys abc gate set aig
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_split5_node_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg0_split5_node_abc_g_aig,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_split5_node.v,student/work/ex280_frontend_grouped_davio_refine_synthflow_20260608_2352/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_split5_node_abc_g_aig.aig,1,1,1,595,30,17850,0.424,Yosys abc gate set aig,Yosys abc gate set aig
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_split5_depth_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg0_split5_depth_abc_g_aig,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_split5_depth.v,student/work/ex280_frontend_grouped_davio_refine_synthflow_20260608_2352/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_split5_depth_abc_g_aig.aig,1,1,1,636,30,19080,0.447,Yosys abc gate set aig,Yosys abc gate set aig
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_split6_node_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg0_split6_node_abc_g_aig,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_split6_node.v,student/work/ex280_frontend_grouped_davio_refine_synthflow_20260608_2352/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_split6_node_abc_g_aig.aig,1,1,1,613,34,20842,0.417,Yosys abc gate set aig,Yosys abc gate set aig
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_split6_depth_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg0_split6_depth_abc_g_aig,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_split6_depth.v,student/work/ex280_frontend_grouped_davio_refine_synthflow_20260608_2352/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_split6_depth_abc_g_aig.aig,1,1,1,620,34,21080,0.420,Yosys abc gate set aig,Yosys abc gate set aig
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_split7_node_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg0_split7_node_abc_g_aig,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_split7_node.v,student/work/ex280_frontend_grouped_davio_refine_synthflow_20260608_2352/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_split7_node_abc_g_aig.aig,1,1,1,659,32,21088,0.446,Yosys abc gate set aig,Yosys abc gate set aig
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_split7_depth_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg0_split7_depth_abc_g_aig,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_split7_depth.v,student/work/ex280_frontend_grouped_davio_refine_synthflow_20260608_2352/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_split7_depth_abc_g_aig.aig,1,1,1,634,29,18386,0.441,Yosys abc gate set aig,Yosys abc gate set aig
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_low2_node_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg0_low2_node_abc_g_aig,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_low2_node.v,student/work/ex280_frontend_grouped_davio_refine_synthflow_20260608_2352/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_low2_node_abc_g_aig.aig,1,1,1,641,32,20512,0.434,Yosys abc gate set aig,Yosys abc gate set aig
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_low2_depth_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg0_low2_depth_abc_g_aig,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_low2_depth.v,student/work/ex280_frontend_grouped_davio_refine_synthflow_20260608_2352/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_low2_depth_abc_g_aig.aig,1,1,1,641,32,20512,0.429,Yosys abc gate set aig,Yosys abc gate set aig
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_low3_node_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg0_low3_node_abc_g_aig,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_low3_node.v,student/work/ex280_frontend_grouped_davio_refine_synthflow_20260608_2352/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_low3_node_abc_g_aig.aig,1,1,1,618,36,22248,0.430,Yosys abc gate set aig,Yosys abc gate set aig
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_low3_depth_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg0_low3_depth_abc_g_aig,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_low3_depth.v,student/work/ex280_frontend_grouped_davio_refine_synthflow_20260608_2352/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_low3_depth_abc_g_aig.aig,1,1,1,618,36,22248,0.430,Yosys abc gate set aig,Yosys abc gate set aig
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_low4_node_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg0_low4_node_abc_g_aig,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_low4_node.v,student/work/ex280_frontend_grouped_davio_refine_synthflow_20260608_2352/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_low4_node_abc_g_aig.aig,1,1,1,622,32,19904,0.422,Yosys abc gate set aig,Yosys abc gate set aig
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_low4_depth_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg0_low4_depth_abc_g_aig,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_low4_depth.v,student/work/ex280_frontend_grouped_davio_refine_synthflow_20260608_2352/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_low4_depth_abc_g_aig.aig,1,1,1,620,34,21080,0.427,Yosys abc gate set aig,Yosys abc gate set aig
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_low5_node_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg0_low5_node_abc_g_aig,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_low5_node.v,student/work/ex280_frontend_grouped_davio_refine_synthflow_20260608_2352/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_low5_node_abc_g_aig.aig,1,1,1,586,36,21096,0.455,Yosys abc gate set aig,Yosys abc gate set aig
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_low5_depth_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg0_low5_depth_abc_g_aig,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_low5_depth.v,student/work/ex280_frontend_grouped_davio_refine_synthflow_20260608_2352/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_low5_depth_abc_g_aig.aig,1,1,1,625,33,20625,0.458,Yosys abc gate set aig,Yosys abc gate set aig
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_perbit_node_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg0_perbit_node_abc_g_aig,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_perbit_node.v,student/work/ex280_frontend_grouped_davio_refine_synthflow_20260608_2352/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_perbit_node_abc_g_aig.aig,1,1,1,695,29,20155,0.452,Yosys abc gate set aig,Yosys abc gate set aig
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_perbit_depth_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg0_perbit_depth_abc_g_aig,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_perbit_depth.v,student/work/ex280_frontend_grouped_davio_refine_synthflow_20260608_2352/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_perbit_depth_abc_g_aig.aig,1,1,1,677,26,17602,0.468,Yosys abc gate set aig,Yosys abc gate set aig
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high2_node_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg1_high2_node_abc_g_aig,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high2_node.v,student/work/ex280_frontend_grouped_davio_refine_synthflow_20260608_2352/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high2_node_abc_g_aig.aig,1,1,1,640,31,19840,0.440,Yosys abc gate set aig,Yosys abc gate set aig
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high2_depth_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg1_high2_depth_abc_g_aig,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high2_depth.v,student/work/ex280_frontend_grouped_davio_refine_synthflow_20260608_2352/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high2_depth_abc_g_aig.aig,1,1,1,648,36,23328,0.447,Yosys abc gate set aig,Yosys abc gate set aig
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high3_node_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg1_high3_node_abc_g_aig,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high3_node.v,student/work/ex280_frontend_grouped_davio_refine_synthflow_20260608_2352/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high3_node_abc_g_aig.aig,1,1,1,625,27,16875,0.441,Yosys abc gate set aig,Yosys abc gate set aig
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high3_depth_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg1_high3_depth_abc_g_aig,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high3_depth.v,student/work/ex280_frontend_grouped_davio_refine_synthflow_20260608_2352/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high3_depth_abc_g_aig.aig,1,1,1,636,30,19080,0.439,Yosys abc gate set aig,Yosys abc gate set aig
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high4_node_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg1_high4_node_abc_g_aig,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high4_node.v,student/work/ex280_frontend_grouped_davio_refine_synthflow_20260608_2352/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high4_node_abc_g_aig.aig,1,1,1,623,27,16821,0.445,Yosys abc gate set aig,Yosys abc gate set aig
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high4_depth_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg1_high4_depth_abc_g_aig,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high4_depth.v,student/work/ex280_frontend_grouped_davio_refine_synthflow_20260608_2352/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high4_depth_abc_g_aig.aig,1,1,1,643,27,17361,0.444,Yosys abc gate set aig,Yosys abc gate set aig
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high5_node_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg1_high5_node_abc_g_aig,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high5_node.v,student/work/ex280_frontend_grouped_davio_refine_synthflow_20260608_2352/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high5_node_abc_g_aig.aig,1,1,1,648,33,21384,0.451,Yosys abc gate set aig,Yosys abc gate set aig
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high5_depth_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg1_high5_depth_abc_g_aig,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high5_depth.v,student/work/ex280_frontend_grouped_davio_refine_synthflow_20260608_2352/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high5_depth_abc_g_aig.aig,1,1,1,659,28,18452,0.447,Yosys abc gate set aig,Yosys abc gate set aig
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high6_node_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg1_high6_node_abc_g_aig,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high6_node.v,student/work/ex280_frontend_grouped_davio_refine_synthflow_20260608_2352/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high6_node_abc_g_aig.aig,1,1,1,628,33,20724,0.424,Yosys abc gate set aig,Yosys abc gate set aig
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high6_depth_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg1_high6_depth_abc_g_aig,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high6_depth.v,student/work/ex280_frontend_grouped_davio_refine_synthflow_20260608_2352/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high6_depth_abc_g_aig.aig,1,1,1,629,33,20757,0.428,Yosys abc gate set aig,Yosys abc gate set aig
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high7_node_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg1_high7_node_abc_g_aig,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high7_node.v,student/work/ex280_frontend_grouped_davio_refine_synthflow_20260608_2352/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high7_node_abc_g_aig.aig,1,1,1,627,33,20691,0.429,Yosys abc gate set aig,Yosys abc gate set aig
