case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,notes,evaluate_py_ok,evaluate_py_adp,evaluate_py_returncode,evaluate_py_notes
ex223,ex223_fp16_log_casez_runs_t400,fp16_log,casez_runs_t400,student/work/ex223_ex224_frontend_fp16_log_casez_20260606_2319/ex223/verilog/ex223_fp16_log_casez_runs_t400.v,student/work/ex223_ex224_frontend_fp16_log_casez_20260606_2319/ex223/aigs/ex223_fp16_log_casez_runs_t400.aig,1,1,13791,25,344775,120549,2.860040,0,0,structural_exact,casez run-cube FP16 log candidate; threshold=400; cube_groups=7; table_groups=23; cube_items=2284; table_items=23552,1,344775,0,
ex224,ex224_fp16_log2_casez_runs_t400,fp16_log2,casez_runs_t400,student/work/ex223_ex224_frontend_fp16_log_casez_20260606_2319/ex224/verilog/ex224_fp16_log2_casez_runs_t400.v,student/work/ex223_ex224_frontend_fp16_log_casez_20260606_2319/ex224/aigs/ex224_fp16_log2_casez_runs_t400.aig,1,1,6811,23,156653,64708,2.420922,0,0,structural_exact,casez run-cube FP16 log candidate; threshold=400; cube_groups=14; table_groups=16; cube_items=5600; table_items=16384,1,156653,0,
