round,run_id,agent_id,case,candidate_id,official_status,equivalent,area,delay,adp,reference_adp,current_adp,frontend_best_adp,verilog_path,aig_path,log_path,notes,output_dir,evaluate_log,runtime_sec,method_signature,shard_csv,status,frontend_adp,improves_frontend,beats_current,beats_reference,eval_log,hypothesis,variant,verified_truth,current_frontend_adp,eval_status,synth_log,representation,sharing,grouping,official_eval_dir,synth_sec,eval_sec
,frontend_source_parallel_round77_20260613_1733,sub-fp16-source-r77,ex225,ex225_r77_decode_keep_highbit_keep_abc_g_aig,OK,1,11569,19,219811,,,,,,,"positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=12; nested_hi=5; nested_lo=5; low_items=30720; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28; b13:runs=34,max=2,const=26; b12:runs=38,max=4,const=26",student/runs/fp16/frontend_source_parallel_round77_20260613_1733/sub-fp16-source-r77/ex225/official_eval/ex225_r77_decode_keep_highbit_keep_abc_g_aig,student/runs/fp16/frontend_source_parallel_round77_20260613_1733/sub-fp16-source-r77/ex225/official_eval/ex225_r77_decode_keep_highbit_keep_abc_g_aig/ex225_r77_decode_keep_highbit_keep_abc_g_aig.evaluate.py.log,1.370,ex225|fp16_log10_round77_generated_current_nested_source_boundary|current_nested_low_boundary_with_selective_keep_on_decode_and_highbit_outputs|preserve_only_sign_exp_mant_active_pos_normal_and_high-bit_run_outputs|yosys_abc_g_aig|abc_xf_official_evaluate|not_r76_ratio_xor_or_segbase_not_r75_mtbdd_sparse_directspecial,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-fp16-source-r77/evaluation_results.csv,,,,,,,,,,,,,,,,,,
,frontend_source_parallel_round77_20260613_1733,sub-fp16-source-r77,ex225,ex225_r77_split_output_assigns_abc_g_aig,OK,1,11533,19,219127,,,,,,,"positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=12; nested_hi=5; nested_lo=5; low_items=30720; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28; b13:runs=34,max=2,const=26; b12:runs=38,max=4,const=26",student/runs/fp16/frontend_source_parallel_round77_20260613_1733/sub-fp16-source-r77/ex225/official_eval/ex225_r77_split_output_assigns_abc_g_aig,student/runs/fp16/frontend_source_parallel_round77_20260613_1733/sub-fp16-source-r77/ex225/official_eval/ex225_r77_split_output_assigns_abc_g_aig/ex225_r77_split_output_assigns_abc_g_aig.evaluate.py.log,1.277,ex225|fp16_log10_round77_generated_current_nested_source_boundary|current_nested_source_with_high_vs_low_output_grouped_assigns|separate_high_run-tree_bundle_from_low_residual_LUT_at_output_mux|yosys_abc_g_aig|abc_xf_official_evaluate|not_r76_ratio_xor_or_segbase_not_r75_mtbdd_sparse_directspecial,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-fp16-source-r77/evaluation_results.csv,,,,,,,,,,,,,,,,,,
,frontend_source_parallel_round77_20260613_1733,sub-fp16-source-r77,ex225,ex225_r77_posnorm_pred_helper_abc_g_aig,OK,1,11540,19,219260,,,,,,,"positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=12; nested_hi=5; nested_lo=5; low_items=30720; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28; b13:runs=34,max=2,const=26; b12:runs=38,max=4,const=26",student/runs/fp16/frontend_source_parallel_round77_20260613_1733/sub-fp16-source-r77/ex225/official_eval/ex225_r77_posnorm_pred_helper_abc_g_aig,student/runs/fp16/frontend_source_parallel_round77_20260613_1733/sub-fp16-source-r77/ex225/official_eval/ex225_r77_posnorm_pred_helper_abc_g_aig/ex225_r77_posnorm_pred_helper_abc_g_aig.evaluate.py.log,1.384,ex225|fp16_log10_round77_generated_current_nested_source_boundary|current_nested_source_with_positive_normal_predicate_helper_module|module_boundary_only_for_high-fanout_positive-normal_predicate|yosys_abc_g_aig|abc_xf_official_evaluate|not_r76_ratio_xor_or_segbase_not_r75_mtbdd_sparse_directspecial,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-fp16-source-r77/evaluation_results.csv,,,,,,,,,,,,,,,,,,
,frontend_source_parallel_round77_20260613_1733,sub-fp16-source-r77,ex225,ex225_r77_frontendbest_decode_keep_abc_g_aig,OK,1,11531,19,219089,,,,,,,source-boundary variant around registry frontend-best source student/work/ex200_ex299_frontend_refgap_round2_20260612_1512/unary-agent/ex225/verilog/ex225_log_sparse_residual_low14_hi5.v,student/runs/fp16/frontend_source_parallel_round77_20260613_1733/sub-fp16-source-r77/ex225/official_eval/ex225_r77_frontendbest_decode_keep_abc_g_aig,student/runs/fp16/frontend_source_parallel_round77_20260613_1733/sub-fp16-source-r77/ex225/official_eval/ex225_r77_frontendbest_decode_keep_abc_g_aig/ex225_r77_frontendbest_decode_keep_abc_g_aig.evaluate.py.log,1.396,ex225|fp16_log10_round77_frontend_best_source_source_boundary|registry_frontend_best_source_with_selective_keep_on_decode_and_highbit_outputs|preserve_only_high-fanout_decode_wires_and_high-bit_run_outputs_in_current_frontend-best_source|yosys_abc_g_aig|abc_xf_official_evaluate|not_r76_ratio_xor_or_segbase_not_r75_mtbdd_sparse_directspecial,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-fp16-source-r77/evaluation_results.csv,,,,,,,,,,,,,,,,,,
,frontend_source_parallel_round77_20260613_1733,sub-fp16-source-r77,ex225,ex225_r77_frontendbest_split_output_assigns_abc_g_aig,OK,1,11528,20,230560,,,,,,,source-boundary variant around registry frontend-best source student/work/ex200_ex299_frontend_refgap_round2_20260612_1512/unary-agent/ex225/verilog/ex225_log_sparse_residual_low14_hi5.v,student/runs/fp16/frontend_source_parallel_round77_20260613_1733/sub-fp16-source-r77/ex225/official_eval/ex225_r77_frontendbest_split_output_assigns_abc_g_aig,student/runs/fp16/frontend_source_parallel_round77_20260613_1733/sub-fp16-source-r77/ex225/official_eval/ex225_r77_frontendbest_split_output_assigns_abc_g_aig/ex225_r77_frontendbest_split_output_assigns_abc_g_aig.evaluate.py.log,1.349,ex225|fp16_log10_round77_frontend_best_source_source_boundary|registry_frontend_best_source_with_high_vs_low_output_grouped_assigns|separate_high_run-tree_bundle_from_low_residual_at_final_output_mux|yosys_abc_g_aig|abc_xf_official_evaluate|not_r76_ratio_xor_or_segbase_not_r75_mtbdd_sparse_directspecial,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-fp16-source-r77/evaluation_results.csv,,,,,,,,,,,,,,,,,,
,frontend_source_parallel_round77_20260613_1733,sub-fp16-source-r77,ex223,ex223_r77_decode_keep_highbit_keep_abc_g_aig,OK,1,10813,20,216260,,,,,,,"positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=11; nested_hi=5; nested_lo=5; low_items=30720; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28; b13:runs=34,max=2,const=26; b12:runs=37,max=4,const=26; b11:runs=44,max=6,const=24",student/runs/fp16/frontend_source_parallel_round77_20260613_1733/sub-fp16-source-r77/ex223/official_eval/ex223_r77_decode_keep_highbit_keep_abc_g_aig,student/runs/fp16/frontend_source_parallel_round77_20260613_1733/sub-fp16-source-r77/ex223/official_eval/ex223_r77_decode_keep_highbit_keep_abc_g_aig/ex223_r77_decode_keep_highbit_keep_abc_g_aig.evaluate.py.log,1.418,ex223|fp16_log_round77_generated_current_nested_source_boundary|current_nested_low_boundary_with_selective_keep_on_decode_and_highbit_outputs|preserve_only_sign_exp_mant_active_pos_normal_and_high-bit_run_outputs|yosys_abc_g_aig|abc_xf_official_evaluate|not_r76_ratio_xor_or_segbase_not_r75_mtbdd_sparse_directspecial,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-fp16-source-r77/evaluation_results.csv,,,,,,,,,,,,,,,,,,
,frontend_source_parallel_round77_20260613_1733,sub-fp16-source-r77,ex223,ex223_r77_split_output_assigns_abc_g_aig,OK,1,10783,19,204877,,,,,,,"positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=11; nested_hi=5; nested_lo=5; low_items=30720; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28; b13:runs=34,max=2,const=26; b12:runs=37,max=4,const=26; b11:runs=44,max=6,const=24",student/runs/fp16/frontend_source_parallel_round77_20260613_1733/sub-fp16-source-r77/ex223/official_eval/ex223_r77_split_output_assigns_abc_g_aig,student/runs/fp16/frontend_source_parallel_round77_20260613_1733/sub-fp16-source-r77/ex223/official_eval/ex223_r77_split_output_assigns_abc_g_aig/ex223_r77_split_output_assigns_abc_g_aig.evaluate.py.log,1.365,ex223|fp16_log_round77_generated_current_nested_source_boundary|current_nested_source_with_high_vs_low_output_grouped_assigns|separate_high_run-tree_bundle_from_low_residual_LUT_at_output_mux|yosys_abc_g_aig|abc_xf_official_evaluate|not_r76_ratio_xor_or_segbase_not_r75_mtbdd_sparse_directspecial,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-fp16-source-r77/evaluation_results.csv,,,,,,,,,,,,,,,,,,
,frontend_source_parallel_round77_20260613_1733,sub-fp16-source-r77,ex223,ex223_r77_posnorm_pred_helper_abc_g_aig,OK,1,10795,19,205105,,,,,,,"positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=11; nested_hi=5; nested_lo=5; low_items=30720; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28; b13:runs=34,max=2,const=26; b12:runs=37,max=4,const=26; b11:runs=44,max=6,const=24",student/runs/fp16/frontend_source_parallel_round77_20260613_1733/sub-fp16-source-r77/ex223/official_eval/ex223_r77_posnorm_pred_helper_abc_g_aig,student/runs/fp16/frontend_source_parallel_round77_20260613_1733/sub-fp16-source-r77/ex223/official_eval/ex223_r77_posnorm_pred_helper_abc_g_aig/ex223_r77_posnorm_pred_helper_abc_g_aig.evaluate.py.log,1.418,ex223|fp16_log_round77_generated_current_nested_source_boundary|current_nested_source_with_positive_normal_predicate_helper_module|module_boundary_only_for_high-fanout_positive-normal_predicate|yosys_abc_g_aig|abc_xf_official_evaluate|not_r76_ratio_xor_or_segbase_not_r75_mtbdd_sparse_directspecial,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-fp16-source-r77/evaluation_results.csv,,,,,,,,,,,,,,,,,,
,frontend_source_parallel_round77_20260613_1733,sub-fp16-source-r77,ex223,ex223_r77_frontendbest_decode_keep_abc_g_aig,OK,1,10754,19,204326,,,,,,,source-boundary variant around registry frontend-best source student/work/ex200_ex299_frontend_refgap_round6_20260612_1807/fp16-r6/ex223/verilog/ex223_semantic_special_nested_low14_hi5.v,student/runs/fp16/frontend_source_parallel_round77_20260613_1733/sub-fp16-source-r77/ex223/official_eval/ex223_r77_frontendbest_decode_keep_abc_g_aig,student/runs/fp16/frontend_source_parallel_round77_20260613_1733/sub-fp16-source-r77/ex223/official_eval/ex223_r77_frontendbest_decode_keep_abc_g_aig/ex223_r77_frontendbest_decode_keep_abc_g_aig.evaluate.py.log,1.456,ex223|fp16_log_round77_frontend_best_source_source_boundary|registry_frontend_best_source_with_selective_keep_on_decode_and_highbit_outputs|preserve_only_high-fanout_decode_wires_and_high-bit_run_outputs_in_current_frontend-best_source|yosys_abc_g_aig|abc_xf_official_evaluate|not_r76_ratio_xor_or_segbase_not_r75_mtbdd_sparse_directspecial,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-fp16-source-r77/evaluation_results.csv,,,,,,,,,,,,,,,,,,
,frontend_source_parallel_round77_20260613_1733,sub-fp16-source-r77,ex223,ex223_r77_frontendbest_split_output_assigns_abc_g_aig,OK,1,10710,19,203490,,,,,,,source-boundary variant around registry frontend-best source student/work/ex200_ex299_frontend_refgap_round6_20260612_1807/fp16-r6/ex223/verilog/ex223_semantic_special_nested_low14_hi5.v,student/runs/fp16/frontend_source_parallel_round77_20260613_1733/sub-fp16-source-r77/ex223/official_eval/ex223_r77_frontendbest_split_output_assigns_abc_g_aig,student/runs/fp16/frontend_source_parallel_round77_20260613_1733/sub-fp16-source-r77/ex223/official_eval/ex223_r77_frontendbest_split_output_assigns_abc_g_aig/ex223_r77_frontendbest_split_output_assigns_abc_g_aig.evaluate.py.log,1.444,ex223|fp16_log_round77_frontend_best_source_source_boundary|registry_frontend_best_source_with_high_vs_low_output_grouped_assigns|separate_high_run-tree_bundle_from_low_residual_at_final_output_mux|yosys_abc_g_aig|abc_xf_official_evaluate|not_r76_ratio_xor_or_segbase_not_r75_mtbdd_sparse_directspecial,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-fp16-source-r77/evaluation_results.csv,,,,,,,,,,,,,,,,,,
,,sub-fp8-mid-source-r77,ex249,ex249_r77_keep_boundary,,,173,28,4844,2079,3339,,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex249/verilog/ex249_r77_keep_boundary.v,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex249/aigs/ex249_r77_keep_boundary.aig,,small keep/wire-boundary annotations on shared semantic predicates; family=shared semantic decode boundary,,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-fp8-mid-source-r77/evaluation_results.csv,OK,4342,0,0,0,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex249/logs/ex249_r77_keep_boundary.evaluate.py.log,,,,,,,,,,,,
,,sub-fp8-mid-source-r77,ex249,ex249_r77_grouped_vector,,,191,29,5539,2079,3339,,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex249/verilog/ex249_r77_grouped_vector.v,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex249/aigs/ex249_r77_grouped_vector.aig,,grouped sign/magnitude output vector wrapper over current exact source; family=grouped output vectors,,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-fp8-mid-source-r77/evaluation_results.csv,OK,4342,0,0,0,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex249/logs/ex249_r77_grouped_vector.evaluate.py.log,,,,,,,,,,,,
