round,run_id,agent_id,case,candidate_id,hypothesis,representation,sharing_strategy,shared_structure,estimated_shared_terms,notes,shard_csv,status,area,delay,adp,frontend_adp,current_adp,reference_adp,improves_frontend,beats_current,beats_reference,verilog_path,aig_path,eval_log,family,output_grouping,result_adp,outcome,method_signature,qor
round77,frontend_source_parallel_round77_20260613_1733,sub-integer-source-r77,ex266,ex266_r77_hi_compare_residual_synth_preset_d10,current quotient cofactor source can prune high-denominator cells into small compare residuals while preserving low-denominator BDD cells,"current {b[4:3],a[4]} low cells plus explicit high-cell quotient comparisons","shared high-cell selector, current group0/group1 local BDDs, and compact compare residuals for groups 2-7","shared high-cell selector, current group0/group1 local BDDs, and compact compare residuals for groups 2-7",source-declared,frontend source only; no standalone ABC/remap/post-AIG optimization,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-integer-source-r77/shared_structure_report.csv,,,,,,,,,,,,,,,,,,,
round77,frontend_source_parallel_round77_20260613_1733,sub-integer-source-r77,ex266,ex266_r77_grouped_trial_subtract_abc_g_aig,quotient bits can be grouped around q4/q3 and q2/q1 trial-subtract boundaries with one dbz guard,combinational restoring quotient bits with named residual boundaries,shared shifted-divisor trials and grouped residual wires reused by later quotient-bit assigns,shared shifted-divisor trials and grouped residual wires reused by later quotient-bit assigns,source-declared,frontend source only; no standalone ABC/remap/post-AIG optimization,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-integer-source-r77/shared_structure_report.csv,,,,,,,,,,,,,,,,,,,
round77,frontend_source_parallel_round77_20260613_1733,sub-integer-source-r77,ex266,ex266_r77_grouped_trial_subtract_synth_preset_d10,quotient bits can be grouped around q4/q3 and q2/q1 trial-subtract boundaries with one dbz guard,combinational restoring quotient bits with named residual boundaries,shared shifted-divisor trials and grouped residual wires reused by later quotient-bit assigns,shared shifted-divisor trials and grouped residual wires reused by later quotient-bit assigns,source-declared,frontend source only; no standalone ABC/remap/post-AIG optimization,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-integer-source-r77/shared_structure_report.csv,,,,,,,,,,,,,,,,,,,
,,sub-unknown-source-r77,ex297,ex297_r77_pairsel_grouped_keep_helper,,,,cell/bit source modules shared once; high-fanout selector predicates kept in a helper boundary,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-unknown-source-r77/shared_structure_report.csv,,,,,,,,,,,,,,,cell_pair_grouped_outputs,,,ex297|cyclic_2bit_selector_source_boundary|grouped_pair_output_assigns_with_keep_helper|cell/bit source modules shared once; high-fanout selector predicates kept in a helper boundary|yosys_internal_abc_g_aig|official_evaluate|cell_pair_grouped_outputs,26603/17/452251
,,sub-unknown-source-r77,ex297,ex297_r77_pairsel_vector_case_mix,,,,same cell/bit sources as current best; selector predicates grouped into one vector case,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-unknown-source-r77/shared_structure_report.csv,,,,,,,,,,,,,,,cell_pair_vector_case_outputs,,,ex297|cyclic_2bit_selector_source_boundary|vector_case_block_for_pair_output_clusters|same cell/bit sources as current best; selector predicates grouped into one vector case|yosys_internal_abc_g_aig|official_evaluate|cell_pair_vector_case_outputs,26642/18/479556
,,sub-unknown-source-r77,ex299,ex299_r77_sel2_pairsel_grouped_static_helper,,,,sel2 cluster source shared once; selected pairsel low-tail bits isolated as kept cluster wire,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-unknown-source-r77/shared_structure_report.csv,,,,,,,,,,,,,,,static_clustered_outputs,,,ex299|cyclic_2bit_selector_source_boundary|grouped_static_cluster_assigns_with_keep_helper|sel2 cluster source shared once; selected pairsel low-tail bits isolated as kept cluster wire|yosys_internal_abc_g_aig|official_evaluate|static_clustered_outputs,98862/20/1977240
,,sub-unknown-source-r77,ex299,ex299_r77_sel2_lowtail_pairsel_helper,,,,sel2 cluster remains top-level; pairsel contribution is isolated behind a two-bit low-tail helper,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-unknown-source-r77/shared_structure_report.csv,,,,,,,,,,,,,,,low_tail_helper_outputs,,,ex299|cyclic_2bit_selector_source_boundary|low_tail_factored_tiny_helper_module|sel2 cluster remains top-level; pairsel contribution is isolated behind a two-bit low-tail helper|yosys_internal_abc_g_aig|official_evaluate|low_tail_helper_outputs,98809/20/1976180
,,sub-unknown-source-r77,ex285,ex285_r77_tree_route_decode_helper_boundary,,,,only high-fanout pair OR/AND and parity route keys are kept; residual remains current exact tree,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-unknown-source-r77/shared_structure_report.csv,,,,,,,,,,,,,,,full_word_helper_boundary,,,ex285|hamming_weight_route_source_boundary|route_class_decode_helper_plus_tree_residual|only high-fanout pair OR/AND and parity route keys are kept; residual remains current exact tree|yosys_internal_abc_g_aig|official_evaluate|full_word_helper_boundary,788/17/13396
,,sub-unknown-source-r77,ex285,ex285_r77_flat_current_tree_alias,,,,no added kept route wires; direct flattened current exact tree source for flow comparison,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-unknown-source-r77/shared_structure_report.csv,,,,,,,,,,,,,,,full_word_flattened_tree,,,ex285|hamming_weight_route_source_boundary|flattened_current_tree_alias|no added kept route wires; direct flattened current exact tree source for flow comparison|yosys_internal_abc_g_aig|official_evaluate|full_word_flattened_tree,818/17/13906
,,sub-unknown-source-r77,ex288,ex288_r77_keydecode_residual_helper,,,,route key OR/AND pair decode separated from the residual key-BDD with only the key bus kept,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-unknown-source-r77/shared_structure_report.csv,,,,,,,,,,,,,,,full_word_keydecode_helper,,,ex288|hamming_weight_route_keybdd_source_boundary|split_route_key_decode_from_keybdd_residual|route key OR/AND pair decode separated from the residual key-BDD with only the key bus kept|yosys_internal_abc_g_aig|official_evaluate|full_word_keydecode_helper,2264/16/36224
,,sub-unknown-source-r77,ex288,ex288_r77_flat_keybdd_keep_keybus,,,,current key-BDD source kept flat while preserving only the high-fanout key bus,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-unknown-source-r77/shared_structure_report.csv,,,,,,,,,,,,,,,full_word_flat_keybdd,,,ex288|hamming_weight_route_keybdd_source_boundary|flattened_keybdd_with_kept_route_key_bus|current key-BDD source kept flat while preserving only the high-fanout key bus|yosys_internal_abc_g_aig|official_evaluate|full_word_flat_keybdd,2232/15/33480
