case,previous_candidate_id,previous_adp,new_candidate_id,new_adp,area,delay,verilog_path,aig_path,log_path,method_signature,agent_id,notes
ex223,ex223_semantic_special_nested_low14_hi5_abc_g_aig,203756,ex223_r77_frontendbest_split_output_assigns_abc_g_aig,203490,10710,19,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp16-source-r77/ex223/verilog/ex223_r77_frontendbest_split_output_assigns.v,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp16-source-r77/ex223/aigs/ex223_r77_frontendbest_split_output_assigns_abc_g_aig.aig,student/runs/fp16/frontend_source_parallel_round77_20260613_1733/sub-fp16-source-r77/ex223/official_eval/ex223_r77_frontendbest_split_output_assigns_abc_g_aig/ex223_r77_frontendbest_split_output_assigns_abc_g_aig.evaluate.py.log,ex223|fp16_log_round77_frontend_best_source_source_boundary|registry_frontend_best_source_with_high_vs_low_output_grouped_assigns|separate_high_run-tree_bundle_from_low_residual_at_final_output_mux|yosys_abc_g_aig|abc_xf_official_evaluate|not_r76_ratio_xor_or_segbase_not_r75_mtbdd_sparse_directspecial,sub-fp16-source-r77,official evaluate.py frontend-best improvement via source output-boundary variant
