case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,notes
ex235,ex235_vec_high_low8_hi6_synth_preset,fp16_reciprocal_sqrt,vec_high_low8_hi6_synth_preset,student/work/ex235_ex237_ex239_frontend_fp16_vector_high_20260608_1020/ex235/verilog/ex235_vec_high_low8_hi6.v,student/work/ex235_ex237_ex239_frontend_fp16_vector_high_20260608_1020/ex235/aigs/ex235_vec_high_low8_hi6_synth_preset.aig,1,1,1635,15,24525,20800,1.179087,1,0,semantic_packed_high_vector,"special_const=33; special_full=1; special_items=1057; low_width=8; nested_hi=6; classes=0,1; high_vector_bits=14,13,12,11,10,9,8; width=7; total_runs=90; max_runs=4; const_groups=0"
ex235,ex235_vec_high_low8_hi6_synth_preset,fp16_reciprocal_sqrt,vec_high_low8_hi6_synth_preset,student/work/ex235_ex237_ex239_frontend_fp16_vector_high_20260608_1020/ex235/verilog/ex235_vec_high_low8_hi6.v,student/work/ex235_ex237_ex239_frontend_fp16_vector_high_20260608_1020/ex235/aigs/ex235_vec_high_low8_hi6_synth_preset.aig,1,1,1635,15,24525,20800,1.179087,1,0,semantic_packed_high_vector,"special_const=33; special_full=1; special_items=1057; low_width=8; nested_hi=6; classes=0,1; high_vector_bits=14,13,12,11,10,9,8; width=7; total_runs=90; max_runs=4; const_groups=0"
ex235,ex235_vec_high_low8_hi6_synth_preset,fp16_reciprocal_sqrt,vec_high_low8_hi6_synth_preset,student/work/ex235_ex237_ex239_frontend_fp16_vector_high_20260608_1020/ex235/verilog/ex235_vec_high_low8_hi6.v,student/work/ex235_ex237_ex239_frontend_fp16_vector_high_20260608_1020/ex235/aigs/ex235_vec_high_low8_hi6_synth_preset.aig,1,1,1635,15,24525,20800,1.179087,1,0,semantic_packed_high_vector,"special_const=33; special_full=1; special_items=1057; low_width=8; nested_hi=6; classes=0,1; high_vector_bits=14,13,12,11,10,9,8; width=7; total_runs=90; max_runs=4; const_groups=0"
