case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,items,classification,notes
ex235,ex235_vec_high_low8_hi6_abc_g_aig,fp16_reciprocal_sqrt,vec_high_low8_hi6_abc_g_aig,student/work/ex235_ex237_ex239_frontend_fp16_vector_high_20260608_1020/ex235/verilog/ex235_vec_high_low8_hi6.v,student/work/ex235_ex237_ex239_frontend_fp16_vector_high_20260608_1020/ex235/aigs/ex235_vec_high_low8_hi6_abc_g_aig.aig,1,1,1,1700,15,25500,20800,1.225962,1,0,1.749,"special_const=33; special_full=1; special_items=1057; low_width=8; nested_hi=6; classes=0,1; high_vector_bits=14,13,12,11,10,9,8; width=7; total_runs=90; max_runs=4; const_groups=0",semantic_packed_high_vector,"special_const=33; special_full=1; special_items=1057; low_width=8; nested_hi=6; classes=0,1; high_vector_bits=14,13,12,11,10,9,8; width=7; total_runs=90; max_runs=4; const_groups=0"
ex235,ex235_vec_high_low8_hi6_synth_preset,fp16_reciprocal_sqrt,vec_high_low8_hi6_synth_preset,student/work/ex235_ex237_ex239_frontend_fp16_vector_high_20260608_1020/ex235/verilog/ex235_vec_high_low8_hi6.v,student/work/ex235_ex237_ex239_frontend_fp16_vector_high_20260608_1020/ex235/aigs/ex235_vec_high_low8_hi6_synth_preset.aig,1,1,1,1635,15,24525,20800,1.179087,1,0,2.053,"special_const=33; special_full=1; special_items=1057; low_width=8; nested_hi=6; classes=0,1; high_vector_bits=14,13,12,11,10,9,8; width=7; total_runs=90; max_runs=4; const_groups=0",semantic_packed_high_vector,"special_const=33; special_full=1; special_items=1057; low_width=8; nested_hi=6; classes=0,1; high_vector_bits=14,13,12,11,10,9,8; width=7; total_runs=90; max_runs=4; const_groups=0"
ex237,ex237_vec_high_low10_hi6_abc_g_aig,fp16_cbrt,vec_high_low10_hi6_abc_g_aig,student/work/ex235_ex237_ex239_frontend_fp16_vector_high_20260608_1020/ex237/verilog/ex237_vec_high_low10_hi6.v,student/work/ex235_ex237_ex239_frontend_fp16_vector_high_20260608_1020/ex237/aigs/ex237_vec_high_low10_hi6_abc_g_aig.aig,1,1,1,1944,16,31104,25440,1.222642,1,0,2.235,"special_const=2; special_full=2; special_items=2050; low_width=10; nested_hi=6; classes=0,1,2; high_vector_bits=14,13,12,11,10; width=5; total_runs=40; max_runs=2; const_groups=20",semantic_packed_high_vector,"special_const=2; special_full=2; special_items=2050; low_width=10; nested_hi=6; classes=0,1,2; high_vector_bits=14,13,12,11,10; width=5; total_runs=40; max_runs=2; const_groups=20"
ex237,ex237_vec_high_low10_hi6_synth_preset,fp16_cbrt,vec_high_low10_hi6_synth_preset,student/work/ex235_ex237_ex239_frontend_fp16_vector_high_20260608_1020/ex237/verilog/ex237_vec_high_low10_hi6.v,student/work/ex235_ex237_ex239_frontend_fp16_vector_high_20260608_1020/ex237/aigs/ex237_vec_high_low10_hi6_synth_preset.aig,1,1,1,1858,17,31586,25440,1.241588,1,0,2.575,"special_const=2; special_full=2; special_items=2050; low_width=10; nested_hi=6; classes=0,1,2; high_vector_bits=14,13,12,11,10; width=5; total_runs=40; max_runs=2; const_groups=20",semantic_packed_high_vector,"special_const=2; special_full=2; special_items=2050; low_width=10; nested_hi=6; classes=0,1,2; high_vector_bits=14,13,12,11,10; width=5; total_runs=40; max_runs=2; const_groups=20"
ex239,ex239_vec_high_low8_hi6_abc_g_aig,fp16_reciprocal_cbrt,vec_high_low8_hi6_abc_g_aig,student/work/ex235_ex237_ex239_frontend_fp16_vector_high_20260608_1020/ex239/verilog/ex239_vec_high_low8_hi6.v,student/work/ex235_ex237_ex239_frontend_fp16_vector_high_20260608_1020/ex239/aigs/ex239_vec_high_low8_hi6_abc_g_aig.aig,1,1,1,2051,16,32816,25965,1.263855,1,0,2.254,"special_const=2; special_full=2; special_items=2050; low_width=8; nested_hi=6; classes=0,1,2; high_vector_bits=14,13,12,11,10,9,8; width=7; total_runs=70; max_runs=3; const_groups=0",semantic_packed_high_vector,"special_const=2; special_full=2; special_items=2050; low_width=8; nested_hi=6; classes=0,1,2; high_vector_bits=14,13,12,11,10,9,8; width=7; total_runs=70; max_runs=3; const_groups=0"
ex239,ex239_vec_high_low8_hi6_synth_preset,fp16_reciprocal_cbrt,vec_high_low8_hi6_synth_preset,student/work/ex235_ex237_ex239_frontend_fp16_vector_high_20260608_1020/ex239/verilog/ex239_vec_high_low8_hi6.v,student/work/ex235_ex237_ex239_frontend_fp16_vector_high_20260608_1020/ex239/aigs/ex239_vec_high_low8_hi6_synth_preset.aig,1,1,1,2013,17,34221,25965,1.317966,1,0,2.649,"special_const=2; special_full=2; special_items=2050; low_width=8; nested_hi=6; classes=0,1,2; high_vector_bits=14,13,12,11,10,9,8; width=7; total_runs=70; max_runs=3; const_groups=0",semantic_packed_high_vector,"special_const=2; special_full=2; special_items=2050; low_width=8; nested_hi=6; classes=0,1,2; high_vector_bits=14,13,12,11,10,9,8; width=7; total_runs=70; max_runs=3; const_groups=0"
