case,model,input_order,output_order,layer,layer_size,matches,match_ratio,param,mean_cyclic_distance,max_cyclic_distance
ex286,reverse,brgc_index,value,11,78,1,0.012821,reverse,19.564103,38
ex286,reverse,brgc_index,value,12,13,1,0.076923,reverse,3.461538,6
ex286,reverse,brgc_index,value,13,1,1,1.000000,trivial,0.000000,0
ex286,reverse,gray_then_reverse,brgc_index,0,1,1,1.000000,trivial,0.000000,0
ex286,reverse,gray_then_reverse,brgc_index,1,13,0,0.000000,reverse,4.538462,6
ex286,reverse,gray_then_reverse,brgc_index,2,78,2,0.025641,reverse,18.423077,37
ex286,reverse,gray_then_reverse,brgc_index,3,286,1,0.003497,reverse,71.237762,143
ex286,reverse,gray_then_reverse,brgc_index,4,715,1,0.001399,reverse,175.639161,357
ex286,reverse,gray_then_reverse,brgc_index,5,1287,2,0.001554,reverse,311.871795,643
ex286,reverse,gray_then_reverse,brgc_index,6,1716,0,0.000000,reverse,422.766317,857
ex286,reverse,gray_then_reverse,brgc_index,7,1716,1,0.000583,reverse,438.665501,857
ex286,reverse,gray_then_reverse,brgc_index,8,1287,0,0.000000,reverse,333.184149,642
ex286,reverse,gray_then_reverse,brgc_index,9,715,1,0.001399,reverse,187.439161,357
ex286,reverse,gray_then_reverse,brgc_index,10,286,0,0.000000,reverse,76.517483,142
ex286,reverse,gray_then_reverse,brgc_index,11,78,2,0.025641,reverse,21.576923,38
ex286,reverse,gray_then_reverse,brgc_index,12,13,1,0.076923,reverse,3.307692,6
ex286,reverse,gray_then_reverse,brgc_index,13,1,1,1.000000,trivial,0.000000,0
ex286,reverse,gray_then_reverse,gray_then_reverse,0,1,1,1.000000,trivial,0.000000,0
ex286,reverse,gray_then_reverse,gray_then_reverse,1,13,0,0.000000,reverse,3.000000,6
ex286,reverse,gray_then_reverse,gray_then_reverse,2,78,1,0.012821,reverse,16.846154,39
ex286,reverse,gray_then_reverse,gray_then_reverse,3,286,1,0.003497,reverse,68.314685,141
ex286,reverse,gray_then_reverse,gray_then_reverse,4,715,0,0.000000,reverse,175.069930,357
ex286,reverse,gray_then_reverse,gray_then_reverse,5,1287,0,0.000000,reverse,324.257187,643
ex286,reverse,gray_then_reverse,gray_then_reverse,6,1716,2,0.001166,reverse,436.516900,858
ex286,reverse,gray_then_reverse,gray_then_reverse,7,1716,0,0.000000,reverse,434.942890,858
ex286,reverse,gray_then_reverse,gray_then_reverse,8,1287,0,0.000000,reverse,319.543124,643
ex286,reverse,gray_then_reverse,gray_then_reverse,9,715,1,0.001399,reverse,175.387413,357
ex286,reverse,gray_then_reverse,gray_then_reverse,10,286,1,0.003497,reverse,75.048951,142
ex286,reverse,gray_then_reverse,gray_then_reverse,11,78,0,0.000000,reverse,20.500000,39
ex286,reverse,gray_then_reverse,gray_then_reverse,12,13,1,0.076923,reverse,3.230769,6
ex286,reverse,gray_then_reverse,gray_then_reverse,13,1,1,1.000000,trivial,0.000000,0
ex286,reverse,gray_then_reverse,gray_value,0,1,1,1.000000,trivial,0.000000,0
ex286,reverse,gray_then_reverse,gray_value,1,13,0,0.000000,reverse,4.538462,6
ex286,reverse,gray_then_reverse,gray_value,2,78,1,0.012821,reverse,19.282051,39
ex286,reverse,gray_then_reverse,gray_value,3,286,1,0.003497,reverse,70.580420,143
ex286,reverse,gray_then_reverse,gray_value,4,715,1,0.001399,reverse,178.274126,357
ex286,reverse,gray_then_reverse,gray_value,5,1287,1,0.000777,reverse,314.419580,643
ex286,reverse,gray_then_reverse,gray_value,6,1716,1,0.000583,reverse,421.603730,858
ex286,reverse,gray_then_reverse,gray_value,7,1716,0,0.000000,reverse,430.267483,858
ex286,reverse,gray_then_reverse,gray_value,8,1287,1,0.000777,reverse,326.644911,643
ex286,reverse,gray_then_reverse,gray_value,9,715,0,0.000000,reverse,184.523077,356
ex286,reverse,gray_then_reverse,gray_value,10,286,0,0.000000,reverse,73.342657,143
ex286,reverse,gray_then_reverse,gray_value,11,78,1,0.012821,reverse,17.256410,38
ex286,reverse,gray_then_reverse,gray_value,12,13,3,0.230769,reverse,1.923077,6
ex286,reverse,gray_then_reverse,gray_value,13,1,1,1.000000,trivial,0.000000,0
ex286,reverse,gray_then_reverse,rev_brgc_index,0,1,1,1.000000,trivial,0.000000,0
ex286,reverse,gray_then_reverse,rev_brgc_index,1,13,1,0.076923,reverse,2.923077,6
ex286,reverse,gray_then_reverse,rev_brgc_index,2,78,4,0.051282,reverse,15.128205,39
ex286,reverse,gray_then_reverse,rev_brgc_index,3,286,0,0.000000,reverse,63.513986,142
ex286,reverse,gray_then_reverse,rev_brgc_index,4,715,2,0.002797,reverse,179.062937,356
ex286,reverse,gray_then_reverse,rev_brgc_index,5,1287,1,0.000777,reverse,334.411033,643
ex286,reverse,gray_then_reverse,rev_brgc_index,6,1716,1,0.000583,reverse,422.598485,858
ex286,reverse,gray_then_reverse,rev_brgc_index,7,1716,3,0.001748,reverse,415.464452,858
ex286,reverse,gray_then_reverse,rev_brgc_index,8,1287,0,0.000000,reverse,316.161616,643
ex286,reverse,gray_then_reverse,rev_brgc_index,9,715,2,0.002797,reverse,183.376224,357
ex286,reverse,gray_then_reverse,rev_brgc_index,10,286,0,0.000000,reverse,77.461538,143
ex286,reverse,gray_then_reverse,rev_brgc_index,11,78,3,0.038462,reverse,20.358974,39
ex286,reverse,gray_then_reverse,rev_brgc_index,12,13,0,0.000000,reverse,2.923077,6
ex286,reverse,gray_then_reverse,rev_brgc_index,13,1,1,1.000000,trivial,0.000000,0
ex286,reverse,gray_then_reverse,rev_gray_value,0,1,1,1.000000,trivial,0.000000,0
ex286,reverse,gray_then_reverse,rev_gray_value,1,13,1,0.076923,reverse,2.923077,6
ex286,reverse,gray_then_reverse,rev_gray_value,2,78,2,0.025641,reverse,15.320513,38
ex286,reverse,gray_then_reverse,rev_gray_value,3,286,0,0.000000,reverse,63.307692,142
ex286,reverse,gray_then_reverse,rev_gray_value,4,715,1,0.001399,reverse,175.704895,357
ex286,reverse,gray_then_reverse,rev_gray_value,5,1287,1,0.000777,reverse,329.527584,643
ex286,reverse,gray_then_reverse,rev_gray_value,6,1716,2,0.001166,reverse,426.642191,858
ex286,reverse,gray_then_reverse,rev_gray_value,7,1716,0,0.000000,reverse,415.797203,858
ex286,reverse,gray_then_reverse,rev_gray_value,8,1287,0,0.000000,reverse,314.965035,643
ex286,reverse,gray_then_reverse,rev_gray_value,9,715,2,0.002797,reverse,184.139860,357
ex286,reverse,gray_then_reverse,rev_gray_value,10,286,0,0.000000,reverse,78.993007,143
ex286,reverse,gray_then_reverse,rev_gray_value,11,78,1,0.012821,reverse,18.910256,39
ex286,reverse,gray_then_reverse,rev_gray_value,12,13,2,0.153846,reverse,3.076923,5
ex286,reverse,gray_then_reverse,rev_gray_value,13,1,1,1.000000,trivial,0.000000,0
ex286,reverse,gray_then_reverse,rev_value,0,1,1,1.000000,trivial,0.000000,0
ex286,reverse,gray_then_reverse,rev_value,1,13,1,0.076923,reverse,2.923077,6
ex286,reverse,gray_then_reverse,rev_value,2,78,1,0.012821,reverse,15.833333,39
ex286,reverse,gray_then_reverse,rev_value,3,286,0,0.000000,reverse,62.968531,143
ex286,reverse,gray_then_reverse,rev_value,4,715,0,0.000000,reverse,174.813986,357
ex286,reverse,gray_then_reverse,rev_value,5,1287,2,0.001554,reverse,333.009324,643
ex286,reverse,gray_then_reverse,rev_value,6,1716,0,0.000000,reverse,433.233100,858
ex286,reverse,gray_then_reverse,rev_value,7,1716,1,0.000583,reverse,420.013986,858
ex286,reverse,gray_then_reverse,rev_value,8,1287,0,0.000000,reverse,308.460761,643
ex286,reverse,gray_then_reverse,rev_value,9,715,1,0.001399,reverse,167.909091,356
ex286,reverse,gray_then_reverse,rev_value,10,286,0,0.000000,reverse,62.307692,142
ex286,reverse,gray_then_reverse,rev_value,11,78,1,0.012821,reverse,14.628205,38
ex286,reverse,gray_then_reverse,rev_value,12,13,5,0.384615,reverse,1.692308,6
ex286,reverse,gray_then_reverse,rev_value,13,1,1,1.000000,trivial,0.000000,0
ex286,reverse,gray_then_reverse,reverse_gray_then_reverse,0,1,1,1.000000,trivial,0.000000,0
ex286,reverse,gray_then_reverse,reverse_gray_then_reverse,1,13,0,0.000000,reverse,4.461538,6
ex286,reverse,gray_then_reverse,reverse_gray_then_reverse,2,78,1,0.012821,reverse,20.141026,39
ex286,reverse,gray_then_reverse,reverse_gray_then_reverse,3,286,0,0.000000,reverse,69.059441,142
ex286,reverse,gray_then_reverse,reverse_gray_then_reverse,4,715,0,0.000000,reverse,175.911888,357
ex286,reverse,gray_then_reverse,reverse_gray_then_reverse,5,1287,2,0.001554,reverse,311.487956,642
ex286,reverse,gray_then_reverse,reverse_gray_then_reverse,6,1716,1,0.000583,reverse,424.779138,858
ex286,reverse,gray_then_reverse,reverse_gray_then_reverse,7,1716,0,0.000000,reverse,430.003497,858
ex286,reverse,gray_then_reverse,reverse_gray_then_reverse,8,1287,0,0.000000,reverse,319.834499,643
ex286,reverse,gray_then_reverse,reverse_gray_then_reverse,9,715,1,0.001399,reverse,172.563636,357
ex286,reverse,gray_then_reverse,reverse_gray_then_reverse,10,286,0,0.000000,reverse,69.426573,141
ex286,reverse,gray_then_reverse,reverse_gray_then_reverse,11,78,1,0.012821,reverse,17.846154,39
ex286,reverse,gray_then_reverse,reverse_gray_then_reverse,12,13,5,0.384615,reverse,1.692308,6
ex286,reverse,gray_then_reverse,reverse_gray_then_reverse,13,1,1,1.000000,trivial,0.000000,0
ex286,reverse,gray_then_reverse,value,0,1,1,1.000000,trivial,0.000000,0
ex286,reverse,gray_then_reverse,value,1,13,0,0.000000,reverse,4.538462,6
ex286,reverse,gray_then_reverse,value,2,78,1,0.012821,reverse,19.128205,39
ex286,reverse,gray_then_reverse,value,3,286,3,0.010490,reverse,71.195804,143
ex286,reverse,gray_then_reverse,value,4,715,2,0.002797,reverse,178.851748,357
ex286,reverse,gray_then_reverse,value,5,1287,2,0.001554,reverse,306.741259,643
ex286,reverse,gray_then_reverse,value,6,1716,1,0.000583,reverse,417.372378,858
ex286,reverse,gray_then_reverse,value,7,1716,3,0.001748,reverse,433.078089,858
ex286,reverse,gray_then_reverse,value,8,1287,3,0.002331,reverse,332.919969,643
ex286,reverse,gray_then_reverse,value,9,715,1,0.001399,reverse,178.036364,357
ex286,reverse,gray_then_reverse,value,10,286,0,0.000000,reverse,71.440559,142
ex286,reverse,gray_then_reverse,value,11,78,0,0.000000,reverse,18.794872,39
ex286,reverse,gray_then_reverse,value,12,13,1,0.076923,reverse,3.307692,6
ex286,reverse,gray_then_reverse,value,13,1,1,1.000000,trivial,0.000000,0
ex286,reverse,gray_value,brgc_index,0,1,1,1.000000,trivial,0.000000,0
ex286,reverse,gray_value,brgc_index,1,13,1,0.076923,reverse,3.000000,6
ex286,reverse,gray_value,brgc_index,2,78,2,0.025641,reverse,18.012821,39
ex286,reverse,gray_value,brgc_index,3,286,3,0.010490,reverse,64.538462,143
ex286,reverse,gray_value,brgc_index,4,715,2,0.002797,reverse,171.268531,357
ex286,reverse,gray_value,brgc_index,5,1287,0,0.000000,reverse,327.225330,643
ex286,reverse,gray_value,brgc_index,6,1716,0,0.000000,reverse,447.409674,858
ex286,reverse,gray_value,brgc_index,7,1716,1,0.000583,reverse,449.779720,858
ex286,reverse,gray_value,brgc_index,8,1287,0,0.000000,reverse,340.408702,643
ex286,reverse,gray_value,brgc_index,9,715,1,0.001399,reverse,185.809790,357
ex286,reverse,gray_value,brgc_index,10,286,0,0.000000,reverse,71.755245,142
ex286,reverse,gray_value,brgc_index,11,78,0,0.000000,reverse,18.166667,39
ex286,reverse,gray_value,brgc_index,12,13,0,0.000000,reverse,3.153846,6
ex286,reverse,gray_value,brgc_index,13,1,1,1.000000,trivial,0.000000,0
ex286,reverse,gray_value,gray_then_reverse,0,1,1,1.000000,trivial,0.000000,0
ex286,reverse,gray_value,gray_then_reverse,1,13,0,0.000000,reverse,4.461538,6
ex286,reverse,gray_value,gray_then_reverse,2,78,0,0.000000,reverse,20.435897,38
ex286,reverse,gray_value,gray_then_reverse,3,286,1,0.003497,reverse,75.090909,143
ex286,reverse,gray_value,gray_then_reverse,4,715,0,0.000000,reverse,191.836364,357
ex286,reverse,gray_value,gray_then_reverse,5,1287,1,0.000777,reverse,336.762238,643
ex286,reverse,gray_value,gray_then_reverse,6,1716,1,0.000583,reverse,425.146270,858
ex286,reverse,gray_value,gray_then_reverse,7,1716,0,0.000000,reverse,426.794872,858
ex286,reverse,gray_value,gray_then_reverse,8,1287,0,0.000000,reverse,314.130536,643
ex286,reverse,gray_value,gray_then_reverse,9,715,1,0.001399,reverse,174.220979,357
ex286,reverse,gray_value,gray_then_reverse,10,286,1,0.003497,reverse,72.237762,143
ex286,reverse,gray_value,gray_then_reverse,11,78,1,0.012821,reverse,18.294872,38
ex286,reverse,gray_value,gray_then_reverse,12,13,1,0.076923,reverse,2.076923,6
ex286,reverse,gray_value,gray_then_reverse,13,1,1,1.000000,trivial,0.000000,0
ex286,reverse,gray_value,gray_value,0,1,1,1.000000,trivial,0.000000,0
ex286,reverse,gray_value,gray_value,1,13,1,0.076923,reverse,3.000000,6
ex286,reverse,gray_value,gray_value,2,78,0,0.000000,reverse,17.256410,38
ex286,reverse,gray_value,gray_value,3,286,0,0.000000,reverse,64.741259,143
ex286,reverse,gray_value,gray_value,4,715,2,0.002797,reverse,174.911888,357
ex286,reverse,gray_value,gray_value,5,1287,1,0.000777,reverse,329.790987,643
ex286,reverse,gray_value,gray_value,6,1716,0,0.000000,reverse,440.837995,858
ex286,reverse,gray_value,gray_value,7,1716,0,0.000000,reverse,447.898019,858
ex286,reverse,gray_value,gray_value,8,1287,2,0.001554,reverse,340.958819,643
ex286,reverse,gray_value,gray_value,9,715,0,0.000000,reverse,194.236364,356
ex286,reverse,gray_value,gray_value,10,286,1,0.003497,reverse,81.153846,142
ex286,reverse,gray_value,gray_value,11,78,0,0.000000,reverse,22.564103,38
ex286,reverse,gray_value,gray_value,12,13,0,0.000000,reverse,3.615385,6
ex286,reverse,gray_value,gray_value,13,1,1,1.000000,trivial,0.000000,0
ex286,reverse,gray_value,rev_brgc_index,0,1,1,1.000000,trivial,0.000000,0
ex286,reverse,gray_value,rev_brgc_index,1,13,0,0.000000,reverse,4.538462,6
ex286,reverse,gray_value,rev_brgc_index,2,78,3,0.038462,reverse,20.076923,39
ex286,reverse,gray_value,rev_brgc_index,3,286,2,0.006993,reverse,67.975524,142
ex286,reverse,gray_value,rev_brgc_index,4,715,0,0.000000,reverse,170.623776,357
ex286,reverse,gray_value,rev_brgc_index,5,1287,1,0.000777,reverse,316.665113,643
ex286,reverse,gray_value,rev_brgc_index,6,1716,1,0.000583,reverse,451.857226,856
ex286,reverse,gray_value,rev_brgc_index,7,1716,2,0.001166,reverse,464.731352,857
ex286,reverse,gray_value,rev_brgc_index,8,1287,1,0.000777,reverse,346.337218,643
ex286,reverse,gray_value,rev_brgc_index,9,715,3,0.004196,reverse,189.124476,357
ex286,reverse,gray_value,rev_brgc_index,10,286,1,0.003497,reverse,75.034965,142
ex286,reverse,gray_value,rev_brgc_index,11,78,0,0.000000,reverse,20.333333,38
ex286,reverse,gray_value,rev_brgc_index,12,13,0,0.000000,reverse,3.384615,6
ex286,reverse,gray_value,rev_brgc_index,13,1,1,1.000000,trivial,0.000000,0
ex286,reverse,gray_value,rev_gray_value,0,1,1,1.000000,trivial,0.000000,0
ex286,reverse,gray_value,rev_gray_value,1,13,0,0.000000,reverse,4.538462,6
ex286,reverse,gray_value,rev_gray_value,2,78,0,0.000000,reverse,20.346154,38
ex286,reverse,gray_value,rev_gray_value,3,286,1,0.003497,reverse,68.888112,142
ex286,reverse,gray_value,rev_gray_value,4,715,1,0.001399,reverse,172.374825,356
ex286,reverse,gray_value,rev_gray_value,5,1287,1,0.000777,reverse,320.194250,643
ex286,reverse,gray_value,rev_gray_value,6,1716,0,0.000000,reverse,445.386946,856
ex286,reverse,gray_value,rev_gray_value,7,1716,0,0.000000,reverse,455.224942,858
ex286,reverse,gray_value,rev_gray_value,8,1287,0,0.000000,reverse,338.095571,643
ex286,reverse,gray_value,rev_gray_value,9,715,0,0.000000,reverse,181.822378,357
ex286,reverse,gray_value,rev_gray_value,10,286,1,0.003497,reverse,70.328671,143
ex286,reverse,gray_value,rev_gray_value,11,78,1,0.012821,reverse,18.679487,39
ex286,reverse,gray_value,rev_gray_value,12,13,0,0.000000,reverse,2.538462,5
ex286,reverse,gray_value,rev_gray_value,13,1,1,1.000000,trivial,0.000000,0
ex286,reverse,gray_value,rev_value,0,1,1,1.000000,trivial,0.000000,0
ex286,reverse,gray_value,rev_value,1,13,0,0.000000,reverse,4.538462,6
ex286,reverse,gray_value,rev_value,2,78,0,0.000000,reverse,20.269231,39
ex286,reverse,gray_value,rev_value,3,286,1,0.003497,reverse,68.856643,143
ex286,reverse,gray_value,rev_value,4,715,0,0.000000,reverse,171.141259,357
ex286,reverse,gray_value,rev_value,5,1287,2,0.001554,reverse,321.078477,643
ex286,reverse,gray_value,rev_value,6,1716,0,0.000000,reverse,453.715618,858
ex286,reverse,gray_value,rev_value,7,1716,2,0.001166,reverse,469.635198,858
ex286,reverse,gray_value,rev_value,8,1287,0,0.000000,reverse,344.463092,643
ex286,reverse,gray_value,rev_value,9,715,1,0.001399,reverse,181.620979,357
ex286,reverse,gray_value,rev_value,10,286,2,0.006993,reverse,73.566434,142
ex286,reverse,gray_value,rev_value,11,78,0,0.000000,reverse,20.602564,39
ex286,reverse,gray_value,rev_value,12,13,0,0.000000,reverse,3.538462,6
ex286,reverse,gray_value,rev_value,13,1,1,1.000000,trivial,0.000000,0
ex286,reverse,gray_value,reverse_gray_then_reverse,0,1,1,1.000000,trivial,0.000000,0
ex286,reverse,gray_value,reverse_gray_then_reverse,1,13,1,0.076923,reverse,3.153846,6
ex286,reverse,gray_value,reverse_gray_then_reverse,2,78,0,0.000000,reverse,18.166667,38
ex286,reverse,gray_value,reverse_gray_then_reverse,3,286,0,0.000000,reverse,68.996503,142
ex286,reverse,gray_value,reverse_gray_then_reverse,4,715,3,0.004196,reverse,187.104895,357
ex286,reverse,gray_value,reverse_gray_then_reverse,5,1287,0,0.000000,reverse,334.606838,643
ex286,reverse,gray_value,reverse_gray_then_reverse,6,1716,0,0.000000,reverse,443.011072,857
ex286,reverse,gray_value,reverse_gray_then_reverse,7,1716,0,0.000000,reverse,430.554779,858
ex286,reverse,gray_value,reverse_gray_then_reverse,8,1287,0,0.000000,reverse,322.103341,643
ex286,reverse,gray_value,reverse_gray_then_reverse,9,715,1,0.001399,reverse,184.022378,356
ex286,reverse,gray_value,reverse_gray_then_reverse,10,286,0,0.000000,reverse,75.755245,143
ex286,reverse,gray_value,reverse_gray_then_reverse,11,78,0,0.000000,reverse,21.743590,39
ex286,reverse,gray_value,reverse_gray_then_reverse,12,13,0,0.000000,reverse,3.538462,6
ex286,reverse,gray_value,reverse_gray_then_reverse,13,1,1,1.000000,trivial,0.000000,0
ex286,reverse,gray_value,value,0,1,1,1.000000,trivial,0.000000,0
ex286,reverse,gray_value,value,1,13,1,0.076923,reverse,3.000000,6
ex286,reverse,gray_value,value,2,78,1,0.012821,reverse,17.333333,37
ex286,reverse,gray_value,value,3,286,0,0.000000,reverse,65.153846,142
ex286,reverse,gray_value,value,4,715,0,0.000000,reverse,175.878322,357
ex286,reverse,gray_value,value,5,1287,0,0.000000,reverse,327.050505,643
ex286,reverse,gray_value,value,6,1716,1,0.000583,reverse,449.838578,858
ex286,reverse,gray_value,value,7,1716,2,0.001166,reverse,454.989510,858
ex286,reverse,gray_value,value,8,1287,2,0.001554,reverse,338.955711,643
ex286,reverse,gray_value,value,9,715,1,0.001399,reverse,183.202797,357
ex286,reverse,gray_value,value,10,286,2,0.006993,reverse,67.902098,140
ex286,reverse,gray_value,value,11,78,1,0.012821,reverse,15.256410,39
ex286,reverse,gray_value,value,12,13,2,0.153846,reverse,2.000000,6
ex286,reverse,gray_value,value,13,1,1,1.000000,trivial,0.000000,0
ex286,reverse,rev_brgc_index,brgc_index,0,1,1,1.000000,trivial,0.000000,0
ex286,reverse,rev_brgc_index,brgc_index,1,13,0,0.000000,reverse,4.538462,6
ex286,reverse,rev_brgc_index,brgc_index,2,78,1,0.012821,reverse,17.833333,38
ex286,reverse,rev_brgc_index,brgc_index,3,286,0,0.000000,reverse,68.951049,142
ex286,reverse,rev_brgc_index,brgc_index,4,715,3,0.004196,reverse,178.413986,357
ex286,reverse,rev_brgc_index,brgc_index,5,1287,2,0.001554,reverse,324.763792,643
ex286,reverse,rev_brgc_index,brgc_index,6,1716,0,0.000000,reverse,443.762821,857
ex286,reverse,rev_brgc_index,brgc_index,7,1716,1,0.000583,reverse,429.424242,856
ex286,reverse,rev_brgc_index,brgc_index,8,1287,1,0.000777,reverse,308.679876,643
ex286,reverse,rev_brgc_index,brgc_index,9,715,0,0.000000,reverse,157.220979,357
ex286,reverse,rev_brgc_index,brgc_index,10,286,0,0.000000,reverse,60.909091,143
ex286,reverse,rev_brgc_index,brgc_index,11,78,2,0.025641,reverse,16.807692,37
ex286,reverse,rev_brgc_index,brgc_index,12,13,2,0.153846,reverse,4.000000,6
ex286,reverse,rev_brgc_index,brgc_index,13,1,1,1.000000,trivial,0.000000,0
ex286,reverse,rev_brgc_index,gray_then_reverse,0,1,1,1.000000,trivial,0.000000,0
ex286,reverse,rev_brgc_index,gray_then_reverse,1,13,0,0.000000,reverse,3.076923,6
ex286,reverse,rev_brgc_index,gray_then_reverse,2,78,0,0.000000,reverse,16.897436,39
ex286,reverse,rev_brgc_index,gray_then_reverse,3,286,0,0.000000,reverse,73.531469,143
ex286,reverse,rev_brgc_index,gray_then_reverse,4,715,3,0.004196,reverse,186.930070,357
ex286,reverse,rev_brgc_index,gray_then_reverse,5,1287,0,0.000000,reverse,332.567988,643
ex286,reverse,rev_brgc_index,gray_then_reverse,6,1716,1,0.000583,reverse,428.275641,858
ex286,reverse,rev_brgc_index,gray_then_reverse,7,1716,0,0.000000,reverse,422.406760,858
ex286,reverse,rev_brgc_index,gray_then_reverse,8,1287,1,0.000777,reverse,312.832168,643
ex286,reverse,rev_brgc_index,gray_then_reverse,9,715,1,0.001399,reverse,174.718881,357
ex286,reverse,rev_brgc_index,gray_then_reverse,10,286,0,0.000000,reverse,72.160839,143
ex286,reverse,rev_brgc_index,gray_then_reverse,11,78,2,0.025641,reverse,19.500000,39
ex286,reverse,rev_brgc_index,gray_then_reverse,12,13,1,0.076923,reverse,2.769231,6
ex286,reverse,rev_brgc_index,gray_then_reverse,13,1,1,1.000000,trivial,0.000000,0
ex286,reverse,rev_brgc_index,gray_value,0,1,1,1.000000,trivial,0.000000,0
ex286,reverse,rev_brgc_index,gray_value,1,13,0,0.000000,reverse,4.538462,6
ex286,reverse,rev_brgc_index,gray_value,2,78,1,0.012821,reverse,18.948718,38
ex286,reverse,rev_brgc_index,gray_value,3,286,1,0.003497,reverse,68.370629,143
ex286,reverse,rev_brgc_index,gray_value,4,715,1,0.001399,reverse,179.420979,357
ex286,reverse,rev_brgc_index,gray_value,5,1287,2,0.001554,reverse,316.565657,641
ex286,reverse,rev_brgc_index,gray_value,6,1716,1,0.000583,reverse,433.066434,857
ex286,reverse,rev_brgc_index,gray_value,7,1716,1,0.000583,reverse,430.912005,858
ex286,reverse,rev_brgc_index,gray_value,8,1287,0,0.000000,reverse,322.451437,643
ex286,reverse,rev_brgc_index,gray_value,9,715,0,0.000000,reverse,170.095105,357
ex286,reverse,rev_brgc_index,gray_value,10,286,1,0.003497,reverse,69.237762,143
ex286,reverse,rev_brgc_index,gray_value,11,78,1,0.012821,reverse,19.769231,39
ex286,reverse,rev_brgc_index,gray_value,12,13,0,0.000000,reverse,3.307692,6
ex286,reverse,rev_brgc_index,gray_value,13,1,1,1.000000,trivial,0.000000,0
ex286,reverse,rev_brgc_index,rev_brgc_index,0,1,1,1.000000,trivial,0.000000,0
ex286,reverse,rev_brgc_index,rev_brgc_index,1,13,1,0.076923,reverse,3.000000,6
ex286,reverse,rev_brgc_index,rev_brgc_index,2,78,1,0.012821,reverse,15.435897,37
ex286,reverse,rev_brgc_index,rev_brgc_index,3,286,0,0.000000,reverse,64.073427,142
ex286,reverse,rev_brgc_index,rev_brgc_index,4,715,0,0.000000,reverse,172.068531,356
ex286,reverse,rev_brgc_index,rev_brgc_index,5,1287,1,0.000777,reverse,317.137529,643
ex286,reverse,rev_brgc_index,rev_brgc_index,6,1716,1,0.000583,reverse,424.335082,858
ex286,reverse,rev_brgc_index,rev_brgc_index,7,1716,0,0.000000,reverse,417.622960,858
ex286,reverse,rev_brgc_index,rev_brgc_index,8,1287,1,0.000777,reverse,319.258741,643
ex286,reverse,rev_brgc_index,rev_brgc_index,9,715,0,0.000000,reverse,173.206993,357
ex286,reverse,rev_brgc_index,rev_brgc_index,10,286,0,0.000000,reverse,67.328671,143
ex286,reverse,rev_brgc_index,rev_brgc_index,11,78,3,0.038462,reverse,16.461538,37
ex286,reverse,rev_brgc_index,rev_brgc_index,12,13,4,0.307692,reverse,2.769231,6
ex286,reverse,rev_brgc_index,rev_brgc_index,13,1,1,1.000000,trivial,0.000000,0
ex286,reverse,rev_brgc_index,rev_gray_value,0,1,1,1.000000,trivial,0.000000,0
ex286,reverse,rev_brgc_index,rev_gray_value,1,13,1,0.076923,reverse,3.000000,6
ex286,reverse,rev_brgc_index,rev_gray_value,2,78,0,0.000000,reverse,15.782051,39
ex286,reverse,rev_brgc_index,rev_gray_value,3,286,1,0.003497,reverse,63.307692,143
ex286,reverse,rev_brgc_index,rev_gray_value,4,715,2,0.002797,reverse,169.586014,357
ex286,reverse,rev_brgc_index,rev_gray_value,5,1287,0,0.000000,reverse,314.196581,643
ex286,reverse,rev_brgc_index,rev_gray_value,6,1716,0,0.000000,reverse,421.630536,858
ex286,reverse,rev_brgc_index,rev_gray_value,7,1716,1,0.000583,reverse,413.425408,858
ex286,reverse,rev_brgc_index,rev_gray_value,8,1287,1,0.000777,reverse,329.930070,643
ex286,reverse,rev_brgc_index,rev_gray_value,9,715,0,0.000000,reverse,180.496503,357
ex286,reverse,rev_brgc_index,rev_gray_value,10,286,2,0.006993,reverse,68.965035,142
ex286,reverse,rev_brgc_index,rev_gray_value,11,78,1,0.012821,reverse,17.576923,38
ex286,reverse,rev_brgc_index,rev_gray_value,12,13,2,0.153846,reverse,2.384615,6
ex286,reverse,rev_brgc_index,rev_gray_value,13,1,1,1.000000,trivial,0.000000,0
ex286,reverse,rev_brgc_index,rev_value,0,1,1,1.000000,trivial,0.000000,0
ex286,reverse,rev_brgc_index,rev_value,1,13,1,0.076923,reverse,3.000000,6
ex286,reverse,rev_brgc_index,rev_value,2,78,0,0.000000,reverse,16.243590,38
ex286,reverse,rev_brgc_index,rev_value,3,286,1,0.003497,reverse,63.451049,143
ex286,reverse,rev_brgc_index,rev_value,4,715,1,0.001399,reverse,170.574825,357
ex286,reverse,rev_brgc_index,rev_value,5,1287,3,0.002331,reverse,321.282828,643
ex286,reverse,rev_brgc_index,rev_value,6,1716,0,0.000000,reverse,424.868298,858
ex286,reverse,rev_brgc_index,rev_value,7,1716,1,0.000583,reverse,403.906760,857
ex286,reverse,rev_brgc_index,rev_value,8,1287,2,0.001554,reverse,304.022533,643
ex286,reverse,rev_brgc_index,rev_value,9,715,3,0.004196,reverse,183.804196,357
ex286,reverse,rev_brgc_index,rev_value,10,286,0,0.000000,reverse,79.818182,143
ex286,reverse,rev_brgc_index,rev_value,11,78,2,0.025641,reverse,20.525641,39
ex286,reverse,rev_brgc_index,rev_value,12,13,1,0.076923,reverse,3.076923,6
