case,model,input_order,output_order,layer,layer_size,matches,match_ratio,param,mean_cyclic_distance,max_cyclic_distance
ex288,rank_ungray,rev_gray_value,rev_value,5,3003,1,0.000333,rank_ungray,1414.930736,3003
ex288,rank_ungray,rev_gray_value,rev_value,6,5005,0,0.000000,rank_ungray,1931.288511,5005
ex288,rank_ungray,rev_gray_value,rev_value,7,6435,1,0.000155,rank_ungray,2884.752292,6435
ex288,rank_ungray,rev_gray_value,rev_value,8,6435,1,0.000155,rank_ungray,2901.438384,6435
ex288,rank_ungray,rev_gray_value,rev_value,9,5005,2,0.000400,rank_ungray,1943.748052,5005
ex288,rank_ungray,rev_gray_value,rev_value,10,3003,2,0.000666,rank_ungray,1478.081252,3003
ex288,rank_ungray,rev_gray_value,rev_value,11,1365,2,0.001465,rank_ungray,588.205128,1365
ex288,rank_ungray,rev_gray_value,rev_value,12,455,3,0.006593,rank_ungray,161.520879,455
ex288,rank_ungray,rev_gray_value,rev_value,13,105,1,0.009524,rank_ungray,43.428571,105
ex288,rank_ungray,rev_gray_value,rev_value,14,15,0,0.000000,rank_ungray,5.000000,15
ex288,rank_ungray,rev_gray_value,rev_value,15,1,1,1.000000,trivial,0.000000,0
ex288,rank_ungray,rev_gray_value,reverse_gray_then_reverse,0,1,1,1.000000,trivial,0.000000,0
ex288,rank_ungray,rev_gray_value,reverse_gray_then_reverse,1,15,0,0.000000,rank_ungray,3.933333,15
ex288,rank_ungray,rev_gray_value,reverse_gray_then_reverse,2,105,1,0.009524,rank_ungray,39.466667,105
ex288,rank_ungray,rev_gray_value,reverse_gray_then_reverse,3,455,1,0.002198,rank_ungray,142.118681,455
ex288,rank_ungray,rev_gray_value,reverse_gray_then_reverse,4,1365,0,0.000000,rank_ungray,598.876190,1365
ex288,rank_ungray,rev_gray_value,reverse_gray_then_reverse,5,3003,0,0.000000,rank_ungray,1488.727939,3003
ex288,rank_ungray,rev_gray_value,reverse_gray_then_reverse,6,5005,2,0.000400,rank_ungray,1949.712088,5005
ex288,rank_ungray,rev_gray_value,reverse_gray_then_reverse,7,6435,3,0.000466,rank_ungray,2990.172650,6435
ex288,rank_ungray,rev_gray_value,reverse_gray_then_reverse,8,6435,2,0.000311,rank_ungray,2964.935354,6435
ex288,rank_ungray,rev_gray_value,reverse_gray_then_reverse,9,5005,1,0.000200,rank_ungray,1954.267732,5005
ex288,rank_ungray,rev_gray_value,reverse_gray_then_reverse,10,3003,0,0.000000,rank_ungray,1482.619048,3003
ex288,rank_ungray,rev_gray_value,reverse_gray_then_reverse,11,1365,3,0.002198,rank_ungray,592.047619,1365
ex288,rank_ungray,rev_gray_value,reverse_gray_then_reverse,12,455,0,0.000000,rank_ungray,155.208791,455
ex288,rank_ungray,rev_gray_value,reverse_gray_then_reverse,13,105,1,0.009524,rank_ungray,42.742857,105
ex288,rank_ungray,rev_gray_value,reverse_gray_then_reverse,14,15,0,0.000000,rank_ungray,5.066667,15
ex288,rank_ungray,rev_gray_value,reverse_gray_then_reverse,15,1,1,1.000000,trivial,0.000000,0
ex288,rank_ungray,rev_gray_value,value,0,1,1,1.000000,trivial,0.000000,0
ex288,rank_ungray,rev_gray_value,value,1,15,0,0.000000,rank_ungray,3.933333,15
ex288,rank_ungray,rev_gray_value,value,2,105,0,0.000000,rank_ungray,40.438095,105
ex288,rank_ungray,rev_gray_value,value,3,455,2,0.004396,rank_ungray,145.991209,455
ex288,rank_ungray,rev_gray_value,value,4,1365,0,0.000000,rank_ungray,573.750183,1365
ex288,rank_ungray,rev_gray_value,value,5,3003,1,0.000333,rank_ungray,1444.218781,3003
ex288,rank_ungray,rev_gray_value,value,6,5005,0,0.000000,rank_ungray,1938.138661,5005
ex288,rank_ungray,rev_gray_value,value,7,6435,1,0.000155,rank_ungray,2944.028749,6435
ex288,rank_ungray,rev_gray_value,value,8,6435,1,0.000155,rank_ungray,2925.206061,6435
ex288,rank_ungray,rev_gray_value,value,9,5005,0,0.000000,rank_ungray,1924.370430,5005
ex288,rank_ungray,rev_gray_value,value,10,3003,0,0.000000,rank_ungray,1477.844156,3003
ex288,rank_ungray,rev_gray_value,value,11,1365,0,0.000000,rank_ungray,596.736264,1365
ex288,rank_ungray,rev_gray_value,value,12,455,0,0.000000,rank_ungray,154.694505,455
ex288,rank_ungray,rev_gray_value,value,13,105,1,0.009524,rank_ungray,43.828571,105
ex288,rank_ungray,rev_gray_value,value,14,15,0,0.000000,rank_ungray,3.666667,15
ex288,rank_ungray,rev_gray_value,value,15,1,1,1.000000,trivial,0.000000,0
ex288,rank_ungray,rev_value,brgc_index,0,1,1,1.000000,trivial,0.000000,0
ex288,rank_ungray,rev_value,brgc_index,1,15,0,0.000000,rank_ungray,3.933333,15
ex288,rank_ungray,rev_value,brgc_index,2,105,1,0.009524,rank_ungray,41.371429,105
ex288,rank_ungray,rev_value,brgc_index,3,455,0,0.000000,rank_ungray,153.061538,455
ex288,rank_ungray,rev_value,brgc_index,4,1365,3,0.002198,rank_ungray,579.285714,1365
ex288,rank_ungray,rev_value,brgc_index,5,3003,0,0.000000,rank_ungray,1434.694639,3003
ex288,rank_ungray,rev_value,brgc_index,6,5005,0,0.000000,rank_ungray,1913.609590,5005
ex288,rank_ungray,rev_value,brgc_index,7,6435,3,0.000466,rank_ungray,2906.031702,6435
ex288,rank_ungray,rev_value,brgc_index,8,6435,3,0.000466,rank_ungray,2912.282828,6435
ex288,rank_ungray,rev_value,brgc_index,9,5005,0,0.000000,rank_ungray,1957.236563,5005
ex288,rank_ungray,rev_value,brgc_index,10,3003,0,0.000000,rank_ungray,1472.296370,3003
ex288,rank_ungray,rev_value,brgc_index,11,1365,0,0.000000,rank_ungray,597.728205,1365
ex288,rank_ungray,rev_value,brgc_index,12,455,2,0.004396,rank_ungray,152.982418,455
ex288,rank_ungray,rev_value,brgc_index,13,105,1,0.009524,rank_ungray,42.352381,105
ex288,rank_ungray,rev_value,brgc_index,14,15,3,0.200000,rank_ungray,4.066667,15
ex288,rank_ungray,rev_value,brgc_index,15,1,1,1.000000,trivial,0.000000,0
ex288,rank_ungray,rev_value,gray_then_reverse,0,1,1,1.000000,trivial,0.000000,0
ex288,rank_ungray,rev_value,gray_then_reverse,1,15,1,0.066667,rank_ungray,5.400000,15
ex288,rank_ungray,rev_value,gray_then_reverse,2,105,2,0.019048,rank_ungray,42.838095,105
ex288,rank_ungray,rev_value,gray_then_reverse,3,455,2,0.004396,rank_ungray,158.828571,455
ex288,rank_ungray,rev_value,gray_then_reverse,4,1365,3,0.002198,rank_ungray,600.698168,1365
ex288,rank_ungray,rev_value,gray_then_reverse,5,3003,2,0.000666,rank_ungray,1471.152847,3003
ex288,rank_ungray,rev_value,gray_then_reverse,6,5005,1,0.000200,rank_ungray,1890.790010,5005
ex288,rank_ungray,rev_value,gray_then_reverse,7,6435,1,0.000155,rank_ungray,2897.607770,6435
ex288,rank_ungray,rev_value,gray_then_reverse,8,6435,1,0.000155,rank_ungray,2859.095105,6435
ex288,rank_ungray,rev_value,gray_then_reverse,9,5005,1,0.000200,rank_ungray,1930.623377,5005
ex288,rank_ungray,rev_value,gray_then_reverse,10,3003,0,0.000000,rank_ungray,1436.874792,3003
ex288,rank_ungray,rev_value,gray_then_reverse,11,1365,0,0.000000,rank_ungray,563.518681,1365
ex288,rank_ungray,rev_value,gray_then_reverse,12,455,2,0.004396,rank_ungray,153.734066,455
ex288,rank_ungray,rev_value,gray_then_reverse,13,105,0,0.000000,rank_ungray,44.647619,105
ex288,rank_ungray,rev_value,gray_then_reverse,14,15,0,0.000000,rank_ungray,4.866667,15
ex288,rank_ungray,rev_value,gray_then_reverse,15,1,1,1.000000,trivial,0.000000,0
ex288,rank_ungray,rev_value,gray_value,0,1,1,1.000000,trivial,0.000000,0
ex288,rank_ungray,rev_value,gray_value,1,15,0,0.000000,rank_ungray,3.933333,15
ex288,rank_ungray,rev_value,gray_value,2,105,0,0.000000,rank_ungray,41.104762,105
ex288,rank_ungray,rev_value,gray_value,3,455,1,0.002198,rank_ungray,150.745055,455
ex288,rank_ungray,rev_value,gray_value,4,1365,0,0.000000,rank_ungray,578.802198,1365
ex288,rank_ungray,rev_value,gray_value,5,3003,1,0.000333,rank_ungray,1441.845488,3003
ex288,rank_ungray,rev_value,gray_value,6,5005,3,0.000599,rank_ungray,1916.714685,5005
ex288,rank_ungray,rev_value,gray_value,7,6435,1,0.000155,rank_ungray,2909.404973,6435
ex288,rank_ungray,rev_value,gray_value,8,6435,0,0.000000,rank_ungray,2898.598601,6435
ex288,rank_ungray,rev_value,gray_value,9,5005,0,0.000000,rank_ungray,1955.564835,5005
ex288,rank_ungray,rev_value,gray_value,10,3003,1,0.000333,rank_ungray,1468.703297,3003
ex288,rank_ungray,rev_value,gray_value,11,1365,1,0.000733,rank_ungray,601.578755,1365
ex288,rank_ungray,rev_value,gray_value,12,455,0,0.000000,rank_ungray,161.485714,455
ex288,rank_ungray,rev_value,gray_value,13,105,1,0.009524,rank_ungray,42.590476,105
ex288,rank_ungray,rev_value,gray_value,14,15,1,0.066667,rank_ungray,3.666667,15
ex288,rank_ungray,rev_value,gray_value,15,1,1,1.000000,trivial,0.000000,0
ex288,rank_ungray,rev_value,rev_brgc_index,0,1,1,1.000000,trivial,0.000000,0
ex288,rank_ungray,rev_value,rev_brgc_index,1,15,1,0.066667,rank_ungray,5.466667,15
ex288,rank_ungray,rev_value,rev_brgc_index,2,105,3,0.028571,rank_ungray,43.142857,105
ex288,rank_ungray,rev_value,rev_brgc_index,3,455,1,0.002198,rank_ungray,164.876923,455
ex288,rank_ungray,rev_value,rev_brgc_index,4,1365,2,0.001465,rank_ungray,587.335531,1365
ex288,rank_ungray,rev_value,rev_brgc_index,5,3003,1,0.000333,rank_ungray,1436.234765,3003
ex288,rank_ungray,rev_value,rev_brgc_index,6,5005,2,0.000400,rank_ungray,1902.170629,5005
ex288,rank_ungray,rev_value,rev_brgc_index,7,6435,2,0.000311,rank_ungray,2846.344056,6435
ex288,rank_ungray,rev_value,rev_brgc_index,8,6435,3,0.000466,rank_ungray,2894.636674,6435
ex288,rank_ungray,rev_value,rev_brgc_index,9,5005,3,0.000599,rank_ungray,1946.481319,5005
ex288,rank_ungray,rev_value,rev_brgc_index,10,3003,1,0.000333,rank_ungray,1468.168831,3003
ex288,rank_ungray,rev_value,rev_brgc_index,11,1365,1,0.000733,rank_ungray,600.722344,1365
ex288,rank_ungray,rev_value,rev_brgc_index,12,455,0,0.000000,rank_ungray,156.613187,455
ex288,rank_ungray,rev_value,rev_brgc_index,13,105,0,0.000000,rank_ungray,39.523810,105
ex288,rank_ungray,rev_value,rev_brgc_index,14,15,2,0.133333,rank_ungray,4.000000,15
ex288,rank_ungray,rev_value,rev_brgc_index,15,1,1,1.000000,trivial,0.000000,0
ex288,rank_ungray,rev_value,rev_gray_value,0,1,1,1.000000,trivial,0.000000,0
ex288,rank_ungray,rev_value,rev_gray_value,1,15,1,0.066667,rank_ungray,5.466667,15
ex288,rank_ungray,rev_value,rev_gray_value,2,105,2,0.019048,rank_ungray,43.171429,105
ex288,rank_ungray,rev_value,rev_gray_value,3,455,2,0.004396,rank_ungray,165.606593,455
ex288,rank_ungray,rev_value,rev_gray_value,4,1365,3,0.002198,rank_ungray,583.934799,1365
ex288,rank_ungray,rev_value,rev_gray_value,5,3003,2,0.000666,rank_ungray,1442.828172,3003
ex288,rank_ungray,rev_value,rev_gray_value,6,5005,3,0.000599,rank_ungray,1930.034965,5005
ex288,rank_ungray,rev_value,rev_gray_value,7,6435,2,0.000311,rank_ungray,2888.363947,6435
ex288,rank_ungray,rev_value,rev_gray_value,8,6435,0,0.000000,rank_ungray,2911.604662,6435
ex288,rank_ungray,rev_value,rev_gray_value,9,5005,1,0.000200,rank_ungray,1945.289910,5005
ex288,rank_ungray,rev_value,rev_gray_value,10,3003,1,0.000333,rank_ungray,1479.914086,3003
ex288,rank_ungray,rev_value,rev_gray_value,11,1365,3,0.002198,rank_ungray,602.068132,1365
ex288,rank_ungray,rev_value,rev_gray_value,12,455,1,0.002198,rank_ungray,167.938462,455
ex288,rank_ungray,rev_value,rev_gray_value,13,105,1,0.009524,rank_ungray,44.980952,105
ex288,rank_ungray,rev_value,rev_gray_value,14,15,0,0.000000,rank_ungray,5.133333,15
ex288,rank_ungray,rev_value,rev_gray_value,15,1,1,1.000000,trivial,0.000000,0
ex288,rank_ungray,rev_value,rev_value,0,1,1,1.000000,trivial,0.000000,0
ex288,rank_ungray,rev_value,rev_value,1,15,1,0.066667,rank_ungray,5.466667,15
ex288,rank_ungray,rev_value,rev_value,2,105,2,0.019048,rank_ungray,42.619048,105
ex288,rank_ungray,rev_value,rev_value,3,455,1,0.002198,rank_ungray,163.142857,455
ex288,rank_ungray,rev_value,rev_value,4,1365,1,0.000733,rank_ungray,580.790476,1365
ex288,rank_ungray,rev_value,rev_value,5,3003,3,0.000999,rank_ungray,1432.708625,3003
ex288,rank_ungray,rev_value,rev_value,6,5005,0,0.000000,rank_ungray,1902.011189,5005
ex288,rank_ungray,rev_value,rev_value,7,6435,2,0.000311,rank_ungray,2837.950894,6435
ex288,rank_ungray,rev_value,rev_value,8,6435,4,0.000622,rank_ungray,2866.562238,6435
ex288,rank_ungray,rev_value,rev_value,9,5005,2,0.000400,rank_ungray,1963.743057,5005
ex288,rank_ungray,rev_value,rev_value,10,3003,1,0.000333,rank_ungray,1482.741592,3003
ex288,rank_ungray,rev_value,rev_value,11,1365,1,0.000733,rank_ungray,586.357509,1365
ex288,rank_ungray,rev_value,rev_value,12,455,0,0.000000,rank_ungray,145.490110,455
ex288,rank_ungray,rev_value,rev_value,13,105,2,0.019048,rank_ungray,38.771429,105
ex288,rank_ungray,rev_value,rev_value,14,15,0,0.000000,rank_ungray,3.800000,15
ex288,rank_ungray,rev_value,rev_value,15,1,1,1.000000,trivial,0.000000,0
ex288,rank_ungray,rev_value,reverse_gray_then_reverse,0,1,1,1.000000,trivial,0.000000,0
ex288,rank_ungray,rev_value,reverse_gray_then_reverse,1,15,0,0.000000,rank_ungray,3.933333,15
ex288,rank_ungray,rev_value,reverse_gray_then_reverse,2,105,1,0.009524,rank_ungray,39.904762,105
ex288,rank_ungray,rev_value,reverse_gray_then_reverse,3,455,0,0.000000,rank_ungray,148.470330,455
ex288,rank_ungray,rev_value,reverse_gray_then_reverse,4,1365,2,0.001465,rank_ungray,598.187546,1365
ex288,rank_ungray,rev_value,reverse_gray_then_reverse,5,3003,1,0.000333,rank_ungray,1483.260073,3003
ex288,rank_ungray,rev_value,reverse_gray_then_reverse,6,5005,2,0.000400,rank_ungray,1971.181618,5005
ex288,rank_ungray,rev_value,reverse_gray_then_reverse,7,6435,1,0.000155,rank_ungray,3020.635742,6435
ex288,rank_ungray,rev_value,reverse_gray_then_reverse,8,6435,1,0.000155,rank_ungray,3010.001554,6435
ex288,rank_ungray,rev_value,reverse_gray_then_reverse,9,5005,2,0.000400,rank_ungray,1940.128072,5005
ex288,rank_ungray,rev_value,reverse_gray_then_reverse,10,3003,1,0.000333,rank_ungray,1471.005328,3003
ex288,rank_ungray,rev_value,reverse_gray_then_reverse,11,1365,2,0.001465,rank_ungray,594.416117,1365
ex288,rank_ungray,rev_value,reverse_gray_then_reverse,12,455,2,0.004396,rank_ungray,154.268132,455
ex288,rank_ungray,rev_value,reverse_gray_then_reverse,13,105,0,0.000000,rank_ungray,40.266667,105
ex288,rank_ungray,rev_value,reverse_gray_then_reverse,14,15,0,0.000000,rank_ungray,3.733333,15
ex288,rank_ungray,rev_value,reverse_gray_then_reverse,15,1,1,1.000000,trivial,0.000000,0
ex288,rank_ungray,rev_value,value,0,1,1,1.000000,trivial,0.000000,0
ex288,rank_ungray,rev_value,value,1,15,0,0.000000,rank_ungray,3.933333,15
ex288,rank_ungray,rev_value,value,2,105,1,0.009524,rank_ungray,40.933333,105
ex288,rank_ungray,rev_value,value,3,455,1,0.002198,rank_ungray,148.457143,455
ex288,rank_ungray,rev_value,value,4,1365,1,0.000733,rank_ungray,576.202930,1365
ex288,rank_ungray,rev_value,value,5,3003,0,0.000000,rank_ungray,1439.176823,3003
ex288,rank_ungray,rev_value,value,6,5005,0,0.000000,rank_ungray,1893.275724,5005
ex288,rank_ungray,rev_value,value,7,6435,0,0.000000,rank_ungray,2902.507226,6435
ex288,rank_ungray,rev_value,value,8,6435,1,0.000155,rank_ungray,2889.211033,6435
ex288,rank_ungray,rev_value,value,9,5005,0,0.000000,rank_ungray,1939.910689,5005
ex288,rank_ungray,rev_value,value,10,3003,1,0.000333,rank_ungray,1464.081252,3003
ex288,rank_ungray,rev_value,value,11,1365,2,0.001465,rank_ungray,588.818315,1365
ex288,rank_ungray,rev_value,value,12,455,1,0.002198,rank_ungray,156.865934,455
ex288,rank_ungray,rev_value,value,13,105,0,0.000000,rank_ungray,46.657143,105
ex288,rank_ungray,rev_value,value,14,15,0,0.000000,rank_ungray,4.933333,15
ex288,rank_ungray,rev_value,value,15,1,1,1.000000,trivial,0.000000,0
ex288,rank_ungray,reverse_gray_then_reverse,brgc_index,0,1,1,1.000000,trivial,0.000000,0
ex288,rank_ungray,reverse_gray_then_reverse,brgc_index,1,15,0,0.000000,rank_ungray,5.133333,15
ex288,rank_ungray,reverse_gray_then_reverse,brgc_index,2,105,3,0.028571,rank_ungray,43.438095,105
ex288,rank_ungray,reverse_gray_then_reverse,brgc_index,3,455,0,0.000000,rank_ungray,152.235165,455
ex288,rank_ungray,reverse_gray_then_reverse,brgc_index,4,1365,0,0.000000,rank_ungray,586.080586,1365
ex288,rank_ungray,reverse_gray_then_reverse,brgc_index,5,3003,0,0.000000,rank_ungray,1454.464202,3003
ex288,rank_ungray,reverse_gray_then_reverse,brgc_index,6,5005,2,0.000400,rank_ungray,1929.129670,5005
ex288,rank_ungray,reverse_gray_then_reverse,brgc_index,7,6435,0,0.000000,rank_ungray,2949.116239,6435
ex288,rank_ungray,reverse_gray_then_reverse,brgc_index,8,6435,1,0.000155,rank_ungray,2946.937218,6435
ex288,rank_ungray,reverse_gray_then_reverse,brgc_index,9,5005,0,0.000000,rank_ungray,1992.840959,5005
ex288,rank_ungray,reverse_gray_then_reverse,brgc_index,10,3003,3,0.000999,rank_ungray,1465.234765,3003
ex288,rank_ungray,reverse_gray_then_reverse,brgc_index,11,1365,1,0.000733,rank_ungray,605.883516,1365
ex288,rank_ungray,reverse_gray_then_reverse,brgc_index,12,455,3,0.006593,rank_ungray,161.903297,455
ex288,rank_ungray,reverse_gray_then_reverse,brgc_index,13,105,0,0.000000,rank_ungray,43.085714,105
ex288,rank_ungray,reverse_gray_then_reverse,brgc_index,14,15,3,0.200000,rank_ungray,4.000000,15
ex288,rank_ungray,reverse_gray_then_reverse,brgc_index,15,1,1,1.000000,trivial,0.000000,0
ex288,rank_ungray,reverse_gray_then_reverse,gray_then_reverse,0,1,1,1.000000,trivial,0.000000,0
ex288,rank_ungray,reverse_gray_then_reverse,gray_then_reverse,1,15,3,0.200000,rank_ungray,3.466667,15
ex288,rank_ungray,reverse_gray_then_reverse,gray_then_reverse,2,105,1,0.009524,rank_ungray,37.380952,105
ex288,rank_ungray,reverse_gray_then_reverse,gray_then_reverse,3,455,2,0.004396,rank_ungray,143.529670,455
ex288,rank_ungray,reverse_gray_then_reverse,gray_then_reverse,4,1365,0,0.000000,rank_ungray,581.454945,1365
ex288,rank_ungray,reverse_gray_then_reverse,gray_then_reverse,5,3003,0,0.000000,rank_ungray,1435.067266,3003
ex288,rank_ungray,reverse_gray_then_reverse,gray_then_reverse,6,5005,0,0.000000,rank_ungray,1886.025175,5005
ex288,rank_ungray,reverse_gray_then_reverse,gray_then_reverse,7,6435,0,0.000000,rank_ungray,2849.532867,6435
ex288,rank_ungray,reverse_gray_then_reverse,gray_then_reverse,8,6435,3,0.000466,rank_ungray,2862.865890,6435
ex288,rank_ungray,reverse_gray_then_reverse,gray_then_reverse,9,5005,2,0.000400,rank_ungray,1878.979421,5005
ex288,rank_ungray,reverse_gray_then_reverse,gray_then_reverse,10,3003,0,0.000000,rank_ungray,1439.381951,3003
ex288,rank_ungray,reverse_gray_then_reverse,gray_then_reverse,11,1365,1,0.000733,rank_ungray,583.347985,1365
ex288,rank_ungray,reverse_gray_then_reverse,gray_then_reverse,12,455,1,0.002198,rank_ungray,152.063736,455
ex288,rank_ungray,reverse_gray_then_reverse,gray_then_reverse,13,105,1,0.009524,rank_ungray,42.742857,105
ex288,rank_ungray,reverse_gray_then_reverse,gray_then_reverse,14,15,0,0.000000,rank_ungray,4.866667,15
ex288,rank_ungray,reverse_gray_then_reverse,gray_then_reverse,15,1,1,1.000000,trivial,0.000000,0
ex288,rank_ungray,reverse_gray_then_reverse,gray_value,0,1,1,1.000000,trivial,0.000000,0
ex288,rank_ungray,reverse_gray_then_reverse,gray_value,1,15,0,0.000000,rank_ungray,5.133333,15
ex288,rank_ungray,reverse_gray_then_reverse,gray_value,2,105,0,0.000000,rank_ungray,43.228571,105
ex288,rank_ungray,reverse_gray_then_reverse,gray_value,3,455,2,0.004396,rank_ungray,150.573626,455
ex288,rank_ungray,reverse_gray_then_reverse,gray_value,4,1365,1,0.000733,rank_ungray,590.222711,1365
ex288,rank_ungray,reverse_gray_then_reverse,gray_value,5,3003,1,0.000333,rank_ungray,1456.429903,3003
ex288,rank_ungray,reverse_gray_then_reverse,gray_value,6,5005,1,0.000200,rank_ungray,1938.236563,5005
ex288,rank_ungray,reverse_gray_then_reverse,gray_value,7,6435,0,0.000000,rank_ungray,2952.820357,6435
ex288,rank_ungray,reverse_gray_then_reverse,gray_value,8,6435,2,0.000311,rank_ungray,2928.238695,6435
ex288,rank_ungray,reverse_gray_then_reverse,gray_value,9,5005,1,0.000200,rank_ungray,1947.668132,5005
ex288,rank_ungray,reverse_gray_then_reverse,gray_value,10,3003,0,0.000000,rank_ungray,1471.818182,3003
ex288,rank_ungray,reverse_gray_then_reverse,gray_value,11,1365,0,0.000000,rank_ungray,611.385348,1365
ex288,rank_ungray,reverse_gray_then_reverse,gray_value,12,455,2,0.004396,rank_ungray,152.037363,455
ex288,rank_ungray,reverse_gray_then_reverse,gray_value,13,105,1,0.009524,rank_ungray,38.666667,105
ex288,rank_ungray,reverse_gray_then_reverse,gray_value,14,15,0,0.000000,rank_ungray,3.666667,15
ex288,rank_ungray,reverse_gray_then_reverse,gray_value,15,1,1,1.000000,trivial,0.000000,0
ex288,rank_ungray,reverse_gray_then_reverse,rev_brgc_index,0,1,1,1.000000,trivial,0.000000,0
ex288,rank_ungray,reverse_gray_then_reverse,rev_brgc_index,1,15,3,0.200000,rank_ungray,3.400000,15
ex288,rank_ungray,reverse_gray_then_reverse,rev_brgc_index,2,105,2,0.019048,rank_ungray,37.266667,105
ex288,rank_ungray,reverse_gray_then_reverse,rev_brgc_index,3,455,3,0.006593,rank_ungray,144.945055,455
ex288,rank_ungray,reverse_gray_then_reverse,rev_brgc_index,4,1365,1,0.000733,rank_ungray,583.769963,1365
ex288,rank_ungray,reverse_gray_then_reverse,rev_brgc_index,5,3003,0,0.000000,rank_ungray,1456.963037,3003
ex288,rank_ungray,reverse_gray_then_reverse,rev_brgc_index,6,5005,1,0.000200,rank_ungray,1900.299500,5005
ex288,rank_ungray,reverse_gray_then_reverse,rev_brgc_index,7,6435,1,0.000155,rank_ungray,2918.503186,6435
ex288,rank_ungray,reverse_gray_then_reverse,rev_brgc_index,8,6435,0,0.000000,rank_ungray,2916.787568,6435
ex288,rank_ungray,reverse_gray_then_reverse,rev_brgc_index,9,5005,1,0.000200,rank_ungray,1930.659341,5005
ex288,rank_ungray,reverse_gray_then_reverse,rev_brgc_index,10,3003,1,0.000333,rank_ungray,1439.708625,3003
ex288,rank_ungray,reverse_gray_then_reverse,rev_brgc_index,11,1365,1,0.000733,rank_ungray,589.326740,1365
ex288,rank_ungray,reverse_gray_then_reverse,rev_brgc_index,12,455,0,0.000000,rank_ungray,157.841758,455
ex288,rank_ungray,reverse_gray_then_reverse,rev_brgc_index,13,105,0,0.000000,rank_ungray,43.085714,105
ex288,rank_ungray,reverse_gray_then_reverse,rev_brgc_index,14,15,2,0.133333,rank_ungray,4.066667,15
ex288,rank_ungray,reverse_gray_then_reverse,rev_brgc_index,15,1,1,1.000000,trivial,0.000000,0
ex288,rank_ungray,reverse_gray_then_reverse,rev_gray_value,0,1,1,1.000000,trivial,0.000000,0
ex288,rank_ungray,reverse_gray_then_reverse,rev_gray_value,1,15,3,0.200000,rank_ungray,3.400000,15
ex288,rank_ungray,reverse_gray_then_reverse,rev_gray_value,2,105,1,0.009524,rank_ungray,37.561905,105
ex288,rank_ungray,reverse_gray_then_reverse,rev_gray_value,3,455,1,0.002198,rank_ungray,143.039560,455
ex288,rank_ungray,reverse_gray_then_reverse,rev_gray_value,4,1365,0,0.000000,rank_ungray,584.671795,1365
ex288,rank_ungray,reverse_gray_then_reverse,rev_gray_value,5,3003,1,0.000333,rank_ungray,1456.069264,3003
ex288,rank_ungray,reverse_gray_then_reverse,rev_gray_value,6,5005,0,0.000000,rank_ungray,1910.286114,5005
ex288,rank_ungray,reverse_gray_then_reverse,rev_gray_value,7,6435,0,0.000000,rank_ungray,2918.985237,6435
ex288,rank_ungray,reverse_gray_then_reverse,rev_gray_value,8,6435,0,0.000000,rank_ungray,2923.251127,6435
ex288,rank_ungray,reverse_gray_then_reverse,rev_gray_value,9,5005,2,0.000400,rank_ungray,1931.630569,5005
ex288,rank_ungray,reverse_gray_then_reverse,rev_gray_value,10,3003,0,0.000000,rank_ungray,1459.878122,3003
ex288,rank_ungray,reverse_gray_then_reverse,rev_gray_value,11,1365,1,0.000733,rank_ungray,605.922344,1365
ex288,rank_ungray,reverse_gray_then_reverse,rev_gray_value,12,455,1,0.002198,rank_ungray,148.654945,455
ex288,rank_ungray,reverse_gray_then_reverse,rev_gray_value,13,105,1,0.009524,rank_ungray,43.628571,105
ex288,rank_ungray,reverse_gray_then_reverse,rev_gray_value,14,15,1,0.066667,rank_ungray,5.133333,15
ex288,rank_ungray,reverse_gray_then_reverse,rev_gray_value,15,1,1,1.000000,trivial,0.000000,0
ex288,rank_ungray,reverse_gray_then_reverse,rev_value,0,1,1,1.000000,trivial,0.000000,0
ex288,rank_ungray,reverse_gray_then_reverse,rev_value,1,15,3,0.200000,rank_ungray,3.400000,15
ex288,rank_ungray,reverse_gray_then_reverse,rev_value,2,105,1,0.009524,rank_ungray,37.038095,105
ex288,rank_ungray,reverse_gray_then_reverse,rev_value,3,455,1,0.002198,rank_ungray,142.404396,455
ex288,rank_ungray,reverse_gray_then_reverse,rev_value,4,1365,1,0.000733,rank_ungray,587.005861,1365
ex288,rank_ungray,reverse_gray_then_reverse,rev_value,5,3003,0,0.000000,rank_ungray,1462.776557,3003
ex288,rank_ungray,reverse_gray_then_reverse,rev_value,6,5005,1,0.000200,rank_ungray,1902.811389,5005
ex288,rank_ungray,reverse_gray_then_reverse,rev_value,7,6435,1,0.000155,rank_ungray,2914.567988,6435
ex288,rank_ungray,reverse_gray_then_reverse,rev_value,8,6435,1,0.000155,rank_ungray,2933.185392,6435
ex288,rank_ungray,reverse_gray_then_reverse,rev_value,9,5005,1,0.000200,rank_ungray,1948.792807,5005
ex288,rank_ungray,reverse_gray_then_reverse,rev_value,10,3003,1,0.000333,rank_ungray,1497.627040,3003
ex288,rank_ungray,reverse_gray_then_reverse,rev_value,11,1365,2,0.001465,rank_ungray,608.490842,1365
ex288,rank_ungray,reverse_gray_then_reverse,rev_value,12,455,0,0.000000,rank_ungray,162.382418,455
ex288,rank_ungray,reverse_gray_then_reverse,rev_value,13,105,0,0.000000,rank_ungray,42.371429,105
ex288,rank_ungray,reverse_gray_then_reverse,rev_value,14,15,0,0.000000,rank_ungray,3.800000,15
