case,model,input_order,output_order,matches,total_rows,match_ratio,bit_mismatches,total_bits,bit_match_ratio,exact_layers,best_layer_notes
ex288,shift,rev_brgc_index,rev_brgc_index,148,32768,0.004517,226324,491520,0.539543,0:15,w1:3/15:shift=8;w2:4/105:shift=13;w3:5/455:shift=18;w4:15/1365:shift=0;w5:14/3003:shift=0;w6:17/5005:shift=0;w7:11/6435:shift=0;w8:11/6435:shift=3927
ex288,shift,gray_value,gray_value,148,32768,0.004517,226372,491520,0.539445,0:15,w1:3/15:shift=7;w2:5/105:shift=95;w3:5/455:shift=319;w4:15/1365:shift=0;w5:14/3003:shift=0;w6:17/5005:shift=0;w7:11/6435:shift=0;w8:7/6435:shift=1
ex288,affine,rev_value,rev_value,148,32768,0.004517,227754,491520,0.536633,0:15,w1:4/15:a=-1;b=13;w2:4/105:a=-11;b=66;w3:6/455:a=-2;b=17;w4:15/1365:a=1;b=0;w5:14/3003:a=1;b=0;w6:17/5005:a=1;b=0;w7:11/6435:a=1;b=0;w8:9/6435:a=1;b=1
ex288,shift,reverse_gray_then_reverse,reverse_gray_then_reverse,145,32768,0.004425,226724,491520,0.538729,0:15,w1:3/15:shift=10;w2:4/105:shift=76;w3:6/455:shift=358;w4:15/1365:shift=0;w5:14/3003:shift=0;w6:17/5005:shift=0;w7:11/6435:shift=0;w8:7/6435:shift=4
ex288,shift,rev_value,rev_value,145,32768,0.004425,227772,491520,0.536597,0:15,w1:3/15:shift=8;w2:3/105:shift=0;w3:5/455:shift=24;w4:15/1365:shift=0;w5:14/3003:shift=0;w6:17/5005:shift=0;w7:11/6435:shift=0;w8:9/6435:shift=1
ex288,shift,brgc_index,brgc_index,144,32768,0.004395,226500,491520,0.539185,0:15,w1:3/15:shift=7;w2:4/105:shift=34;w3:5/455:shift=391;w4:15/1365:shift=0;w5:14/3003:shift=0;w6:17/5005:shift=0;w7:11/6435:shift=0;w8:7/6435:shift=21
ex288,shift,gray_then_reverse,gray_then_reverse,143,32768,0.004364,227666,491520,0.536812,0:15,w1:3/15:shift=8;w2:4/105:shift=16;w3:4/455:shift=0;w4:15/1365:shift=0;w5:14/3003:shift=0;w6:17/5005:shift=0;w7:11/6435:shift=0;w8:6/6435:shift=0
ex288,shift,rev_gray_value,rev_gray_value,142,32768,0.004333,227022,491520,0.538123,0:15,w1:3/15:shift=8;w2:3/105:shift=0;w3:5/455:shift=246;w4:15/1365:shift=0;w5:14/3003:shift=0;w6:17/5005:shift=0;w7:11/6435:shift=0;w8:6/6435:shift=0
ex288,identity,value,value,138,32768,0.004211,227098,491520,0.537968,0:15,w1:0/15:identity;w2:3/105:identity;w3:4/455:identity;w4:15/1365:identity;w5:14/3003:identity;w6:17/5005:identity;w7:11/6435:identity;w8:6/6435:identity
ex288,identity,rev_value,rev_value,138,32768,0.004211,227098,491520,0.537968,0:15,w1:0/15:identity;w2:3/105:identity;w3:4/455:identity;w4:15/1365:identity;w5:14/3003:identity;w6:17/5005:identity;w7:11/6435:identity;w8:6/6435:identity
ex288,identity,gray_value,gray_value,138,32768,0.004211,227098,491520,0.537968,0:15,w1:0/15:identity;w2:3/105:identity;w3:4/455:identity;w4:15/1365:identity;w5:14/3003:identity;w6:17/5005:identity;w7:11/6435:identity;w8:6/6435:identity
ex288,identity,rev_gray_value,rev_gray_value,138,32768,0.004211,227098,491520,0.537968,0:15,w1:0/15:identity;w2:3/105:identity;w3:4/455:identity;w4:15/1365:identity;w5:14/3003:identity;w6:17/5005:identity;w7:11/6435:identity;w8:6/6435:identity
ex288,identity,brgc_index,brgc_index,138,32768,0.004211,227098,491520,0.537968,0:15,w1:0/15:identity;w2:3/105:identity;w3:4/455:identity;w4:15/1365:identity;w5:14/3003:identity;w6:17/5005:identity;w7:11/6435:identity;w8:6/6435:identity
ex288,identity,rev_brgc_index,rev_brgc_index,138,32768,0.004211,227098,491520,0.537968,0:15,w1:0/15:identity;w2:3/105:identity;w3:4/455:identity;w4:15/1365:identity;w5:14/3003:identity;w6:17/5005:identity;w7:11/6435:identity;w8:6/6435:identity
ex288,identity,gray_then_reverse,gray_then_reverse,138,32768,0.004211,227098,491520,0.537968,0:15,w1:0/15:identity;w2:3/105:identity;w3:4/455:identity;w4:15/1365:identity;w5:14/3003:identity;w6:17/5005:identity;w7:11/6435:identity;w8:6/6435:identity
ex288,identity,reverse_gray_then_reverse,reverse_gray_then_reverse,138,32768,0.004211,227098,491520,0.537968,0:15,w1:0/15:identity;w2:3/105:identity;w3:4/455:identity;w4:15/1365:identity;w5:14/3003:identity;w6:17/5005:identity;w7:11/6435:identity;w8:6/6435:identity
ex288,affine,gray_then_reverse,reverse_gray_then_reverse,119,32768,0.003632,228054,491520,0.536023,0:15,w1:4/15:a=1;b=1;w2:7/105:a=1;b=0;w3:8/455:a=1;b=1;w4:10/1365:a=1;b=1;w5:8/3003:a=1;b=1;w6:9/5005:a=3;b=169;w7:7/6435:a=-7;b=2956;w8:9/6435:a=1;b=0
ex288,affine,rev_value,value,118,32768,0.003601,227422,491520,0.537309,0:15,w1:4/15:a=1;b=1;w2:8/105:a=1;b=104;w3:9/455:a=1;b=1;w4:9/1365:a=1;b=0;w5:11/3003:a=1;b=1;w6:9/5005:a=1;b=0;w7:7/6435:a=-1;b=5949;w8:9/6435:a=1;b=0
ex288,affine,gray_value,rev_gray_value,117,32768,0.003571,225490,491520,0.541239,0:15,w1:4/15:a=1;b=14;w2:7/105:a=1;b=0;w3:7/455:a=1;b=0;w4:9/1365:a=1;b=0;w5:8/3003:a=1;b=4;w6:9/5005:a=1;b=0;w7:8/6435:a=1;b=5;w8:9/6435:a=1;b=0
ex288,affine,value,rev_value,117,32768,0.003571,226632,491520,0.538916,0:15,w1:4/15:a=1;b=14;w2:7/105:a=1;b=0;w3:7/455:a=1;b=0;w4:9/1365:a=1;b=0;w5:9/3003:a=1;b=2508;w6:9/5005:a=1;b=0;w7:7/6435:a=1;b=208;w8:9/6435:a=1;b=0
ex288,affine,rev_brgc_index,brgc_index,116,32768,0.003540,227178,491520,0.537805,0:15,w1:4/15:a=1;b=1;w2:7/105:a=1;b=0;w3:7/455:a=1;b=0;w4:9/1365:a=1;b=0;w5:10/3003:a=1;b=1;w6:9/5005:a=1;b=0;w7:8/6435:a=1;b=2075;w8:9/6435:a=1;b=0
ex288,affine,rev_gray_value,gray_value,116,32768,0.003540,227744,491520,0.536654,0:15,w1:4/15:a=1;b=1;w2:7/105:a=1;b=0;w3:8/455:a=1;b=1;w4:11/1365:a=1;b=1;w5:9/3003:a=1;b=1;w6:9/5005:a=1;b=0;w7:7/6435:a=7;b=5988;w8:9/6435:a=1;b=0
ex288,shift,rev_brgc_index,brgc_index,114,32768,0.003479,227224,491520,0.537712,0:15,w1:4/15:shift=1;w2:7/105:shift=0;w3:7/455:shift=0;w4:9/1365:shift=0;w5:10/3003:shift=1;w6:9/5005:shift=0;w7:8/6435:shift=2075;w8:9/6435:shift=0
ex288,affine,rev_gray_value,gray_then_reverse,114,32768,0.003479,227694,491520,0.536755,0:15,w1:4/15:a=-1;b=13;w2:5/105:a=-2;b=15;w3:6/455:a=2;b=13;w4:7/1365:a=1;b=900;w5:8/3003:a=1;b=1683;w6:8/5005:a=3;b=1006;w7:7/6435:a=-2;b=5013;w8:9/6435:a=1;b=1687
ex288,affine,brgc_index,rev_brgc_index,113,32768,0.003448,227466,491520,0.537219,0:15,w1:4/15:a=1;b=14;w2:7/105:a=1;b=0;w3:7/455:a=1;b=0;w4:9/1365:a=1;b=0;w5:8/3003:a=1;b=2288;w6:9/5005:a=1;b=0;w7:8/6435:a=1;b=1833;w8:9/6435:a=1;b=0
ex288,shift,rev_value,value,113,32768,0.003448,227730,491520,0.536682,0:15,w1:4/15:shift=1;w2:8/105:shift=104;w3:9/455:shift=1;w4:9/1365:shift=0;w5:11/3003:shift=1;w6:9/5005:shift=0;w7:6/6435:shift=71;w8:9/6435:shift=0
ex288,shift,gray_then_reverse,reverse_gray_then_reverse,113,32768,0.003448,227948,491520,0.536239,0:15,w1:4/15:shift=1;w2:7/105:shift=0;w3:8/455:shift=1;w4:10/1365:shift=1;w5:8/3003:shift=1;w6:9/5005:shift=0;w7:6/6435:shift=352;w8:9/6435:shift=0
ex288,shift,rev_gray_value,gray_value,113,32768,0.003448,227970,491520,0.536194,0:15,w1:4/15:shift=1;w2:7/105:shift=0;w3:8/455:shift=1;w4:11/1365:shift=1;w5:9/3003:shift=1;w6:9/5005:shift=0;w7:7/6435:shift=6364;w8:9/6435:shift=0
ex288,affine,gray_then_reverse,rev_gray_value,112,32768,0.003418,225506,491520,0.541207,0:15,w1:5/15:a=-1;b=13;w2:6/105:a=-1;b=8;w3:6/455:a=-2;b=34;w4:7/1365:a=2;b=888;w5:7/3003:a=-1;b=1824;w6:7/5005:a=3;b=1763;w7:8/6435:a=1;b=4534;w8:7/6435:a=1;b=0
ex288,shift,value,rev_value,112,32768,0.003418,226670,491520,0.538839,0:15,w1:4/15:shift=14;w2:7/105:shift=0;w3:7/455:shift=0;w4:9/1365:shift=0;w5:9/3003:shift=2508;w6:9/5005:shift=0;w7:7/6435:shift=208;w8:9/6435:shift=0
ex288,affine,reverse_gray_then_reverse,gray_then_reverse,112,32768,0.003418,227340,491520,0.537476,0:15,w1:4/15:a=1;b=14;w2:7/105:a=1;b=0;w3:7/455:a=1;b=0;w4:9/1365:a=1;b=0;w5:7/3003:a=1;b=4;w6:9/5005:a=1;b=0;w7:7/6435:a=-1;b=3665;w8:9/6435:a=1;b=0
ex288,shift,gray_value,rev_gray_value,111,32768,0.003387,225450,491520,0.541321,0:15,w1:4/15:shift=14;w2:7/105:shift=0;w3:7/455:shift=0;w4:9/1365:shift=0;w5:8/3003:shift=4;w6:9/5005:shift=0;w7:8/6435:shift=5;w8:9/6435:shift=0
ex288,shift,brgc_index,rev_brgc_index,111,32768,0.003387,227502,491520,0.537146,0:15,w1:4/15:shift=14;w2:7/105:shift=0;w3:7/455:shift=0;w4:9/1365:shift=0;w5:8/3003:shift=2288;w6:9/5005:shift=0;w7:8/6435:shift=1833;w8:9/6435:shift=0
ex288,shift,rev_gray_value,gray_then_reverse,109,32768,0.003326,227964,491520,0.536206,0:15,w1:3/15:shift=8;w2:4/105:shift=83;w3:5/455:shift=314;w4:7/1365:shift=900;w5:8/3003:shift=1683;w6:6/5005:shift=2220;w7:7/6435:shift=3010;w8:9/6435:shift=1687
ex288,shift,reverse_gray_then_reverse,gray_then_reverse,107,32768,0.003265,227292,491520,0.537573,0:15,w1:4/15:shift=14;w2:7/105:shift=0;w3:7/455:shift=0;w4:9/1365:shift=0;w5:7/3003:shift=4;w6:9/5005:shift=0;w7:7/6435:shift=3927;w8:9/6435:shift=0
ex288,affine,gray_value,reverse_gray_then_reverse,106,32768,0.003235,227954,491520,0.536226,0:15,w1:5/15:a=-1;b=0;w2:5/105:a=-2;b=54;w3:7/455:a=-1;b=257;w4:6/1365:a=11;b=605;w5:7/3003:a=2;b=1769;w6:8/5005:a=2;b=3667;w7:8/6435:a=1;b=3004;w8:9/6435:a=7;b=1988
ex288,affine,gray_then_reverse,rev_value,106,32768,0.003235,227958,491520,0.536218,0:15,w1:5/15:a=-1;b=13;w2:4/105:a=-1;b=7;w3:6/455:a=-3;b=451;w4:7/1365:a=-1;b=24;w5:7/3003:a=-1;b=231;w6:8/5005:a=-1;b=184;w7:7/6435:a=-2;b=537;w8:7/6435:a=-2;b=6240
ex288,affine,rev_value,gray_then_reverse,106,32768,0.003235,228818,491520,0.534469,0:15,w1:4/15:a=-1;b=13;w2:5/105:a=-2;b=13;w3:6/455:a=-1;b=264;w4:7/1365:a=-1;b=629;w5:9/3003:a=1;b=1108;w6:6/5005:a=-3;b=1752;w7:7/6435:a=1;b=2619;w8:7/6435:a=-1;b=631
ex288,shift,gray_then_reverse,rev_gray_value,105,32768,0.003204,225840,491520,0.540527,0:15,w1:3/15:shift=8;w2:4/105:shift=16;w3:5/455:shift=42;w4:7/1365:shift=1061;w5:6/3003:shift=4;w6:6/5005:shift=3279;w7:8/6435:shift=4534;w8:7/6435:shift=0
ex288,affine,value,gray_value,102,32768,0.003113,227486,491520,0.537179,0:15,w1:4/15:a=-1;b=0;w2:4/105:a=1;b=77;w3:6/455:a=-1;b=445;w4:6/1365:a=-2;b=255;w5:6/3003:a=2;b=1671;w6:8/5005:a=-3;b=4166;w7:8/6435:a=7;b=4673;w8:6/6435:a=-2;b=406
ex288,affine,gray_then_reverse,gray_value,102,32768,0.003113,228448,491520,0.535221,0:15,w1:5/15:a=1;b=1;w2:7/105:a=1;b=13;w3:7/455:a=1;b=402;w4:8/1365:a=1;b=286;w5:8/3003:a=5;b=805;w6:7/5005:a=-1;b=4064;w7:8/6435:a=1;b=2453;w8:8/6435:a=1;b=3423
ex288,affine,gray_value,value,101,32768,0.003082,227968,491520,0.536198,0:15,w1:4/15:a=-1;b=0;w2:5/105:a=-11;b=81;w3:7/455:a=-1;b=363;w4:7/1365:a=1;b=1319;w5:8/3003:a=1;b=2904;w6:7/5005:a=-1;b=14;w7:7/6435:a=-7;b=5706;w8:7/6435:a=-2;b=546
ex288,affine,rev_gray_value,rev_value,100,32768,0.003052,228154,491520,0.535819,0:15,w1:4/15:a=-1;b=13;w2:5/105:a=2;b=92;w3:6/455:a=1;b=419;w4:7/1365:a=1;b=76;w5:7/3003:a=2;b=2807;w6:7/5005:a=1;b=4602;w7:7/6435:a=2;b=4754;w8:7/6435:a=-7;b=1330
ex288,affine,rev_gray_value,value,100,32768,0.003052,228284,491520,0.535555,0:15,w1:4/15:a=1;b=1;w2:8/105:a=1;b=104;w3:8/455:a=1;b=441;w4:10/1365:a=1;b=1285;w5:8/3003:a=-5;b=2091;w6:8/5005:a=-2;b=1419;w7:7/6435:a=-2;b=2207;w8:7/6435:a=-2;b=6177
ex288,affine,value,gray_then_reverse,100,32768,0.003052,228702,491520,0.534705,0:15,w1:4/15:a=1;b=14;w2:10/105:a=1;b=1;w3:6/455:a=1;b=10;w4:7/1365:a=2;b=1318;w5:7/3003:a=-1;b=855;w6:8/5005:a=2;b=118;w7:9/6435:a=2;b=5280;w8:9/6435:a=1;b=2138
ex288,affine,rev_value,rev_gray_value,99,32768,0.003021,227014,491520,0.538139,0:15,w1:4/15:a=-1;b=13;w2:5/105:a=-1;b=100;w3:6/455:a=-1;b=17;w4:7/1365:a=1;b=377;w5:7/3003:a=2;b=731;w6:7/5005:a=1;b=1346;w7:7/6435:a=-1;b=5844;w8:8/6435:a=2;b=921
ex288,affine,reverse_gray_then_reverse,gray_value,99,32768,0.003021,227750,491520,0.536641,0:15,w1:4/15:a=-1;b=0;w2:5/105:a=1;b=76;w3:6/455:a=1;b=355;w4:7/1365:a=-1;b=870;w5:7/3003:a=-2;b=1978;w6:7/5005:a=-3;b=1498;w7:7/6435:a=1;b=1291;w8:8/6435:a=1;b=904
ex288,affine,value,rev_gray_value,99,32768,0.003021,228568,491520,0.534977,0:15,w1:4/15:a=1;b=14;w2:8/105:a=1;b=1;w3:6/455:a=1;b=80;w4:9/1365:a=1;b=42;w5:8/3003:a=5;b=2457;w6:7/5005:a=1;b=879;w7:7/6435:a=2;b=608;w8:8/6435:a=7;b=6351
ex288,affine,value,reverse_gray_then_reverse,98,32768,0.002991,228070,491520,0.535990,0:15,w1:5/15:a=-1;b=0;w2:5/105:a=-2;b=52;w3:7/455:a=2;b=237;w4:7/1365:a=-1;b=1062;w5:7/3003:a=1;b=1527;w6:7/5005:a=-1;b=1149;w7:7/6435:a=-2;b=4349;w8:7/6435:a=-1;b=739
ex288,affine,gray_then_reverse,value,98,32768,0.002991,228730,491520,0.534648,0:15,w1:5/15:a=1;b=1;w2:7/105:a=1;b=12;w3:9/455:a=1;b=64;w4:7/1365:a=1;b=196;w5:7/3003:a=-1;b=1301;w6:7/5005:a=-1;b=1466;w7:7/6435:a=7;b=4535;w8:7/6435:a=-1;b=1658
ex288,affine,rev_value,reverse_gray_then_reverse,97,32768,0.002960,228992,491520,0.534115,0:15,w1:5/15:a=1;b=1;w2:7/105:a=1;b=13;w3:6/455:a=-2;b=18;w4:8/1365:a=2;b=1300;w5:7/3003:a=-2;b=352;w6:7/5005:a=-1;b=2530;w7:7/6435:a=-7;b=6372;w8:8/6435:a=1;b=2870
ex288,affine,brgc_index,gray_value,96,32768,0.002930,227116,491520,0.537931,0:15,w1:4/15:a=-1;b=0;w2:5/105:a=2;b=84;w3:7/455:a=-1;b=240;w4:7/1365:a=-1;b=411;w5:7/3003:a=5;b=1081;w6:7/5005:a=3;b=1994;w7:8/6435:a=7;b=2775;w8:7/6435:a=-2;b=5933
ex288,affine,gray_value,rev_value,96,32768,0.002930,227636,491520,0.536873,0:15,w1:4/15:a=1;b=14;w2:8/105:a=1;b=104;w3:6/455:a=-1;b=168;w4:7/1365:a=-1;b=231;w5:8/3003:a=-5;b=1634;w6:7/5005:a=-3;b=4248;w7:8/6435:a=-1;b=3790;w8:7/6435:a=-2;b=3248
ex288,affine,rev_brgc_index,value,96,32768,0.002930,228482,491520,0.535152,0:15,w1:4/15:a=1;b=1;w2:6/105:a=-11;b=84;w3:7/455:a=1;b=12;w4:7/1365:a=2;b=1324;w5:8/3003:a=2;b=2426;w6:8/5005:a=2;b=4103;w7:8/6435:a=-7;b=3412;w8:8/6435:a=2;b=259
ex288,affine,reverse_gray_then_reverse,value,96,32768,0.002930,229422,491520,0.533240,0:15,w1:4/15:a=-1;b=0;w2:5/105:a=-1;b=5;w3:6/455:a=1;b=385;w4:7/1365:a=-11;b=640;w5:8/3003:a=-2;b=178;w6:9/5005:a=2;b=1229;w7:7/6435:a=2;b=5282;w8:6/6435:a=-1;b=653
ex288,identity,value,rev_value,95,32768,0.002899,227064,491520,0.538037,0:15,w1:2/15:identity;w2:7/105:identity;w3:7/455:identity;w4:9/1365:identity;w5:4/3003:identity;w6:9/5005:identity;w7:4/6435:identity;w8:9/6435:identity
ex288,identity,rev_value,value,95,32768,0.002899,227064,491520,0.538037,0:15,w1:2/15:identity;w2:7/105:identity;w3:7/455:identity;w4:9/1365:identity;w5:4/3003:identity;w6:9/5005:identity;w7:4/6435:identity;w8:9/6435:identity
ex288,identity,gray_value,rev_gray_value,95,32768,0.002899,227064,491520,0.538037,0:15,w1:2/15:identity;w2:7/105:identity;w3:7/455:identity;w4:9/1365:identity;w5:4/3003:identity;w6:9/5005:identity;w7:4/6435:identity;w8:9/6435:identity
ex288,identity,rev_gray_value,gray_value,95,32768,0.002899,227064,491520,0.538037,0:15,w1:2/15:identity;w2:7/105:identity;w3:7/455:identity;w4:9/1365:identity;w5:4/3003:identity;w6:9/5005:identity;w7:4/6435:identity;w8:9/6435:identity
ex288,identity,brgc_index,rev_brgc_index,95,32768,0.002899,227064,491520,0.538037,0:15,w1:2/15:identity;w2:7/105:identity;w3:7/455:identity;w4:9/1365:identity;w5:4/3003:identity;w6:9/5005:identity;w7:4/6435:identity;w8:9/6435:identity
ex288,identity,rev_brgc_index,brgc_index,95,32768,0.002899,227064,491520,0.538037,0:15,w1:2/15:identity;w2:7/105:identity;w3:7/455:identity;w4:9/1365:identity;w5:4/3003:identity;w6:9/5005:identity;w7:4/6435:identity;w8:9/6435:identity
ex288,identity,gray_then_reverse,reverse_gray_then_reverse,95,32768,0.002899,227064,491520,0.538037,0:15,w1:2/15:identity;w2:7/105:identity;w3:7/455:identity;w4:9/1365:identity;w5:4/3003:identity;w6:9/5005:identity;w7:4/6435:identity;w8:9/6435:identity
ex288,identity,reverse_gray_then_reverse,gray_then_reverse,95,32768,0.002899,227064,491520,0.538037,0:15,w1:2/15:identity;w2:7/105:identity;w3:7/455:identity;w4:9/1365:identity;w5:4/3003:identity;w6:9/5005:identity;w7:4/6435:identity;w8:9/6435:identity
ex288,shift,reverse_gray_then_reverse,gray_value,95,32768,0.002899,227870,491520,0.536397,0:15,w1:3/15:shift=10;w2:5/105:shift=76;w3:6/455:shift=355;w4:6/1365:shift=734;w5:7/3003:shift=738;w6:6/5005:shift=3046;w7:7/6435:shift=1291;w8:8/6435:shift=904
ex288,affine,reverse_gray_then_reverse,rev_gray_value,95,32768,0.002899,228974,491520,0.534151,0:15,w1:4/15:a=1;b=14;w2:8/105:a=1;b=0;w3:8/455:a=1;b=0;w4:6/1365:a=2;b=13;w5:7/3003:a=-5;b=1771;w6:8/5005:a=2;b=2041;w7:7/6435:a=2;b=1546;w8:8/6435:a=-7;b=860
ex288,affine,rev_gray_value,reverse_gray_then_reverse,95,32768,0.002899,229038,491520,0.534021,0:15,w1:5/15:a=1;b=1;w2:5/105:a=1;b=13;w3:6/455:a=-11;b=212;w4:8/1365:a=-1;b=746;w5:7/3003:a=2;b=10;w6:7/5005:a=3;b=3742;w7:8/6435:a=-1;b=4923;w8:8/6435:a=-2;b=5035
ex288,shift,gray_value,reverse_gray_then_reverse,94,32768,0.002869,225760,491520,0.540690,0:15,w1:3/15:shift=7;w2:5/105:shift=48;w3:5/455:shift=79;w4:5/1365:shift=249;w5:5/3003:shift=59;w6:6/5005:shift=332;w7:8/6435:shift=3004;w8:7/6435:shift=0
ex288,affine,rev_value,gray_value,94,32768,0.002869,227530,491520,0.537089,0:15,w1:4/15:a=1;b=1;w2:8/105:a=1;b=1;w3:7/455:a=1;b=14;w4:8/1365:a=1;b=91;w5:7/3003:a=2;b=89;w6:7/5005:a=1;b=939;w7:7/6435:a=-1;b=939;w8:7/6435:a=-7;b=2720
ex288,affine,gray_value,rev_brgc_index,94,32768,0.002869,227540,491520,0.537069,0:15,w1:4/15:a=1;b=14;w2:7/105:a=-2;b=41;w3:7/455:a=1;b=52;w4:7/1365:a=-2;b=690;w5:7/3003:a=5;b=1881;w6:7/5005:a=3;b=794;w7:10/6435:a=1;b=2472;w8:7/6435:a=-7;b=473
ex288,affine,brgc_index,value,94,32768,0.002869,228680,491520,0.534749,0:15,w1:4/15:a=-1;b=0;w2:5/105:a=-1;b=5;w3:6/455:a=1;b=406;w4:7/1365:a=11;b=534;w5:7/3003:a=5;b=1127;w6:7/5005:a=1;b=4515;w7:8/6435:a=2;b=545;w8:6/6435:a=-2;b=738
ex288,affine,rev_brgc_index,reverse_gray_then_reverse,94,32768,0.002869,228902,491520,0.534298,0:15,w1:5/15:a=1;b=1;w2:7/105:a=-1;b=6;w3:6/455:a=2;b=450;w4:6/1365:a=-1;b=460;w5:7/3003:a=5;b=2001;w6:8/5005:a=-1;b=3710;w7:8/6435:a=7;b=3033;w8:8/6435:a=-2;b=5658
ex288,affine,gray_value,gray_then_reverse,94,32768,0.002869,228908,491520,0.534285,0:15,w1:4/15:a=1;b=14;w2:8/105:a=1;b=0;w3:7/455:a=1;b=0;w4:7/1365:a=-11;b=1239;w5:7/3003:a=2;b=2282;w6:7/5005:a=-2;b=2305;w7:7/6435:a=-2;b=5131;w8:9/6435:a=-1;b=6306
ex289,affine,rev_gray_value,gray_value,194,65536,0.002960,493688,1048576,0.529182,0:16,w1:4/16:a=1;b=0;w2:12/120:a=1;b=0;w3:13/560:a=1;b=0;w4:20/1820:a=1;b=0;w5:18/4368:a=1;b=0;w6:20/8008:a=1;b=0;w7:15/11440:a=1;b=0;w8:16/12870:a=1;b=6435
ex289,affine,rev_gray_value,rev_gray_value,194,65536,0.002960,493688,1048576,0.529182,0:16,w1:4/16:a=-1;b=0;w2:5/120:a=7;b=79;w3:7/560:a=1;b=277;w4:15/1820:a=1;b=1;w5:16/4368:a=1;b=1;w6:15/8008:a=1;b=1;w7:12/11440:a=1;b=3;w8:16/12870:a=1;b=6435
ex289,affine,gray_then_reverse,gray_then_reverse,193,65536,0.002945,493548,1048576,0.529316,0:16,w1:5/16:a=-1;b=15;w2:5/120:a=11;b=10;w3:7/560:a=-1;b=52;w4:15/1820:a=1;b=1;w5:16/4368:a=1;b=1;w6:16/8008:a=1;b=1;w7:11/11440:a=1;b=4;w8:13/12870:a=1;b=0
ex289,affine,gray_then_reverse,reverse_gray_then_reverse,193,65536,0.002945,493548,1048576,0.529316,0:16,w1:5/16:a=1;b=1;w2:12/120:a=1;b=0;w3:13/560:a=1;b=0;w4:20/1820:a=1;b=0;w5:18/4368:a=1;b=0;w6:20/8008:a=1;b=0;w7:15/11440:a=1;b=0;w8:13/12870:a=1;b=0
ex289,shift,rev_gray_value,gray_value,192,65536,0.002930,493740,1048576,0.529133,0:16,w1:4/16:shift=0;w2:12/120:shift=0;w3:13/560:shift=0;w4:20/1820:shift=0;w5:18/4368:shift=0;w6:20/8008:shift=0;w7:15/11440:shift=0;w8:16/12870:shift=6435
ex289,shift,rev_gray_value,rev_gray_value,192,65536,0.002930,493740,1048576,0.529133,0:16,w1:3/16:shift=9;w2:4/120:shift=0;w3:7/560:shift=277;w4:15/1820:shift=1;w5:16/4368:shift=1;w6:15/8008:shift=1;w7:12/11440:shift=3;w8:16/12870:shift=6435
ex289,affine,rev_brgc_index,brgc_index,191,65536,0.002914,491934,1048576,0.530855,0:16,w1:4/16:a=1;b=0;w2:12/120:a=1;b=0;w3:13/560:a=1;b=0;w4:20/1820:a=1;b=0;w5:18/4368:a=1;b=0;w6:20/8008:a=1;b=0;w7:15/11440:a=1;b=0;w8:13/12870:a=1;b=0
ex289,affine,gray_value,gray_value,190,65536,0.002899,492396,1048576,0.530415,0:16,w1:4/16:a=-1;b=0;w2:5/120:a=11;b=92;w3:7/560:a=-1;b=298;w4:14/1820:a=1;b=0;w5:13/4368:a=1;b=4365;w6:14/8008:a=1;b=0;w7:13/11440:a=1;b=1;w8:16/12870:a=1;b=6435
ex289,affine,gray_value,rev_gray_value,190,65536,0.002899,492396,1048576,0.530415,0:16,w1:4/16:a=1;b=0;w2:12/120:a=1;b=0;w3:13/560:a=1;b=0;w4:20/1820:a=1;b=0;w5:18/4368:a=1;b=0;w6:20/8008:a=1;b=0;w7:15/11440:a=1;b=0;w8:16/12870:a=1;b=6435
ex289,affine,rev_value,value,189,65536,0.002884,492030,1048576,0.530764,0:16,w1:4/16:a=1;b=0;w2:12/120:a=1;b=0;w3:13/560:a=1;b=0;w4:20/1820:a=1;b=0;w5:18/4368:a=1;b=0;w6:20/8008:a=1;b=0;w7:15/11440:a=1;b=0;w8:16/12870:a=-1;b=12869
ex289,affine,rev_value,rev_value,189,65536,0.002884,492544,1048576,0.530273,0:16,w1:4/16:a=-1;b=0;w2:4/120:a=-1;b=5;w3:7/560:a=-1;b=69;w4:15/1820:a=1;b=1819;w5:17/4368:a=1;b=4367;w6:14/8008:a=1;b=0;w7:8/11440:a=1;b=3;w8:16/12870:a=-1;b=12869
ex289,shift,gray_then_reverse,gray_then_reverse,188,65536,0.002869,493604,1048576,0.529263,0:16,w1:3/16:shift=9;w2:4/120:shift=0;w3:5/560:shift=165;w4:15/1820:shift=1;w5:16/4368:shift=1;w6:16/8008:shift=1;w7:11/11440:shift=4;w8:13/12870:shift=0
ex289,shift,gray_then_reverse,reverse_gray_then_reverse,188,65536,0.002869,493604,1048576,0.529263,0:16,w1:5/16:shift=1;w2:12/120:shift=0;w3:13/560:shift=0;w4:20/1820:shift=0;w5:18/4368:shift=0;w6:20/8008:shift=0;w7:15/11440:shift=0;w8:13/12870:shift=0
ex289,shift,rev_brgc_index,brgc_index,187,65536,0.002853,491956,1048576,0.530834,0:16,w1:4/16:shift=0;w2:12/120:shift=0;w3:13/560:shift=0;w4:20/1820:shift=0;w5:18/4368:shift=0;w6:20/8008:shift=0;w7:15/11440:shift=0;w8:13/12870:shift=0
