case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,runtime_sec,items,notes
ex280,ex280_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_endpoint_rev_abc_g_aig,unknown_muxcoord_anf_synthflow,prefix_parity_reduce_deg2_hybrid_endpoint_rev_abc_g_aig,student/work/ex280_ex284_frontend_muxcoord_hybrid_full_20260609_0057/ex280/verilog/ex280_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_endpoint_rev.v,student/work/ex280_ex284_frontend_muxcoord_hybrid_synthflow_20260609_0057/ex280/aigs/ex280_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_endpoint_rev_abc_g_aig.aig,1,1,1,357,30,10710,0.358,transform=prefix_parity_reduce; hybrid_degree=2; coord_width=15; features=121; ok_bits=0:1:2:3:4:5:6:7:9; residual_bits=8:10:11; residual_order=endpoint_rev; inconsistent=0xd00; used_features=59; term_counts=1:3:5:7:9:11:13:19:0:24:0:0; residual_terms=114:92:76; hash=61199c6ba0e3,Yosys abc gate set aig
ex280,ex280_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_endpoint_rev_abc_g_aig_d24,unknown_muxcoord_anf_synthflow,prefix_parity_reduce_deg2_hybrid_endpoint_rev_abc_g_aig_d24,student/work/ex280_ex284_frontend_muxcoord_hybrid_full_20260609_0057/ex280/verilog/ex280_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_endpoint_rev.v,student/work/ex280_ex284_frontend_muxcoord_hybrid_synthflow_20260609_0057/ex280/aigs/ex280_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_endpoint_rev_abc_g_aig_d24.aig,1,1,1,357,30,10710,0.357,transform=prefix_parity_reduce; hybrid_degree=2; coord_width=15; features=121; ok_bits=0:1:2:3:4:5:6:7:9; residual_bits=8:10:11; residual_order=endpoint_rev; inconsistent=0xd00; used_features=59; term_counts=1:3:5:7:9:11:13:19:0:24:0:0; residual_terms=114:92:76; hash=61199c6ba0e3,Yosys abc gate set aig delay target 24
ex280,ex280_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_endpoint_rev_abc_g_aig_d28,unknown_muxcoord_anf_synthflow,prefix_parity_reduce_deg2_hybrid_endpoint_rev_abc_g_aig_d28,student/work/ex280_ex284_frontend_muxcoord_hybrid_full_20260609_0057/ex280/verilog/ex280_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_endpoint_rev.v,student/work/ex280_ex284_frontend_muxcoord_hybrid_synthflow_20260609_0057/ex280/aigs/ex280_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_endpoint_rev_abc_g_aig_d28.aig,1,1,1,357,30,10710,0.358,transform=prefix_parity_reduce; hybrid_degree=2; coord_width=15; features=121; ok_bits=0:1:2:3:4:5:6:7:9; residual_bits=8:10:11; residual_order=endpoint_rev; inconsistent=0xd00; used_features=59; term_counts=1:3:5:7:9:11:13:19:0:24:0:0; residual_terms=114:92:76; hash=61199c6ba0e3,Yosys abc gate set aig delay target 28
ex280,ex280_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_endpoint_rev_abc_g_aig_d32,unknown_muxcoord_anf_synthflow,prefix_parity_reduce_deg2_hybrid_endpoint_rev_abc_g_aig_d32,student/work/ex280_ex284_frontend_muxcoord_hybrid_full_20260609_0057/ex280/verilog/ex280_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_endpoint_rev.v,student/work/ex280_ex284_frontend_muxcoord_hybrid_synthflow_20260609_0057/ex280/aigs/ex280_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_endpoint_rev_abc_g_aig_d32.aig,1,1,1,357,30,10710,0.358,transform=prefix_parity_reduce; hybrid_degree=2; coord_width=15; features=121; ok_bits=0:1:2:3:4:5:6:7:9; residual_bits=8:10:11; residual_order=endpoint_rev; inconsistent=0xd00; used_features=59; term_counts=1:3:5:7:9:11:13:19:0:24:0:0; residual_terms=114:92:76; hash=61199c6ba0e3,Yosys abc gate set aig delay target 32
ex281,ex281_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_best_depth_abc_g_aig,unknown_muxcoord_anf_synthflow,prefix_parity_reduce_deg2_hybrid_best_depth_abc_g_aig,student/work/ex280_ex284_frontend_muxcoord_hybrid_full_20260609_0057/ex281/verilog/ex281_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_best_depth.v,student/work/ex280_ex284_frontend_muxcoord_hybrid_synthflow_20260609_0057/ex281/aigs/ex281_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_best_depth_abc_g_aig.aig,1,1,1,404,32,12928,0.425,transform=prefix_parity_reduce; hybrid_degree=2; coord_width=16; features=137; ok_bits=0:1:2:3:4:5:6:7:8:10; residual_bits=9:11:12; residual_order=rot3; inconsistent=0x1a00; used_features=70; term_counts=1:3:5:7:9:11:13:15:21:0:26:0:0; residual_terms=130:104:86; hash=203ffaad0f56,Yosys abc gate set aig
ex281,ex281_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_best_depth_abc_g_aig_d24,unknown_muxcoord_anf_synthflow,prefix_parity_reduce_deg2_hybrid_best_depth_abc_g_aig_d24,student/work/ex280_ex284_frontend_muxcoord_hybrid_full_20260609_0057/ex281/verilog/ex281_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_best_depth.v,student/work/ex280_ex284_frontend_muxcoord_hybrid_synthflow_20260609_0057/ex281/aigs/ex281_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_best_depth_abc_g_aig_d24.aig,1,1,1,404,32,12928,0.420,transform=prefix_parity_reduce; hybrid_degree=2; coord_width=16; features=137; ok_bits=0:1:2:3:4:5:6:7:8:10; residual_bits=9:11:12; residual_order=rot3; inconsistent=0x1a00; used_features=70; term_counts=1:3:5:7:9:11:13:15:21:0:26:0:0; residual_terms=130:104:86; hash=203ffaad0f56,Yosys abc gate set aig delay target 24
ex281,ex281_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_best_depth_abc_g_aig_d28,unknown_muxcoord_anf_synthflow,prefix_parity_reduce_deg2_hybrid_best_depth_abc_g_aig_d28,student/work/ex280_ex284_frontend_muxcoord_hybrid_full_20260609_0057/ex281/verilog/ex281_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_best_depth.v,student/work/ex280_ex284_frontend_muxcoord_hybrid_synthflow_20260609_0057/ex281/aigs/ex281_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_best_depth_abc_g_aig_d28.aig,1,1,1,404,32,12928,0.419,transform=prefix_parity_reduce; hybrid_degree=2; coord_width=16; features=137; ok_bits=0:1:2:3:4:5:6:7:8:10; residual_bits=9:11:12; residual_order=rot3; inconsistent=0x1a00; used_features=70; term_counts=1:3:5:7:9:11:13:15:21:0:26:0:0; residual_terms=130:104:86; hash=203ffaad0f56,Yosys abc gate set aig delay target 28
ex281,ex281_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_best_depth_abc_g_aig_d32,unknown_muxcoord_anf_synthflow,prefix_parity_reduce_deg2_hybrid_best_depth_abc_g_aig_d32,student/work/ex280_ex284_frontend_muxcoord_hybrid_full_20260609_0057/ex281/verilog/ex281_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_best_depth.v,student/work/ex280_ex284_frontend_muxcoord_hybrid_synthflow_20260609_0057/ex281/aigs/ex281_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_best_depth_abc_g_aig_d32.aig,1,1,1,404,32,12928,0.422,transform=prefix_parity_reduce; hybrid_degree=2; coord_width=16; features=137; ok_bits=0:1:2:3:4:5:6:7:8:10; residual_bits=9:11:12; residual_order=rot3; inconsistent=0x1a00; used_features=70; term_counts=1:3:5:7:9:11:13:15:21:0:26:0:0; residual_terms=130:104:86; hash=203ffaad0f56,Yosys abc gate set aig delay target 32
ex282,ex282_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_endpoint_rev_abc_g_aig,unknown_muxcoord_anf_synthflow,prefix_parity_reduce_deg2_hybrid_endpoint_rev_abc_g_aig,student/work/ex280_ex284_frontend_muxcoord_hybrid_full_20260609_0057/ex282/verilog/ex282_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_endpoint_rev.v,student/work/ex280_ex284_frontend_muxcoord_hybrid_synthflow_20260609_0057/ex282/aigs/ex282_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_endpoint_rev_abc_g_aig.aig,1,1,1,405,34,13770,0.526,transform=prefix_parity_reduce; hybrid_degree=2; coord_width=17; features=154; ok_bits=0:1:2:3:4:5:6:7:8:9:11; residual_bits=10:12:13; residual_order=endpoint_rev; inconsistent=0x3400; used_features=82; term_counts=1:3:5:7:9:11:13:15:17:23:0:28:0:0; residual_terms=146:116:96; hash=1813299874dd,Yosys abc gate set aig
ex282,ex282_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_endpoint_rev_abc_g_aig_d24,unknown_muxcoord_anf_synthflow,prefix_parity_reduce_deg2_hybrid_endpoint_rev_abc_g_aig_d24,student/work/ex280_ex284_frontend_muxcoord_hybrid_full_20260609_0057/ex282/verilog/ex282_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_endpoint_rev.v,student/work/ex280_ex284_frontend_muxcoord_hybrid_synthflow_20260609_0057/ex282/aigs/ex282_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_endpoint_rev_abc_g_aig_d24.aig,1,1,1,405,34,13770,0.523,transform=prefix_parity_reduce; hybrid_degree=2; coord_width=17; features=154; ok_bits=0:1:2:3:4:5:6:7:8:9:11; residual_bits=10:12:13; residual_order=endpoint_rev; inconsistent=0x3400; used_features=82; term_counts=1:3:5:7:9:11:13:15:17:23:0:28:0:0; residual_terms=146:116:96; hash=1813299874dd,Yosys abc gate set aig delay target 24
ex282,ex282_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_endpoint_rev_abc_g_aig_d28,unknown_muxcoord_anf_synthflow,prefix_parity_reduce_deg2_hybrid_endpoint_rev_abc_g_aig_d28,student/work/ex280_ex284_frontend_muxcoord_hybrid_full_20260609_0057/ex282/verilog/ex282_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_endpoint_rev.v,student/work/ex280_ex284_frontend_muxcoord_hybrid_synthflow_20260609_0057/ex282/aigs/ex282_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_endpoint_rev_abc_g_aig_d28.aig,1,1,1,405,34,13770,0.518,transform=prefix_parity_reduce; hybrid_degree=2; coord_width=17; features=154; ok_bits=0:1:2:3:4:5:6:7:8:9:11; residual_bits=10:12:13; residual_order=endpoint_rev; inconsistent=0x3400; used_features=82; term_counts=1:3:5:7:9:11:13:15:17:23:0:28:0:0; residual_terms=146:116:96; hash=1813299874dd,Yosys abc gate set aig delay target 28
