case,candidate_id,verified_truth,equivalent,area,delay,adp,verilog_path,aig_path,notes
ex280,ex280_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_endpoint_rev_abc_g_aig,1,1,357,30,10710,student/work/ex280_ex284_frontend_muxcoord_hybrid_full_20260609_0057/ex280/verilog/ex280_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_endpoint_rev.v,student/work/ex280_ex284_frontend_muxcoord_hybrid_synthflow_20260609_0057/ex280/aigs/ex280_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_endpoint_rev_abc_g_aig.aig,Yosys abc gate set aig
ex280,ex280_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_endpoint_rev_abc_g_aig_d24,1,1,357,30,10710,student/work/ex280_ex284_frontend_muxcoord_hybrid_full_20260609_0057/ex280/verilog/ex280_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_endpoint_rev.v,student/work/ex280_ex284_frontend_muxcoord_hybrid_synthflow_20260609_0057/ex280/aigs/ex280_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_endpoint_rev_abc_g_aig_d24.aig,Yosys abc gate set aig delay target 24
ex280,ex280_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_endpoint_rev_abc_g_aig_d28,1,1,357,30,10710,student/work/ex280_ex284_frontend_muxcoord_hybrid_full_20260609_0057/ex280/verilog/ex280_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_endpoint_rev.v,student/work/ex280_ex284_frontend_muxcoord_hybrid_synthflow_20260609_0057/ex280/aigs/ex280_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_endpoint_rev_abc_g_aig_d28.aig,Yosys abc gate set aig delay target 28
ex280,ex280_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_endpoint_rev_abc_g_aig_d32,1,1,357,30,10710,student/work/ex280_ex284_frontend_muxcoord_hybrid_full_20260609_0057/ex280/verilog/ex280_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_endpoint_rev.v,student/work/ex280_ex284_frontend_muxcoord_hybrid_synthflow_20260609_0057/ex280/aigs/ex280_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_endpoint_rev_abc_g_aig_d32.aig,Yosys abc gate set aig delay target 32
ex281,ex281_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_best_depth_abc_g_aig,1,1,404,32,12928,student/work/ex280_ex284_frontend_muxcoord_hybrid_full_20260609_0057/ex281/verilog/ex281_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_best_depth.v,student/work/ex280_ex284_frontend_muxcoord_hybrid_synthflow_20260609_0057/ex281/aigs/ex281_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_best_depth_abc_g_aig.aig,Yosys abc gate set aig
ex281,ex281_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_best_depth_abc_g_aig_d24,1,1,404,32,12928,student/work/ex280_ex284_frontend_muxcoord_hybrid_full_20260609_0057/ex281/verilog/ex281_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_best_depth.v,student/work/ex280_ex284_frontend_muxcoord_hybrid_synthflow_20260609_0057/ex281/aigs/ex281_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_best_depth_abc_g_aig_d24.aig,Yosys abc gate set aig delay target 24
ex281,ex281_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_best_depth_abc_g_aig_d28,1,1,404,32,12928,student/work/ex280_ex284_frontend_muxcoord_hybrid_full_20260609_0057/ex281/verilog/ex281_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_best_depth.v,student/work/ex280_ex284_frontend_muxcoord_hybrid_synthflow_20260609_0057/ex281/aigs/ex281_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_best_depth_abc_g_aig_d28.aig,Yosys abc gate set aig delay target 28
ex281,ex281_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_best_depth_abc_g_aig_d32,1,1,404,32,12928,student/work/ex280_ex284_frontend_muxcoord_hybrid_full_20260609_0057/ex281/verilog/ex281_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_best_depth.v,student/work/ex280_ex284_frontend_muxcoord_hybrid_synthflow_20260609_0057/ex281/aigs/ex281_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_best_depth_abc_g_aig_d32.aig,Yosys abc gate set aig delay target 32
ex282,ex282_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_endpoint_rev_abc_g_aig,1,1,405,34,13770,student/work/ex280_ex284_frontend_muxcoord_hybrid_full_20260609_0057/ex282/verilog/ex282_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_endpoint_rev.v,student/work/ex280_ex284_frontend_muxcoord_hybrid_synthflow_20260609_0057/ex282/aigs/ex282_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_endpoint_rev_abc_g_aig.aig,Yosys abc gate set aig
ex282,ex282_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_endpoint_rev_abc_g_aig_d24,1,1,405,34,13770,student/work/ex280_ex284_frontend_muxcoord_hybrid_full_20260609_0057/ex282/verilog/ex282_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_endpoint_rev.v,student/work/ex280_ex284_frontend_muxcoord_hybrid_synthflow_20260609_0057/ex282/aigs/ex282_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_endpoint_rev_abc_g_aig_d24.aig,Yosys abc gate set aig delay target 24
