case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,runtime_sec,items,notes
ex280,ex280_unknown_key_perbit_endpoint_bdd_prefix_parity_reduce_endpoint,unknown_key_perbit_endpoint_bdd,prefix_parity_reduce_endpoint,student/work/ex280_ex284_frontend_key_perbit_endpoint_bdd_20260608_1928/ex280/verilog/ex280_unknown_key_perbit_endpoint_bdd_prefix_parity_reduce_endpoint.v,student/work/ex280_ex284_frontend_key_perbit_endpoint_bdd_20260608_1928/ex280/aigs/ex280_unknown_key_perbit_endpoint_bdd_prefix_parity_reduce_endpoint.aig,1,1,1,842,27,22734,0.944,transform=prefix_parity_reduce; order_variant=endpoint; total_bdd_nodes=557; max_bdd_depth=12; bit0:support=0:1:2:3:8:9:10:11:nodes=9:depth=6; bit1:support=0:1:2:3:4:7:8:9:10:11:nodes=20:depth=8; bit2:support=0:1:2:3:4:5:6:7:8:9:10:11:nodes=28:depth=10; bit3:support=0:1:2:3:4:5:6:7:8:9:10:11:nodes=34:depth=11; bit4:support=0:1:2:3:4:5:6:7:8:9:10:11:nodes=39:depth=12; bit5:support=0:1:2:3:4:5:6:7:8:9:10:11:nodes=51:depth=12; bit6:support=0:1:2:3:4:5:6:7:8:9:10:11:nodes=68:depth=12; bit7:support=0:1:2:3:4:5:6:7:8:9:10:11:nodes=84:depth=12; bit8:support=0:1:2:3:4:5:6:7:8:9:10:11:nodes=71:depth=12; bit9:support=0:1:2:3:4:5:6:7:8:9:10:11:nodes=54:depth=12; bit10:support=0:1:2:3:4:5:6:7:8:9:10:11:nodes=41:depth=12; bit11:support=0:1:2:3:4:5:6:7:8:9:10:11:nodes=58:depth=12; hash=d0242a6a9564,unknown per-bit endpoint-order BDD Verilog seed
ex280,ex280_unknown_key_perbit_endpoint_bdd_prefix_parity_reduce_endpoint_rev,unknown_key_perbit_endpoint_bdd,prefix_parity_reduce_endpoint_rev,student/work/ex280_ex284_frontend_key_perbit_endpoint_bdd_20260608_1928/ex280/verilog/ex280_unknown_key_perbit_endpoint_bdd_prefix_parity_reduce_endpoint_rev.v,student/work/ex280_ex284_frontend_key_perbit_endpoint_bdd_20260608_1928/ex280/aigs/ex280_unknown_key_perbit_endpoint_bdd_prefix_parity_reduce_endpoint_rev.aig,1,1,1,778,28,21784,0.940,transform=prefix_parity_reduce; order_variant=endpoint_rev; total_bdd_nodes=557; max_bdd_depth=12; bit0:support=0:1:2:3:8:9:10:11:nodes=11:depth=6; bit1:support=0:1:2:3:4:7:8:9:10:11:nodes=23:depth=8; bit2:support=0:1:2:3:4:5:6:7:8:9:10:11:nodes=33:depth=10; bit3:support=0:1:2:3:4:5:6:7:8:9:10:11:nodes=38:depth=11; bit4:support=0:1:2:3:4:5:6:7:8:9:10:11:nodes=42:depth=12; bit5:support=0:1:2:3:4:5:6:7:8:9:10:11:nodes=51:depth=12; bit6:support=0:1:2:3:4:5:6:7:8:9:10:11:nodes=70:depth=12; bit7:support=0:1:2:3:4:5:6:7:8:9:10:11:nodes=79:depth=12; bit8:support=0:1:2:3:4:5:6:7:8:9:10:11:nodes=66:depth=12; bit9:support=0:1:2:3:4:5:6:7:8:9:10:11:nodes=49:depth=12; bit10:support=0:1:2:3:4:5:6:7:8:9:10:11:nodes=41:depth=12; bit11:support=0:1:2:3:4:5:6:7:8:9:10:11:nodes=54:depth=12; hash=93d885932689,unknown per-bit endpoint-order BDD Verilog seed
ex281,ex281_unknown_key_perbit_endpoint_bdd_prefix_parity_reduce_endpoint,unknown_key_perbit_endpoint_bdd,prefix_parity_reduce_endpoint,student/work/ex280_ex284_frontend_key_perbit_endpoint_bdd_20260608_1928/ex281/verilog/ex281_unknown_key_perbit_endpoint_bdd_prefix_parity_reduce_endpoint.v,student/work/ex280_ex284_frontend_key_perbit_endpoint_bdd_20260608_1928/ex281/aigs/ex281_unknown_key_perbit_endpoint_bdd_prefix_parity_reduce_endpoint.aig,1,1,1,1004,34,34136,1.639,transform=prefix_parity_reduce; order_variant=endpoint; total_bdd_nodes=657; max_bdd_depth=13; bit0:support=0:1:2:3:9:10:11:12:nodes=9:depth=6; bit1:support=0:1:2:3:4:8:9:10:11:12:nodes=20:depth=8; bit2:support=0:1:2:3:4:5:7:8:9:10:11:12:nodes=28:depth=10; bit3:support=0:1:2:3:4:5:6:7:8:9:10:11:12:nodes=35:depth=12; bit4:support=0:1:2:3:4:5:6:7:8:9:10:11:12:nodes=46:depth=13; bit5:support=0:1:2:3:4:5:6:7:8:9:10:11:12:nodes=50:depth=13; bit6:support=0:1:2:3:4:5:6:7:8:9:10:11:12:nodes=60:depth=13; bit7:support=0:1:2:3:4:5:6:7:8:9:10:11:12:nodes=81:depth=13; bit8:support=0:1:2:3:4:5:6:7:8:9:10:11:12:nodes=88:depth=13; bit9:support=0:1:2:3:4:5:6:7:8:9:10:11:12:nodes=75:depth=13; bit10:support=0:1:2:3:4:5:6:7:8:9:10:11:12:nodes=58:depth=13; bit11:support=0:1:2:3:4:5:6:7:8:9:10:11:12:nodes=45:depth=13; bit12:support=0:1:2:3:4:5:6:7:8:9:10:11:12:nodes=62:depth=13; hash=64af62b7eb3a,unknown per-bit endpoint-order BDD Verilog seed
ex281,ex281_unknown_key_perbit_endpoint_bdd_prefix_parity_reduce_endpoint_rev,unknown_key_perbit_endpoint_bdd,prefix_parity_reduce_endpoint_rev,student/work/ex280_ex284_frontend_key_perbit_endpoint_bdd_20260608_1928/ex281/verilog/ex281_unknown_key_perbit_endpoint_bdd_prefix_parity_reduce_endpoint_rev.v,student/work/ex280_ex284_frontend_key_perbit_endpoint_bdd_20260608_1928/ex281/aigs/ex281_unknown_key_perbit_endpoint_bdd_prefix_parity_reduce_endpoint_rev.aig,1,1,1,945,31,29295,1.647,transform=prefix_parity_reduce; order_variant=endpoint_rev; total_bdd_nodes=662; max_bdd_depth=13; bit0:support=0:1:2:3:9:10:11:12:nodes=11:depth=6; bit1:support=0:1:2:3:4:8:9:10:11:12:nodes=23:depth=8; bit2:support=0:1:2:3:4:5:7:8:9:10:11:12:nodes=33:depth=10; bit3:support=0:1:2:3:4:5:6:7:8:9:10:11:12:nodes=39:depth=12; bit4:support=0:1:2:3:4:5:6:7:8:9:10:11:12:nodes=49:depth=13; bit5:support=0:1:2:3:4:5:6:7:8:9:10:11:12:nodes=53:depth=13; bit6:support=0:1:2:3:4:5:6:7:8:9:10:11:12:nodes=62:depth=13; bit7:support=0:1:2:3:4:5:6:7:8:9:10:11:12:nodes=83:depth=13; bit8:support=0:1:2:3:4:5:6:7:8:9:10:11:12:nodes=83:depth=13; bit9:support=0:1:2:3:4:5:6:7:8:9:10:11:12:nodes=70:depth=13; bit10:support=0:1:2:3:4:5:6:7:8:9:10:11:12:nodes=53:depth=13; bit11:support=0:1:2:3:4:5:6:7:8:9:10:11:12:nodes=45:depth=13; bit12:support=0:1:2:3:4:5:6:7:8:9:10:11:12:nodes=58:depth=13; hash=0638eaba41e7,unknown per-bit endpoint-order BDD Verilog seed
ex282,ex282_unknown_key_perbit_endpoint_bdd_prefix_parity_reduce_endpoint,unknown_key_perbit_endpoint_bdd,prefix_parity_reduce_endpoint,student/work/ex280_ex284_frontend_key_perbit_endpoint_bdd_20260608_1928/ex282/verilog/ex282_unknown_key_perbit_endpoint_bdd_prefix_parity_reduce_endpoint.v,student/work/ex280_ex284_frontend_key_perbit_endpoint_bdd_20260608_1928/ex282/aigs/ex282_unknown_key_perbit_endpoint_bdd_prefix_parity_reduce_endpoint.aig,1,1,1,1129,34,38386,3.176,transform=prefix_parity_reduce; order_variant=endpoint; total_bdd_nodes=758; max_bdd_depth=14; bit0:support=0:1:2:3:10:11:12:13:nodes=9:depth=6; bit1:support=0:1:2:3:4:9:10:11:12:13:nodes=20:depth=8; bit2:support=0:1:2:3:4:5:8:9:10:11:12:13:nodes=28:depth=10; bit3:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:nodes=36:depth=12; bit4:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:nodes=42:depth=13; bit5:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:nodes=47:depth=14; bit6:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:nodes=59:depth=14; bit7:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:nodes=76:depth=14; bit8:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:nodes=93:depth=14; bit9:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:nodes=92:depth=14; bit10:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:nodes=79:depth=14; bit11:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:nodes=62:depth=14; bit12:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:nodes=49:depth=14; bit13:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:nodes=66:depth=14; hash=86eda3b7cadb,unknown per-bit endpoint-order BDD Verilog seed
ex282,ex282_unknown_key_perbit_endpoint_bdd_prefix_parity_reduce_endpoint_rev,unknown_key_perbit_endpoint_bdd,prefix_parity_reduce_endpoint_rev,student/work/ex280_ex284_frontend_key_perbit_endpoint_bdd_20260608_1928/ex282/verilog/ex282_unknown_key_perbit_endpoint_bdd_prefix_parity_reduce_endpoint_rev.v,student/work/ex280_ex284_frontend_key_perbit_endpoint_bdd_20260608_1928/ex282/aigs/ex282_unknown_key_perbit_endpoint_bdd_prefix_parity_reduce_endpoint_rev.aig,1,1,1,1069,38,40622,3.198,transform=prefix_parity_reduce; order_variant=endpoint_rev; total_bdd_nodes=759; max_bdd_depth=14; bit0:support=0:1:2:3:10:11:12:13:nodes=11:depth=6; bit1:support=0:1:2:3:4:9:10:11:12:13:nodes=23:depth=8; bit2:support=0:1:2:3:4:5:8:9:10:11:12:13:nodes=33:depth=10; bit3:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:nodes=41:depth=12; bit4:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:nodes=46:depth=13; bit5:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:nodes=50:depth=14; bit6:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:nodes=59:depth=14; bit7:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:nodes=78:depth=14; bit8:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:nodes=89:depth=14; bit9:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:nodes=87:depth=14; bit10:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:nodes=74:depth=14; bit11:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:nodes=57:depth=14; bit12:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:nodes=49:depth=14; bit13:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:nodes=62:depth=14; hash=0caa10237a9f,unknown per-bit endpoint-order BDD Verilog seed
ex283,ex283_unknown_key_perbit_endpoint_bdd_prefix_parity_reduce_endpoint,unknown_key_perbit_endpoint_bdd,prefix_parity_reduce_endpoint,student/work/ex280_ex284_frontend_key_perbit_endpoint_bdd_20260608_1928/ex283/verilog/ex283_unknown_key_perbit_endpoint_bdd_prefix_parity_reduce_endpoint.v,student/work/ex280_ex284_frontend_key_perbit_endpoint_bdd_20260608_1928/ex283/aigs/ex283_unknown_key_perbit_endpoint_bdd_prefix_parity_reduce_endpoint.aig,1,1,1,1312,38,49856,6.539,transform=prefix_parity_reduce; order_variant=endpoint; total_bdd_nodes=870; max_bdd_depth=15; bit0:support=0:1:2:3:11:12:13:14:nodes=9:depth=6; bit1:support=0:1:2:3:4:10:11:12:13:14:nodes=20:depth=8; bit2:support=0:1:2:3:4:5:9:10:11:12:13:14:nodes=28:depth=10; bit3:support=0:1:2:3:4:5:6:8:9:10:11:12:13:14:nodes=36:depth=12; bit4:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:nodes=43:depth=14; bit5:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:nodes=54:depth=15; bit6:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:nodes=58:depth=15; bit7:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:nodes=68:depth=15; bit8:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:nodes=89:depth=15; bit9:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:nodes=97:depth=15; bit10:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:nodes=96:depth=15; bit11:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:nodes=83:depth=15; bit12:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:nodes=66:depth=15; bit13:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:nodes=53:depth=15; bit14:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:nodes=70:depth=15; hash=1e63ed07dd6a,unknown per-bit endpoint-order BDD Verilog seed
ex283,ex283_unknown_key_perbit_endpoint_bdd_prefix_parity_reduce_endpoint_rev,unknown_key_perbit_endpoint_bdd,prefix_parity_reduce_endpoint_rev,student/work/ex280_ex284_frontend_key_perbit_endpoint_bdd_20260608_1928/ex283/verilog/ex283_unknown_key_perbit_endpoint_bdd_prefix_parity_reduce_endpoint_rev.v,student/work/ex280_ex284_frontend_key_perbit_endpoint_bdd_20260608_1928/ex283/aigs/ex283_unknown_key_perbit_endpoint_bdd_prefix_parity_reduce_endpoint_rev.aig,1,1,1,1208,45,54360,6.674,transform=prefix_parity_reduce; order_variant=endpoint_rev; total_bdd_nodes=876; max_bdd_depth=15; bit0:support=0:1:2:3:11:12:13:14:nodes=11:depth=6; bit1:support=0:1:2:3:4:10:11:12:13:14:nodes=23:depth=8; bit2:support=0:1:2:3:4:5:9:10:11:12:13:14:nodes=33:depth=10; bit3:support=0:1:2:3:4:5:6:8:9:10:11:12:13:14:nodes=41:depth=12; bit4:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:nodes=47:depth=14; bit5:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:nodes=57:depth=15; bit6:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:nodes=61:depth=15; bit7:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:nodes=70:depth=15; bit8:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:nodes=91:depth=15; bit9:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:nodes=93:depth=15; bit10:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:nodes=91:depth=15; bit11:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:nodes=78:depth=15; bit12:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:nodes=61:depth=15; bit13:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:nodes=53:depth=15; bit14:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:nodes=66:depth=15; hash=b039f23a9eec,unknown per-bit endpoint-order BDD Verilog seed
ex284,ex284_unknown_key_perbit_endpoint_bdd_prefix_parity_reduce_endpoint,unknown_key_perbit_endpoint_bdd,prefix_parity_reduce_endpoint,student/work/ex280_ex284_frontend_key_perbit_endpoint_bdd_20260608_1928/ex284/verilog/ex284_unknown_key_perbit_endpoint_bdd_prefix_parity_reduce_endpoint.v,student/work/ex280_ex284_frontend_key_perbit_endpoint_bdd_20260608_1928/ex284/aigs/ex284_unknown_key_perbit_endpoint_bdd_prefix_parity_reduce_endpoint.aig,1,1,1,1494,43,64242,14.223,transform=prefix_parity_reduce; order_variant=endpoint; total_bdd_nodes=983; max_bdd_depth=16; bit0:support=0:1:2:3:12:13:14:15:nodes=9:depth=6; bit1:support=0:1:2:3:4:11:12:13:14:15:nodes=20:depth=8; bit2:support=0:1:2:3:4:5:10:11:12:13:14:15:nodes=28:depth=10; bit3:support=0:1:2:3:4:5:6:9:10:11:12:13:14:15:nodes=36:depth=12; bit4:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:15:nodes=44:depth=14; bit5:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:15:nodes=50:depth=15; bit6:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:15:nodes=55:depth=16; bit7:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:15:nodes=67:depth=16; bit8:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:15:nodes=84:depth=16; bit9:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:15:nodes=101:depth=16; bit10:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:15:nodes=101:depth=16; bit11:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:15:nodes=100:depth=16; bit12:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:15:nodes=87:depth=16; bit13:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:15:nodes=70:depth=16; bit14:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:15:nodes=57:depth=16; bit15:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:15:nodes=74:depth=16; hash=5b9ac4400611,unknown per-bit endpoint-order BDD Verilog seed
ex284,ex284_unknown_key_perbit_endpoint_bdd_prefix_parity_reduce_endpoint_rev,unknown_key_perbit_endpoint_bdd,prefix_parity_reduce_endpoint_rev,student/work/ex280_ex284_frontend_key_perbit_endpoint_bdd_20260608_1928/ex284/verilog/ex284_unknown_key_perbit_endpoint_bdd_prefix_parity_reduce_endpoint_rev.v,student/work/ex280_ex284_frontend_key_perbit_endpoint_bdd_20260608_1928/ex284/aigs/ex284_unknown_key_perbit_endpoint_bdd_prefix_parity_reduce_endpoint_rev.aig,1,1,1,1374,43,59082,14.519,transform=prefix_parity_reduce; order_variant=endpoint_rev; total_bdd_nodes=985; max_bdd_depth=16; bit0:support=0:1:2:3:12:13:14:15:nodes=11:depth=6; bit1:support=0:1:2:3:4:11:12:13:14:15:nodes=23:depth=8; bit2:support=0:1:2:3:4:5:10:11:12:13:14:15:nodes=33:depth=10; bit3:support=0:1:2:3:4:5:6:9:10:11:12:13:14:15:nodes=41:depth=12; bit4:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:15:nodes=49:depth=14; bit5:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:15:nodes=54:depth=15; bit6:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:15:nodes=58:depth=16; bit7:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:15:nodes=67:depth=16; bit8:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:15:nodes=86:depth=16; bit9:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:15:nodes=97:depth=16; bit10:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:15:nodes=97:depth=16; bit11:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:15:nodes=95:depth=16; bit12:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:15:nodes=82:depth=16; bit13:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:15:nodes=65:depth=16; bit14:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:15:nodes=57:depth=16; bit15:support=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:15:nodes=70:depth=16; hash=d44f5c19ea3b,unknown per-bit endpoint-order BDD Verilog seed
