case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,items,classification,notes
ex225,ex225_fp16_log10_manual_ex225_bitvec12_9_bit14,fp16_log10,manual_ex225_bitvec12_9_bit14,student/work/ex225_frontend_fp16_manual_shallow_20260607_1312/ex225/verilog/ex225_fp16_log10_manual_ex225_bitvec12_9_bit14.v,student/work/ex225_frontend_fp16_manual_shallow_20260607_1312/ex225/aigs/ex225_fp16_log10_manual_ex225_bitvec12_9_bit14.aig,1,1,1,11555,23,265765,116676,2.277803,0,0,16.322,"manual_bits=14; bitvec_bits=12,9; table_items=31777; bits=12,9; threshold=32; const_groups=47; range_groups=17; table_groups=0; range_items=72; table_items=0",structural_exact,"per-output-bit run-cover hybrid; manual_bits=14; bitvec_bits=12,9; table_items=31777; bits=12,9; threshold=32; const_groups=47; range_groups=17; table_groups=0; range_items=72; table_items=0"
ex225,ex225_fp16_log10_manual_ex225_bitvec14_12_9_bit13,fp16_log10,manual_ex225_bitvec14_12_9_bit13,student/work/ex225_frontend_fp16_manual_shallow_20260607_1312/ex225/verilog/ex225_fp16_log10_manual_ex225_bitvec14_12_9_bit13.v,student/work/ex225_frontend_fp16_manual_shallow_20260607_1312/ex225/aigs/ex225_fp16_log10_manual_ex225_bitvec14_12_9_bit13.aig,1,1,1,11551,24,277224,116676,2.376016,0,0,15.938,"manual_bits=13; bitvec_bits=14,12,9; table_items=31777; bits=14,12,9; threshold=32; const_groups=47; range_groups=17; table_groups=0; range_items=72; table_items=0",structural_exact,"per-output-bit run-cover hybrid; manual_bits=13; bitvec_bits=14,12,9; table_items=31777; bits=14,12,9; threshold=32; const_groups=47; range_groups=17; table_groups=0; range_items=72; table_items=0"
ex225,ex225_fp16_log10_manual_ex225_bitvec14_9_bit12,fp16_log10,manual_ex225_bitvec14_9_bit12,student/work/ex225_frontend_fp16_manual_shallow_20260607_1312/ex225/verilog/ex225_fp16_log10_manual_ex225_bitvec14_9_bit12.v,student/work/ex225_frontend_fp16_manual_shallow_20260607_1312/ex225/aigs/ex225_fp16_log10_manual_ex225_bitvec14_9_bit12.aig,1,1,1,11567,23,266041,116676,2.280169,0,0,15.769,"manual_bits=12; bitvec_bits=14,9; table_items=31777; bits=14,9; threshold=32; const_groups=47; range_groups=17; table_groups=0; range_items=71; table_items=0",structural_exact,"per-output-bit run-cover hybrid; manual_bits=12; bitvec_bits=14,9; table_items=31777; bits=14,9; threshold=32; const_groups=47; range_groups=17; table_groups=0; range_items=71; table_items=0"
