case,hypothesis/function_guess,candidate_count,verified_truth_count,synthesized_count,equivalent_count,semantic_exact_count,semantic_hybrid_count,structural_exact_count,best_candidate_id,best_variant,best_classification,best_area,best_delay,best_adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,top5,notes
ex223,fp16_log,2,2,2,2,1,1,0,ex223_fp16_log_signsplit_q20_exc,signsplit_q20_exc,semantic_hybrid,6563,58,380654,120549,3.157670,0,0,signsplit_q20_exc:380654; signsplit_q22:415929,
ex224,fp16_log2,2,2,2,2,1,1,0,ex224_fp16_log2_signsplit_q18_exc,signsplit_q18_exc,semantic_hybrid,3676,50,183800,64708,2.840452,0,0,signsplit_q18_exc:183800; signsplit_q20:215271,
