case,candidate_id,hypothesis,variant,verilog_path,aig_path,area,delay,adp,items,notes
ex280,ex280_unknown_layered_anf_davio_identity_deg1_best_residual,unknown_layered_anf_davio,identity_deg1_best_residual,student/work/ex280_ex284_frontend_layered_anf_davio_20260608_2228/ex280/verilog/ex280_unknown_layered_anf_davio_identity_deg1_best_residual.v,student/work/ex280_ex284_frontend_layered_anf_davio_20260608_2228/ex280/aigs/ex280_unknown_layered_anf_davio_identity_deg1_best_residual.aig,1198,27,32346,transform=identity; threshold=1; order=interleave; direct_terms=10; residual_terms=2132; direct_unique=5; residual_nodes_est=399; davio_nodes=703; hash=258d1b10d118,unknown layered ANF/Davio Verilog seed
ex281,ex281_unknown_layered_anf_davio_identity_deg1_best_residual,unknown_layered_anf_davio,identity_deg1_best_residual,student/work/ex280_ex284_frontend_layered_anf_davio_20260608_2228/ex281/verilog/ex281_unknown_layered_anf_davio_identity_deg1_best_residual.v,student/work/ex280_ex284_frontend_layered_anf_davio_20260608_2228/ex281/aigs/ex281_unknown_layered_anf_davio_identity_deg1_best_residual.aig,1501,29,43529,transform=identity; threshold=1; order=interleave; direct_terms=11; residual_terms=3328; direct_unique=6; residual_nodes_est=482; davio_nodes=852; hash=564a3a4c9687,unknown layered ANF/Davio Verilog seed
ex282,ex282_unknown_layered_anf_davio_identity_deg1_best_residual,unknown_layered_anf_davio,identity_deg1_best_residual,student/work/ex280_ex284_frontend_layered_anf_davio_20260608_2228/ex282/verilog/ex282_unknown_layered_anf_davio_identity_deg1_best_residual.v,student/work/ex280_ex284_frontend_layered_anf_davio_20260608_2228/ex282/aigs/ex282_unknown_layered_anf_davio_identity_deg1_best_residual.aig,1699,33,56067,transform=identity; threshold=1; order=interleave; direct_terms=12; residual_terms=4254; direct_unique=6; residual_nodes_est=546; davio_nodes=967; hash=59f40796e099,unknown layered ANF/Davio Verilog seed
ex283,ex283_unknown_layered_anf_davio_identity_deg1_best_residual,unknown_layered_anf_davio,identity_deg1_best_residual,student/work/ex280_ex284_frontend_layered_anf_davio_20260608_2228/ex283/verilog/ex283_unknown_layered_anf_davio_identity_deg1_best_residual.v,student/work/ex280_ex284_frontend_layered_anf_davio_20260608_2228/ex283/aigs/ex283_unknown_layered_anf_davio_identity_deg1_best_residual.aig,2059,35,72065,transform=identity; threshold=1; order=interleave; direct_terms=13; residual_terms=6280; direct_unique=7; residual_nodes_est=638; davio_nodes=1134; hash=97e5f9b909b0,unknown layered ANF/Davio Verilog seed
ex284,ex284_unknown_layered_anf_davio_identity_deg1_best_residual,unknown_layered_anf_davio,identity_deg1_best_residual,student/work/ex280_ex284_frontend_layered_anf_davio_20260608_2228/ex284/verilog/ex284_unknown_layered_anf_davio_identity_deg1_best_residual.v,student/work/ex280_ex284_frontend_layered_anf_davio_20260608_2228/ex284/aigs/ex284_unknown_layered_anf_davio_identity_deg1_best_residual.aig,2315,39,90285,transform=identity; threshold=1; order=interleave; direct_terms=14; residual_terms=7718; direct_unique=7; residual_nodes_est=707; davio_nodes=1259; hash=a36e432da754,unknown layered ANF/Davio Verilog seed
