case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex260,ex260_smul_baugh_wooley_wallace_hcla4_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_hcla4+abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex260/verilog/ex260_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla4_abc_g_aig.aig,1,1,1,92,13,1196,657,1.820396,0,0,0.207,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_rev_synth_preset_d13,signed low5_high5:a*b,baugh_wooley_wallace_rev+synth_preset_d13,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/verilog/ex261_smul_baugh_wooley_wallace_rev.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_synth_preset_d13.aig,1,1,1,163,20,3260,2041,1.597256,0,0,0.275,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_rev_synth_preset_d18,signed low5_high5:a*b,baugh_wooley_wallace_rev+synth_preset_d18,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/verilog/ex261_smul_baugh_wooley_wallace_rev.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_synth_preset_d18.aig,1,1,1,163,20,3260,2041,1.597256,0,0,0.274,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev; flow=synth_preset_d18
ex261,ex261_smul_baugh_wooley_wallace_outside_abc_g_aig,signed low5_high5:a*b,baugh_wooley_wallace_outside+abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/verilog/ex261_smul_baugh_wooley_wallace_outside.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_abc_g_aig.aig,1,1,1,159,20,3180,2041,1.558060,0,0,0.215,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_outside_wreduce_abc_g_aig,signed low5_high5:a*b,baugh_wooley_wallace_outside+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/verilog/ex261_smul_baugh_wooley_wallace_outside.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_wreduce_abc_g_aig.aig,1,1,1,159,20,3180,2041,1.558060,0,0,0.224,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_outside_synth_preset_d13,signed low5_high5:a*b,baugh_wooley_wallace_outside+synth_preset_d13,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/verilog/ex261_smul_baugh_wooley_wallace_outside.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_synth_preset_d13.aig,1,1,1,159,20,3180,2041,1.558060,0,0,0.269,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_outside_synth_preset_d18,signed low5_high5:a*b,baugh_wooley_wallace_outside+synth_preset_d18,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/verilog/ex261_smul_baugh_wooley_wallace_outside.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_synth_preset_d18.aig,1,1,1,159,20,3180,2041,1.558060,0,0,0.267,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside; flow=synth_preset_d18
ex262,ex262_smul_baugh_wooley_wallace_hcla4_abc_g_aig,signed low6_high6:a*b,baugh_wooley_wallace_hcla4+abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/verilog/ex262_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/aigs/ex262_smul_baugh_wooley_wallace_hcla4_abc_g_aig.aig,1,1,1,252,22,5544,4900,1.131429,1,0,0.293,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig
ex262,ex262_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig,signed low6_high6:a*b,baugh_wooley_wallace_hcla4+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/verilog/ex262_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/aigs/ex262_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig.aig,1,1,1,252,22,5544,4900,1.131429,1,0,0.299,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=baugh_wooley_wallace_hcla4; flow=wreduce_abc_g_aig
ex262,ex262_smul_baugh_wooley_wallace_hcla4_synth_preset_d13,signed low6_high6:a*b,baugh_wooley_wallace_hcla4+synth_preset_d13,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/verilog/ex262_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/aigs/ex262_smul_baugh_wooley_wallace_hcla4_synth_preset_d13.aig,1,1,1,253,22,5566,4900,1.135918,1,0,0.377,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d13
ex262,ex262_smul_baugh_wooley_wallace_hcla4_synth_preset_d18,signed low6_high6:a*b,baugh_wooley_wallace_hcla4+synth_preset_d18,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/verilog/ex262_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/aigs/ex262_smul_baugh_wooley_wallace_hcla4_synth_preset_d18.aig,1,1,1,253,22,5566,4900,1.135918,1,0,0.372,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d18
ex262,ex262_smul_baugh_wooley_wallace_hcla6_abc_g_aig,signed low6_high6:a*b,baugh_wooley_wallace_hcla6+abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/verilog/ex262_smul_baugh_wooley_wallace_hcla6.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/aigs/ex262_smul_baugh_wooley_wallace_hcla6_abc_g_aig.aig,1,1,1,246,23,5658,4900,1.154694,1,0,0.287,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=baugh_wooley_wallace_hcla6; flow=abc_g_aig
ex262,ex262_smul_baugh_wooley_wallace_hcla6_wreduce_abc_g_aig,signed low6_high6:a*b,baugh_wooley_wallace_hcla6+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/verilog/ex262_smul_baugh_wooley_wallace_hcla6.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/aigs/ex262_smul_baugh_wooley_wallace_hcla6_wreduce_abc_g_aig.aig,1,1,1,253,23,5819,4900,1.187551,1,0,0.300,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=baugh_wooley_wallace_hcla6; flow=wreduce_abc_g_aig
ex262,ex262_smul_baugh_wooley_wallace_hcla6_synth_preset_d13,signed low6_high6:a*b,baugh_wooley_wallace_hcla6+synth_preset_d13,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/verilog/ex262_smul_baugh_wooley_wallace_hcla6.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/aigs/ex262_smul_baugh_wooley_wallace_hcla6_synth_preset_d13.aig,1,1,1,249,25,6225,4900,1.270408,1,0,0.354,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=baugh_wooley_wallace_hcla6; flow=synth_preset_d13
ex262,ex262_smul_baugh_wooley_wallace_hcla6_synth_preset_d18,signed low6_high6:a*b,baugh_wooley_wallace_hcla6+synth_preset_d18,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/verilog/ex262_smul_baugh_wooley_wallace_hcla6.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/aigs/ex262_smul_baugh_wooley_wallace_hcla6_synth_preset_d18.aig,1,1,1,249,25,6225,4900,1.270408,1,0,0.357,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=baugh_wooley_wallace_hcla6; flow=synth_preset_d18
ex262,ex262_smul_baugh_wooley_wallace_hcla8_abc_g_aig,signed low6_high6:a*b,baugh_wooley_wallace_hcla8+abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/verilog/ex262_smul_baugh_wooley_wallace_hcla8.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/aigs/ex262_smul_baugh_wooley_wallace_hcla8_abc_g_aig.aig,1,1,1,243,24,5832,4900,1.190204,1,0,0.273,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=baugh_wooley_wallace_hcla8; flow=abc_g_aig
ex262,ex262_smul_baugh_wooley_wallace_hcla8_wreduce_abc_g_aig,signed low6_high6:a*b,baugh_wooley_wallace_hcla8+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/verilog/ex262_smul_baugh_wooley_wallace_hcla8.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/aigs/ex262_smul_baugh_wooley_wallace_hcla8_wreduce_abc_g_aig.aig,1,1,1,243,24,5832,4900,1.190204,1,0,0.281,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=baugh_wooley_wallace_hcla8; flow=wreduce_abc_g_aig
ex262,ex262_smul_baugh_wooley_wallace_hcla8_synth_preset_d13,signed low6_high6:a*b,baugh_wooley_wallace_hcla8+synth_preset_d13,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/verilog/ex262_smul_baugh_wooley_wallace_hcla8.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/aigs/ex262_smul_baugh_wooley_wallace_hcla8_synth_preset_d13.aig,1,1,1,241,26,6266,4900,1.278776,1,0,0.331,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=baugh_wooley_wallace_hcla8; flow=synth_preset_d13
ex262,ex262_smul_baugh_wooley_wallace_hcla8_synth_preset_d18,signed low6_high6:a*b,baugh_wooley_wallace_hcla8+synth_preset_d18,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/verilog/ex262_smul_baugh_wooley_wallace_hcla8.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/aigs/ex262_smul_baugh_wooley_wallace_hcla8_synth_preset_d18.aig,1,1,1,241,26,6266,4900,1.278776,1,0,0.333,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=baugh_wooley_wallace_hcla8; flow=synth_preset_d18
ex262,ex262_smul_baugh_wooley_wallace_abc_g_aig,signed low6_high6:a*b,baugh_wooley_wallace+abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/verilog/ex262_smul_baugh_wooley_wallace.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/aigs/ex262_smul_baugh_wooley_wallace_abc_g_aig.aig,1,1,1,254,23,5842,4900,1.192245,1,0,0.263,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=baugh_wooley_wallace; flow=abc_g_aig
ex262,ex262_smul_baugh_wooley_wallace_wreduce_abc_g_aig,signed low6_high6:a*b,baugh_wooley_wallace+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/verilog/ex262_smul_baugh_wooley_wallace.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/aigs/ex262_smul_baugh_wooley_wallace_wreduce_abc_g_aig.aig,1,1,1,254,23,5842,4900,1.192245,1,0,0.273,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=baugh_wooley_wallace; flow=wreduce_abc_g_aig
ex262,ex262_smul_baugh_wooley_wallace_synth_preset_d13,signed low6_high6:a*b,baugh_wooley_wallace+synth_preset_d13,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/verilog/ex262_smul_baugh_wooley_wallace.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/aigs/ex262_smul_baugh_wooley_wallace_synth_preset_d13.aig,1,1,1,254,23,5842,4900,1.192245,1,0,0.326,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=baugh_wooley_wallace; flow=synth_preset_d13
ex262,ex262_smul_baugh_wooley_wallace_synth_preset_d18,signed low6_high6:a*b,baugh_wooley_wallace+synth_preset_d18,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/verilog/ex262_smul_baugh_wooley_wallace.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/aigs/ex262_smul_baugh_wooley_wallace_synth_preset_d18.aig,1,1,1,254,23,5842,4900,1.192245,1,0,0.331,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=baugh_wooley_wallace; flow=synth_preset_d18
ex262,ex262_smul_baugh_wooley_wallace_rev_abc_g_aig,signed low6_high6:a*b,baugh_wooley_wallace_rev+abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/verilog/ex262_smul_baugh_wooley_wallace_rev.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/aigs/ex262_smul_baugh_wooley_wallace_rev_abc_g_aig.aig,1,1,1,254,23,5842,4900,1.192245,1,0,0.267,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=baugh_wooley_wallace_rev; flow=abc_g_aig
ex262,ex262_smul_baugh_wooley_wallace_rev_wreduce_abc_g_aig,signed low6_high6:a*b,baugh_wooley_wallace_rev+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/verilog/ex262_smul_baugh_wooley_wallace_rev.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/aigs/ex262_smul_baugh_wooley_wallace_rev_wreduce_abc_g_aig.aig,1,1,1,254,23,5842,4900,1.192245,1,0,0.276,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=baugh_wooley_wallace_rev; flow=wreduce_abc_g_aig
ex262,ex262_smul_baugh_wooley_wallace_rev_synth_preset_d13,signed low6_high6:a*b,baugh_wooley_wallace_rev+synth_preset_d13,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/verilog/ex262_smul_baugh_wooley_wallace_rev.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/aigs/ex262_smul_baugh_wooley_wallace_rev_synth_preset_d13.aig,1,1,1,254,23,5842,4900,1.192245,1,0,0.333,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=baugh_wooley_wallace_rev; flow=synth_preset_d13
ex262,ex262_smul_baugh_wooley_wallace_rev_synth_preset_d18,signed low6_high6:a*b,baugh_wooley_wallace_rev+synth_preset_d18,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/verilog/ex262_smul_baugh_wooley_wallace_rev.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/aigs/ex262_smul_baugh_wooley_wallace_rev_synth_preset_d18.aig,1,1,1,254,23,5842,4900,1.192245,1,0,0.328,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=baugh_wooley_wallace_rev; flow=synth_preset_d18
ex262,ex262_smul_baugh_wooley_wallace_outside_abc_g_aig,signed low6_high6:a*b,baugh_wooley_wallace_outside+abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/verilog/ex262_smul_baugh_wooley_wallace_outside.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/aigs/ex262_smul_baugh_wooley_wallace_outside_abc_g_aig.aig,1,1,1,259,23,5957,4900,1.215714,1,0,0.266,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=baugh_wooley_wallace_outside; flow=abc_g_aig
ex262,ex262_smul_baugh_wooley_wallace_outside_wreduce_abc_g_aig,signed low6_high6:a*b,baugh_wooley_wallace_outside+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/verilog/ex262_smul_baugh_wooley_wallace_outside.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/aigs/ex262_smul_baugh_wooley_wallace_outside_wreduce_abc_g_aig.aig,1,1,1,259,23,5957,4900,1.215714,1,0,0.272,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=baugh_wooley_wallace_outside; flow=wreduce_abc_g_aig
ex262,ex262_smul_baugh_wooley_wallace_outside_synth_preset_d13,signed low6_high6:a*b,baugh_wooley_wallace_outside+synth_preset_d13,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/verilog/ex262_smul_baugh_wooley_wallace_outside.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/aigs/ex262_smul_baugh_wooley_wallace_outside_synth_preset_d13.aig,1,1,1,253,23,5819,4900,1.187551,1,0,0.344,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=baugh_wooley_wallace_outside; flow=synth_preset_d13
ex262,ex262_smul_baugh_wooley_wallace_outside_synth_preset_d18,signed low6_high6:a*b,baugh_wooley_wallace_outside+synth_preset_d18,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/verilog/ex262_smul_baugh_wooley_wallace_outside.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/aigs/ex262_smul_baugh_wooley_wallace_outside_synth_preset_d18.aig,1,1,1,253,23,5819,4900,1.187551,1,0,0.353,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=baugh_wooley_wallace_outside; flow=synth_preset_d18
ex263,ex263_smul_baugh_wooley_wallace_hcla4_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_hcla4+abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex263/verilog/ex263_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex263/aigs/ex263_smul_baugh_wooley_wallace_hcla4_abc_g_aig.aig,1,1,1,357,26,9282,6840,1.357018,1,0,0.517,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_hcla4+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex263/verilog/ex263_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex263/aigs/ex263_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig.aig,1,1,1,357,26,9282,6840,1.357018,1,0,0.631,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_hcla4; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_hcla4_synth_preset_d13,signed low7_high7:a*b,baugh_wooley_wallace_hcla4+synth_preset_d13,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex263/verilog/ex263_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex263/aigs/ex263_smul_baugh_wooley_wallace_hcla4_synth_preset_d13.aig,1,1,1,359,26,9334,6840,1.364620,1,0,0.674,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_hcla4_synth_preset_d18,signed low7_high7:a*b,baugh_wooley_wallace_hcla4+synth_preset_d18,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex263/verilog/ex263_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex263/aigs/ex263_smul_baugh_wooley_wallace_hcla4_synth_preset_d18.aig,1,1,1,359,26,9334,6840,1.364620,1,0,0.680,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d18
ex263,ex263_smul_baugh_wooley_wallace_hcla6_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_hcla6+abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex263/verilog/ex263_smul_baugh_wooley_wallace_hcla6.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex263/aigs/ex263_smul_baugh_wooley_wallace_hcla6_abc_g_aig.aig,1,1,1,359,28,10052,6840,1.469591,1,0,0.527,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_hcla6; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_hcla6_wreduce_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_hcla6+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex263/verilog/ex263_smul_baugh_wooley_wallace_hcla6.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex263/aigs/ex263_smul_baugh_wooley_wallace_hcla6_wreduce_abc_g_aig.aig,1,1,1,359,28,10052,6840,1.469591,1,0,0.551,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_hcla6; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_hcla6_synth_preset_d13,signed low7_high7:a*b,baugh_wooley_wallace_hcla6+synth_preset_d13,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex263/verilog/ex263_smul_baugh_wooley_wallace_hcla6.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex263/aigs/ex263_smul_baugh_wooley_wallace_hcla6_synth_preset_d13.aig,1,1,1,355,27,9585,6840,1.401316,1,0,0.627,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_hcla6; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_hcla6_synth_preset_d18,signed low7_high7:a*b,baugh_wooley_wallace_hcla6+synth_preset_d18,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex263/verilog/ex263_smul_baugh_wooley_wallace_hcla6.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex263/aigs/ex263_smul_baugh_wooley_wallace_hcla6_synth_preset_d18.aig,1,1,1,355,27,9585,6840,1.401316,1,0,0.678,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_hcla6; flow=synth_preset_d18
ex263,ex263_smul_baugh_wooley_wallace_hcla8_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_hcla8+abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex263/verilog/ex263_smul_baugh_wooley_wallace_hcla8.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex263/aigs/ex263_smul_baugh_wooley_wallace_hcla8_abc_g_aig.aig,1,1,1,344,30,10320,6840,1.508772,0,0,0.488,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_hcla8; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_hcla8_wreduce_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_hcla8+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex263/verilog/ex263_smul_baugh_wooley_wallace_hcla8.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex263/aigs/ex263_smul_baugh_wooley_wallace_hcla8_wreduce_abc_g_aig.aig,1,1,1,344,30,10320,6840,1.508772,0,0,0.500,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_hcla8; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_hcla8_synth_preset_d13,signed low7_high7:a*b,baugh_wooley_wallace_hcla8+synth_preset_d13,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex263/verilog/ex263_smul_baugh_wooley_wallace_hcla8.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex263/aigs/ex263_smul_baugh_wooley_wallace_hcla8_synth_preset_d13.aig,1,1,1,344,30,10320,6840,1.508772,0,0,0.606,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_hcla8; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_hcla8_synth_preset_d18,signed low7_high7:a*b,baugh_wooley_wallace_hcla8+synth_preset_d18,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex263/verilog/ex263_smul_baugh_wooley_wallace_hcla8.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex263/aigs/ex263_smul_baugh_wooley_wallace_hcla8_synth_preset_d18.aig,1,1,1,344,30,10320,6840,1.508772,0,0,0.613,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_hcla8; flow=synth_preset_d18
