case,candidate_id,equivalent,area,delay,adp,aig_path,notes
ex260,ex260_smul_baugh_wooley_wallace_hcla4_abc_g_aig,1,92,13,1196,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla4_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_hcla8_synth_preset_d18,1,89,16,1424,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla8_synth_preset_d18.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla8; flow=synth_preset_d18
ex260,ex260_smul_baugh_wooley_wallace_abc_g_aig,1,91,14,1274,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex260/aigs/ex260_smul_baugh_wooley_wallace_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_wreduce_abc_g_aig,1,91,14,1274,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex260/aigs/ex260_smul_baugh_wooley_wallace_wreduce_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_synth_preset_d13,1,91,14,1274,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex260/aigs/ex260_smul_baugh_wooley_wallace_synth_preset_d13.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace; flow=synth_preset_d13
ex260,ex260_smul_baugh_wooley_wallace_synth_preset_d18,1,91,14,1274,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex260/aigs/ex260_smul_baugh_wooley_wallace_synth_preset_d18.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace; flow=synth_preset_d18
ex260,ex260_smul_baugh_wooley_wallace_rev_abc_g_aig,1,88,14,1232,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_rev_wreduce_abc_g_aig,1,88,14,1232,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_wreduce_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_rev_synth_preset_d13,1,88,14,1232,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_synth_preset_d13.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev; flow=synth_preset_d13
ex260,ex260_smul_baugh_wooley_wallace_rev_synth_preset_d18,1,88,14,1232,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_synth_preset_d18.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev; flow=synth_preset_d18
ex260,ex260_smul_baugh_wooley_wallace_outside_abc_g_aig,1,90,14,1260,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_outside_wreduce_abc_g_aig,1,90,14,1260,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_wreduce_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_outside_synth_preset_d13,1,92,14,1288,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_synth_preset_d13.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside; flow=synth_preset_d13
ex260,ex260_smul_baugh_wooley_wallace_outside_synth_preset_d18,1,92,14,1288,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_synth_preset_d18.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside; flow=synth_preset_d18
ex261,ex261_smul_baugh_wooley_wallace_hcla4_abc_g_aig,1,164,18,2952,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla4_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig,1,164,18,2952,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla4; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_hcla4_synth_preset_d13,1,164,18,2952,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla4_synth_preset_d13.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_hcla4_synth_preset_d18,1,164,18,2952,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla4_synth_preset_d18.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d18
ex261,ex261_smul_baugh_wooley_wallace_hcla6_abc_g_aig,1,156,21,3276,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla6_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla6; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_hcla6_wreduce_abc_g_aig,1,156,21,3276,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla6_wreduce_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla6; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_hcla6_synth_preset_d13,1,156,22,3432,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla6_synth_preset_d13.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla6; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_hcla6_synth_preset_d18,1,156,22,3432,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla6_synth_preset_d18.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla6; flow=synth_preset_d18
ex261,ex261_smul_baugh_wooley_wallace_hcla8_abc_g_aig,1,156,21,3276,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla8_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla8; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_hcla8_wreduce_abc_g_aig,1,156,21,3276,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla8_wreduce_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla8; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_hcla8_synth_preset_d13,1,156,21,3276,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla8_synth_preset_d13.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla8; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_hcla8_synth_preset_d18,1,156,21,3276,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla8_synth_preset_d18.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla8; flow=synth_preset_d18
ex261,ex261_smul_baugh_wooley_wallace_abc_g_aig,1,163,20,3260,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/aigs/ex261_smul_baugh_wooley_wallace_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_wreduce_abc_g_aig,1,163,20,3260,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/aigs/ex261_smul_baugh_wooley_wallace_wreduce_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_synth_preset_d13,1,163,20,3260,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/aigs/ex261_smul_baugh_wooley_wallace_synth_preset_d13.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_synth_preset_d18,1,163,20,3260,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/aigs/ex261_smul_baugh_wooley_wallace_synth_preset_d18.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace; flow=synth_preset_d18
ex261,ex261_smul_baugh_wooley_wallace_rev_abc_g_aig,1,161,20,3220,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_rev_wreduce_abc_g_aig,1,161,20,3220,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_wreduce_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_rev_synth_preset_d13,1,163,20,3260,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_synth_preset_d13.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_rev_synth_preset_d18,1,163,20,3260,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_synth_preset_d18.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev; flow=synth_preset_d18
ex261,ex261_smul_baugh_wooley_wallace_outside_abc_g_aig,1,159,20,3180,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_outside_wreduce_abc_g_aig,1,159,20,3180,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_wreduce_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_outside_synth_preset_d13,1,159,20,3180,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_synth_preset_d13.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_outside_synth_preset_d18,1,159,20,3180,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_synth_preset_d18.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside; flow=synth_preset_d18
ex262,ex262_smul_baugh_wooley_wallace_hcla4_abc_g_aig,1,252,22,5544,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/aigs/ex262_smul_baugh_wooley_wallace_hcla4_abc_g_aig.aig,exact signed low6 * signed high6 over 4096 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig
ex262,ex262_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig,1,252,22,5544,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/aigs/ex262_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig.aig,exact signed low6 * signed high6 over 4096 inputs; source=baugh_wooley_wallace_hcla4; flow=wreduce_abc_g_aig
ex262,ex262_smul_baugh_wooley_wallace_hcla4_synth_preset_d13,1,253,22,5566,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/aigs/ex262_smul_baugh_wooley_wallace_hcla4_synth_preset_d13.aig,exact signed low6 * signed high6 over 4096 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d13
ex262,ex262_smul_baugh_wooley_wallace_hcla4_synth_preset_d18,1,253,22,5566,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/aigs/ex262_smul_baugh_wooley_wallace_hcla4_synth_preset_d18.aig,exact signed low6 * signed high6 over 4096 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d18
ex262,ex262_smul_baugh_wooley_wallace_hcla6_abc_g_aig,1,246,23,5658,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/aigs/ex262_smul_baugh_wooley_wallace_hcla6_abc_g_aig.aig,exact signed low6 * signed high6 over 4096 inputs; source=baugh_wooley_wallace_hcla6; flow=abc_g_aig
ex262,ex262_smul_baugh_wooley_wallace_hcla6_wreduce_abc_g_aig,1,253,23,5819,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/aigs/ex262_smul_baugh_wooley_wallace_hcla6_wreduce_abc_g_aig.aig,exact signed low6 * signed high6 over 4096 inputs; source=baugh_wooley_wallace_hcla6; flow=wreduce_abc_g_aig
ex262,ex262_smul_baugh_wooley_wallace_hcla6_synth_preset_d13,1,249,25,6225,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/aigs/ex262_smul_baugh_wooley_wallace_hcla6_synth_preset_d13.aig,exact signed low6 * signed high6 over 4096 inputs; source=baugh_wooley_wallace_hcla6; flow=synth_preset_d13
ex262,ex262_smul_baugh_wooley_wallace_hcla6_synth_preset_d18,1,249,25,6225,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/aigs/ex262_smul_baugh_wooley_wallace_hcla6_synth_preset_d18.aig,exact signed low6 * signed high6 over 4096 inputs; source=baugh_wooley_wallace_hcla6; flow=synth_preset_d18
ex262,ex262_smul_baugh_wooley_wallace_hcla8_abc_g_aig,1,243,24,5832,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/aigs/ex262_smul_baugh_wooley_wallace_hcla8_abc_g_aig.aig,exact signed low6 * signed high6 over 4096 inputs; source=baugh_wooley_wallace_hcla8; flow=abc_g_aig
ex262,ex262_smul_baugh_wooley_wallace_hcla8_wreduce_abc_g_aig,1,243,24,5832,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/aigs/ex262_smul_baugh_wooley_wallace_hcla8_wreduce_abc_g_aig.aig,exact signed low6 * signed high6 over 4096 inputs; source=baugh_wooley_wallace_hcla8; flow=wreduce_abc_g_aig
ex262,ex262_smul_baugh_wooley_wallace_hcla8_synth_preset_d13,1,241,26,6266,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/aigs/ex262_smul_baugh_wooley_wallace_hcla8_synth_preset_d13.aig,exact signed low6 * signed high6 over 4096 inputs; source=baugh_wooley_wallace_hcla8; flow=synth_preset_d13
ex262,ex262_smul_baugh_wooley_wallace_hcla8_synth_preset_d18,1,241,26,6266,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/aigs/ex262_smul_baugh_wooley_wallace_hcla8_synth_preset_d18.aig,exact signed low6 * signed high6 over 4096 inputs; source=baugh_wooley_wallace_hcla8; flow=synth_preset_d18
ex262,ex262_smul_baugh_wooley_wallace_abc_g_aig,1,254,23,5842,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/aigs/ex262_smul_baugh_wooley_wallace_abc_g_aig.aig,exact signed low6 * signed high6 over 4096 inputs; source=baugh_wooley_wallace; flow=abc_g_aig
ex262,ex262_smul_baugh_wooley_wallace_wreduce_abc_g_aig,1,254,23,5842,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/aigs/ex262_smul_baugh_wooley_wallace_wreduce_abc_g_aig.aig,exact signed low6 * signed high6 over 4096 inputs; source=baugh_wooley_wallace; flow=wreduce_abc_g_aig
ex262,ex262_smul_baugh_wooley_wallace_synth_preset_d13,1,254,23,5842,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/aigs/ex262_smul_baugh_wooley_wallace_synth_preset_d13.aig,exact signed low6 * signed high6 over 4096 inputs; source=baugh_wooley_wallace; flow=synth_preset_d13
ex262,ex262_smul_baugh_wooley_wallace_synth_preset_d18,1,254,23,5842,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/aigs/ex262_smul_baugh_wooley_wallace_synth_preset_d18.aig,exact signed low6 * signed high6 over 4096 inputs; source=baugh_wooley_wallace; flow=synth_preset_d18
ex262,ex262_smul_baugh_wooley_wallace_rev_abc_g_aig,1,254,23,5842,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/aigs/ex262_smul_baugh_wooley_wallace_rev_abc_g_aig.aig,exact signed low6 * signed high6 over 4096 inputs; source=baugh_wooley_wallace_rev; flow=abc_g_aig
ex262,ex262_smul_baugh_wooley_wallace_rev_wreduce_abc_g_aig,1,254,23,5842,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/aigs/ex262_smul_baugh_wooley_wallace_rev_wreduce_abc_g_aig.aig,exact signed low6 * signed high6 over 4096 inputs; source=baugh_wooley_wallace_rev; flow=wreduce_abc_g_aig
ex262,ex262_smul_baugh_wooley_wallace_rev_synth_preset_d13,1,254,23,5842,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/aigs/ex262_smul_baugh_wooley_wallace_rev_synth_preset_d13.aig,exact signed low6 * signed high6 over 4096 inputs; source=baugh_wooley_wallace_rev; flow=synth_preset_d13
ex262,ex262_smul_baugh_wooley_wallace_rev_synth_preset_d18,1,254,23,5842,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/aigs/ex262_smul_baugh_wooley_wallace_rev_synth_preset_d18.aig,exact signed low6 * signed high6 over 4096 inputs; source=baugh_wooley_wallace_rev; flow=synth_preset_d18
ex262,ex262_smul_baugh_wooley_wallace_outside_abc_g_aig,1,259,23,5957,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/aigs/ex262_smul_baugh_wooley_wallace_outside_abc_g_aig.aig,exact signed low6 * signed high6 over 4096 inputs; source=baugh_wooley_wallace_outside; flow=abc_g_aig
ex262,ex262_smul_baugh_wooley_wallace_outside_wreduce_abc_g_aig,1,259,23,5957,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/aigs/ex262_smul_baugh_wooley_wallace_outside_wreduce_abc_g_aig.aig,exact signed low6 * signed high6 over 4096 inputs; source=baugh_wooley_wallace_outside; flow=wreduce_abc_g_aig
ex262,ex262_smul_baugh_wooley_wallace_outside_synth_preset_d13,1,253,23,5819,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/aigs/ex262_smul_baugh_wooley_wallace_outside_synth_preset_d13.aig,exact signed low6 * signed high6 over 4096 inputs; source=baugh_wooley_wallace_outside; flow=synth_preset_d13
ex262,ex262_smul_baugh_wooley_wallace_outside_synth_preset_d18,1,253,23,5819,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/aigs/ex262_smul_baugh_wooley_wallace_outside_synth_preset_d18.aig,exact signed low6 * signed high6 over 4096 inputs; source=baugh_wooley_wallace_outside; flow=synth_preset_d18
ex263,ex263_smul_baugh_wooley_wallace_hcla4_abc_g_aig,1,357,26,9282,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex263/aigs/ex263_smul_baugh_wooley_wallace_hcla4_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig,1,357,26,9282,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex263/aigs/ex263_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_hcla4; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_hcla4_synth_preset_d13,1,359,26,9334,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex263/aigs/ex263_smul_baugh_wooley_wallace_hcla4_synth_preset_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_hcla4_synth_preset_d18,1,359,26,9334,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex263/aigs/ex263_smul_baugh_wooley_wallace_hcla4_synth_preset_d18.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d18
ex263,ex263_smul_baugh_wooley_wallace_hcla6_abc_g_aig,1,359,28,10052,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex263/aigs/ex263_smul_baugh_wooley_wallace_hcla6_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_hcla6; flow=abc_g_aig
