case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,notes
ex241,ex241_semantic_mul_field_unsorted_synth_preset_aig,fp8_e4m3fn_mul,semantic_mul_field_unsorted_synth_preset_aig,student/work/ex241_ex242_frontend_fp8_bit_tables_20260608_1253/ex241/verilog/ex241_semantic_mul_field_unsorted.v,student/work/ex241_ex242_frontend_fp8_bit_tables_20260608_1253/ex241/aigs/ex241_semantic_mul_field_unsorted_synth_preset_aig.aig,1,1,1423,20,28460,7224,3.939646,0,0,semantic_exact,multiply table by exponent sum and unsorted operand significands
ex242,ex242_semantic_div_field_sparse_synth_preset_aig,fp8_e4m3fn_div_low_over_high,semantic_div_field_sparse_synth_preset_aig,student/work/ex241_ex242_frontend_fp8_bit_tables_20260608_1253/ex242/verilog/ex242_semantic_div_field_sparse.v,student/work/ex241_ex242_frontend_fp8_bit_tables_20260608_1253/ex242/aigs/ex242_semantic_div_field_sparse_synth_preset_aig.aig,1,1,1290,20,25800,11900,2.168067,0,0,semantic_exact,division sparse nonzero table by exponent delta and operand significands
