case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex269,ex269_udiv_bdd_comp_interleave_msb_abc_g_aig,unsigned low8_high8:a/b dbz=max,bdd_comp_interleave_msb+abc_g_aig,student/work/ex269_frontend_udiv_comp_bdd_probe_20260609_0952/ex269/verilog/ex269_udiv_bdd_comp_interleave_msb.v,student/work/ex269_frontend_udiv_comp_bdd_probe_20260609_0952/ex269/aigs/ex269_udiv_bdd_comp_interleave_msb_abc_g_aig.aig,1,1,1,1738,23,39974,11760,3.399150,0,0,0.741,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=bdd_comp_interleave_msb; flow=abc_g_aig
ex269,ex269_udiv_bdd_comp_interleave_msb_wreduce_abc_g_aig,unsigned low8_high8:a/b dbz=max,bdd_comp_interleave_msb+wreduce_abc_g_aig,student/work/ex269_frontend_udiv_comp_bdd_probe_20260609_0952/ex269/verilog/ex269_udiv_bdd_comp_interleave_msb.v,student/work/ex269_frontend_udiv_comp_bdd_probe_20260609_0952/ex269/aigs/ex269_udiv_bdd_comp_interleave_msb_wreduce_abc_g_aig.aig,1,1,1,1738,23,39974,11760,3.399150,0,0,0.777,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=bdd_comp_interleave_msb; flow=wreduce_abc_g_aig
ex269,ex269_udiv_bdd_comp_interleave_msb_synth_preset,unsigned low8_high8:a/b dbz=max,bdd_comp_interleave_msb+synth_preset,student/work/ex269_frontend_udiv_comp_bdd_probe_20260609_0952/ex269/verilog/ex269_udiv_bdd_comp_interleave_msb.v,student/work/ex269_frontend_udiv_comp_bdd_probe_20260609_0952/ex269/aigs/ex269_udiv_bdd_comp_interleave_msb_synth_preset.aig,1,1,1,1710,23,39330,11760,3.344388,0,0,1.050,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=bdd_comp_interleave_msb; flow=synth_preset
ex269,ex269_udiv_bdd_comp_search_best_abc_g_aig,unsigned low8_high8:a/b dbz=max,bdd_comp_search_best+abc_g_aig,student/work/ex269_frontend_udiv_comp_bdd_probe_20260609_0952/ex269/verilog/ex269_udiv_bdd_comp_search_best.v,student/work/ex269_frontend_udiv_comp_bdd_probe_20260609_0952/ex269/aigs/ex269_udiv_bdd_comp_search_best_abc_g_aig.aig,1,1,1,1738,23,39974,11760,3.399150,0,0,0.747,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=bdd_comp_search_best; flow=abc_g_aig
ex269,ex269_udiv_bdd_comp_search_best_wreduce_abc_g_aig,unsigned low8_high8:a/b dbz=max,bdd_comp_search_best+wreduce_abc_g_aig,student/work/ex269_frontend_udiv_comp_bdd_probe_20260609_0952/ex269/verilog/ex269_udiv_bdd_comp_search_best.v,student/work/ex269_frontend_udiv_comp_bdd_probe_20260609_0952/ex269/aigs/ex269_udiv_bdd_comp_search_best_wreduce_abc_g_aig.aig,1,1,1,1738,23,39974,11760,3.399150,0,0,0.778,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=bdd_comp_search_best; flow=wreduce_abc_g_aig
ex269,ex269_udiv_bdd_comp_search_best_synth_preset,unsigned low8_high8:a/b dbz=max,bdd_comp_search_best+synth_preset,student/work/ex269_frontend_udiv_comp_bdd_probe_20260609_0952/ex269/verilog/ex269_udiv_bdd_comp_search_best.v,student/work/ex269_frontend_udiv_comp_bdd_probe_20260609_0952/ex269/aigs/ex269_udiv_bdd_comp_search_best_synth_preset.aig,1,1,1,1710,23,39330,11760,3.344388,0,0,1.031,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=bdd_comp_search_best; flow=synth_preset
