case,candidate_id,area,delay,adp,reference_adp,adp_ratio_to_reference,current_best_adp,delta_vs_current,beats_current,variant,items,notes
ex280,ex280_unknown_muxcoord_anf_prefix_parity_reduce_full_clamp_grouped_direct_deg2,273,26,7098,2415,2.939130,5460,1638,0,prefix_parity_reduce_full_clamp_grouped_direct_deg2,transform=prefix_parity_reduce; coord_mode=full_clamp; emit_style=grouped; xor_style=direct_reduce; degree=2; coord_width=17; features=154; ok_bits=0:1:2:3:4:5:6:7:8:9:10:11; inconsistent=0x0; grouped_ands=47; linear_xors=17; term_counts=1:3:5:7:9:11:13:19:20:24:22:22; hash=2558af22fbbd,unknown mux-coordinate ANF Verilog seed
ex284,ex284_unknown_muxcoord_anf_prefix_parity_reduce_full_clamp_grouped_balanced_deg2,391,37,14467,4240,3.412028,9139,5328,0,prefix_parity_reduce_full_clamp_grouped_balanced_deg2,transform=prefix_parity_reduce; coord_mode=full_clamp; emit_style=grouped; xor_style=balanced_prefix; degree=2; coord_width=21; features=232; ok_bits=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:15; inconsistent=0x0; grouped_ands=63; linear_xors=10; term_counts=1:3:5:7:9:11:13:15:17:19:21:27:28:32:30:30; hash=aebce952e0e0,unknown mux-coordinate ANF Verilog seed
