case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex273,ex273_square_hybrid_bddtop4_order_nat_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop4_order_nat+abc_g_aig,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop4_order_nat.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop4_order_nat_abc_g_aig.aig,1,1,1,1074,35,37590,15078,2.493036,0,0,0.901,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop4_order_nat; flow=abc_g_aig
ex273,ex273_square_hybrid_bddtop3_trunc_order_outside_synth_preset_d20,unsigned_square_x_times_x,hybrid_bddtop3_trunc_order_outside+synth_preset_d20,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop3_trunc_order_outside.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop3_trunc_order_outside_synth_preset_d20.aig,1,1,1,760,35,26600,15078,1.764160,0,0,1.180,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop3_trunc_order_outside; flow=synth_preset_d20
ex273,ex273_square_hybrid_bddtop3_trunc_order_center_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop3_trunc_order_center+abc_g_aig,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop3_trunc_order_center.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop3_trunc_order_center_abc_g_aig.aig,1,1,1,855,37,31635,15078,2.098090,0,0,0.978,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop3_trunc_order_center; flow=abc_g_aig
ex273,ex273_square_hybrid_bddtop3_trunc_order_center_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop3_trunc_order_center+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop3_trunc_order_center.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop3_trunc_order_center_wreduce_abc_g_aig.aig,1,1,1,840,35,29400,15078,1.949861,0,0,0.965,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop3_trunc_order_center; flow=wreduce_abc_g_aig
ex273,ex273_square_hybrid_bddtop3_trunc_order_center_synth_preset,unsigned_square_x_times_x,hybrid_bddtop3_trunc_order_center+synth_preset,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop3_trunc_order_center.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop3_trunc_order_center_synth_preset.aig,1,1,1,838,38,31844,15078,2.111951,0,0,1.137,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop3_trunc_order_center; flow=synth_preset
ex273,ex273_square_hybrid_bddtop3_trunc_order_center_synth_preset_d20,unsigned_square_x_times_x,hybrid_bddtop3_trunc_order_center+synth_preset_d20,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop3_trunc_order_center.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop3_trunc_order_center_synth_preset_d20.aig,1,1,1,838,38,31844,15078,2.111951,0,0,1.152,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop3_trunc_order_center; flow=synth_preset_d20
ex273,ex273_square_hybrid_bddtop4_trunc_order_nat_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop4_trunc_order_nat+abc_g_aig,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop4_trunc_order_nat.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop4_trunc_order_nat_abc_g_aig.aig,1,1,1,1054,33,34782,15078,2.306805,0,0,0.950,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop4_trunc_order_nat; flow=abc_g_aig
ex273,ex273_square_hybrid_bddtop4_trunc_order_nat_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop4_trunc_order_nat+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop4_trunc_order_nat.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop4_trunc_order_nat_wreduce_abc_g_aig.aig,1,1,1,1056,34,35904,15078,2.381218,0,0,0.989,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop4_trunc_order_nat; flow=wreduce_abc_g_aig
ex273,ex273_square_hybrid_bddtop4_trunc_order_nat_synth_preset,unsigned_square_x_times_x,hybrid_bddtop4_trunc_order_nat+synth_preset,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop4_trunc_order_nat.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop4_trunc_order_nat_synth_preset.aig,1,1,1,1057,34,35938,15078,2.383473,0,0,1.217,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop4_trunc_order_nat; flow=synth_preset
ex273,ex273_square_hybrid_bddtop4_trunc_order_nat_synth_preset_d20,unsigned_square_x_times_x,hybrid_bddtop4_trunc_order_nat+synth_preset_d20,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop4_trunc_order_nat.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop4_trunc_order_nat_synth_preset_d20.aig,1,1,1,1057,34,35938,15078,2.383473,0,0,1.215,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop4_trunc_order_nat; flow=synth_preset_d20
ex273,ex273_square_hybrid_bddtop4_trunc_order_outside_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop4_trunc_order_outside+abc_g_aig,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop4_trunc_order_outside.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop4_trunc_order_outside_abc_g_aig.aig,1,1,1,916,33,30228,15078,2.004775,0,0,0.937,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop4_trunc_order_outside; flow=abc_g_aig
ex273,ex273_square_hybrid_bddtop4_trunc_order_outside_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop4_trunc_order_outside+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop4_trunc_order_outside.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop4_trunc_order_outside_wreduce_abc_g_aig.aig,1,1,1,917,35,32095,15078,2.128598,0,0,0.970,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop4_trunc_order_outside; flow=wreduce_abc_g_aig
ex273,ex273_square_hybrid_bddtop4_trunc_order_outside_synth_preset,unsigned_square_x_times_x,hybrid_bddtop4_trunc_order_outside+synth_preset,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop4_trunc_order_outside.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop4_trunc_order_outside_synth_preset.aig,1,1,1,864,34,29376,15078,1.948269,0,0,1.143,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop4_trunc_order_outside; flow=synth_preset
ex273,ex273_square_hybrid_bddtop4_trunc_order_outside_synth_preset_d20,unsigned_square_x_times_x,hybrid_bddtop4_trunc_order_outside+synth_preset_d20,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop4_trunc_order_outside.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop4_trunc_order_outside_synth_preset_d20.aig,1,1,1,864,34,29376,15078,1.948269,0,0,1.135,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop4_trunc_order_outside; flow=synth_preset_d20
ex273,ex273_square_hybrid_bddtop4_trunc_order_center_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop4_trunc_order_center+abc_g_aig,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop4_trunc_order_center.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop4_trunc_order_center_abc_g_aig.aig,1,1,1,963,33,31779,15078,2.107640,0,0,0.925,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop4_trunc_order_center; flow=abc_g_aig
ex273,ex273_square_hybrid_bddtop4_trunc_order_center_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop4_trunc_order_center+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop4_trunc_order_center.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop4_trunc_order_center_wreduce_abc_g_aig.aig,1,1,1,966,33,31878,15078,2.114206,0,0,0.977,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop4_trunc_order_center; flow=wreduce_abc_g_aig
ex273,ex273_square_hybrid_bddtop4_trunc_order_center_synth_preset,unsigned_square_x_times_x,hybrid_bddtop4_trunc_order_center+synth_preset,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop4_trunc_order_center.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop4_trunc_order_center_synth_preset.aig,1,1,1,966,34,32844,15078,2.178273,0,0,1.132,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop4_trunc_order_center; flow=synth_preset
ex273,ex273_square_hybrid_bddtop4_trunc_order_center_synth_preset_d20,unsigned_square_x_times_x,hybrid_bddtop4_trunc_order_center+synth_preset_d20,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop4_trunc_order_center.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop4_trunc_order_center_synth_preset_d20.aig,1,1,1,966,34,32844,15078,2.178273,0,0,1.129,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop4_trunc_order_center; flow=synth_preset_d20
ex274,ex274_square_hybrid_bddtop4_order_nat_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop4_order_nat+abc_g_aig,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop4_order_nat.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop4_order_nat_abc_g_aig.aig,1,1,1,1367,41,56047,21630,2.591170,0,0,3.718,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_order_nat; flow=abc_g_aig
ex274,ex274_square_hybrid_bddtop4_order_nat_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop4_order_nat+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop4_order_nat.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop4_order_nat_wreduce_abc_g_aig.aig,1,1,1,1365,42,57330,21630,2.650485,0,0,3.600,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_order_nat; flow=wreduce_abc_g_aig
ex274,ex274_square_hybrid_bddtop4_order_nat_synth_preset,unsigned_square_x_times_x,hybrid_bddtop4_order_nat+synth_preset,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop4_order_nat.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop4_order_nat_synth_preset.aig,1,1,1,1335,42,56070,21630,2.592233,0,0,4.067,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_order_nat; flow=synth_preset
ex274,ex274_square_hybrid_bddtop4_order_nat_synth_preset_d20,unsigned_square_x_times_x,hybrid_bddtop4_order_nat+synth_preset_d20,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop4_order_nat.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop4_order_nat_synth_preset_d20.aig,1,1,1,1335,42,56070,21630,2.592233,0,0,4.043,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_order_nat; flow=synth_preset_d20
ex274,ex274_square_hybrid_bddtop4_order_outside_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop4_order_outside+abc_g_aig,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop4_order_outside.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop4_order_outside_abc_g_aig.aig,1,1,1,1203,41,49323,21630,2.280305,0,0,3.743,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_order_outside; flow=abc_g_aig
ex274,ex274_square_hybrid_bddtop4_order_outside_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop4_order_outside+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop4_order_outside.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop4_order_outside_wreduce_abc_g_aig.aig,1,1,1,1205,41,49405,21630,2.284096,0,0,3.684,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_order_outside; flow=wreduce_abc_g_aig
ex274,ex274_square_hybrid_bddtop4_order_outside_synth_preset,unsigned_square_x_times_x,hybrid_bddtop4_order_outside+synth_preset,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop4_order_outside.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop4_order_outside_synth_preset.aig,1,1,1,1149,41,47109,21630,2.177947,0,0,3.928,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_order_outside; flow=synth_preset
ex274,ex274_square_hybrid_bddtop4_order_outside_synth_preset_d20,unsigned_square_x_times_x,hybrid_bddtop4_order_outside+synth_preset_d20,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop4_order_outside.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop4_order_outside_synth_preset_d20.aig,1,1,1,1149,41,47109,21630,2.177947,0,0,3.983,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_order_outside; flow=synth_preset_d20
ex274,ex274_square_hybrid_bddtop4_order_center_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop4_order_center+abc_g_aig,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop4_order_center.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop4_order_center_abc_g_aig.aig,1,1,1,1346,41,55186,21630,2.551364,0,0,3.716,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_order_center; flow=abc_g_aig
ex274,ex274_square_hybrid_bddtop4_order_center_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop4_order_center+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop4_order_center.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop4_order_center_wreduce_abc_g_aig.aig,1,1,1,1311,42,55062,21630,2.545631,0,0,3.737,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_order_center; flow=wreduce_abc_g_aig
ex274,ex274_square_hybrid_bddtop4_order_center_synth_preset,unsigned_square_x_times_x,hybrid_bddtop4_order_center+synth_preset,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop4_order_center.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop4_order_center_synth_preset.aig,1,1,1,1307,42,54894,21630,2.537864,0,0,3.889,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_order_center; flow=synth_preset
ex274,ex274_square_hybrid_bddtop4_order_center_synth_preset_d20,unsigned_square_x_times_x,hybrid_bddtop4_order_center+synth_preset_d20,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop4_order_center.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop4_order_center_synth_preset_d20.aig,1,1,1,1307,42,54894,21630,2.537864,0,0,3.892,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_order_center; flow=synth_preset_d20
ex274,ex274_square_hybrid_bddtop5_order_nat_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop5_order_nat+abc_g_aig,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop5_order_nat.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop5_order_nat_abc_g_aig.aig,1,1,1,1747,40,69880,21630,3.230698,0,0,3.869,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop5_order_nat; flow=abc_g_aig
ex274,ex274_square_hybrid_bddtop5_order_nat_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop5_order_nat+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop5_order_nat.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop5_order_nat_wreduce_abc_g_aig.aig,1,1,1,1750,41,71750,21630,3.317152,0,0,3.832,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop5_order_nat; flow=wreduce_abc_g_aig
ex274,ex274_square_hybrid_bddtop5_order_nat_synth_preset,unsigned_square_x_times_x,hybrid_bddtop5_order_nat+synth_preset,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop5_order_nat.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop5_order_nat_synth_preset.aig,1,1,1,1744,40,69760,21630,3.225150,0,0,4.163,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop5_order_nat; flow=synth_preset
ex274,ex274_square_hybrid_bddtop5_order_nat_synth_preset_d20,unsigned_square_x_times_x,hybrid_bddtop5_order_nat+synth_preset_d20,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop5_order_nat.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop5_order_nat_synth_preset_d20.aig,1,1,1,1744,40,69760,21630,3.225150,0,0,4.653,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop5_order_nat; flow=synth_preset_d20
ex274,ex274_square_hybrid_bddtop5_order_outside_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop5_order_outside+abc_g_aig,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop5_order_outside.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop5_order_outside_abc_g_aig.aig,1,1,1,1503,40,60120,21630,2.779473,0,0,4.777,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop5_order_outside; flow=abc_g_aig
ex274,ex274_square_hybrid_bddtop5_order_outside_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop5_order_outside+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop5_order_outside.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop5_order_outside_wreduce_abc_g_aig.aig,1,1,1,1523,41,62443,21630,2.886870,0,0,4.930,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop5_order_outside; flow=wreduce_abc_g_aig
ex274,ex274_square_hybrid_bddtop5_order_outside_synth_preset,unsigned_square_x_times_x,hybrid_bddtop5_order_outside+synth_preset,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop5_order_outside.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop5_order_outside_synth_preset.aig,1,1,1,1420,41,58220,21630,2.691632,0,0,4.692,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop5_order_outside; flow=synth_preset
ex274,ex274_square_hybrid_bddtop5_order_outside_synth_preset_d20,unsigned_square_x_times_x,hybrid_bddtop5_order_outside+synth_preset_d20,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop5_order_outside.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop5_order_outside_synth_preset_d20.aig,1,1,1,1420,41,58220,21630,2.691632,0,0,4.008,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop5_order_outside; flow=synth_preset_d20
ex274,ex274_square_hybrid_bddtop5_order_center_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop5_order_center+abc_g_aig,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop5_order_center.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop5_order_center_abc_g_aig.aig,1,1,1,1783,40,71320,21630,3.297272,0,0,3.767,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop5_order_center; flow=abc_g_aig
ex274,ex274_square_hybrid_bddtop5_order_center_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop5_order_center+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop5_order_center.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop5_order_center_wreduce_abc_g_aig.aig,1,1,1,1757,41,72037,21630,3.330421,0,0,3.820,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop5_order_center; flow=wreduce_abc_g_aig
ex274,ex274_square_hybrid_bddtop5_order_center_synth_preset,unsigned_square_x_times_x,hybrid_bddtop5_order_center+synth_preset,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop5_order_center.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop5_order_center_synth_preset.aig,1,1,1,1692,41,69372,21630,3.207212,0,0,4.219,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop5_order_center; flow=synth_preset
ex274,ex274_square_hybrid_bddtop5_order_center_synth_preset_d20,unsigned_square_x_times_x,hybrid_bddtop5_order_center+synth_preset_d20,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop5_order_center.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop5_order_center_synth_preset_d20.aig,1,1,1,1692,41,69372,21630,3.207212,0,0,4.993,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop5_order_center; flow=synth_preset_d20
ex274,ex274_square_hybrid_bddtop2_trunc_order_nat_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop2_trunc_order_nat+abc_g_aig,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop2_trunc_order_nat.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop2_trunc_order_nat_abc_g_aig.aig,1,1,1,1026,42,43092,21630,1.992233,0,0,4.411,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop2_trunc_order_nat; flow=abc_g_aig
ex274,ex274_square_hybrid_bddtop2_trunc_order_nat_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop2_trunc_order_nat+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop2_trunc_order_nat.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop2_trunc_order_nat_wreduce_abc_g_aig.aig,1,1,1,1032,42,43344,21630,2.003883,0,0,3.625,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop2_trunc_order_nat; flow=wreduce_abc_g_aig
