case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex273,ex273_square_hybrid_bddtop4_abc_g_aig_d16,unsigned_square_x_times_x,hybrid_bddtop4+abc_g_aig_d16,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop4.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop4_abc_g_aig_d16.aig,1,1,1,800,35,28000,15078,1.857010,0,0,0.788,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop4; flow=abc_g_aig_d16
ex273,ex273_square_hybrid_bddtop2_cmp1_trunc_abc_g_aig_d24,unsigned_square_x_times_x,hybrid_bddtop2_cmp1_trunc+abc_g_aig_d24,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop2_cmp1_trunc.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop2_cmp1_trunc_abc_g_aig_d24.aig,1,1,1,765,35,26775,15078,1.775766,0,0,2.542,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop2_cmp1_trunc; flow=abc_g_aig_d24
ex273,ex273_square_hybrid_bddtop2_cmp1_trunc_synth_preset_d16,unsigned_square_x_times_x,hybrid_bddtop2_cmp1_trunc+synth_preset_d16,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop2_cmp1_trunc.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop2_cmp1_trunc_synth_preset_d16.aig,1,1,1,765,35,26775,15078,1.775766,0,0,1.880,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop2_cmp1_trunc; flow=synth_preset_d16
ex273,ex273_square_hybrid_bddtop2_cmp1_trunc_synth_preset_d20,unsigned_square_x_times_x,hybrid_bddtop2_cmp1_trunc+synth_preset_d20,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop2_cmp1_trunc.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop2_cmp1_trunc_synth_preset_d20.aig,1,1,1,765,35,26775,15078,1.775766,0,0,1.106,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop2_cmp1_trunc; flow=synth_preset_d20
ex273,ex273_square_hybrid_bddtop2_cmp1_trunc_synth_preset_d24,unsigned_square_x_times_x,hybrid_bddtop2_cmp1_trunc+synth_preset_d24,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop2_cmp1_trunc.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop2_cmp1_trunc_synth_preset_d24.aig,1,1,1,765,35,26775,15078,1.775766,0,0,1.045,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop2_cmp1_trunc; flow=synth_preset_d24
ex273,ex273_square_hybrid_rangetop2_trunc_abc_g_aig_d16,unsigned_square_x_times_x,hybrid_rangetop2_trunc+abc_g_aig_d16,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/verilog/ex273_square_hybrid_rangetop2_trunc.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/aigs/ex273_square_hybrid_rangetop2_trunc_abc_g_aig_d16.aig,1,1,1,739,37,27343,15078,1.813437,0,0,0.800,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_rangetop2_trunc; flow=abc_g_aig_d16
ex273,ex273_square_hybrid_rangetop2_trunc_abc_g_aig_d20,unsigned_square_x_times_x,hybrid_rangetop2_trunc+abc_g_aig_d20,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/verilog/ex273_square_hybrid_rangetop2_trunc.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/aigs/ex273_square_hybrid_rangetop2_trunc_abc_g_aig_d20.aig,1,1,1,739,37,27343,15078,1.813437,0,0,0.809,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_rangetop2_trunc; flow=abc_g_aig_d20
ex273,ex273_square_hybrid_rangetop2_trunc_abc_g_aig_d24,unsigned_square_x_times_x,hybrid_rangetop2_trunc+abc_g_aig_d24,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/verilog/ex273_square_hybrid_rangetop2_trunc.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/aigs/ex273_square_hybrid_rangetop2_trunc_abc_g_aig_d24.aig,1,1,1,739,37,27343,15078,1.813437,0,0,0.807,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_rangetop2_trunc; flow=abc_g_aig_d24
ex273,ex273_square_hybrid_rangetop2_trunc_synth_preset_d16,unsigned_square_x_times_x,hybrid_rangetop2_trunc+synth_preset_d16,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/verilog/ex273_square_hybrid_rangetop2_trunc.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/aigs/ex273_square_hybrid_rangetop2_trunc_synth_preset_d16.aig,1,1,1,737,36,26532,15078,1.759650,0,0,1.029,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_rangetop2_trunc; flow=synth_preset_d16
ex273,ex273_square_hybrid_rangetop2_trunc_synth_preset_d20,unsigned_square_x_times_x,hybrid_rangetop2_trunc+synth_preset_d20,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/verilog/ex273_square_hybrid_rangetop2_trunc.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/aigs/ex273_square_hybrid_rangetop2_trunc_synth_preset_d20.aig,1,1,1,737,36,26532,15078,1.759650,0,0,1.048,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_rangetop2_trunc; flow=synth_preset_d20
ex273,ex273_square_hybrid_rangetop2_trunc_synth_preset_d24,unsigned_square_x_times_x,hybrid_rangetop2_trunc+synth_preset_d24,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/verilog/ex273_square_hybrid_rangetop2_trunc.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/aigs/ex273_square_hybrid_rangetop2_trunc_synth_preset_d24.aig,1,1,1,737,36,26532,15078,1.759650,0,0,0.996,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_rangetop2_trunc; flow=synth_preset_d24
ex274,ex274_square_hybrid_bddtop4_abc_g_aig_d16,unsigned_square_x_times_x,hybrid_bddtop4+abc_g_aig_d16,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop4.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop4_abc_g_aig_d16.aig,1,1,1,1063,41,43583,21630,2.014933,0,0,3.589,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4; flow=abc_g_aig_d16
ex274,ex274_square_hybrid_bddtop4_abc_g_aig_d20,unsigned_square_x_times_x,hybrid_bddtop4+abc_g_aig_d20,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop4.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop4_abc_g_aig_d20.aig,1,1,1,1063,41,43583,21630,2.014933,0,0,3.531,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4; flow=abc_g_aig_d20
ex274,ex274_square_hybrid_bddtop4_abc_g_aig_d24,unsigned_square_x_times_x,hybrid_bddtop4+abc_g_aig_d24,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop4.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop4_abc_g_aig_d24.aig,1,1,1,1063,41,43583,21630,2.014933,0,0,3.571,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4; flow=abc_g_aig_d24
ex274,ex274_square_hybrid_bddtop4_synth_preset_d16,unsigned_square_x_times_x,hybrid_bddtop4+synth_preset_d16,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop4.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop4_synth_preset_d16.aig,1,1,1,1055,41,43255,21630,1.999769,0,0,3.783,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4; flow=synth_preset_d16
ex274,ex274_square_hybrid_bddtop4_synth_preset_d20,unsigned_square_x_times_x,hybrid_bddtop4+synth_preset_d20,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop4.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop4_synth_preset_d20.aig,1,1,1,1055,41,43255,21630,1.999769,0,0,3.797,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4; flow=synth_preset_d20
ex274,ex274_square_hybrid_bddtop4_synth_preset_d24,unsigned_square_x_times_x,hybrid_bddtop4+synth_preset_d24,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop4.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop4_synth_preset_d24.aig,1,1,1,1055,41,43255,21630,1.999769,0,0,3.799,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4; flow=synth_preset_d24
ex274,ex274_square_hybrid_bddtop5_abc_g_aig_d16,unsigned_square_x_times_x,hybrid_bddtop5+abc_g_aig_d16,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop5.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop5_abc_g_aig_d16.aig,1,1,1,1170,40,46800,21630,2.163662,0,0,3.577,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop5; flow=abc_g_aig_d16
ex274,ex274_square_hybrid_bddtop5_abc_g_aig_d20,unsigned_square_x_times_x,hybrid_bddtop5+abc_g_aig_d20,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop5.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop5_abc_g_aig_d20.aig,1,1,1,1170,40,46800,21630,2.163662,0,0,3.573,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop5; flow=abc_g_aig_d20
ex274,ex274_square_hybrid_bddtop5_abc_g_aig_d24,unsigned_square_x_times_x,hybrid_bddtop5+abc_g_aig_d24,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop5.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop5_abc_g_aig_d24.aig,1,1,1,1170,40,46800,21630,2.163662,0,0,3.572,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop5; flow=abc_g_aig_d24
ex274,ex274_square_hybrid_bddtop5_synth_preset_d16,unsigned_square_x_times_x,hybrid_bddtop5+synth_preset_d16,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop5.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop5_synth_preset_d16.aig,1,1,1,1150,40,46000,21630,2.126676,0,0,3.783,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop5; flow=synth_preset_d16
ex274,ex274_square_hybrid_bddtop5_synth_preset_d20,unsigned_square_x_times_x,hybrid_bddtop5+synth_preset_d20,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop5.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop5_synth_preset_d20.aig,1,1,1,1150,40,46000,21630,2.126676,0,0,3.822,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop5; flow=synth_preset_d20
ex274,ex274_square_hybrid_bddtop5_synth_preset_d24,unsigned_square_x_times_x,hybrid_bddtop5+synth_preset_d24,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop5.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop5_synth_preset_d24.aig,1,1,1,1150,40,46000,21630,2.126676,0,0,3.835,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop5; flow=synth_preset_d24
ex274,ex274_square_hybrid_bddtop2_trunc_abc_g_aig_d16,unsigned_square_x_times_x,hybrid_bddtop2_trunc+abc_g_aig_d16,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop2_trunc.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop2_trunc_abc_g_aig_d16.aig,1,1,1,991,43,42613,21630,1.970088,0,0,3.551,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop2_trunc; flow=abc_g_aig_d16
ex274,ex274_square_hybrid_bddtop2_trunc_abc_g_aig_d20,unsigned_square_x_times_x,hybrid_bddtop2_trunc+abc_g_aig_d20,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop2_trunc.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop2_trunc_abc_g_aig_d20.aig,1,1,1,991,43,42613,21630,1.970088,0,0,3.527,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop2_trunc; flow=abc_g_aig_d20
ex274,ex274_square_hybrid_bddtop2_trunc_abc_g_aig_d24,unsigned_square_x_times_x,hybrid_bddtop2_trunc+abc_g_aig_d24,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop2_trunc.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop2_trunc_abc_g_aig_d24.aig,1,1,1,991,43,42613,21630,1.970088,0,0,3.525,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop2_trunc; flow=abc_g_aig_d24
ex274,ex274_square_hybrid_bddtop2_trunc_synth_preset_d16,unsigned_square_x_times_x,hybrid_bddtop2_trunc+synth_preset_d16,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop2_trunc.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop2_trunc_synth_preset_d16.aig,1,1,1,985,42,41370,21630,1.912621,0,0,3.765,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop2_trunc; flow=synth_preset_d16
ex274,ex274_square_hybrid_bddtop2_trunc_synth_preset_d20,unsigned_square_x_times_x,hybrid_bddtop2_trunc+synth_preset_d20,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop2_trunc.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop2_trunc_synth_preset_d20.aig,1,1,1,985,42,41370,21630,1.912621,0,0,3.968,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop2_trunc; flow=synth_preset_d20
ex274,ex274_square_hybrid_bddtop2_trunc_synth_preset_d24,unsigned_square_x_times_x,hybrid_bddtop2_trunc+synth_preset_d24,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop2_trunc.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop2_trunc_synth_preset_d24.aig,1,1,1,985,42,41370,21630,1.912621,0,0,3.721,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop2_trunc; flow=synth_preset_d24
ex274,ex274_square_hybrid_bddtop3_trunc_abc_g_aig_d16,unsigned_square_x_times_x,hybrid_bddtop3_trunc+abc_g_aig_d16,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop3_trunc.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop3_trunc_abc_g_aig_d16.aig,1,1,1,1019,42,42798,21630,1.978641,0,0,3.650,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop3_trunc; flow=abc_g_aig_d16
ex274,ex274_square_hybrid_bddtop3_trunc_abc_g_aig_d20,unsigned_square_x_times_x,hybrid_bddtop3_trunc+abc_g_aig_d20,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop3_trunc.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop3_trunc_abc_g_aig_d20.aig,1,1,1,1019,42,42798,21630,1.978641,0,0,3.764,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop3_trunc; flow=abc_g_aig_d20
ex274,ex274_square_hybrid_bddtop3_trunc_abc_g_aig_d24,unsigned_square_x_times_x,hybrid_bddtop3_trunc+abc_g_aig_d24,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop3_trunc.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop3_trunc_abc_g_aig_d24.aig,1,1,1,1019,42,42798,21630,1.978641,0,0,3.762,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop3_trunc; flow=abc_g_aig_d24
ex274,ex274_square_hybrid_bddtop3_trunc_synth_preset_d16,unsigned_square_x_times_x,hybrid_bddtop3_trunc+synth_preset_d16,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop3_trunc.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop3_trunc_synth_preset_d16.aig,1,1,1,1011,41,41451,21630,1.916366,0,0,3.765,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop3_trunc; flow=synth_preset_d16
ex274,ex274_square_hybrid_bddtop3_trunc_synth_preset_d20,unsigned_square_x_times_x,hybrid_bddtop3_trunc+synth_preset_d20,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop3_trunc.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop3_trunc_synth_preset_d20.aig,1,1,1,1011,41,41451,21630,1.916366,0,0,3.856,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop3_trunc; flow=synth_preset_d20
ex274,ex274_square_hybrid_bddtop3_trunc_synth_preset_d24,unsigned_square_x_times_x,hybrid_bddtop3_trunc+synth_preset_d24,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop3_trunc.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop3_trunc_synth_preset_d24.aig,1,1,1,1011,41,41451,21630,1.916366,0,0,3.732,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop3_trunc; flow=synth_preset_d24
ex274,ex274_square_hybrid_bddtop4_trunc_abc_g_aig_d16,unsigned_square_x_times_x,hybrid_bddtop4_trunc+abc_g_aig_d16,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop4_trunc.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop4_trunc_abc_g_aig_d16.aig,1,1,1,1061,41,43501,21630,2.011142,0,0,3.659,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_trunc; flow=abc_g_aig_d16
ex274,ex274_square_hybrid_bddtop4_trunc_abc_g_aig_d20,unsigned_square_x_times_x,hybrid_bddtop4_trunc+abc_g_aig_d20,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop4_trunc.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop4_trunc_abc_g_aig_d20.aig,1,1,1,1061,41,43501,21630,2.011142,0,0,3.590,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_trunc; flow=abc_g_aig_d20
ex274,ex274_square_hybrid_bddtop4_trunc_abc_g_aig_d24,unsigned_square_x_times_x,hybrid_bddtop4_trunc+abc_g_aig_d24,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop4_trunc.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop4_trunc_abc_g_aig_d24.aig,1,1,1,1061,41,43501,21630,2.011142,0,0,3.587,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_trunc; flow=abc_g_aig_d24
ex274,ex274_square_hybrid_bddtop4_trunc_synth_preset_d16,unsigned_square_x_times_x,hybrid_bddtop4_trunc+synth_preset_d16,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop4_trunc.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop4_trunc_synth_preset_d16.aig,1,1,1,1056,40,42240,21630,1.952843,0,0,3.896,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_trunc; flow=synth_preset_d16
ex274,ex274_square_hybrid_bddtop4_trunc_synth_preset_d20,unsigned_square_x_times_x,hybrid_bddtop4_trunc+synth_preset_d20,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop4_trunc.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop4_trunc_synth_preset_d20.aig,1,1,1,1056,40,42240,21630,1.952843,0,0,3.655,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_trunc; flow=synth_preset_d20
ex274,ex274_square_hybrid_bddtop4_trunc_synth_preset_d24,unsigned_square_x_times_x,hybrid_bddtop4_trunc+synth_preset_d24,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop4_trunc.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop4_trunc_synth_preset_d24.aig,1,1,1,1056,40,42240,21630,1.952843,0,0,3.723,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_trunc; flow=synth_preset_d24
ex274,ex274_square_hybrid_bddtop2_trunc_order_outside_abc_g_aig_d16,unsigned_square_x_times_x,hybrid_bddtop2_trunc_order_outside+abc_g_aig_d16,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop2_trunc_order_outside.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop2_trunc_order_outside_abc_g_aig_d16.aig,1,1,1,1003,42,42126,21630,1.947573,0,0,3.548,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop2_trunc_order_outside; flow=abc_g_aig_d16
ex274,ex274_square_hybrid_bddtop2_trunc_order_outside_abc_g_aig_d20,unsigned_square_x_times_x,hybrid_bddtop2_trunc_order_outside+abc_g_aig_d20,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop2_trunc_order_outside.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop2_trunc_order_outside_abc_g_aig_d20.aig,1,1,1,1003,42,42126,21630,1.947573,0,0,4.007,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop2_trunc_order_outside; flow=abc_g_aig_d20
ex274,ex274_square_hybrid_bddtop2_trunc_order_outside_abc_g_aig_d24,unsigned_square_x_times_x,hybrid_bddtop2_trunc_order_outside+abc_g_aig_d24,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop2_trunc_order_outside.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop2_trunc_order_outside_abc_g_aig_d24.aig,1,1,1,1003,42,42126,21630,1.947573,0,0,5.289,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop2_trunc_order_outside; flow=abc_g_aig_d24
ex274,ex274_square_hybrid_bddtop2_trunc_order_outside_synth_preset_d16,unsigned_square_x_times_x,hybrid_bddtop2_trunc_order_outside+synth_preset_d16,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop2_trunc_order_outside.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop2_trunc_order_outside_synth_preset_d16.aig,1,1,1,987,43,42441,21630,1.962136,0,0,4.675,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop2_trunc_order_outside; flow=synth_preset_d16
