case,candidate_id,simulator,status,log_path,agent_id,run_id,notes
ex297,ex297_r12_localctx_r1_residual_bdd_abc_g_aig,python_exhaustive_model,PASS,,state-r12,ex200_ex299_frontend_refgap_round12_20260612_2015,official evaluate.py OK; exhaustive Python model matches truth table; synth_log=student/work/ex200_ex299_frontend_refgap_round12_20260612_2015/state-r12/ex297/logs/ex297_r12_localctx_r1_residual_bdd_abc_g_aig.yosys.log; diagnostic=student/work/ex200_ex299_frontend_refgap_round12_20260612_2015/state-r12/ex297/notes/ex297_r12_localctx_r1_residual_bdd_abc_g_aig.diagnostic.json
ex299,ex299_r12_localctx_r1_residual_bdd_abc_g_aig,python_exhaustive_model,PASS,,state-r12,ex200_ex299_frontend_refgap_round12_20260612_2015,official evaluate.py OK; exhaustive Python model matches truth table; synth_log=student/work/ex200_ex299_frontend_refgap_round12_20260612_2015/state-r12/ex299/logs/ex299_r12_localctx_r1_residual_bdd_abc_g_aig.yosys.log; diagnostic=student/work/ex200_ex299_frontend_refgap_round12_20260612_2015/state-r12/ex299/notes/ex299_r12_localctx_r1_residual_bdd_abc_g_aig.diagnostic.json
