case,metric,key,value,detail
ex286,affine_perm_duality,pin=12:11:10:9:8:6:7:4:5:3:2:1:0;pout=12:11:10:9:8:6:7:4:5:3:2:1:0;imask=0x1fff;omask=0x1fff,15,bit_matches=57972/106496;first=x=0x1;xp=0xfff;y=0x40;got=0x1fef;expected=0x1f7f
ex286,affine_perm_duality,pin=0:1:2:3:4:5:6:7:8:9:10:11:12;pout=12:11:10:9:8:7:6:5:4:3:2:1:0;imask=0x1fff;omask=0x1fff,8,bit_matches=43376/106496;first=x=0x1;xp=0x1ffe;y=0x40;got=0x1ffd;expected=0x1fbf
ex286,affine_perm_duality,pin=0:1:2:3:5:4:7:6:8:9:10:11:12;pout=12:11:10:9:8:7:6:5:4:3:2:1:0;imask=0x1fff;omask=0x1fff,8,bit_matches=43376/106496;first=x=0x1;xp=0x1ffe;y=0x40;got=0x1ffd;expected=0x1fbf
ex286,affine_perm_duality,pin=0:1:2:3:4:5:6:7:8:9:10:11:12;pout=12:11:10:9:7:8:5:6:4:3:2:1:0;imask=0x1fff;omask=0x1fff,5,bit_matches=50244/106496;first=x=0x1;xp=0x1ffe;y=0x40;got=0x1ffd;expected=0x1fdf
ex286,affine_perm_duality,pin=0:1:2:3:4:5:6:7:8:9:10:11:12;pout=12:11:10:9:8:6:7:4:5:3:2:1:0;imask=0x1fff;omask=0x1fff,5,bit_matches=50244/106496;first=x=0x1;xp=0x1ffe;y=0x40;got=0x1ffd;expected=0x1f7f
ex286,affine_perm_duality,pin=0:1:2:3:5:4:7:6:8:9:10:11:12;pout=12:11:10:9:7:8:5:6:4:3:2:1:0;imask=0x1fff;omask=0x1fff,5,bit_matches=50244/106496;first=x=0x1;xp=0x1ffe;y=0x40;got=0x1ffd;expected=0x1fdf
ex286,affine_perm_duality,pin=0:1:2:3:5:4:7:6:8:9:10:11:12;pout=12:11:10:9:8:6:7:4:5:3:2:1:0;imask=0x1fff;omask=0x1fff,5,bit_matches=50244/106496;first=x=0x1;xp=0x1ffe;y=0x40;got=0x1ffd;expected=0x1f7f
ex286,affine_perm_duality,pin=12:11:10:9:8:7:6:5:4:3:2:1:0;pout=0:1:2:3:5:4:7:6:8:9:10:11:12;imask=0x1fff;omask=0x1fff,2,bit_matches=55772/106496;first=x=0x1;xp=0xfff;y=0x40;got=0x1fef;expected=0x1f7f
ex286,affine_perm_duality,pin=12:11:10:9:7:8:5:6:4:3:2:1:0;pout=0:1:2:3:5:4:7:6:8:9:10:11:12;imask=0x1fff;omask=0x1fff,2,bit_matches=55772/106496;first=x=0x1;xp=0xfff;y=0x40;got=0x1fef;expected=0x1f7f
ex286,affine_perm_duality,pin=12:11:10:9:8:6:7:4:5:3:2:1:0;pout=0:1:2:3:5:4:7:6:8:9:10:11:12;imask=0x1fff;omask=0x1fff,2,bit_matches=55772/106496;first=x=0x1;xp=0xfff;y=0x40;got=0x1fef;expected=0x1f7f
ex286,affine_perm_duality,pin=0:1:2:3:4:5:6:7:8:9:10:11:12;pout=0:1:2:3:5:4:7:6:8:9:10:11:12;imask=0x1fff;omask=0x1fff,2,bit_matches=48824/106496;first=x=0x1;xp=0x1ffe;y=0x40;got=0x1ffd;expected=0x1f7f
ex286,affine_perm_duality,pin=0:1:2:3:5:4:7:6:8:9:10:11:12;pout=0:1:2:3:5:4:7:6:8:9:10:11:12;imask=0x1fff;omask=0x1fff,2,bit_matches=48824/106496;first=x=0x1;xp=0x1ffe;y=0x40;got=0x1ffd;expected=0x1f7f
ex286,affine_perm_duality,pin=0:1:2:3:4:5:6:7:8:9:10:11:12;pout=0:1:2:3:4:5:6:7:8:9:10:11:12;imask=0x1fff;omask=0x1fff,2,bit_matches=42264/106496;first=x=0x1;xp=0x1ffe;y=0x40;got=0x1ffd;expected=0x1fbf
ex286,affine_perm_duality,pin=0:1:2:3:5:4:7:6:8:9:10:11:12;pout=0:1:2:3:4:5:6:7:8:9:10:11:12;imask=0x1fff;omask=0x1fff,2,bit_matches=42264/106496;first=x=0x1;xp=0x1ffe;y=0x40;got=0x1ffd;expected=0x1fbf
ex287,affine_perm_duality,pin=13:12:11:10:9:8:7:6:5:4:3:2:1:0;pout=0:1:2:3:4:5:6:7:8:9:10:11:12:13;imask=0x3fff;omask=0x3fff,464,bit_matches=119336/229376;first=x=0x1;xp=0x1fff;y=0x40;got=0x3fef;expected=0x3fbf
ex287,affine_perm_duality,pin=13:12:11:10:8:9:6:7:4:5:3:2:1:0;pout=0:1:2:3:4:5:6:7:8:9:10:11:12:13;imask=0x3fff;omask=0x3fff,464,bit_matches=119336/229376;first=x=0x1;xp=0x1fff;y=0x40;got=0x3fef;expected=0x3fbf
ex287,affine_perm_duality,pin=0:1:2:3:4:5:6:7:8:9:10:11:12:13;pout=13:12:11:10:9:8:7:6:5:4:3:2:1:0;imask=0x3fff;omask=0x3fff,432,bit_matches=148704/229376;first=x=0x1;xp=0x3ffe;y=0x40;got=0x3ffd;expected=0x3f7f
ex287,affine_perm_duality,pin=0:1:2:3:5:4:7:6:9:8:10:11:12:13;pout=13:12:11:10:9:8:7:6:5:4:3:2:1:0;imask=0x3fff;omask=0x3fff,432,bit_matches=148704/229376;first=x=0x1;xp=0x3ffe;y=0x40;got=0x3ffd;expected=0x3f7f
ex287,affine_perm_duality,pin=13:12:11:10:9:8:7:6:5:4:3:2:1:0;pout=13:12:11:10:9:8:7:6:5:4:3:2:1:0;imask=0x3fff;omask=0x3fff,142,bit_matches=120136/229376;first=x=0x1;xp=0x1fff;y=0x40;got=0x3fef;expected=0x3f7f
ex287,affine_perm_duality,pin=13:12:11:10:8:9:6:7:4:5:3:2:1:0;pout=13:12:11:10:9:8:7:6:5:4:3:2:1:0;imask=0x3fff;omask=0x3fff,142,bit_matches=120136/229376;first=x=0x1;xp=0x1fff;y=0x40;got=0x3fef;expected=0x3f7f
ex287,affine_perm_duality,pin=13:12:11:10:9:8:7:6:5:4:3:2:1:0;pout=0:1:2:3:5:4:7:6:9:8:10:11:12:13;imask=0x3fff;omask=0x3fff,44,bit_matches=120416/229376;first=x=0x1;xp=0x1fff;y=0x40;got=0x3fef;expected=0x3f7f
ex287,affine_perm_duality,pin=13:12:11:10:8:9:6:7:4:5:3:2:1:0;pout=0:1:2:3:5:4:7:6:9:8:10:11:12:13;imask=0x3fff;omask=0x3fff,44,bit_matches=120416/229376;first=x=0x1;xp=0x1fff;y=0x40;got=0x3fef;expected=0x3f7f
ex287,affine_perm_duality,pin=0:1:2:3:4:5:6:7:8:9:10:11:12:13;pout=13:12:11:10:8:9:6:7:4:5:3:2:1:0;imask=0x3fff;omask=0x3fff,20,bit_matches=125080/229376;first=x=0x1;xp=0x3ffe;y=0x40;got=0x3ffd;expected=0x3fbf
ex287,affine_perm_duality,pin=0:1:2:3:5:4:7:6:9:8:10:11:12:13;pout=13:12:11:10:8:9:6:7:4:5:3:2:1:0;imask=0x3fff;omask=0x3fff,20,bit_matches=125080/229376;first=x=0x1;xp=0x3ffe;y=0x40;got=0x3ffd;expected=0x3fbf
ex287,affine_perm_duality,pin=13:12:11:10:9:8:7:6:5:4:3:2:1:0;pout=13:12:11:10:8:9:6:7:4:5:3:2:1:0;imask=0x3fff;omask=0x3fff,16,bit_matches=122060/229376;first=x=0x1;xp=0x1fff;y=0x40;got=0x3fef;expected=0x3fbf
ex287,affine_perm_duality,pin=13:12:11:10:8:9:6:7:4:5:3:2:1:0;pout=13:12:11:10:8:9:6:7:4:5:3:2:1:0;imask=0x3fff;omask=0x3fff,16,bit_matches=122060/229376;first=x=0x1;xp=0x1fff;y=0x40;got=0x3fef;expected=0x3fbf
ex287,affine_perm_duality,pin=0:1:2:3:4:5:6:7:8:9:10:11:12:13;pout=0:1:2:3:5:4:7:6:9:8:10:11:12:13;imask=0x3fff;omask=0x3fff,2,bit_matches=105376/229376;first=x=0x1;xp=0x3ffe;y=0x40;got=0x3ffd;expected=0x3f7f
ex287,affine_perm_duality,pin=0:1:2:3:5:4:7:6:9:8:10:11:12:13;pout=0:1:2:3:5:4:7:6:9:8:10:11:12:13;imask=0x3fff;omask=0x3fff,2,bit_matches=105376/229376;first=x=0x1;xp=0x3ffe;y=0x40;got=0x3ffd;expected=0x3f7f
ex287,affine_perm_duality,pin=0:1:2:3:4:5:6:7:8:9:10:11:12:13;pout=0:1:2:3:4:5:6:7:8:9:10:11:12:13;imask=0x3fff;omask=0x3fff,2,bit_matches=84464/229376;first=x=0x1;xp=0x3ffe;y=0x40;got=0x3ffd;expected=0x3fbf
ex287,affine_perm_duality,pin=0:1:2:3:5:4:7:6:9:8:10:11:12:13;pout=0:1:2:3:4:5:6:7:8:9:10:11:12:13;imask=0x3fff;omask=0x3fff,2,bit_matches=84464/229376;first=x=0x1;xp=0x3ffe;y=0x40;got=0x3ffd;expected=0x3fbf
ex288,affine_perm_duality,pin=14:13:12:11:10:9:8:7:6:5:4:3:2:1:0;pout=14:13:12:11:10:9:8:7:6:5:4:3:2:1:0;imask=0x7fff;omask=0x7fff,106,bit_matches=266224/491520;first=x=0x1;xp=0x3fff;y=0x4000;got=0x7fbf;expected=0x7ffe
ex288,affine_perm_duality,pin=14:13:12:11:9:10:7:8:5:6:4:3:2:1:0;pout=14:13:12:11:10:9:8:7:6:5:4:3:2:1:0;imask=0x7fff;omask=0x7fff,106,bit_matches=266224/491520;first=x=0x1;xp=0x3fff;y=0x4000;got=0x7fbf;expected=0x7ffe
ex288,affine_perm_duality,pin=14:13:12:11:10:8:9:6:7:4:5:3:2:1:0;pout=14:13:12:11:10:9:8:7:6:5:4:3:2:1:0;imask=0x7fff;omask=0x7fff,106,bit_matches=266224/491520;first=x=0x1;xp=0x3fff;y=0x4000;got=0x7fbf;expected=0x7ffe
ex288,affine_perm_duality,pin=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14;pout=14:13:12:11:9:10:7:8:5:6:4:3:2:1:0;imask=0x7fff;omask=0x7fff,60,bit_matches=293050/491520;first=x=0x1;xp=0x7ffe;y=0x4000;got=0x7ffd;expected=0x7ffe
ex288,affine_perm_duality,pin=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14;pout=14:13:12:11:10:8:9:6:7:4:5:3:2:1:0;imask=0x7fff;omask=0x7fff,60,bit_matches=293050/491520;first=x=0x1;xp=0x7ffe;y=0x4000;got=0x7ffd;expected=0x7ffe
ex288,affine_perm_duality,pin=0:1:2:3:5:4:7:6:9:8:10:11:12:13:14;pout=14:13:12:11:9:10:7:8:5:6:4:3:2:1:0;imask=0x7fff;omask=0x7fff,60,bit_matches=293050/491520;first=x=0x1;xp=0x7ffe;y=0x4000;got=0x7ffd;expected=0x7ffe
ex288,affine_perm_duality,pin=0:1:2:3:5:4:7:6:9:8:10:11:12:13:14;pout=14:13:12:11:10:8:9:6:7:4:5:3:2:1:0;imask=0x7fff;omask=0x7fff,60,bit_matches=293050/491520;first=x=0x1;xp=0x7ffe;y=0x4000;got=0x7ffd;expected=0x7ffe
ex288,affine_perm_duality,pin=14:13:12:11:10:9:8:7:6:5:4:3:2:1:0;pout=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14;imask=0x7fff;omask=0x7fff,28,bit_matches=255312/491520;first=x=0x1;xp=0x3fff;y=0x4000;got=0x7fbf;expected=0x3fff
ex288,affine_perm_duality,pin=14:13:12:11:9:10:7:8:5:6:4:3:2:1:0;pout=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14;imask=0x7fff;omask=0x7fff,28,bit_matches=255312/491520;first=x=0x1;xp=0x3fff;y=0x4000;got=0x7fbf;expected=0x3fff
ex288,affine_perm_duality,pin=14:13:12:11:10:8:9:6:7:4:5:3:2:1:0;pout=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14;imask=0x7fff;omask=0x7fff,28,bit_matches=255312/491520;first=x=0x1;xp=0x3fff;y=0x4000;got=0x7fbf;expected=0x3fff
ex288,affine_perm_duality,pin=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14;pout=14:13:12:11:10:9:8:7:6:5:4:3:2:1:0;imask=0x7fff;omask=0x7fff,16,bit_matches=236000/491520;first=x=0x1;xp=0x7ffe;y=0x4000;got=0x7ffd;expected=0x7ffe
ex288,affine_perm_duality,pin=0:1:2:3:5:4:7:6:9:8:10:11:12:13:14;pout=14:13:12:11:10:9:8:7:6:5:4:3:2:1:0;imask=0x7fff;omask=0x7fff,16,bit_matches=236000/491520;first=x=0x1;xp=0x7ffe;y=0x4000;got=0x7ffd;expected=0x7ffe
ex288,affine_perm_duality,pin=14:13:12:11:10:9:8:7:6:5:4:3:2:1:0;pout=14:13:12:11:9:10:7:8:5:6:4:3:2:1:0;imask=0x7fff;omask=0x7fff,15,bit_matches=266976/491520;first=x=0x1;xp=0x3fff;y=0x4000;got=0x7fbf;expected=0x7ffe
ex288,affine_perm_duality,pin=14:13:12:11:10:9:8:7:6:5:4:3:2:1:0;pout=14:13:12:11:10:8:9:6:7:4:5:3:2:1:0;imask=0x7fff;omask=0x7fff,15,bit_matches=266976/491520;first=x=0x1;xp=0x3fff;y=0x4000;got=0x7fbf;expected=0x7ffe
ex288,affine_perm_duality,pin=14:13:12:11:9:10:7:8:5:6:4:3:2:1:0;pout=14:13:12:11:9:10:7:8:5:6:4:3:2:1:0;imask=0x7fff;omask=0x7fff,15,bit_matches=266976/491520;first=x=0x1;xp=0x3fff;y=0x4000;got=0x7fbf;expected=0x7ffe
ex288,affine_perm_duality,pin=14:13:12:11:9:10:7:8:5:6:4:3:2:1:0;pout=14:13:12:11:10:8:9:6:7:4:5:3:2:1:0;imask=0x7fff;omask=0x7fff,15,bit_matches=266976/491520;first=x=0x1;xp=0x3fff;y=0x4000;got=0x7fbf;expected=0x7ffe
ex288,affine_perm_duality,pin=14:13:12:11:10:8:9:6:7:4:5:3:2:1:0;pout=14:13:12:11:9:10:7:8:5:6:4:3:2:1:0;imask=0x7fff;omask=0x7fff,15,bit_matches=266976/491520;first=x=0x1;xp=0x3fff;y=0x4000;got=0x7fbf;expected=0x7ffe
ex288,affine_perm_duality,pin=14:13:12:11:10:8:9:6:7:4:5:3:2:1:0;pout=14:13:12:11:10:8:9:6:7:4:5:3:2:1:0;imask=0x7fff;omask=0x7fff,15,bit_matches=266976/491520;first=x=0x1;xp=0x3fff;y=0x4000;got=0x7fbf;expected=0x7ffe
ex288,affine_perm_duality,pin=14:13:12:11:10:9:8:7:6:5:4:3:2:1:0;pout=0:1:2:3:5:4:7:6:9:8:10:11:12:13:14;imask=0x7fff;omask=0x7fff,12,bit_matches=257316/491520;first=x=0x1;xp=0x3fff;y=0x4000;got=0x7fbf;expected=0x3fff
ex288,affine_perm_duality,pin=14:13:12:11:9:10:7:8:5:6:4:3:2:1:0;pout=0:1:2:3:5:4:7:6:9:8:10:11:12:13:14;imask=0x7fff;omask=0x7fff,12,bit_matches=257316/491520;first=x=0x1;xp=0x3fff;y=0x4000;got=0x7fbf;expected=0x3fff
ex288,affine_perm_duality,pin=14:13:12:11:10:8:9:6:7:4:5:3:2:1:0;pout=0:1:2:3:5:4:7:6:9:8:10:11:12:13:14;imask=0x7fff;omask=0x7fff,12,bit_matches=257316/491520;first=x=0x1;xp=0x3fff;y=0x4000;got=0x7fbf;expected=0x3fff
ex288,affine_perm_duality,pin=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14;pout=0:1:2:3:5:4:7:6:9:8:10:11:12:13:14;imask=0x7fff;omask=0x7fff,6,bit_matches=231920/491520;first=x=0x1;xp=0x7ffe;y=0x4000;got=0x7ffd;expected=0x3fff
ex288,affine_perm_duality,pin=0:1:2:3:5:4:7:6:9:8:10:11:12:13:14;pout=0:1:2:3:5:4:7:6:9:8:10:11:12:13:14;imask=0x7fff;omask=0x7fff,6,bit_matches=231920/491520;first=x=0x1;xp=0x7ffe;y=0x4000;got=0x7ffd;expected=0x3fff
ex288,affine_perm_duality,pin=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14;pout=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14;imask=0x7fff;omask=0x7fff,2,bit_matches=188688/491520;first=x=0x1;xp=0x7ffe;y=0x4000;got=0x7ffd;expected=0x3fff
ex288,affine_perm_duality,pin=0:1:2:3:5:4:7:6:9:8:10:11:12:13:14;pout=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14;imask=0x7fff;omask=0x7fff,2,bit_matches=188688/491520;first=x=0x1;xp=0x7ffe;y=0x4000;got=0x7ffd;expected=0x3fff
ex289,affine_perm_duality,pin=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:15;pout=15:14:13:12:11:10:9:8:7:6:5:4:3:2:1:0;imask=0xffff;omask=0xffff,65536,bit_matches=1048576/1048576;first=
ex289,affine_perm_duality,pin=0:1:2:3:5:4:7:6:9:8:11:10:12:13:14:15;pout=15:14:13:12:11:10:9:8:7:6:5:4:3:2:1:0;imask=0xffff;omask=0xffff,65536,bit_matches=1048576/1048576;first=
ex289,affine_perm_duality,pin=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:15;pout=15:14:13:12:10:11:8:9:6:7:4:5:3:2:1:0;imask=0xffff;omask=0xffff,3696,bit_matches=794112/1048576;first=x=0x4;xp=0xfffb;y=0x200;got=0xffbf;expected=0xff7f
ex289,affine_perm_duality,pin=0:1:2:3:5:4:7:6:9:8:11:10:12:13:14:15;pout=15:14:13:12:10:11:8:9:6:7:4:5:3:2:1:0;imask=0xffff;omask=0xffff,3696,bit_matches=794112/1048576;first=x=0x4;xp=0xfffb;y=0x200;got=0xffbf;expected=0xff7f
ex289,affine_perm_duality,pin=15:14:13:12:11:10:9:8:7:6:5:4:3:2:1:0;pout=15:14:13:12:11:10:9:8:7:6:5:4:3:2:1:0;imask=0xffff;omask=0xffff,1392,bit_matches=554784/1048576;first=x=0x1;xp=0x7fff;y=0x4000;got=0xffbf;expected=0xfffd
ex289,affine_perm_duality,pin=15:14:13:12:10:11:8:9:6:7:4:5:3:2:1:0;pout=15:14:13:12:11:10:9:8:7:6:5:4:3:2:1:0;imask=0xffff;omask=0xffff,1392,bit_matches=554784/1048576;first=x=0x1;xp=0x7fff;y=0x4000;got=0xffbf;expected=0xfffd
ex289,affine_perm_duality,pin=15:14:13:12:11:10:9:8:7:6:5:4:3:2:1:0;pout=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:15;imask=0xffff;omask=0xffff,1202,bit_matches=550592/1048576;first=x=0x1;xp=0x7fff;y=0x4000;got=0xffbf;expected=0xbfff
ex289,affine_perm_duality,pin=15:14:13:12:10:11:8:9:6:7:4:5:3:2:1:0;pout=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:15;imask=0xffff;omask=0xffff,1202,bit_matches=550592/1048576;first=x=0x1;xp=0x7fff;y=0x4000;got=0xffbf;expected=0xbfff
ex289,affine_perm_duality,pin=15:14:13:12:11:10:9:8:7:6:5:4:3:2:1:0;pout=0:1:2:3:5:4:7:6:9:8:11:10:12:13:14:15;imask=0xffff;omask=0xffff,354,bit_matches=562704/1048576;first=x=0x1;xp=0x7fff;y=0x4000;got=0xffbf;expected=0xbfff
ex289,affine_perm_duality,pin=15:14:13:12:10:11:8:9:6:7:4:5:3:2:1:0;pout=0:1:2:3:5:4:7:6:9:8:11:10:12:13:14:15;imask=0xffff;omask=0xffff,354,bit_matches=562704/1048576;first=x=0x1;xp=0x7fff;y=0x4000;got=0xffbf;expected=0xbfff
ex289,affine_perm_duality,pin=15:14:13:12:11:10:9:8:7:6:5:4:3:2:1:0;pout=15:14:13:12:10:11:8:9:6:7:4:5:3:2:1:0;imask=0xffff;omask=0xffff,192,bit_matches=564432/1048576;first=x=0x1;xp=0x7fff;y=0x4000;got=0xffbf;expected=0xfffd
ex289,affine_perm_duality,pin=15:14:13:12:10:11:8:9:6:7:4:5:3:2:1:0;pout=15:14:13:12:10:11:8:9:6:7:4:5:3:2:1:0;imask=0xffff;omask=0xffff,192,bit_matches=564432/1048576;first=x=0x1;xp=0x7fff;y=0x4000;got=0xffbf;expected=0xfffd
ex289,affine_perm_duality,pin=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:15;pout=0:1:2:3:5:4:7:6:9:8:11:10:12:13:14:15;imask=0xffff;omask=0xffff,66,bit_matches=498784/1048576;first=x=0x1;xp=0xfffe;y=0x4000;got=0xfffd;expected=0xbfff
ex289,affine_perm_duality,pin=0:1:2:3:5:4:7:6:9:8:11:10:12:13:14:15;pout=0:1:2:3:5:4:7:6:9:8:11:10:12:13:14:15;imask=0xffff;omask=0xffff,66,bit_matches=498784/1048576;first=x=0x1;xp=0xfffe;y=0x4000;got=0xfffd;expected=0xbfff
ex289,affine_perm_duality,pin=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:15;pout=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:15;imask=0xffff;omask=0xffff,2,bit_matches=376672/1048576;first=x=0x1;xp=0xfffe;y=0x4000;got=0xfffd;expected=0xbfff
ex289,affine_perm_duality,pin=0:1:2:3:5:4:7:6:9:8:11:10:12:13:14:15;pout=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:15;imask=0xffff;omask=0xffff,2,bit_matches=376672/1048576;first=x=0x1;xp=0xfffe;y=0x4000;got=0xfffd;expected=0xbfff
