case,candidate_id,verified_truth,equivalent,area,delay,adp,verilog_path,aig_path,notes
ex280,ex280_unknown_layered_anf_davio_prefix_parity_reduce_deg0_endpoint_rev_abc_g_aig,1,1,602,31,18662,student/work/ex280_ex284_frontend_prefix_davio_orders_20260608_2306/ex280/verilog/ex280_unknown_layered_anf_davio_prefix_parity_reduce_deg0_endpoint_rev.v,student/work/ex280_ex284_frontend_prefix_davio_synthflow_20260608_2315/ex280/aigs/ex280_unknown_layered_anf_davio_prefix_parity_reduce_deg0_endpoint_rev_abc_g_aig.aig,Yosys abc gate set aig
ex280,ex280_unknown_layered_anf_davio_prefix_parity_reduce_deg0_endpoint_rev_synth_preset,1,1,714,31,22134,student/work/ex280_ex284_frontend_prefix_davio_orders_20260608_2306/ex280/verilog/ex280_unknown_layered_anf_davio_prefix_parity_reduce_deg0_endpoint_rev.v,student/work/ex280_ex284_frontend_prefix_davio_synthflow_20260608_2315/ex280/aigs/ex280_unknown_layered_anf_davio_prefix_parity_reduce_deg0_endpoint_rev_synth_preset.aig,Yosys synth preset with flatten
ex280,ex280_unknown_layered_anf_davio_prefix_parity_reduce_deg0_endpoint_rev_extra_opt_share,1,1,696,31,21576,student/work/ex280_ex284_frontend_prefix_davio_orders_20260608_2306/ex280/verilog/ex280_unknown_layered_anf_davio_prefix_parity_reduce_deg0_endpoint_rev.v,student/work/ex280_ex284_frontend_prefix_davio_synthflow_20260608_2315/ex280/aigs/ex280_unknown_layered_anf_davio_prefix_parity_reduce_deg0_endpoint_rev_extra_opt_share.aig,extra opt_reduce/opt_muxtree/wreduce/share
ex280,ex280_unknown_layered_anf_davio_prefix_parity_reduce_deg0_endpoint_rev_abc_g_aig_d24,1,1,602,31,18662,student/work/ex280_ex284_frontend_prefix_davio_orders_20260608_2306/ex280/verilog/ex280_unknown_layered_anf_davio_prefix_parity_reduce_deg0_endpoint_rev.v,student/work/ex280_ex284_frontend_prefix_davio_synthflow_20260608_2315/ex280/aigs/ex280_unknown_layered_anf_davio_prefix_parity_reduce_deg0_endpoint_rev_abc_g_aig_d24.aig,Yosys abc gate set aig delay target 24
ex280,ex280_unknown_layered_anf_davio_prefix_parity_reduce_deg0_endpoint_rev_abc_g_aig_d28,1,1,602,31,18662,student/work/ex280_ex284_frontend_prefix_davio_orders_20260608_2306/ex280/verilog/ex280_unknown_layered_anf_davio_prefix_parity_reduce_deg0_endpoint_rev.v,student/work/ex280_ex284_frontend_prefix_davio_synthflow_20260608_2315/ex280/aigs/ex280_unknown_layered_anf_davio_prefix_parity_reduce_deg0_endpoint_rev_abc_g_aig_d28.aig,Yosys abc gate set aig delay target 28
ex281,ex281_unknown_layered_anf_davio_prefix_parity_reduce_deg0_endpoint_rev_abc_g_aig,1,1,683,33,22539,student/work/ex280_ex284_frontend_prefix_davio_orders_20260608_2306/ex281/verilog/ex281_unknown_layered_anf_davio_prefix_parity_reduce_deg0_endpoint_rev.v,student/work/ex280_ex284_frontend_prefix_davio_synthflow_20260608_2315/ex281/aigs/ex281_unknown_layered_anf_davio_prefix_parity_reduce_deg0_endpoint_rev_abc_g_aig.aig,Yosys abc gate set aig
ex281,ex281_unknown_layered_anf_davio_prefix_parity_reduce_deg0_endpoint_rev_synth_preset,1,1,778,34,26452,student/work/ex280_ex284_frontend_prefix_davio_orders_20260608_2306/ex281/verilog/ex281_unknown_layered_anf_davio_prefix_parity_reduce_deg0_endpoint_rev.v,student/work/ex280_ex284_frontend_prefix_davio_synthflow_20260608_2315/ex281/aigs/ex281_unknown_layered_anf_davio_prefix_parity_reduce_deg0_endpoint_rev_synth_preset.aig,Yosys synth preset with flatten
ex281,ex281_unknown_layered_anf_davio_prefix_parity_reduce_deg0_endpoint_rev_extra_opt_share,1,1,803,33,26499,student/work/ex280_ex284_frontend_prefix_davio_orders_20260608_2306/ex281/verilog/ex281_unknown_layered_anf_davio_prefix_parity_reduce_deg0_endpoint_rev.v,student/work/ex280_ex284_frontend_prefix_davio_synthflow_20260608_2315/ex281/aigs/ex281_unknown_layered_anf_davio_prefix_parity_reduce_deg0_endpoint_rev_extra_opt_share.aig,extra opt_reduce/opt_muxtree/wreduce/share
ex281,ex281_unknown_layered_anf_davio_prefix_parity_reduce_deg0_endpoint_rev_abc_g_aig_d24,1,1,683,33,22539,student/work/ex280_ex284_frontend_prefix_davio_orders_20260608_2306/ex281/verilog/ex281_unknown_layered_anf_davio_prefix_parity_reduce_deg0_endpoint_rev.v,student/work/ex280_ex284_frontend_prefix_davio_synthflow_20260608_2315/ex281/aigs/ex281_unknown_layered_anf_davio_prefix_parity_reduce_deg0_endpoint_rev_abc_g_aig_d24.aig,Yosys abc gate set aig delay target 24
ex281,ex281_unknown_layered_anf_davio_prefix_parity_reduce_deg0_endpoint_rev_abc_g_aig_d28,1,1,683,33,22539,student/work/ex280_ex284_frontend_prefix_davio_orders_20260608_2306/ex281/verilog/ex281_unknown_layered_anf_davio_prefix_parity_reduce_deg0_endpoint_rev.v,student/work/ex280_ex284_frontend_prefix_davio_synthflow_20260608_2315/ex281/aigs/ex281_unknown_layered_anf_davio_prefix_parity_reduce_deg0_endpoint_rev_abc_g_aig_d28.aig,Yosys abc gate set aig delay target 28
