case,candidate_id,hypothesis,variant,verilog_path,aig_path,area,delay,adp,items,notes
ex280,ex280_unknown_layered_anf_davio_prefix_parity_reduce_deg0_endpoint_rev_abc_g_aig,unknown_layered_anf_davio_synthflow,prefix_parity_reduce_deg0_endpoint_rev_abc_g_aig,student/work/ex280_ex284_frontend_prefix_davio_orders_20260608_2306/ex280/verilog/ex280_unknown_layered_anf_davio_prefix_parity_reduce_deg0_endpoint_rev.v,student/work/ex280_ex284_frontend_prefix_davio_synthflow_20260608_2315/ex280/aigs/ex280_unknown_layered_anf_davio_prefix_parity_reduce_deg0_endpoint_rev_abc_g_aig.aig,602,31,18662,Yosys abc gate set aig,Yosys abc gate set aig
ex281,ex281_unknown_layered_anf_davio_prefix_parity_reduce_deg0_endpoint_rev_abc_g_aig,unknown_layered_anf_davio_synthflow,prefix_parity_reduce_deg0_endpoint_rev_abc_g_aig,student/work/ex280_ex284_frontend_prefix_davio_orders_20260608_2306/ex281/verilog/ex281_unknown_layered_anf_davio_prefix_parity_reduce_deg0_endpoint_rev.v,student/work/ex280_ex284_frontend_prefix_davio_synthflow_20260608_2315/ex281/aigs/ex281_unknown_layered_anf_davio_prefix_parity_reduce_deg0_endpoint_rev_abc_g_aig.aig,683,33,22539,Yosys abc gate set aig,Yosys abc gate set aig
ex282,ex282_unknown_layered_anf_davio_prefix_parity_reduce_deg0_endpoint_rev_abc_g_aig,unknown_layered_anf_davio_synthflow,prefix_parity_reduce_deg0_endpoint_rev_abc_g_aig,student/work/ex280_ex284_frontend_prefix_davio_orders_20260608_2306/ex282/verilog/ex282_unknown_layered_anf_davio_prefix_parity_reduce_deg0_endpoint_rev.v,student/work/ex280_ex284_frontend_prefix_davio_synthflow_20260608_2315/ex282/aigs/ex282_unknown_layered_anf_davio_prefix_parity_reduce_deg0_endpoint_rev_abc_g_aig.aig,761,35,26635,Yosys abc gate set aig,Yosys abc gate set aig
ex283,ex283_unknown_layered_anf_davio_prefix_parity_reduce_deg0_endpoint_rev_abc_g_aig,unknown_layered_anf_davio_synthflow,prefix_parity_reduce_deg0_endpoint_rev_abc_g_aig,student/work/ex280_ex284_frontend_prefix_davio_orders_20260608_2306/ex283/verilog/ex283_unknown_layered_anf_davio_prefix_parity_reduce_deg0_endpoint_rev.v,student/work/ex280_ex284_frontend_prefix_davio_synthflow_20260608_2315/ex283/aigs/ex283_unknown_layered_anf_davio_prefix_parity_reduce_deg0_endpoint_rev_abc_g_aig.aig,851,35,29785,Yosys abc gate set aig,Yosys abc gate set aig
ex284,ex284_unknown_layered_anf_davio_prefix_parity_reduce_deg0_endpoint_abc_g_aig,unknown_layered_anf_davio_synthflow,prefix_parity_reduce_deg0_endpoint_abc_g_aig,student/work/ex280_ex284_frontend_prefix_davio_orders_20260608_2306/ex284/verilog/ex284_unknown_layered_anf_davio_prefix_parity_reduce_deg0_endpoint.v,student/work/ex280_ex284_frontend_prefix_davio_synthflow_20260608_2315/ex284/aigs/ex284_unknown_layered_anf_davio_prefix_parity_reduce_deg0_endpoint_abc_g_aig.aig,921,42,38682,Yosys abc gate set aig,Yosys abc gate set aig
