case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex273,ex273_square_hybrid_bddtop4_abc_g_aig_d12,unsigned_square_x_times_x,hybrid_bddtop4+abc_g_aig_d12,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex273/verilog/ex273_square_hybrid_bddtop4.v,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex273/aigs/ex273_square_hybrid_bddtop4_abc_g_aig_d12.aig,1,1,1,800,35,28000,15078,1.857010,0,0,0.771,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop4; flow=abc_g_aig_d12
ex274,ex274_square_hybrid_bddtop2_cmp1_trunc_abc_g_aig_d12,unsigned_square_x_times_x,hybrid_bddtop2_cmp1_trunc+abc_g_aig_d12,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/verilog/ex274_square_hybrid_bddtop2_cmp1_trunc.v,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/aigs/ex274_square_hybrid_bddtop2_cmp1_trunc_abc_g_aig_d12.aig,1,1,1,1020,42,42840,21630,1.980583,0,0,3.524,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop2_cmp1_trunc; flow=abc_g_aig_d12
ex274,ex274_square_hybrid_bddtop2_cmp1_trunc_abc_g_aig_d14,unsigned_square_x_times_x,hybrid_bddtop2_cmp1_trunc+abc_g_aig_d14,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/verilog/ex274_square_hybrid_bddtop2_cmp1_trunc.v,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/aigs/ex274_square_hybrid_bddtop2_cmp1_trunc_abc_g_aig_d14.aig,1,1,1,1020,42,42840,21630,1.980583,0,0,3.501,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop2_cmp1_trunc; flow=abc_g_aig_d14
ex274,ex274_square_hybrid_bddtop2_cmp1_trunc_synth_preset_d12,unsigned_square_x_times_x,hybrid_bddtop2_cmp1_trunc+synth_preset_d12,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/verilog/ex274_square_hybrid_bddtop2_cmp1_trunc.v,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/aigs/ex274_square_hybrid_bddtop2_cmp1_trunc_synth_preset_d12.aig,1,1,1,1015,41,41615,21630,1.923948,0,0,3.861,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop2_cmp1_trunc; flow=synth_preset_d12
ex274,ex274_square_hybrid_bddtop2_cmp1_trunc_synth_preset_d14,unsigned_square_x_times_x,hybrid_bddtop2_cmp1_trunc+synth_preset_d14,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/verilog/ex274_square_hybrid_bddtop2_cmp1_trunc.v,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/aigs/ex274_square_hybrid_bddtop2_cmp1_trunc_synth_preset_d14.aig,1,1,1,1015,41,41615,21630,1.923948,0,0,3.894,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop2_cmp1_trunc; flow=synth_preset_d14
ex274,ex274_square_hybrid_cmptop2_trunc_abc_g_aig_d12,unsigned_square_x_times_x,hybrid_cmptop2_trunc+abc_g_aig_d12,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/verilog/ex274_square_hybrid_cmptop2_trunc.v,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/aigs/ex274_square_hybrid_cmptop2_trunc_abc_g_aig_d12.aig,1,1,1,986,42,41412,21630,1.914563,0,0,3.519,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_cmptop2_trunc; flow=abc_g_aig_d12
ex274,ex274_square_hybrid_cmptop2_trunc_abc_g_aig_d14,unsigned_square_x_times_x,hybrid_cmptop2_trunc+abc_g_aig_d14,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/verilog/ex274_square_hybrid_cmptop2_trunc.v,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/aigs/ex274_square_hybrid_cmptop2_trunc_abc_g_aig_d14.aig,1,1,1,986,42,41412,21630,1.914563,0,0,3.674,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_cmptop2_trunc; flow=abc_g_aig_d14
ex274,ex274_square_hybrid_cmptop2_trunc_synth_preset_d12,unsigned_square_x_times_x,hybrid_cmptop2_trunc+synth_preset_d12,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/verilog/ex274_square_hybrid_cmptop2_trunc.v,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/aigs/ex274_square_hybrid_cmptop2_trunc_synth_preset_d12.aig,1,1,1,988,42,41496,21630,1.918447,0,0,5.227,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_cmptop2_trunc; flow=synth_preset_d12
ex274,ex274_square_hybrid_cmptop2_trunc_synth_preset_d14,unsigned_square_x_times_x,hybrid_cmptop2_trunc+synth_preset_d14,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/verilog/ex274_square_hybrid_cmptop2_trunc.v,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/aigs/ex274_square_hybrid_cmptop2_trunc_synth_preset_d14.aig,1,1,1,988,42,41496,21630,1.918447,0,0,3.802,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_cmptop2_trunc; flow=synth_preset_d14
ex274,ex274_square_hybrid_rangetop2_trunc_abc_g_aig_d12,unsigned_square_x_times_x,hybrid_rangetop2_trunc+abc_g_aig_d12,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/verilog/ex274_square_hybrid_rangetop2_trunc.v,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/aigs/ex274_square_hybrid_rangetop2_trunc_abc_g_aig_d12.aig,1,1,1,992,42,41664,21630,1.926214,0,0,3.559,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_rangetop2_trunc; flow=abc_g_aig_d12
ex274,ex274_square_hybrid_rangetop2_trunc_abc_g_aig_d14,unsigned_square_x_times_x,hybrid_rangetop2_trunc+abc_g_aig_d14,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/verilog/ex274_square_hybrid_rangetop2_trunc.v,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/aigs/ex274_square_hybrid_rangetop2_trunc_abc_g_aig_d14.aig,1,1,1,992,42,41664,21630,1.926214,0,0,3.631,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_rangetop2_trunc; flow=abc_g_aig_d14
ex274,ex274_square_hybrid_rangetop2_trunc_synth_preset_d12,unsigned_square_x_times_x,hybrid_rangetop2_trunc+synth_preset_d12,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/verilog/ex274_square_hybrid_rangetop2_trunc.v,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/aigs/ex274_square_hybrid_rangetop2_trunc_synth_preset_d12.aig,1,1,1,987,43,42441,21630,1.962136,0,0,3.801,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_rangetop2_trunc; flow=synth_preset_d12
ex274,ex274_square_hybrid_rangetop2_trunc_synth_preset_d14,unsigned_square_x_times_x,hybrid_rangetop2_trunc+synth_preset_d14,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/verilog/ex274_square_hybrid_rangetop2_trunc.v,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/aigs/ex274_square_hybrid_rangetop2_trunc_synth_preset_d14.aig,1,1,1,987,43,42441,21630,1.962136,0,0,3.786,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_rangetop2_trunc; flow=synth_preset_d14
ex274,ex274_square_wallace_square_outside_csel6_abc_g_aig_d12,unsigned_square_x_times_x,wallace_square_outside_csel6+abc_g_aig_d12,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/verilog/ex274_square_wallace_square_outside_csel6.v,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/aigs/ex274_square_wallace_square_outside_csel6_abc_g_aig_d12.aig,1,1,1,967,44,42548,21630,1.967083,0,0,3.521,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_csel6; flow=abc_g_aig_d12
ex274,ex274_square_wallace_square_outside_csel6_abc_g_aig_d14,unsigned_square_x_times_x,wallace_square_outside_csel6+abc_g_aig_d14,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/verilog/ex274_square_wallace_square_outside_csel6.v,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/aigs/ex274_square_wallace_square_outside_csel6_abc_g_aig_d14.aig,1,1,1,967,44,42548,21630,1.967083,0,0,3.549,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_csel6; flow=abc_g_aig_d14
ex274,ex274_square_wallace_square_outside_csel6_synth_preset_d12,unsigned_square_x_times_x,wallace_square_outside_csel6+synth_preset_d12,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/verilog/ex274_square_wallace_square_outside_csel6.v,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/aigs/ex274_square_wallace_square_outside_csel6_synth_preset_d12.aig,1,1,1,964,44,42416,21630,1.960980,0,0,3.718,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_csel6; flow=synth_preset_d12
ex274,ex274_square_wallace_square_outside_csel6_synth_preset_d14,unsigned_square_x_times_x,wallace_square_outside_csel6+synth_preset_d14,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/verilog/ex274_square_wallace_square_outside_csel6.v,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/aigs/ex274_square_wallace_square_outside_csel6_synth_preset_d14.aig,1,1,1,964,44,42416,21630,1.960980,0,0,3.733,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_csel6; flow=synth_preset_d14
ex274,ex274_square_wallace_square_outside_csel8_abc_g_aig_d12,unsigned_square_x_times_x,wallace_square_outside_csel8+abc_g_aig_d12,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/verilog/ex274_square_wallace_square_outside_csel8.v,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/aigs/ex274_square_wallace_square_outside_csel8_abc_g_aig_d12.aig,1,1,1,957,49,46893,21630,2.167961,0,0,3.545,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_csel8; flow=abc_g_aig_d12
ex274,ex274_square_wallace_square_outside_csel8_abc_g_aig_d14,unsigned_square_x_times_x,wallace_square_outside_csel8+abc_g_aig_d14,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/verilog/ex274_square_wallace_square_outside_csel8.v,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/aigs/ex274_square_wallace_square_outside_csel8_abc_g_aig_d14.aig,1,1,1,957,49,46893,21630,2.167961,0,0,3.557,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_csel8; flow=abc_g_aig_d14
ex274,ex274_square_wallace_square_outside_csel8_synth_preset_d12,unsigned_square_x_times_x,wallace_square_outside_csel8+synth_preset_d12,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/verilog/ex274_square_wallace_square_outside_csel8.v,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/aigs/ex274_square_wallace_square_outside_csel8_synth_preset_d12.aig,1,1,1,957,48,45936,21630,2.123717,0,0,3.748,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_csel8; flow=synth_preset_d12
ex274,ex274_square_wallace_square_outside_csel8_synth_preset_d14,unsigned_square_x_times_x,wallace_square_outside_csel8+synth_preset_d14,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/verilog/ex274_square_wallace_square_outside_csel8.v,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/aigs/ex274_square_wallace_square_outside_csel8_synth_preset_d14.aig,1,1,1,957,48,45936,21630,2.123717,0,0,3.689,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_csel8; flow=synth_preset_d14
