case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex260,ex260_smul_baugh_wooley_wallace_rev_pfx1_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_rev_pfx1+abc_g_aig,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex260/verilog/ex260_smul_baugh_wooley_wallace_rev_pfx1.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_pfx1_abc_g_aig.aig,1,1,1,88,14,1232,657,1.875190,0,0,0.220,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev_pfx1; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rev_pfx4_synth_preset_d11,signed low7_high7:a*b,baugh_wooley_wallace_rev_pfx4+synth_preset_d11,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/verilog/ex263_smul_baugh_wooley_wallace_rev_pfx4.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_pfx4_synth_preset_d11.aig,1,1,1,362,27,9774,6840,1.428947,1,0,0.609,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_pfx4; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_rev_pfx4_synth_preset_d13,signed low7_high7:a*b,baugh_wooley_wallace_rev_pfx4+synth_preset_d13,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/verilog/ex263_smul_baugh_wooley_wallace_rev_pfx4.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_pfx4_synth_preset_d13.aig,1,1,1,362,27,9774,6840,1.428947,1,0,0.603,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_pfx4; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_rev_pfx4_abc_g_aig_d9,signed low7_high7:a*b,baugh_wooley_wallace_rev_pfx4+abc_g_aig_d9,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/verilog/ex263_smul_baugh_wooley_wallace_rev_pfx4.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_pfx4_abc_g_aig_d9.aig,1,1,1,367,27,9909,6840,1.448684,1,0,0.491,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_pfx4; flow=abc_g_aig_d9
ex263,ex263_smul_baugh_wooley_wallace_rev_pfx4_abc_g_aig_d11,signed low7_high7:a*b,baugh_wooley_wallace_rev_pfx4+abc_g_aig_d11,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/verilog/ex263_smul_baugh_wooley_wallace_rev_pfx4.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_pfx4_abc_g_aig_d11.aig,1,1,1,367,27,9909,6840,1.448684,1,0,0.512,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_pfx4; flow=abc_g_aig_d11
ex263,ex263_smul_baugh_wooley_wallace_outside_pfx1_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_outside_pfx1+abc_g_aig,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside_pfx1.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_pfx1_abc_g_aig.aig,1,1,1,367,26,9542,6840,1.395029,1,0,0.484,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_pfx1; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_outside_pfx1_wreduce_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_outside_pfx1+wreduce_abc_g_aig,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside_pfx1.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_pfx1_wreduce_abc_g_aig.aig,1,1,1,367,26,9542,6840,1.395029,1,0,0.495,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_pfx1; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_outside_pfx1_synth_preset_d11,signed low7_high7:a*b,baugh_wooley_wallace_outside_pfx1+synth_preset_d11,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside_pfx1.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_pfx1_synth_preset_d11.aig,1,1,1,367,26,9542,6840,1.395029,1,0,0.602,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_pfx1; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_outside_pfx1_synth_preset_d13,signed low7_high7:a*b,baugh_wooley_wallace_outside_pfx1+synth_preset_d13,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside_pfx1.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_pfx1_synth_preset_d13.aig,1,1,1,367,26,9542,6840,1.395029,1,0,1.109,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_pfx1; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_outside_pfx1_abc_g_aig_d9,signed low7_high7:a*b,baugh_wooley_wallace_outside_pfx1+abc_g_aig_d9,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside_pfx1.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_pfx1_abc_g_aig_d9.aig,1,1,1,367,26,9542,6840,1.395029,1,0,1.711,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_pfx1; flow=abc_g_aig_d9
ex263,ex263_smul_baugh_wooley_wallace_outside_pfx1_abc_g_aig_d11,signed low7_high7:a*b,baugh_wooley_wallace_outside_pfx1+abc_g_aig_d11,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside_pfx1.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_pfx1_abc_g_aig_d11.aig,1,1,1,367,26,9542,6840,1.395029,1,0,0.499,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_pfx1; flow=abc_g_aig_d11
ex263,ex263_smul_baugh_wooley_wallace_outside_pfx2_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_outside_pfx2+abc_g_aig,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside_pfx2.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_pfx2_abc_g_aig.aig,1,1,1,364,27,9828,6840,1.436842,1,0,0.935,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_pfx2; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_outside_pfx2_wreduce_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_outside_pfx2+wreduce_abc_g_aig,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside_pfx2.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_pfx2_wreduce_abc_g_aig.aig,1,1,1,364,27,9828,6840,1.436842,1,0,1.804,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_pfx2; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_outside_pfx2_synth_preset_d11,signed low7_high7:a*b,baugh_wooley_wallace_outside_pfx2+synth_preset_d11,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside_pfx2.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_pfx2_synth_preset_d11.aig,1,1,1,367,26,9542,6840,1.395029,1,0,0.633,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_pfx2; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_outside_pfx2_synth_preset_d13,signed low7_high7:a*b,baugh_wooley_wallace_outside_pfx2+synth_preset_d13,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside_pfx2.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_pfx2_synth_preset_d13.aig,1,1,1,367,26,9542,6840,1.395029,1,0,0.612,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_pfx2; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_outside_pfx2_abc_g_aig_d9,signed low7_high7:a*b,baugh_wooley_wallace_outside_pfx2+abc_g_aig_d9,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside_pfx2.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_pfx2_abc_g_aig_d9.aig,1,1,1,364,27,9828,6840,1.436842,1,0,0.497,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_pfx2; flow=abc_g_aig_d9
ex263,ex263_smul_baugh_wooley_wallace_outside_pfx2_abc_g_aig_d11,signed low7_high7:a*b,baugh_wooley_wallace_outside_pfx2+abc_g_aig_d11,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside_pfx2.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_pfx2_abc_g_aig_d11.aig,1,1,1,364,27,9828,6840,1.436842,1,0,0.498,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_pfx2; flow=abc_g_aig_d11
ex263,ex263_smul_baugh_wooley_wallace_outside_pfx3_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_outside_pfx3+abc_g_aig,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside_pfx3.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_pfx3_abc_g_aig.aig,1,1,1,367,27,9909,6840,1.448684,1,0,0.495,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_pfx3; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_outside_pfx3_wreduce_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_outside_pfx3+wreduce_abc_g_aig,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside_pfx3.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_pfx3_wreduce_abc_g_aig.aig,1,1,1,367,27,9909,6840,1.448684,1,0,0.506,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_pfx3; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_outside_pfx3_synth_preset_d11,signed low7_high7:a*b,baugh_wooley_wallace_outside_pfx3+synth_preset_d11,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside_pfx3.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_pfx3_synth_preset_d11.aig,1,1,1,361,28,10108,6840,1.477778,1,0,0.601,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_pfx3; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_outside_pfx3_synth_preset_d13,signed low7_high7:a*b,baugh_wooley_wallace_outside_pfx3+synth_preset_d13,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside_pfx3.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_pfx3_synth_preset_d13.aig,1,1,1,361,28,10108,6840,1.477778,1,0,0.599,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_pfx3; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_outside_pfx3_abc_g_aig_d9,signed low7_high7:a*b,baugh_wooley_wallace_outside_pfx3+abc_g_aig_d9,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside_pfx3.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_pfx3_abc_g_aig_d9.aig,1,1,1,367,27,9909,6840,1.448684,1,0,0.497,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_pfx3; flow=abc_g_aig_d9
ex263,ex263_smul_baugh_wooley_wallace_outside_pfx3_abc_g_aig_d11,signed low7_high7:a*b,baugh_wooley_wallace_outside_pfx3+abc_g_aig_d11,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside_pfx3.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_pfx3_abc_g_aig_d11.aig,1,1,1,367,27,9909,6840,1.448684,1,0,0.501,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_pfx3; flow=abc_g_aig_d11
ex263,ex263_smul_baugh_wooley_wallace_outside_pfx4_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_outside_pfx4+abc_g_aig,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside_pfx4.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_pfx4_abc_g_aig.aig,1,1,1,367,27,9909,6840,1.448684,1,0,0.501,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_pfx4; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_outside_pfx4_wreduce_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_outside_pfx4+wreduce_abc_g_aig,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside_pfx4.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_pfx4_wreduce_abc_g_aig.aig,1,1,1,362,27,9774,6840,1.428947,1,0,0.512,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_pfx4; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_outside_pfx4_synth_preset_d11,signed low7_high7:a*b,baugh_wooley_wallace_outside_pfx4+synth_preset_d11,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside_pfx4.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_pfx4_synth_preset_d11.aig,1,1,1,358,27,9666,6840,1.413158,1,0,0.608,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_pfx4; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_outside_pfx4_synth_preset_d13,signed low7_high7:a*b,baugh_wooley_wallace_outside_pfx4+synth_preset_d13,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside_pfx4.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_pfx4_synth_preset_d13.aig,1,1,1,358,27,9666,6840,1.413158,1,0,0.613,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_pfx4; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_outside_pfx4_abc_g_aig_d9,signed low7_high7:a*b,baugh_wooley_wallace_outside_pfx4+abc_g_aig_d9,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside_pfx4.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_pfx4_abc_g_aig_d9.aig,1,1,1,367,27,9909,6840,1.448684,1,0,0.495,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_pfx4; flow=abc_g_aig_d9
ex263,ex263_smul_baugh_wooley_wallace_outside_pfx4_abc_g_aig_d11,signed low7_high7:a*b,baugh_wooley_wallace_outside_pfx4+abc_g_aig_d11,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside_pfx4.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_pfx4_abc_g_aig_d11.aig,1,1,1,367,27,9909,6840,1.448684,1,0,0.497,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_pfx4; flow=abc_g_aig_d11
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_rev_hcla4+abc_g_aig,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/verilog/ex263_smul_baugh_wooley_wallace_rev_hcla4.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig.aig,1,1,1,354,28,9912,6840,1.449123,1,0,0.537,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla4_wreduce_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_rev_hcla4+wreduce_abc_g_aig,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/verilog/ex263_smul_baugh_wooley_wallace_rev_hcla4.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla4_wreduce_abc_g_aig.aig,1,1,1,354,28,9912,6840,1.449123,1,0,0.545,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d11,signed low7_high7:a*b,baugh_wooley_wallace_rev_hcla4+synth_preset_d11,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/verilog/ex263_smul_baugh_wooley_wallace_rev_hcla4.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d11.aig,1,1,1,356,28,9968,6840,1.457310,1,0,0.657,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d13,signed low7_high7:a*b,baugh_wooley_wallace_rev_hcla4+synth_preset_d13,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/verilog/ex263_smul_baugh_wooley_wallace_rev_hcla4.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d13.aig,1,1,1,356,28,9968,6840,1.457310,1,0,0.656,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig_d9,signed low7_high7:a*b,baugh_wooley_wallace_rev_hcla4+abc_g_aig_d9,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/verilog/ex263_smul_baugh_wooley_wallace_rev_hcla4.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig_d9.aig,1,1,1,354,28,9912,6840,1.449123,1,0,0.503,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=abc_g_aig_d9
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig_d11,signed low7_high7:a*b,baugh_wooley_wallace_rev_hcla4+abc_g_aig_d11,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/verilog/ex263_smul_baugh_wooley_wallace_rev_hcla4.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig_d11.aig,1,1,1,354,28,9912,6840,1.449123,1,0,0.504,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=abc_g_aig_d11
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_outside_hcla1+abc_g_aig,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside_hcla1.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig.aig,1,1,1,362,25,9050,6840,1.323099,1,0,0.537,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_wreduce_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_outside_hcla1+wreduce_abc_g_aig,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside_hcla1.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_wreduce_abc_g_aig.aig,1,1,1,362,25,9050,6840,1.323099,1,0,0.571,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d11,signed low7_high7:a*b,baugh_wooley_wallace_outside_hcla1+synth_preset_d11,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside_hcla1.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d11.aig,1,1,1,362,24,8688,6840,1.270175,1,0,0.646,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d13,signed low7_high7:a*b,baugh_wooley_wallace_outside_hcla1+synth_preset_d13,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside_hcla1.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d13.aig,1,1,1,362,24,8688,6840,1.270175,1,0,0.640,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig_d9,signed low7_high7:a*b,baugh_wooley_wallace_outside_hcla1+abc_g_aig_d9,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside_hcla1.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig_d9.aig,1,1,1,362,25,9050,6840,1.323099,1,0,0.532,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=abc_g_aig_d9
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig_d11,signed low7_high7:a*b,baugh_wooley_wallace_outside_hcla1+abc_g_aig_d11,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside_hcla1.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig_d11.aig,1,1,1,362,25,9050,6840,1.323099,1,0,0.527,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=abc_g_aig_d11
