case,candidate_id,equivalent,area,delay,adp,aig_path,notes
ex263,ex263_smul_baugh_wooley_wallace_rev_pfx3_wreduce_abc_g_aig,1,362,27,9774,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_pfx3_wreduce_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_pfx3; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rev_pfx3_synth_preset_d11,1,356,27,9612,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_pfx3_synth_preset_d11.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_pfx3; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_rev_pfx3_synth_preset_d13,1,356,27,9612,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_pfx3_synth_preset_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_pfx3; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_rev_pfx3_abc_g_aig_d9,1,361,27,9747,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_pfx3_abc_g_aig_d9.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_pfx3; flow=abc_g_aig_d9
ex263,ex263_smul_baugh_wooley_wallace_rev_pfx3_abc_g_aig_d11,1,361,27,9747,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_pfx3_abc_g_aig_d11.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_pfx3; flow=abc_g_aig_d11
ex263,ex263_smul_baugh_wooley_wallace_rev_pfx4_abc_g_aig,1,367,27,9909,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_pfx4_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_pfx4; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rev_pfx4_wreduce_abc_g_aig,1,367,27,9909,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_pfx4_wreduce_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_pfx4; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rev_pfx4_synth_preset_d11,1,362,27,9774,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_pfx4_synth_preset_d11.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_pfx4; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_rev_pfx4_synth_preset_d13,1,362,27,9774,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_pfx4_synth_preset_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_pfx4; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_rev_pfx4_abc_g_aig_d9,1,367,27,9909,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_pfx4_abc_g_aig_d9.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_pfx4; flow=abc_g_aig_d9
ex263,ex263_smul_baugh_wooley_wallace_rev_pfx4_abc_g_aig_d11,1,367,27,9909,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_pfx4_abc_g_aig_d11.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_pfx4; flow=abc_g_aig_d11
ex263,ex263_smul_baugh_wooley_wallace_outside_pfx1_abc_g_aig,1,367,26,9542,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_pfx1_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_pfx1; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_outside_pfx1_wreduce_abc_g_aig,1,367,26,9542,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_pfx1_wreduce_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_pfx1; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_outside_pfx1_synth_preset_d11,1,367,26,9542,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_pfx1_synth_preset_d11.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_pfx1; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_outside_pfx1_synth_preset_d13,1,367,26,9542,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_pfx1_synth_preset_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_pfx1; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_outside_pfx1_abc_g_aig_d9,1,367,26,9542,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_pfx1_abc_g_aig_d9.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_pfx1; flow=abc_g_aig_d9
ex263,ex263_smul_baugh_wooley_wallace_outside_pfx1_abc_g_aig_d11,1,367,26,9542,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_pfx1_abc_g_aig_d11.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_pfx1; flow=abc_g_aig_d11
ex263,ex263_smul_baugh_wooley_wallace_outside_pfx2_abc_g_aig,1,364,27,9828,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_pfx2_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_pfx2; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_outside_pfx2_wreduce_abc_g_aig,1,364,27,9828,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_pfx2_wreduce_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_pfx2; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_outside_pfx2_synth_preset_d11,1,367,26,9542,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_pfx2_synth_preset_d11.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_pfx2; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_outside_pfx2_synth_preset_d13,1,367,26,9542,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_pfx2_synth_preset_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_pfx2; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_outside_pfx2_abc_g_aig_d9,1,364,27,9828,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_pfx2_abc_g_aig_d9.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_pfx2; flow=abc_g_aig_d9
ex263,ex263_smul_baugh_wooley_wallace_outside_pfx2_abc_g_aig_d11,1,364,27,9828,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_pfx2_abc_g_aig_d11.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_pfx2; flow=abc_g_aig_d11
ex263,ex263_smul_baugh_wooley_wallace_outside_pfx3_abc_g_aig,1,367,27,9909,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_pfx3_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_pfx3; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_outside_pfx3_wreduce_abc_g_aig,1,367,27,9909,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_pfx3_wreduce_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_pfx3; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_outside_pfx3_synth_preset_d11,1,361,28,10108,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_pfx3_synth_preset_d11.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_pfx3; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_outside_pfx3_synth_preset_d13,1,361,28,10108,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_pfx3_synth_preset_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_pfx3; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_outside_pfx3_abc_g_aig_d9,1,367,27,9909,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_pfx3_abc_g_aig_d9.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_pfx3; flow=abc_g_aig_d9
ex263,ex263_smul_baugh_wooley_wallace_outside_pfx3_abc_g_aig_d11,1,367,27,9909,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_pfx3_abc_g_aig_d11.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_pfx3; flow=abc_g_aig_d11
ex263,ex263_smul_baugh_wooley_wallace_outside_pfx4_abc_g_aig,1,367,27,9909,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_pfx4_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_pfx4; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_outside_pfx4_wreduce_abc_g_aig,1,362,27,9774,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_pfx4_wreduce_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_pfx4; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_outside_pfx4_synth_preset_d11,1,358,27,9666,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_pfx4_synth_preset_d11.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_pfx4; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_outside_pfx4_synth_preset_d13,1,358,27,9666,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_pfx4_synth_preset_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_pfx4; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_outside_pfx4_abc_g_aig_d9,1,367,27,9909,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_pfx4_abc_g_aig_d9.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_pfx4; flow=abc_g_aig_d9
ex263,ex263_smul_baugh_wooley_wallace_outside_pfx4_abc_g_aig_d11,1,367,27,9909,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_pfx4_abc_g_aig_d11.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_pfx4; flow=abc_g_aig_d11
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig,1,354,28,9912,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla4_wreduce_abc_g_aig,1,354,28,9912,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla4_wreduce_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d11,1,356,28,9968,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d11.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d13,1,356,28,9968,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig_d9,1,354,28,9912,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig_d9.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=abc_g_aig_d9
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig_d11,1,354,28,9912,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig_d11.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=abc_g_aig_d11
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig,1,362,25,9050,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_wreduce_abc_g_aig,1,362,25,9050,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_wreduce_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d11,1,362,24,8688,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d11.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d13,1,362,24,8688,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig_d9,1,362,25,9050,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig_d9.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=abc_g_aig_d9
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig_d11,1,362,25,9050,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig_d11.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=abc_g_aig_d11
