case,candidate_id,evaluate_status,equivalent,area,delay,adp,verilog_path,aig_path,log_path,agent_id,notes,method_signature,evaluate_command,beats_frontend,beats_current_best,beats_reference,shard_csv,status,output_dir,evaluate_log,runtime_sec,domain
ex223,ex223_r71_small_special_currentbase_abc_g_aig,,1,10757,19,204383,student/work/frontend_source_parallel_round71_20260613_1312/sub-fp16-int-local-r71/ex223/verilog/ex223_r71_small_special_currentbase.v,student/work/frontend_source_parallel_round71_20260613_1312/sub-fp16-int-local-r71/ex223/aigs/ex223_r71_small_special_currentbase_abc_g_aig.aig,student/work/frontend_source_parallel_round71_20260613_1312/sub-fp16-int-local-r71/ex223/logs/ex223_r71_small_special_currentbase_abc_g_aig.evaluate.py.log,sub-fp16-int-local-r71,official evaluate.py OK; runtime_sec=2.186,ex223|fp16_log_small_special_currentbase|compact_special_shell_no_lower_patch|shared_special_predicates_over_current_source|yosys_abc_g_aig|abc_xf_official_evaluate|local_special_only,/usr/bin/python3 /home/b10507053/ALS_Final_Project/evaluate.py --case ex223 --output /home/b10507053/ALS_Final_Project/student/work/frontend_source_parallel_round71_20260613_1312/sub-fp16-int-local-r71/ex223/official_eval/ex223_r71_small_special_currentbase_abc_g_aig --timeout 90,0,0,0,student/frontend_campaigns/campaigns/frontend_source_parallel_round71_20260613_1312/agent_shards/sub-fp16-int-local-r71/evaluation_results.csv,,,,,
ex223,ex223_r71_signbit_formula_currentbase_abc_g_aig,,1,10762,20,215240,student/work/frontend_source_parallel_round71_20260613_1312/sub-fp16-int-local-r71/ex223/verilog/ex223_r71_signbit_formula_currentbase.v,student/work/frontend_source_parallel_round71_20260613_1312/sub-fp16-int-local-r71/ex223/aigs/ex223_r71_signbit_formula_currentbase_abc_g_aig.aig,student/work/frontend_source_parallel_round71_20260613_1312/sub-fp16-int-local-r71/ex223/logs/ex223_r71_signbit_formula_currentbase_abc_g_aig.evaluate.py.log,sub-fp16-int-local-r71,official evaluate.py OK; runtime_sec=2.387,ex223|fp16_log_signbit_currentbase|exact_sign_formula_no_lower_patch|shared_sign_exp_predicate_over_current_source|yosys_abc_g_aig|abc_xf_official_evaluate|local_sign_only,/usr/bin/python3 /home/b10507053/ALS_Final_Project/evaluate.py --case ex223 --output /home/b10507053/ALS_Final_Project/student/work/frontend_source_parallel_round71_20260613_1312/sub-fp16-int-local-r71/ex223/official_eval/ex223_r71_signbit_formula_currentbase_abc_g_aig --timeout 90,0,0,0,student/frontend_campaigns/campaigns/frontend_source_parallel_round71_20260613_1312/agent_shards/sub-fp16-int-local-r71/evaluation_results.csv,,,,,
ex225,ex225_r71_small_special_currentbase_abc_g_aig,,1,11543,19,219317,student/work/frontend_source_parallel_round71_20260613_1312/sub-fp16-int-local-r71/ex225/verilog/ex225_r71_small_special_currentbase.v,student/work/frontend_source_parallel_round71_20260613_1312/sub-fp16-int-local-r71/ex225/aigs/ex225_r71_small_special_currentbase_abc_g_aig.aig,student/work/frontend_source_parallel_round71_20260613_1312/sub-fp16-int-local-r71/ex225/logs/ex225_r71_small_special_currentbase_abc_g_aig.evaluate.py.log,sub-fp16-int-local-r71,official evaluate.py OK; runtime_sec=1.730,ex225|fp16_log10_small_special_currentbase|compact_special_shell_no_lower_patch|shared_special_predicates_over_current_source|yosys_abc_g_aig|abc_xf_official_evaluate|local_special_only,/usr/bin/python3 /home/b10507053/ALS_Final_Project/evaluate.py --case ex225 --output /home/b10507053/ALS_Final_Project/student/work/frontend_source_parallel_round71_20260613_1312/sub-fp16-int-local-r71/ex225/official_eval/ex225_r71_small_special_currentbase_abc_g_aig --timeout 90,0,0,0,student/frontend_campaigns/campaigns/frontend_source_parallel_round71_20260613_1312/agent_shards/sub-fp16-int-local-r71/evaluation_results.csv,,,,,
ex225,ex225_r71_signbit_formula_currentbase_abc_g_aig,,1,11504,19,218576,student/work/frontend_source_parallel_round71_20260613_1312/sub-fp16-int-local-r71/ex225/verilog/ex225_r71_signbit_formula_currentbase.v,student/work/frontend_source_parallel_round71_20260613_1312/sub-fp16-int-local-r71/ex225/aigs/ex225_r71_signbit_formula_currentbase_abc_g_aig.aig,student/work/frontend_source_parallel_round71_20260613_1312/sub-fp16-int-local-r71/ex225/logs/ex225_r71_signbit_formula_currentbase_abc_g_aig.evaluate.py.log,sub-fp16-int-local-r71,official evaluate.py OK; runtime_sec=1.822,ex225|fp16_log10_signbit_currentbase|exact_sign_formula_no_lower_patch|shared_sign_exp_predicate_over_current_source|yosys_abc_g_aig|abc_xf_official_evaluate|local_sign_only,/usr/bin/python3 /home/b10507053/ALS_Final_Project/evaluate.py --case ex225 --output /home/b10507053/ALS_Final_Project/student/work/frontend_source_parallel_round71_20260613_1312/sub-fp16-int-local-r71/ex225/official_eval/ex225_r71_signbit_formula_currentbase_abc_g_aig --timeout 90,1,0,0,student/frontend_campaigns/campaigns/frontend_source_parallel_round71_20260613_1312/agent_shards/sub-fp16-int-local-r71/evaluation_results.csv,,,,,
ex260,ex260_r71_offset_unsigned_csa_abc_g_aig,,1,135,28,3780,student/work/frontend_source_parallel_round71_20260613_1312/sub-fp16-int-local-r71/ex260/verilog/ex260_r71_offset_unsigned_csa.v,student/work/frontend_source_parallel_round71_20260613_1312/sub-fp16-int-local-r71/ex260/aigs/ex260_r71_offset_unsigned_csa_abc_g_aig.aig,student/work/frontend_source_parallel_round71_20260613_1312/sub-fp16-int-local-r71/ex260/logs/ex260_r71_offset_unsigned_csa_abc_g_aig.evaluate.py.log,sub-fp16-int-local-r71,official evaluate.py OK; runtime_sec=0.147,ex260|signed_product_offset_csa|unsigned_core_plus_muxed_offset_terms|shared_unsigned_core_and_correction_terms|yosys_abc_g_aig|signed_low4_high4_multiply|product_word,/usr/bin/python3 /home/b10507053/ALS_Final_Project/evaluate.py --case ex260 --output /home/b10507053/ALS_Final_Project/student/work/frontend_source_parallel_round71_20260613_1312/sub-fp16-int-local-r71/ex260/official_eval/ex260_r71_offset_unsigned_csa_abc_g_aig --timeout 90,0,0,0,student/frontend_campaigns/campaigns/frontend_source_parallel_round71_20260613_1312/agent_shards/sub-fp16-int-local-r71/evaluation_results.csv,,,,,
ex260,ex260_r71_current_high_bdd_b7_b6_abc_g_aig,,1,88,14,1232,student/work/frontend_source_parallel_round71_20260613_1312/sub-fp16-int-local-r71/ex260/verilog/ex260_r71_current_high_bdd_b7_b6.v,student/work/frontend_source_parallel_round71_20260613_1312/sub-fp16-int-local-r71/ex260/aigs/ex260_r71_current_high_bdd_b7_b6_abc_g_aig.aig,student/work/frontend_source_parallel_round71_20260613_1312/sub-fp16-int-local-r71/ex260/logs/ex260_r71_current_high_bdd_b7_b6_abc_g_aig.evaluate.py.log,sub-fp16-int-local-r71,official evaluate.py OK; runtime_sec=0.141,ex260|signed_product_selected_high_cones_currentbase|exact_b7_b6_bdd_cones|shared_current_source_plus_local_highbit_bdd|yosys_abc_g_aig|signed_low4_high4_multiply|local_high_bits,/usr/bin/python3 /home/b10507053/ALS_Final_Project/evaluate.py --case ex260 --output /home/b10507053/ALS_Final_Project/student/work/frontend_source_parallel_round71_20260613_1312/sub-fp16-int-local-r71/ex260/official_eval/ex260_r71_current_high_bdd_b7_b6_abc_g_aig --timeout 90,0,0,0,student/frontend_campaigns/campaigns/frontend_source_parallel_round71_20260613_1312/agent_shards/sub-fp16-int-local-r71/evaluation_results.csv,,,,,
ex266,ex266_r71_top_compare_currentbase_abc_g_aig,,1,157,11,1727,student/work/frontend_source_parallel_round71_20260613_1312/sub-fp16-int-local-r71/ex266/verilog/ex266_r71_top_compare_currentbase.v,student/work/frontend_source_parallel_round71_20260613_1312/sub-fp16-int-local-r71/ex266/aigs/ex266_r71_top_compare_currentbase_abc_g_aig.aig,student/work/frontend_source_parallel_round71_20260613_1312/sub-fp16-int-local-r71/ex266/logs/ex266_r71_top_compare_currentbase_abc_g_aig.evaluate.py.log,sub-fp16-int-local-r71,official evaluate.py OK; runtime_sec=0.143,ex266|bounded_top_quotient_compare_sharing|top_q4_q3_ge_8_16_24b_currentbase|shared_top_compare_terms_not_full_threshold|yosys_abc_g_aig|unsigned_low5_high5_div_dbz_sat|local_top_bits,/usr/bin/python3 /home/b10507053/ALS_Final_Project/evaluate.py --case ex266 --output /home/b10507053/ALS_Final_Project/student/work/frontend_source_parallel_round71_20260613_1312/sub-fp16-int-local-r71/ex266/official_eval/ex266_r71_top_compare_currentbase_abc_g_aig --timeout 90,0,0,0,student/frontend_campaigns/campaigns/frontend_source_parallel_round71_20260613_1312/agent_shards/sub-fp16-int-local-r71/evaluation_results.csv,,,,,
ex266,ex266_r71_remainder_lowbits_currentbase_synth_preset_d10,,1,94,25,2350,student/work/frontend_source_parallel_round71_20260613_1312/sub-fp16-int-local-r71/ex266/verilog/ex266_r71_remainder_lowbits_currentbase.v,student/work/frontend_source_parallel_round71_20260613_1312/sub-fp16-int-local-r71/ex266/aigs/ex266_r71_remainder_lowbits_currentbase_synth_preset_d10.aig,student/work/frontend_source_parallel_round71_20260613_1312/sub-fp16-int-local-r71/ex266/logs/ex266_r71_remainder_lowbits_currentbase_synth_preset_d10.evaluate.py.log,sub-fp16-int-local-r71,official evaluate.py OK; runtime_sec=0.144,ex266|bounded_low_quotient_remainder_sharing|current_highq_remainder_q1_q0|shared_current_highq_and_bounded_subtract_terms|yosys_synth_preset_d10|unsigned_low5_high5_div_dbz_sat|local_low_bits,/usr/bin/python3 /home/b10507053/ALS_Final_Project/evaluate.py --case ex266 --output /home/b10507053/ALS_Final_Project/student/work/frontend_source_parallel_round71_20260613_1312/sub-fp16-int-local-r71/ex266/official_eval/ex266_r71_remainder_lowbits_currentbase_synth_preset_d10 --timeout 90,0,0,0,student/frontend_campaigns/campaigns/frontend_source_parallel_round71_20260613_1312/agent_shards/sub-fp16-int-local-r71/evaluation_results.csv,,,,,
ex240,ex240_r71_inline_output_caseattrs,,1,610,43,26230,,,student/work/frontend_source_parallel_round71_20260613_1312/sub-fp8-mid-local-r71/ex240/logs/ex240_r71_inline_output_caseattrs.evaluate.py.log,sub-fp8-mid-local-r71,beats_current=0; beats_frontend=0; beats_reference=0,ex240|E4M3FN packed add|inline_output_caseattrs|shared_sorted_field_decode_grs_diffnorm|repo_yosys_frontend_synth_preset|official_evaluate|full_word,/usr/bin/python3 /home/b10507053/ALS_Final_Project/evaluate.py --case ex240 --output /home/b10507053/ALS_Final_Project/student/work/frontend_source_parallel_round71_20260613_1312/sub-fp8-mid-local-r71/ex240/eval/ex240_r71_inline_output_caseattrs --timeout 60,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round71_20260613_1312/agent_shards/sub-fp8-mid-local-r71/evaluation_results.csv,,,,,
ex240,ex240_r71_diffnorm_key_gate,,1,635,49,31115,,,student/work/frontend_source_parallel_round71_20260613_1312/sub-fp8-mid-local-r71/ex240/logs/ex240_r71_diffnorm_key_gate.evaluate.py.log,sub-fp8-mid-local-r71,beats_current=0; beats_frontend=0; beats_reference=0,ex240|E4M3FN packed add|diffnorm_key_gate|shared_sorted_field_decode_active_diffnorm|repo_yosys_frontend_synth_preset|official_evaluate|full_word,/usr/bin/python3 /home/b10507053/ALS_Final_Project/evaluate.py --case ex240 --output /home/b10507053/ALS_Final_Project/student/work/frontend_source_parallel_round71_20260613_1312/sub-fp8-mid-local-r71/ex240/eval/ex240_r71_diffnorm_key_gate --timeout 60,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round71_20260613_1312/agent_shards/sub-fp8-mid-local-r71/evaluation_results.csv,,,,,
