case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,runtime_sec,items,notes
ex287,ex287_unknown_symcof_interleave_f10_k4,unknown_symmetry_cofactor_classonehot,interleave_f10_k4,student/work/ex287_frontend_multipair_symcof_anfbits_20260609_0633/ex287/verilog/ex287_unknown_symcof_interleave_f10_k4.v,student/work/ex287_frontend_multipair_symcof_anfbits_20260609_0633/ex287/aigs/ex287_unknown_symcof_interleave_f10_k4.aig,1,1,1,3146,196,616616,3.986,"pairs=4:5,6:7,8:9; order=interleave; policy=f10; outer_bits=0:13:1:12; inner_bits=2:3:4:5:6:7:8:9:10:11; classes=16; group_nodes=215:230:204:208:253:203:217:189:194:188:196:211:195:178:238:225; total_group_nodes=3344; anf_bits=bit6:support=0:1:2:3:4:5:6:7:10:11:12:terms=287; bit7:support=0:1:2:3:4:5:6:7:10:11:12:terms=281; hash=9fb2a5e1a5c5",unknown symmetry cofactor class-onehot Verilog seed
ex287,ex287_unknown_symcof_interleave_f10_k5,unknown_symmetry_cofactor_classonehot,interleave_f10_k5,student/work/ex287_frontend_multipair_symcof_anfbits_20260609_0633/ex287/verilog/ex287_unknown_symcof_interleave_f10_k5.v,student/work/ex287_frontend_multipair_symcof_anfbits_20260609_0633/ex287/aigs/ex287_unknown_symcof_interleave_f10_k5.aig,1,1,1,3241,199,644959,4.140,"pairs=4:5,6:7,8:9; order=interleave; policy=f10; outer_bits=0:13:1:12:2; inner_bits=3:4:5:6:7:8:9:10:11; classes=32; group_nodes=161:152:151:136:182:138:145:119:108:125:107:129:128:119:151:152:145:140:135:136:163:151:145:140:150:125:155:144:128:109:170:151; total_group_nodes=4490; anf_bits=bit6:support=0:1:2:3:4:5:6:7:10:11:12:terms=287; bit7:support=0:1:2:3:4:5:6:7:10:11:12:terms=281; hash=3fc5afa48ea8",unknown symmetry cofactor class-onehot Verilog seed
ex287,ex287_unknown_symcof_interleave_f10_k6,unknown_symmetry_cofactor_classonehot,interleave_f10_k6,student/work/ex287_frontend_multipair_symcof_anfbits_20260609_0633/ex287/verilog/ex287_unknown_symcof_interleave_f10_k6.v,student/work/ex287_frontend_multipair_symcof_anfbits_20260609_0633/ex287/aigs/ex287_unknown_symcof_interleave_f10_k6.aig,1,1,1,3373,166,559918,4.317,"pairs=4:5,6:7,8:9; order=interleave; policy=f10; outer_bits=0:13:1:12:2:11; inner_bits=3:4:5:6:7:8:9:10; classes=64; group_nodes=104:85:90:69:88:59:89:56:65:85:66:86:64:87:89:119:67:91:69:91:77:91:78:92:93:57:100:57:78:63:129:116:91:91:82:91:129:92:78:75:49:57:44:57:78:47:77:46:88:70:79:69:113:89:89:71:72:85:67:100:64:47:63:46; total_group_nodes=5046; anf_bits=bit6:support=0:1:2:3:4:5:6:7:10:11:12:terms=287; bit7:support=0:1:2:3:4:5:6:7:10:11:12:terms=281; hash=1949fcd14360",unknown symmetry cofactor class-onehot Verilog seed
ex287,ex287_unknown_symcof_interleave_f00_k4,unknown_symmetry_cofactor_classonehot,interleave_f00_k4,student/work/ex287_frontend_multipair_symcof_anfbits_20260609_0633/ex287/verilog/ex287_unknown_symcof_interleave_f00_k4.v,student/work/ex287_frontend_multipair_symcof_anfbits_20260609_0633/ex287/aigs/ex287_unknown_symcof_interleave_f00_k4.aig,1,1,1,3110,207,643770,3.846,"pairs=4:5,6:7,8:9; order=interleave; policy=f00; outer_bits=0:13:1:12; inner_bits=2:3:4:5:6:7:8:9:10:11; classes=16; group_nodes=186:198:174:178:215:167:180:153:165:161:168:177:166:147:193:176; total_group_nodes=2804; anf_bits=bit6:support=0:1:2:3:4:5:6:7:10:11:12:terms=287; bit7:support=0:1:2:3:4:5:6:7:10:11:12:terms=281; hash=dd584702009a",unknown symmetry cofactor class-onehot Verilog seed
ex287,ex287_unknown_symcof_interleave_f00_k5,unknown_symmetry_cofactor_classonehot,interleave_f00_k5,student/work/ex287_frontend_multipair_symcof_anfbits_20260609_0633/ex287/verilog/ex287_unknown_symcof_interleave_f00_k5.v,student/work/ex287_frontend_multipair_symcof_anfbits_20260609_0633/ex287/aigs/ex287_unknown_symcof_interleave_f00_k5.aig,1,1,1,3191,185,590335,4.050,"pairs=4:5,6:7,8:9; order=interleave; policy=f00; outer_bits=0:13:1:12:2; inner_bits=3:4:5:6:7:8:9:10:11; classes=32; group_nodes=133:132:125:118:154:108:120:90:94:102:94:106:111:100:123:117:123:113:118:107:131:117:115:107:122:105:127:118:102:82:125:105; total_group_nodes=3644; anf_bits=bit6:support=0:1:2:3:4:5:6:7:10:11:12:terms=287; bit7:support=0:1:2:3:4:5:6:7:10:11:12:terms=281; hash=9369b44b8c6c",unknown symmetry cofactor class-onehot Verilog seed
ex287,ex287_unknown_symcof_interleave_f00_k6,unknown_symmetry_cofactor_classonehot,interleave_f00_k6,student/work/ex287_frontend_multipair_symcof_anfbits_20260609_0633/ex287/verilog/ex287_unknown_symcof_interleave_f00_k6.v,student/work/ex287_frontend_multipair_symcof_anfbits_20260609_0633/ex287/aigs/ex287_unknown_symcof_interleave_f00_k6.aig,1,1,1,3426,165,565290,4.101,"pairs=4:5,6:7,8:9; order=interleave; policy=f00; outer_bits=0:13:1:12:2:11; inner_bits=3:4:5:6:7:8:9:10; classes=64; group_nodes=85:77:72:64:71:43:72:41:60:69:60:69:49:68:60:84:61:71:63:69:56:68:57:69:74:53:80:53:59:44:85:71:73:75:70:76:114:70:69:55:38:43:34:42:68:38:67:37:70:51:67:51:89:65:68:50:61:67:57:74:56:39:55:37; total_group_nodes=4003; anf_bits=bit6:support=0:1:2:3:4:5:6:7:10:11:12:terms=287; bit7:support=0:1:2:3:4:5:6:7:10:11:12:terms=281; hash=ae5bd3e9b4f4",unknown symmetry cofactor class-onehot Verilog seed
