case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,items,classification,notes
ex225,ex225_fp16_log10_manual15_14_13_predecode12_9_complex2,fp16_log10,manual15_14_13_predecode12_9_complex2,student/work/ex225_frontend_fp16_predecode_mixed_20260607_1619/ex225/verilog/ex225_fp16_log10_manual15_14_13_predecode12_9_complex2.v,student/work/ex225_frontend_fp16_predecode_mixed_20260607_1619/ex225/aigs/ex225_fp16_log10_manual15_14_13_predecode12_9_complex2.aig,1,1,1,11559,23,265857,116676,2.278592,0,0,17.488,"table_items=31777; predecode bits=12,9; groups=0x0e,0x0f; thresholds=38; const_groups=47; expr_groups=2; tree_groups=15; total_runs=72; manual_bits=15,14,13",structural_exact,"exact high/low mantissa correction; table_items=31777; predecode bits=12,9; groups=0x0e,0x0f; thresholds=38; const_groups=47; expr_groups=2; tree_groups=15; total_runs=72; manual_bits=15,14,13"
ex225,ex225_fp16_log10_manual15_14_13_predecode12_9_complex4,fp16_log10,manual15_14_13_predecode12_9_complex4,student/work/ex225_frontend_fp16_predecode_mixed_20260607_1619/ex225/verilog/ex225_fp16_log10_manual15_14_13_predecode12_9_complex4.v,student/work/ex225_frontend_fp16_predecode_mixed_20260607_1619/ex225/aigs/ex225_fp16_log10_manual15_14_13_predecode12_9_complex4.aig,1,1,1,11541,24,276984,116676,2.373959,0,0,16.649,"table_items=31777; predecode bits=12,9; groups=0x0d,0x0e,0x0f,0x10; thresholds=42; const_groups=47; expr_groups=4; tree_groups=13; total_runs=72; manual_bits=15,14,13",structural_exact,"exact high/low mantissa correction; table_items=31777; predecode bits=12,9; groups=0x0d,0x0e,0x0f,0x10; thresholds=42; const_groups=47; expr_groups=4; tree_groups=13; total_runs=72; manual_bits=15,14,13"
ex225,ex225_fp16_log10_manual15_14_13_predecode12_9_complex8,fp16_log10,manual15_14_13_predecode12_9_complex8,student/work/ex225_frontend_fp16_predecode_mixed_20260607_1619/ex225/verilog/ex225_fp16_log10_manual15_14_13_predecode12_9_complex8.v,student/work/ex225_frontend_fp16_predecode_mixed_20260607_1619/ex225/aigs/ex225_fp16_log10_manual15_14_13_predecode12_9_complex8.aig,1,1,1,11542,23,265466,116676,2.275241,0,0,16.944,"table_items=31777; predecode bits=12,9; groups=0x08,0x0d,0x0e,0x0f,0x10,0x15,0x18,0x1c; thresholds=46; const_groups=47; expr_groups=8; tree_groups=9; total_runs=72; manual_bits=15,14,13",structural_exact,"exact high/low mantissa correction; table_items=31777; predecode bits=12,9; groups=0x08,0x0d,0x0e,0x0f,0x10,0x15,0x18,0x1c; thresholds=46; const_groups=47; expr_groups=8; tree_groups=9; total_runs=72; manual_bits=15,14,13"
