case,domain,agent_id,candidate_id,method_signature,hypothesis,representation,shared_structure,verilog_path,aig_path,evaluate_log,equivalent,simulation_pass,area,delay,adp,frontend_best_adp,new_best_adp,old_best_adp,old_frontend_adp,reference_adp,improvement_vs_frontend,beats_reference,notes
ex240,float_fp8,local-close-gia-r42,ex240_r42_dc2_scorr_resyn_from_frontend_best,ex240|frontend_best_structural_remap|abc_diverse_dc2_scorr_resyn|preserve_frontend_source_shared_logic|parent_ex240_r34_compress2rs_area_from_frontend_best|dc2_scorr_resyn|official_evaluate|full_word,frontend best structural remap from current best,ABC diverse remap flow dc2_scorr_resyn,preserves existing shared frontend decode/logic; applies ABC structural rewriting,student/work/ex240_frontend_fp8_diff_grs_20260608_1401/ex240/verilog/ex240_semantic_add_same_grs_diff_param8.v,student/work/ex240_ex285_frontend_gt2_gia_round42_20260613_0838/local-close-gia-r42/ex240/aigs/ex240_r42_dc2_scorr_resyn_from_frontend_best.aig,student/work/ex240_ex285_frontend_gt2_gia_round42_20260613_0838/local-close-gia-r42/ex240/logs/ex240_r42_dc2_scorr_resyn_from_frontend_best.evaluate.py.log,1,not_run,562,51,28662,28662,28662,28713,28713,13299,51,0,official evaluate.py OK; abc_log=student/work/ex240_ex285_frontend_gt2_gia_round42_20260613_0838/local-close-gia-r42/ex240/logs/ex240_r42_dc2_scorr_resyn_from_frontend_best.abc.log; gen_sec=0.122; eval_sec=0.872; flow=strash; dc2; scorr; dc2; balance; rewrite -z; balance
ex240,float_fp8,local-close-gia-r42,ex240_r42_dc2_lcorr_resyn_from_frontend_best,ex240|frontend_best_structural_remap|abc_diverse_dc2_lcorr_resyn|preserve_frontend_source_shared_logic|parent_ex240_r34_compress2rs_area_from_frontend_best|dc2_lcorr_resyn|official_evaluate|full_word,frontend best structural remap from current best,ABC diverse remap flow dc2_lcorr_resyn,preserves existing shared frontend decode/logic; applies ABC structural rewriting,student/work/ex240_frontend_fp8_diff_grs_20260608_1401/ex240/verilog/ex240_semantic_add_same_grs_diff_param8.v,student/work/ex240_ex285_frontend_gt2_gia_round42_20260613_0838/local-close-gia-r42/ex240/aigs/ex240_r42_dc2_lcorr_resyn_from_frontend_best.aig,student/work/ex240_ex285_frontend_gt2_gia_round42_20260613_0838/local-close-gia-r42/ex240/logs/ex240_r42_dc2_lcorr_resyn_from_frontend_best.evaluate.py.log,1,not_run,562,51,28662,28662,28662,28713,28713,13299,51,0,official evaluate.py OK; abc_log=student/work/ex240_ex285_frontend_gt2_gia_round42_20260613_0838/local-close-gia-r42/ex240/logs/ex240_r42_dc2_lcorr_resyn_from_frontend_best.abc.log; gen_sec=0.121; eval_sec=0.852; flow=strash; dc2; lcorr; dc2; balance; rewrite -z; balance
ex240,float_fp8,local-close-gia-r42,ex240_r42_gia_dc2_put_from_frontend_best,ex240|frontend_best_structural_remap|abc_diverse_gia_dc2_put|preserve_frontend_source_shared_logic|parent_ex240_r34_compress2rs_area_from_frontend_best|gia_dc2_put|official_evaluate|full_word,frontend best structural remap from current best,ABC diverse remap flow gia_dc2_put,preserves existing shared frontend decode/logic; applies ABC structural rewriting,student/work/ex240_frontend_fp8_diff_grs_20260608_1401/ex240/verilog/ex240_semantic_add_same_grs_diff_param8.v,student/work/ex240_ex285_frontend_gt2_gia_round42_20260613_0838/local-close-gia-r42/ex240/aigs/ex240_r42_gia_dc2_put_from_frontend_best.aig,student/work/ex240_ex285_frontend_gt2_gia_round42_20260613_0838/local-close-gia-r42/ex240/logs/ex240_r42_gia_dc2_put_from_frontend_best.evaluate.py.log,1,not_run,562,51,28662,28662,28662,28713,28713,13299,51,0,official evaluate.py OK; abc_log=student/work/ex240_ex285_frontend_gt2_gia_round42_20260613_0838/local-close-gia-r42/ex240/logs/ex240_r42_gia_dc2_put_from_frontend_best.abc.log; gen_sec=0.073; eval_sec=0.860; flow=strash; &get; &dc2; &put; balance
ex240,float_fp8,local-close-gia-r42,ex240_r42_gia_dch_put_from_frontend_best,ex240|frontend_best_structural_remap|abc_diverse_gia_dch_put|preserve_frontend_source_shared_logic|parent_ex240_r34_compress2rs_area_from_frontend_best|gia_dch_put|official_evaluate|full_word,frontend best structural remap from current best,ABC diverse remap flow gia_dch_put,preserves existing shared frontend decode/logic; applies ABC structural rewriting,student/work/ex240_frontend_fp8_diff_grs_20260608_1401/ex240/verilog/ex240_semantic_add_same_grs_diff_param8.v,student/work/ex240_ex285_frontend_gt2_gia_round42_20260613_0838/local-close-gia-r42/ex240/aigs/ex240_r42_gia_dch_put_from_frontend_best.aig,student/work/ex240_ex285_frontend_gt2_gia_round42_20260613_0838/local-close-gia-r42/ex240/logs/ex240_r42_gia_dch_put_from_frontend_best.evaluate.py.log,1,not_run,561,51,28611,28611,28611,28713,28713,13299,102,0,official evaluate.py OK; abc_log=student/work/ex240_ex285_frontend_gt2_gia_round42_20260613_0838/local-close-gia-r42/ex240/logs/ex240_r42_gia_dch_put_from_frontend_best.abc.log; gen_sec=0.089; eval_sec=0.864; flow=strash; &get; &dch; &put; balance
ex240,float_fp8,local-close-gia-r42,ex240_r42_gia_dc2_rw_from_frontend_best,ex240|frontend_best_structural_remap|abc_diverse_gia_dc2_rw|preserve_frontend_source_shared_logic|parent_ex240_r34_compress2rs_area_from_frontend_best|gia_dc2_rw|official_evaluate|full_word,frontend best structural remap from current best,ABC diverse remap flow gia_dc2_rw,preserves existing shared frontend decode/logic; applies ABC structural rewriting,student/work/ex240_frontend_fp8_diff_grs_20260608_1401/ex240/verilog/ex240_semantic_add_same_grs_diff_param8.v,student/work/ex240_ex285_frontend_gt2_gia_round42_20260613_0838/local-close-gia-r42/ex240/aigs/ex240_r42_gia_dc2_rw_from_frontend_best.aig,student/work/ex240_ex285_frontend_gt2_gia_round42_20260613_0838/local-close-gia-r42/ex240/logs/ex240_r42_gia_dc2_rw_from_frontend_best.evaluate.py.log,1,not_run,562,51,28662,28662,28662,28713,28713,13299,51,0,official evaluate.py OK; abc_log=student/work/ex240_ex285_frontend_gt2_gia_round42_20260613_0838/local-close-gia-r42/ex240/logs/ex240_r42_gia_dc2_rw_from_frontend_best.abc.log; gen_sec=0.111; eval_sec=0.867; flow=strash; &get; &dc2; &put; rewrite; rewrite -z; balance
ex285,unknown,local-close-gia-r42,ex285_r42_gia_dc2_put_from_frontend_best,ex285|frontend_best_structural_remap|abc_diverse_gia_dc2_put|preserve_frontend_source_shared_logic|parent_ex285_r39_resyn2rs_area_from_frontend_best|gia_dc2_put|official_evaluate|full_word,frontend best structural remap from current best,ABC diverse remap flow gia_dc2_put,preserves existing shared frontend decode/logic; applies ABC structural rewriting,student/work/reverse_unknown_20260603_1812/ex285/verilog/ex285_unknown_12x12_decision_tree_greedy.v,student/work/ex240_ex285_frontend_gt2_gia_round42_20260613_0838/local-close-gia-r42/ex285/aigs/ex285_r42_gia_dc2_put_from_frontend_best.aig,student/work/ex240_ex285_frontend_gt2_gia_round42_20260613_0838/local-close-gia-r42/ex285/logs/ex285_r42_gia_dc2_put_from_frontend_best.evaluate.py.log,1,not_run,656,17,11152,11152,11152,11186,11186,5499,34,0,official evaluate.py OK; abc_log=student/work/ex240_ex285_frontend_gt2_gia_round42_20260613_0838/local-close-gia-r42/ex285/logs/ex285_r42_gia_dc2_put_from_frontend_best.abc.log; gen_sec=0.088; eval_sec=0.200; flow=strash; &get; &dc2; &put; balance
ex285,unknown,local-close-gia-r42,ex285_r42_gia_dch_put_from_frontend_best,ex285|frontend_best_structural_remap|abc_diverse_gia_dch_put|preserve_frontend_source_shared_logic|parent_ex285_r39_resyn2rs_area_from_frontend_best|gia_dch_put|official_evaluate|full_word,frontend best structural remap from current best,ABC diverse remap flow gia_dch_put,preserves existing shared frontend decode/logic; applies ABC structural rewriting,student/work/reverse_unknown_20260603_1812/ex285/verilog/ex285_unknown_12x12_decision_tree_greedy.v,student/work/ex240_ex285_frontend_gt2_gia_round42_20260613_0838/local-close-gia-r42/ex285/aigs/ex285_r42_gia_dch_put_from_frontend_best.aig,student/work/ex240_ex285_frontend_gt2_gia_round42_20260613_0838/local-close-gia-r42/ex285/logs/ex285_r42_gia_dch_put_from_frontend_best.evaluate.py.log,1,not_run,656,17,11152,11152,11152,11186,11186,5499,34,0,official evaluate.py OK; abc_log=student/work/ex240_ex285_frontend_gt2_gia_round42_20260613_0838/local-close-gia-r42/ex285/logs/ex285_r42_gia_dch_put_from_frontend_best.abc.log; gen_sec=0.096; eval_sec=0.231; flow=strash; &get; &dch; &put; balance
ex285,unknown,local-close-gia-r42,ex285_r42_gia_dc2_rw_from_frontend_best,ex285|frontend_best_structural_remap|abc_diverse_gia_dc2_rw|preserve_frontend_source_shared_logic|parent_ex285_r39_resyn2rs_area_from_frontend_best|gia_dc2_rw|official_evaluate|full_word,frontend best structural remap from current best,ABC diverse remap flow gia_dc2_rw,preserves existing shared frontend decode/logic; applies ABC structural rewriting,student/work/reverse_unknown_20260603_1812/ex285/verilog/ex285_unknown_12x12_decision_tree_greedy.v,student/work/ex240_ex285_frontend_gt2_gia_round42_20260613_0838/local-close-gia-r42/ex285/aigs/ex285_r42_gia_dc2_rw_from_frontend_best.aig,student/work/ex240_ex285_frontend_gt2_gia_round42_20260613_0838/local-close-gia-r42/ex285/logs/ex285_r42_gia_dc2_rw_from_frontend_best.evaluate.py.log,1,not_run,656,17,11152,11152,11152,11186,11186,5499,34,0,official evaluate.py OK; abc_log=student/work/ex240_ex285_frontend_gt2_gia_round42_20260613_0838/local-close-gia-r42/ex285/logs/ex285_r42_gia_dc2_rw_from_frontend_best.abc.log; gen_sec=0.114; eval_sec=0.224; flow=strash; &get; &dc2; &put; rewrite; rewrite -z; balance
