case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,notes,evaluate_py_ok,evaluate_py_adp,evaluate_py_returncode,evaluate_py_notes
ex223,ex223_fp16_log_fixed_q20_calibrated_exc,fp16_log,fixed_q20_calibrated_exc,student/work/ex223_ex224_frontend_fp16_log_deep_20260606_2209/ex223/verilog/ex223_fp16_log_fixed_q20_calibrated_exc.v,student/work/ex223_ex224_frontend_fp16_log_deep_20260606_2209/ex223/aigs/ex223_fp16_log_fixed_q20_calibrated_exc.aig,1,1,4382,79,346178,120549,2.871679,0,0,semantic_hybrid,semantic_hybrid FP16 fixed-point log semantic candidate; frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2,1,346178,0,
ex224,ex224_fp16_log2_fixed_q18_calibrated_exc,fp16_log2,fixed_q18_calibrated_exc,student/work/ex223_ex224_frontend_fp16_log_deep_20260606_2209/ex224/verilog/ex224_fp16_log2_fixed_q18_calibrated_exc.v,student/work/ex223_ex224_frontend_fp16_log_deep_20260606_2209/ex224/aigs/ex224_fp16_log2_fixed_q18_calibrated_exc.aig,1,1,3617,49,177233,64708,2.738966,0,0,semantic_hybrid,semantic_hybrid FP16 fixed-point log semantic candidate; frac_bits=18; mode=round; adjusted_q=24; failed_q=6; exceptions=6,1,177233,0,
