case,hypothesis/function_guess,candidate_count,verified_truth_count,synthesized_count,equivalent_count,semantic_exact_count,semantic_hybrid_count,structural_exact_count,best_candidate_id,best_variant,best_classification,best_area,best_delay,best_adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,top5,notes
ex223,fp16_log,4,4,4,4,3,1,0,ex223_fp16_log_fixed_q20_calibrated_exc,fixed_q20_calibrated_exc,semantic_hybrid,4382,79,346178,120549,2.871679,0,0,fixed_q20_calibrated_exc:346178; fixed_q22_calibrated:354528; fixed_q21_calibrated:375760; fixed_q23_calibrated:392161,
ex224,fp16_log2,4,4,4,4,2,2,0,ex224_fp16_log2_fixed_q18_calibrated_exc,fixed_q18_calibrated_exc,semantic_hybrid,3617,49,177233,64708,2.738966,0,0,fixed_q18_calibrated_exc:177233; fixed_q19_calibrated_exc:189336; fixed_q21_calibrated:213885; fixed_q20_calibrated:215592,
