case,hypothesis/function_guess,candidate_count,verified_truth_count,synthesized_count,equivalent_count,semantic_exact_count,semantic_hybrid_count,structural_exact_count,best_candidate_id,best_variant,best_classification,best_area,best_delay,best_adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,top5,notes
ex223,fp16_log,57,57,57,57,6,32,19,ex223_fp16_log_sign_exp_mant_attr_all,sign_exp_mant_attr_all,structural_exact,11164,23,256772,120549,2.130022,0,0,sign_exp_mant_attr_all:256772; sign_exp_mant_attr_mant:256772; sign_exp_mant_attr_outer:256772; sign_exp_mant_case:256772; hybrid_semantic_bit15:258934,
ex224,fp16_log2,57,57,57,57,4,34,19,ex224_fp16_log2_sign_exp_mant_attr_all,sign_exp_mant_attr_all,structural_exact,6332,21,132972,64708,2.054955,0,0,sign_exp_mant_attr_all:132972; sign_exp_mant_attr_mant:132972; sign_exp_mant_attr_outer:132972; sign_exp_mant_case:132972; split_sign_exp_mant_attr_all:139040,
