case,domain,agent_id,candidate_id,hypothesis,representation,shared_structure,method_signature,status,verilog_path,aig_path,log_path,notes
ex285,unknown,local-ex285-gia-r45,ex285_r45_mfs_dc2_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow mfs_dc2,preserves existing shared frontend decode/logic; applies ABC structural rewriting,ex285|frontend_best_structural_remap|abc_diverse_mfs_dc2|preserve_frontend_source_shared_logic|parent_ex285_r44_dc2_scorr_resyn_from_frontend_best|mfs_dc2|official_evaluate|full_word,abc_failed,student/work/reverse_unknown_20260603_1812/ex285/verilog/ex285_unknown_12x12_decision_tree_greedy.v,student/work/ex285_frontend_gt2_gia_iter_round45_20260613_0847/local-ex285-gia-r45/ex285/aigs/ex285_r45_mfs_dc2_from_frontend_best.aig,student/work/ex285_frontend_gt2_gia_iter_round45_20260613_0847/local-ex285-gia-r45/ex285/logs/ex285_r45_mfs_dc2_from_frontend_best.abc.log,RuntimeError: ABC failed or did not create output
ex285,unknown,local-ex285-gia-r45,ex285_r45_mfs_rwz_mfs_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow mfs_rwz_mfs,preserves existing shared frontend decode/logic; applies ABC structural rewriting,ex285|frontend_best_structural_remap|abc_diverse_mfs_rwz_mfs|preserve_frontend_source_shared_logic|parent_ex285_r44_dc2_scorr_resyn_from_frontend_best|mfs_rwz_mfs|official_evaluate|full_word,abc_failed,student/work/reverse_unknown_20260603_1812/ex285/verilog/ex285_unknown_12x12_decision_tree_greedy.v,student/work/ex285_frontend_gt2_gia_iter_round45_20260613_0847/local-ex285-gia-r45/ex285/aigs/ex285_r45_mfs_rwz_mfs_from_frontend_best.aig,student/work/ex285_frontend_gt2_gia_iter_round45_20260613_0847/local-ex285-gia-r45/ex285/logs/ex285_r45_mfs_rwz_mfs_from_frontend_best.abc.log,RuntimeError: ABC failed or did not create output
ex285,unknown,local-ex285-gia-r45,ex285_r45_ssw_dc2_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow ssw_dc2,preserves existing shared frontend decode/logic; applies ABC structural rewriting,ex285|frontend_best_structural_remap|abc_diverse_ssw_dc2|preserve_frontend_source_shared_logic|parent_ex285_r44_dc2_scorr_resyn_from_frontend_best|ssw_dc2|official_evaluate|full_word,abc_failed,student/work/reverse_unknown_20260603_1812/ex285/verilog/ex285_unknown_12x12_decision_tree_greedy.v,student/work/ex285_frontend_gt2_gia_iter_round45_20260613_0847/local-ex285-gia-r45/ex285/aigs/ex285_r45_ssw_dc2_from_frontend_best.aig,student/work/ex285_frontend_gt2_gia_iter_round45_20260613_0847/local-ex285-gia-r45/ex285/logs/ex285_r45_ssw_dc2_from_frontend_best.abc.log,RuntimeError: ABC failed or did not create output
ex285,unknown,local-ex285-gia-r45,ex285_r45_fraig_mfs_dc2_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow fraig_mfs_dc2,preserves existing shared frontend decode/logic; applies ABC structural rewriting,ex285|frontend_best_structural_remap|abc_diverse_fraig_mfs_dc2|preserve_frontend_source_shared_logic|parent_ex285_r44_dc2_scorr_resyn_from_frontend_best|fraig_mfs_dc2|official_evaluate|full_word,abc_failed,student/work/reverse_unknown_20260603_1812/ex285/verilog/ex285_unknown_12x12_decision_tree_greedy.v,student/work/ex285_frontend_gt2_gia_iter_round45_20260613_0847/local-ex285-gia-r45/ex285/aigs/ex285_r45_fraig_mfs_dc2_from_frontend_best.aig,student/work/ex285_frontend_gt2_gia_iter_round45_20260613_0847/local-ex285-gia-r45/ex285/logs/ex285_r45_fraig_mfs_dc2_from_frontend_best.abc.log,RuntimeError: ABC failed or did not create output
ex285,unknown,local-ex285-gia-r45,ex285_r45_choice_if4_dc2_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow choice_if4_dc2,preserves existing shared frontend decode/logic; applies ABC structural rewriting,ex285|frontend_best_structural_remap|abc_diverse_choice_if4_dc2|preserve_frontend_source_shared_logic|parent_ex285_r44_dc2_scorr_resyn_from_frontend_best|choice_if4_dc2|official_evaluate|full_word,abc_failed,student/work/reverse_unknown_20260603_1812/ex285/verilog/ex285_unknown_12x12_decision_tree_greedy.v,student/work/ex285_frontend_gt2_gia_iter_round45_20260613_0847/local-ex285-gia-r45/ex285/aigs/ex285_r45_choice_if4_dc2_from_frontend_best.aig,student/work/ex285_frontend_gt2_gia_iter_round45_20260613_0847/local-ex285-gia-r45/ex285/logs/ex285_r45_choice_if4_dc2_from_frontend_best.abc.log,RuntimeError: ABC failed or did not create output
