case,candidate_id,verified_truth,equivalent,area,delay,adp,verilog_path,aig_path,notes
ex280,ex280_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top4_first_onehot,1,1,730,29,21170,student/work/ex280_ex284_frontend_key_cofactor_onehot_top4_20260608_1947/ex280/verilog/ex280_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top4_first_onehot.v,student/work/ex280_ex284_frontend_key_cofactor_onehot_top4_20260608_1947/ex280/aigs/ex280_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top4_first_onehot.aig,unknown canonical prefix-key cofactor-BDD Verilog seed
ex281,ex281_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top4_first_onehot,1,1,901,31,27931,student/work/ex280_ex284_frontend_key_cofactor_onehot_top4_20260608_1947/ex281/verilog/ex281_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top4_first_onehot.v,student/work/ex280_ex284_frontend_key_cofactor_onehot_top4_20260608_1947/ex281/aigs/ex281_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top4_first_onehot.aig,unknown canonical prefix-key cofactor-BDD Verilog seed
ex282,ex282_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top4_first_onehot,1,1,1018,37,37666,student/work/ex280_ex284_frontend_key_cofactor_onehot_top4_20260608_1947/ex282/verilog/ex282_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top4_first_onehot.v,student/work/ex280_ex284_frontend_key_cofactor_onehot_top4_20260608_1947/ex282/aigs/ex282_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top4_first_onehot.aig,unknown canonical prefix-key cofactor-BDD Verilog seed
ex283,ex283_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top4_first_onehot,1,1,1213,38,46094,student/work/ex280_ex284_frontend_key_cofactor_onehot_top4_20260608_1947/ex283/verilog/ex283_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top4_first_onehot.v,student/work/ex280_ex284_frontend_key_cofactor_onehot_top4_20260608_1947/ex283/aigs/ex283_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top4_first_onehot.aig,unknown canonical prefix-key cofactor-BDD Verilog seed
ex284,ex284_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top4_first_onehot,1,1,1354,37,50098,student/work/ex280_ex284_frontend_key_cofactor_onehot_top4_20260608_1947/ex284/verilog/ex284_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top4_first_onehot.v,student/work/ex280_ex284_frontend_key_cofactor_onehot_top4_20260608_1947/ex284/aigs/ex284_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top4_first_onehot.aig,unknown canonical prefix-key cofactor-BDD Verilog seed
