case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex260,ex260_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d9,signed low4_high4:a*b,baugh_wooley_wallace_hcla4+abc_g_aig_d9,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex260/verilog/ex260_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d9.aig,1,1,1,92,13,1196,657,1.820396,0,0,0.211,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig_d9
ex263,ex263_smul_baugh_wooley_wallace_pfx6_abc_g_aig_d13,signed low7_high7:a*b,baugh_wooley_wallace_pfx6+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/verilog/ex263_smul_baugh_wooley_wallace_pfx6.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx6_abc_g_aig_d13.aig,1,1,1,363,25,9075,6840,1.326754,1,0,0.510,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx6; flow=abc_g_aig_d13
ex263,ex263_smul_baugh_wooley_wallace_pfx6_abc_g_aig_d15,signed low7_high7:a*b,baugh_wooley_wallace_pfx6+abc_g_aig_d15,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/verilog/ex263_smul_baugh_wooley_wallace_pfx6.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx6_abc_g_aig_d15.aig,1,1,1,363,25,9075,6840,1.326754,1,0,0.521,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx6; flow=abc_g_aig_d15
ex263,ex263_smul_baugh_wooley_wallace_pfx6_synth_preset_d9,signed low7_high7:a*b,baugh_wooley_wallace_pfx6+synth_preset_d9,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/verilog/ex263_smul_baugh_wooley_wallace_pfx6.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx6_synth_preset_d9.aig,1,1,1,361,26,9386,6840,1.372222,1,0,0.660,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx6; flow=synth_preset_d9
ex263,ex263_smul_baugh_wooley_wallace_pfx6_synth_preset_d11,signed low7_high7:a*b,baugh_wooley_wallace_pfx6+synth_preset_d11,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/verilog/ex263_smul_baugh_wooley_wallace_pfx6.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx6_synth_preset_d11.aig,1,1,1,361,26,9386,6840,1.372222,1,0,0.650,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx6; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_pfx6_synth_preset_d15,signed low7_high7:a*b,baugh_wooley_wallace_pfx6+synth_preset_d15,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/verilog/ex263_smul_baugh_wooley_wallace_pfx6.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx6_synth_preset_d15.aig,1,1,1,361,26,9386,6840,1.372222,1,0,0.653,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx6; flow=synth_preset_d15
ex263,ex263_smul_baugh_wooley_wallace_csel3_abc_g_aig_d9,signed low7_high7:a*b,baugh_wooley_wallace_csel3+abc_g_aig_d9,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/verilog/ex263_smul_baugh_wooley_wallace_csel3.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_wallace_csel3_abc_g_aig_d9.aig,1,1,1,349,29,10121,6840,1.479678,1,0,0.528,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_csel3; flow=abc_g_aig_d9
ex263,ex263_smul_baugh_wooley_wallace_csel3_abc_g_aig_d11,signed low7_high7:a*b,baugh_wooley_wallace_csel3+abc_g_aig_d11,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/verilog/ex263_smul_baugh_wooley_wallace_csel3.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_wallace_csel3_abc_g_aig_d11.aig,1,1,1,349,29,10121,6840,1.479678,1,0,0.557,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_csel3; flow=abc_g_aig_d11
ex263,ex263_smul_baugh_wooley_wallace_csel3_abc_g_aig_d13,signed low7_high7:a*b,baugh_wooley_wallace_csel3+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/verilog/ex263_smul_baugh_wooley_wallace_csel3.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_wallace_csel3_abc_g_aig_d13.aig,1,1,1,349,29,10121,6840,1.479678,1,0,0.530,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_csel3; flow=abc_g_aig_d13
ex263,ex263_smul_baugh_wooley_wallace_csel3_abc_g_aig_d15,signed low7_high7:a*b,baugh_wooley_wallace_csel3+abc_g_aig_d15,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/verilog/ex263_smul_baugh_wooley_wallace_csel3.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_wallace_csel3_abc_g_aig_d15.aig,1,1,1,349,29,10121,6840,1.479678,1,0,0.577,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_csel3; flow=abc_g_aig_d15
ex263,ex263_smul_baugh_wooley_wallace_csel3_synth_preset_d9,signed low7_high7:a*b,baugh_wooley_wallace_csel3+synth_preset_d9,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/verilog/ex263_smul_baugh_wooley_wallace_csel3.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_wallace_csel3_synth_preset_d9.aig,1,1,1,353,27,9531,6840,1.393421,1,0,0.680,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_csel3; flow=synth_preset_d9
ex263,ex263_smul_baugh_wooley_wallace_csel3_synth_preset_d11,signed low7_high7:a*b,baugh_wooley_wallace_csel3+synth_preset_d11,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/verilog/ex263_smul_baugh_wooley_wallace_csel3.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_wallace_csel3_synth_preset_d11.aig,1,1,1,353,27,9531,6840,1.393421,1,0,0.705,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_csel3; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_csel3_synth_preset_d15,signed low7_high7:a*b,baugh_wooley_wallace_csel3+synth_preset_d15,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/verilog/ex263_smul_baugh_wooley_wallace_csel3.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_wallace_csel3_synth_preset_d15.aig,1,1,1,353,27,9531,6840,1.393421,1,0,0.704,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_csel3; flow=synth_preset_d15
ex263,ex263_smul_baugh_wooley_rows_hcla4_abc_g_aig_d9,signed low7_high7:a*b,baugh_wooley_rows_hcla4+abc_g_aig_d9,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/verilog/ex263_smul_baugh_wooley_rows_hcla4.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_rows_hcla4_abc_g_aig_d9.aig,1,1,1,388,25,9700,6840,1.418129,1,0,0.507,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_rows_hcla4; flow=abc_g_aig_d9
ex263,ex263_smul_baugh_wooley_rows_hcla4_abc_g_aig_d11,signed low7_high7:a*b,baugh_wooley_rows_hcla4+abc_g_aig_d11,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/verilog/ex263_smul_baugh_wooley_rows_hcla4.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_rows_hcla4_abc_g_aig_d11.aig,1,1,1,388,25,9700,6840,1.418129,1,0,0.508,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_rows_hcla4; flow=abc_g_aig_d11
ex263,ex263_smul_baugh_wooley_rows_hcla4_abc_g_aig_d13,signed low7_high7:a*b,baugh_wooley_rows_hcla4+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/verilog/ex263_smul_baugh_wooley_rows_hcla4.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_rows_hcla4_abc_g_aig_d13.aig,1,1,1,388,25,9700,6840,1.418129,1,0,0.505,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_rows_hcla4; flow=abc_g_aig_d13
ex263,ex263_smul_baugh_wooley_rows_hcla4_abc_g_aig_d15,signed low7_high7:a*b,baugh_wooley_rows_hcla4+abc_g_aig_d15,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/verilog/ex263_smul_baugh_wooley_rows_hcla4.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_rows_hcla4_abc_g_aig_d15.aig,1,1,1,388,25,9700,6840,1.418129,1,0,0.506,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_rows_hcla4; flow=abc_g_aig_d15
ex263,ex263_smul_baugh_wooley_rows_hcla4_synth_preset_d9,signed low7_high7:a*b,baugh_wooley_rows_hcla4+synth_preset_d9,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/verilog/ex263_smul_baugh_wooley_rows_hcla4.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_rows_hcla4_synth_preset_d9.aig,1,1,1,384,25,9600,6840,1.403509,1,0,0.633,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_rows_hcla4; flow=synth_preset_d9
ex263,ex263_smul_baugh_wooley_rows_hcla4_synth_preset_d11,signed low7_high7:a*b,baugh_wooley_rows_hcla4+synth_preset_d11,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/verilog/ex263_smul_baugh_wooley_rows_hcla4.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_rows_hcla4_synth_preset_d11.aig,1,1,1,384,25,9600,6840,1.403509,1,0,0.633,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_rows_hcla4; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_rows_hcla4_synth_preset_d15,signed low7_high7:a*b,baugh_wooley_rows_hcla4+synth_preset_d15,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/verilog/ex263_smul_baugh_wooley_rows_hcla4.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_rows_hcla4_synth_preset_d15.aig,1,1,1,384,25,9600,6840,1.403509,1,0,0.635,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_rows_hcla4; flow=synth_preset_d15
ex264,ex264_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d9,signed low8_high8:a*b,baugh_wooley_wallace_hcla4+abc_g_aig_d9,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/verilog/ex264_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d9.aig,1,1,1,488,28,13664,9724,1.405183,1,0,1.878,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig_d9
ex264,ex264_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d11,signed low8_high8:a*b,baugh_wooley_wallace_hcla4+abc_g_aig_d11,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/verilog/ex264_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d11.aig,1,1,1,488,28,13664,9724,1.405183,1,0,1.905,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig_d11
ex264,ex264_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d13,signed low8_high8:a*b,baugh_wooley_wallace_hcla4+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/verilog/ex264_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d13.aig,1,1,1,488,28,13664,9724,1.405183,1,0,1.914,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig_d13
ex264,ex264_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d15,signed low8_high8:a*b,baugh_wooley_wallace_hcla4+abc_g_aig_d15,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/verilog/ex264_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d15.aig,1,1,1,488,28,13664,9724,1.405183,1,0,1.943,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig_d15
ex264,ex264_smul_baugh_wooley_wallace_hcla4_synth_preset_d9,signed low8_high8:a*b,baugh_wooley_wallace_hcla4+synth_preset_d9,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/verilog/ex264_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_wallace_hcla4_synth_preset_d9.aig,1,1,1,489,27,13203,9724,1.357775,1,0,2.080,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d9
ex264,ex264_smul_baugh_wooley_wallace_hcla4_synth_preset_d11,signed low8_high8:a*b,baugh_wooley_wallace_hcla4+synth_preset_d11,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/verilog/ex264_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_wallace_hcla4_synth_preset_d11.aig,1,1,1,489,27,13203,9724,1.357775,1,0,1.918,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d11
ex264,ex264_smul_baugh_wooley_wallace_hcla4_synth_preset_d15,signed low8_high8:a*b,baugh_wooley_wallace_hcla4+synth_preset_d15,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/verilog/ex264_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_wallace_hcla4_synth_preset_d15.aig,1,1,1,489,27,13203,9724,1.357775,1,0,2.055,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d15
ex264,ex264_smul_baugh_wooley_wallace_pfx4_abc_g_aig_d9,signed low8_high8:a*b,baugh_wooley_wallace_pfx4+abc_g_aig_d9,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/verilog/ex264_smul_baugh_wooley_wallace_pfx4.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_wallace_pfx4_abc_g_aig_d9.aig,1,1,1,498,31,15438,9724,1.587618,0,0,1.885,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_pfx4; flow=abc_g_aig_d9
ex264,ex264_smul_baugh_wooley_wallace_pfx4_abc_g_aig_d11,signed low8_high8:a*b,baugh_wooley_wallace_pfx4+abc_g_aig_d11,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/verilog/ex264_smul_baugh_wooley_wallace_pfx4.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_wallace_pfx4_abc_g_aig_d11.aig,1,1,1,498,31,15438,9724,1.587618,0,0,1.907,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_pfx4; flow=abc_g_aig_d11
ex264,ex264_smul_baugh_wooley_wallace_pfx4_abc_g_aig_d13,signed low8_high8:a*b,baugh_wooley_wallace_pfx4+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/verilog/ex264_smul_baugh_wooley_wallace_pfx4.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_wallace_pfx4_abc_g_aig_d13.aig,1,1,1,498,31,15438,9724,1.587618,0,0,1.800,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_pfx4; flow=abc_g_aig_d13
ex264,ex264_smul_baugh_wooley_wallace_pfx4_abc_g_aig_d15,signed low8_high8:a*b,baugh_wooley_wallace_pfx4+abc_g_aig_d15,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/verilog/ex264_smul_baugh_wooley_wallace_pfx4.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_wallace_pfx4_abc_g_aig_d15.aig,1,1,1,498,31,15438,9724,1.587618,0,0,1.805,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_pfx4; flow=abc_g_aig_d15
ex264,ex264_smul_baugh_wooley_wallace_pfx4_synth_preset_d9,signed low8_high8:a*b,baugh_wooley_wallace_pfx4+synth_preset_d9,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/verilog/ex264_smul_baugh_wooley_wallace_pfx4.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_wallace_pfx4_synth_preset_d9.aig,1,1,1,497,32,15904,9724,1.635541,0,0,2.035,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_pfx4; flow=synth_preset_d9
ex264,ex264_smul_baugh_wooley_wallace_pfx4_synth_preset_d11,signed low8_high8:a*b,baugh_wooley_wallace_pfx4+synth_preset_d11,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/verilog/ex264_smul_baugh_wooley_wallace_pfx4.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_wallace_pfx4_synth_preset_d11.aig,1,1,1,497,32,15904,9724,1.635541,0,0,2.021,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_pfx4; flow=synth_preset_d11
ex264,ex264_smul_baugh_wooley_wallace_pfx4_synth_preset_d15,signed low8_high8:a*b,baugh_wooley_wallace_pfx4+synth_preset_d15,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/verilog/ex264_smul_baugh_wooley_wallace_pfx4.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_wallace_pfx4_synth_preset_d15.aig,1,1,1,497,32,15904,9724,1.635541,0,0,2.048,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_pfx4; flow=synth_preset_d15
ex264,ex264_smul_baugh_wooley_wallace_pfx6_abc_g_aig_d9,signed low8_high8:a*b,baugh_wooley_wallace_pfx6+abc_g_aig_d9,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/verilog/ex264_smul_baugh_wooley_wallace_pfx6.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_wallace_pfx6_abc_g_aig_d9.aig,1,1,1,496,29,14384,9724,1.479227,1,0,1.894,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_pfx6; flow=abc_g_aig_d9
ex264,ex264_smul_baugh_wooley_wallace_pfx6_abc_g_aig_d11,signed low8_high8:a*b,baugh_wooley_wallace_pfx6+abc_g_aig_d11,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/verilog/ex264_smul_baugh_wooley_wallace_pfx6.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_wallace_pfx6_abc_g_aig_d11.aig,1,1,1,496,29,14384,9724,1.479227,1,0,1.889,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_pfx6; flow=abc_g_aig_d11
ex264,ex264_smul_baugh_wooley_wallace_pfx6_abc_g_aig_d13,signed low8_high8:a*b,baugh_wooley_wallace_pfx6+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/verilog/ex264_smul_baugh_wooley_wallace_pfx6.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_wallace_pfx6_abc_g_aig_d13.aig,1,1,1,496,29,14384,9724,1.479227,1,0,1.814,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_pfx6; flow=abc_g_aig_d13
ex264,ex264_smul_baugh_wooley_wallace_pfx6_abc_g_aig_d15,signed low8_high8:a*b,baugh_wooley_wallace_pfx6+abc_g_aig_d15,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/verilog/ex264_smul_baugh_wooley_wallace_pfx6.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_wallace_pfx6_abc_g_aig_d15.aig,1,1,1,496,29,14384,9724,1.479227,1,0,1.821,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_pfx6; flow=abc_g_aig_d15
ex264,ex264_smul_baugh_wooley_wallace_pfx6_synth_preset_d9,signed low8_high8:a*b,baugh_wooley_wallace_pfx6+synth_preset_d9,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/verilog/ex264_smul_baugh_wooley_wallace_pfx6.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_wallace_pfx6_synth_preset_d9.aig,1,1,1,487,31,15097,9724,1.552550,0,0,1.963,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_pfx6; flow=synth_preset_d9
ex264,ex264_smul_baugh_wooley_wallace_pfx6_synth_preset_d11,signed low8_high8:a*b,baugh_wooley_wallace_pfx6+synth_preset_d11,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/verilog/ex264_smul_baugh_wooley_wallace_pfx6.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_wallace_pfx6_synth_preset_d11.aig,1,1,1,487,31,15097,9724,1.552550,0,0,1.926,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_pfx6; flow=synth_preset_d11
ex264,ex264_smul_baugh_wooley_wallace_pfx6_synth_preset_d15,signed low8_high8:a*b,baugh_wooley_wallace_pfx6+synth_preset_d15,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/verilog/ex264_smul_baugh_wooley_wallace_pfx6.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_wallace_pfx6_synth_preset_d15.aig,1,1,1,487,31,15097,9724,1.552550,0,0,1.938,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_pfx6; flow=synth_preset_d15
ex264,ex264_smul_baugh_wooley_wallace_csel3_abc_g_aig_d9,signed low8_high8:a*b,baugh_wooley_wallace_csel3+abc_g_aig_d9,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/verilog/ex264_smul_baugh_wooley_wallace_csel3.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_wallace_csel3_abc_g_aig_d9.aig,1,1,1,477,30,14310,9724,1.471617,1,0,1.794,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_csel3; flow=abc_g_aig_d9
ex264,ex264_smul_baugh_wooley_wallace_csel3_abc_g_aig_d11,signed low8_high8:a*b,baugh_wooley_wallace_csel3+abc_g_aig_d11,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/verilog/ex264_smul_baugh_wooley_wallace_csel3.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_wallace_csel3_abc_g_aig_d11.aig,1,1,1,477,30,14310,9724,1.471617,1,0,1.820,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_csel3; flow=abc_g_aig_d11
ex264,ex264_smul_baugh_wooley_wallace_csel3_abc_g_aig_d13,signed low8_high8:a*b,baugh_wooley_wallace_csel3+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/verilog/ex264_smul_baugh_wooley_wallace_csel3.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_wallace_csel3_abc_g_aig_d13.aig,1,1,1,477,30,14310,9724,1.471617,1,0,1.809,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_csel3; flow=abc_g_aig_d13
