case,candidate_id,equivalent,area,delay,adp,aig_path,notes
ex263,ex263_smul_baugh_wooley_wallace_hcla4_synth_preset_d9,1,359,26,9334,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_wallace_hcla4_synth_preset_d9.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d9
ex263,ex263_smul_baugh_wooley_wallace_hcla4_synth_preset_d11,1,359,26,9334,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_wallace_hcla4_synth_preset_d11.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_hcla4_synth_preset_d15,1,359,26,9334,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_wallace_hcla4_synth_preset_d15.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d15
ex263,ex263_smul_baugh_wooley_wallace_pfx4_abc_g_aig_d9,1,364,27,9828,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx4_abc_g_aig_d9.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx4; flow=abc_g_aig_d9
ex263,ex263_smul_baugh_wooley_wallace_pfx4_abc_g_aig_d11,1,364,27,9828,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx4_abc_g_aig_d11.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx4; flow=abc_g_aig_d11
ex263,ex263_smul_baugh_wooley_wallace_pfx4_abc_g_aig_d13,1,364,27,9828,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx4_abc_g_aig_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx4; flow=abc_g_aig_d13
ex263,ex263_smul_baugh_wooley_wallace_pfx4_abc_g_aig_d15,1,364,27,9828,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx4_abc_g_aig_d15.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx4; flow=abc_g_aig_d15
ex263,ex263_smul_baugh_wooley_wallace_pfx4_synth_preset_d9,1,358,28,10024,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx4_synth_preset_d9.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx4; flow=synth_preset_d9
ex263,ex263_smul_baugh_wooley_wallace_pfx4_synth_preset_d11,1,358,28,10024,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx4_synth_preset_d11.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx4; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_pfx4_synth_preset_d15,1,358,28,10024,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx4_synth_preset_d15.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx4; flow=synth_preset_d15
ex263,ex263_smul_baugh_wooley_wallace_pfx6_abc_g_aig_d9,1,363,25,9075,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx6_abc_g_aig_d9.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx6; flow=abc_g_aig_d9
ex263,ex263_smul_baugh_wooley_wallace_pfx6_abc_g_aig_d11,1,363,25,9075,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx6_abc_g_aig_d11.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx6; flow=abc_g_aig_d11
ex263,ex263_smul_baugh_wooley_wallace_pfx6_abc_g_aig_d13,1,363,25,9075,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx6_abc_g_aig_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx6; flow=abc_g_aig_d13
ex263,ex263_smul_baugh_wooley_wallace_pfx6_abc_g_aig_d15,1,363,25,9075,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx6_abc_g_aig_d15.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx6; flow=abc_g_aig_d15
ex263,ex263_smul_baugh_wooley_wallace_pfx6_synth_preset_d9,1,361,26,9386,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx6_synth_preset_d9.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx6; flow=synth_preset_d9
ex263,ex263_smul_baugh_wooley_wallace_pfx6_synth_preset_d11,1,361,26,9386,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx6_synth_preset_d11.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx6; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_pfx6_synth_preset_d15,1,361,26,9386,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx6_synth_preset_d15.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx6; flow=synth_preset_d15
ex263,ex263_smul_baugh_wooley_wallace_csel3_abc_g_aig_d9,1,349,29,10121,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_wallace_csel3_abc_g_aig_d9.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_csel3; flow=abc_g_aig_d9
ex263,ex263_smul_baugh_wooley_wallace_csel3_abc_g_aig_d11,1,349,29,10121,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_wallace_csel3_abc_g_aig_d11.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_csel3; flow=abc_g_aig_d11
ex263,ex263_smul_baugh_wooley_wallace_csel3_abc_g_aig_d13,1,349,29,10121,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_wallace_csel3_abc_g_aig_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_csel3; flow=abc_g_aig_d13
ex263,ex263_smul_baugh_wooley_wallace_csel3_abc_g_aig_d15,1,349,29,10121,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_wallace_csel3_abc_g_aig_d15.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_csel3; flow=abc_g_aig_d15
ex263,ex263_smul_baugh_wooley_wallace_csel3_synth_preset_d9,1,353,27,9531,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_wallace_csel3_synth_preset_d9.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_csel3; flow=synth_preset_d9
ex263,ex263_smul_baugh_wooley_wallace_csel3_synth_preset_d11,1,353,27,9531,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_wallace_csel3_synth_preset_d11.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_csel3; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_csel3_synth_preset_d15,1,353,27,9531,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_wallace_csel3_synth_preset_d15.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_csel3; flow=synth_preset_d15
ex263,ex263_smul_baugh_wooley_rows_hcla4_abc_g_aig_d9,1,388,25,9700,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_rows_hcla4_abc_g_aig_d9.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_rows_hcla4; flow=abc_g_aig_d9
ex263,ex263_smul_baugh_wooley_rows_hcla4_abc_g_aig_d11,1,388,25,9700,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_rows_hcla4_abc_g_aig_d11.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_rows_hcla4; flow=abc_g_aig_d11
ex263,ex263_smul_baugh_wooley_rows_hcla4_abc_g_aig_d13,1,388,25,9700,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_rows_hcla4_abc_g_aig_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_rows_hcla4; flow=abc_g_aig_d13
ex263,ex263_smul_baugh_wooley_rows_hcla4_abc_g_aig_d15,1,388,25,9700,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_rows_hcla4_abc_g_aig_d15.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_rows_hcla4; flow=abc_g_aig_d15
ex263,ex263_smul_baugh_wooley_rows_hcla4_synth_preset_d9,1,384,25,9600,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_rows_hcla4_synth_preset_d9.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_rows_hcla4; flow=synth_preset_d9
ex263,ex263_smul_baugh_wooley_rows_hcla4_synth_preset_d11,1,384,25,9600,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_rows_hcla4_synth_preset_d11.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_rows_hcla4; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_rows_hcla4_synth_preset_d15,1,384,25,9600,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_rows_hcla4_synth_preset_d15.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_rows_hcla4; flow=synth_preset_d15
ex264,ex264_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d9,1,488,28,13664,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d9.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig_d9
ex264,ex264_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d11,1,488,28,13664,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d11.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig_d11
ex264,ex264_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d13,1,488,28,13664,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d13.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig_d13
ex264,ex264_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d15,1,488,28,13664,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d15.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig_d15
ex264,ex264_smul_baugh_wooley_wallace_hcla4_synth_preset_d9,1,489,27,13203,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_wallace_hcla4_synth_preset_d9.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d9
ex264,ex264_smul_baugh_wooley_wallace_hcla4_synth_preset_d11,1,489,27,13203,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_wallace_hcla4_synth_preset_d11.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d11
ex264,ex264_smul_baugh_wooley_wallace_hcla4_synth_preset_d15,1,489,27,13203,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_wallace_hcla4_synth_preset_d15.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d15
ex264,ex264_smul_baugh_wooley_wallace_pfx4_abc_g_aig_d9,1,498,31,15438,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_wallace_pfx4_abc_g_aig_d9.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_pfx4; flow=abc_g_aig_d9
ex264,ex264_smul_baugh_wooley_wallace_pfx4_abc_g_aig_d11,1,498,31,15438,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_wallace_pfx4_abc_g_aig_d11.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_pfx4; flow=abc_g_aig_d11
ex264,ex264_smul_baugh_wooley_wallace_pfx4_abc_g_aig_d13,1,498,31,15438,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_wallace_pfx4_abc_g_aig_d13.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_pfx4; flow=abc_g_aig_d13
ex264,ex264_smul_baugh_wooley_wallace_pfx4_abc_g_aig_d15,1,498,31,15438,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_wallace_pfx4_abc_g_aig_d15.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_pfx4; flow=abc_g_aig_d15
ex264,ex264_smul_baugh_wooley_wallace_pfx4_synth_preset_d9,1,497,32,15904,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_wallace_pfx4_synth_preset_d9.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_pfx4; flow=synth_preset_d9
ex264,ex264_smul_baugh_wooley_wallace_pfx4_synth_preset_d11,1,497,32,15904,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_wallace_pfx4_synth_preset_d11.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_pfx4; flow=synth_preset_d11
ex264,ex264_smul_baugh_wooley_wallace_pfx4_synth_preset_d15,1,497,32,15904,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_wallace_pfx4_synth_preset_d15.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_pfx4; flow=synth_preset_d15
ex264,ex264_smul_baugh_wooley_wallace_pfx6_abc_g_aig_d9,1,496,29,14384,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_wallace_pfx6_abc_g_aig_d9.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_pfx6; flow=abc_g_aig_d9
ex264,ex264_smul_baugh_wooley_wallace_pfx6_abc_g_aig_d11,1,496,29,14384,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_wallace_pfx6_abc_g_aig_d11.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_pfx6; flow=abc_g_aig_d11
ex264,ex264_smul_baugh_wooley_wallace_pfx6_abc_g_aig_d13,1,496,29,14384,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_wallace_pfx6_abc_g_aig_d13.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_pfx6; flow=abc_g_aig_d13
ex264,ex264_smul_baugh_wooley_wallace_pfx6_abc_g_aig_d15,1,496,29,14384,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_wallace_pfx6_abc_g_aig_d15.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_pfx6; flow=abc_g_aig_d15
ex264,ex264_smul_baugh_wooley_wallace_pfx6_synth_preset_d9,1,487,31,15097,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_wallace_pfx6_synth_preset_d9.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_pfx6; flow=synth_preset_d9
ex264,ex264_smul_baugh_wooley_wallace_pfx6_synth_preset_d11,1,487,31,15097,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_wallace_pfx6_synth_preset_d11.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_pfx6; flow=synth_preset_d11
ex264,ex264_smul_baugh_wooley_wallace_pfx6_synth_preset_d15,1,487,31,15097,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_wallace_pfx6_synth_preset_d15.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_pfx6; flow=synth_preset_d15
ex264,ex264_smul_baugh_wooley_wallace_csel3_abc_g_aig_d9,1,477,30,14310,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_wallace_csel3_abc_g_aig_d9.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_csel3; flow=abc_g_aig_d9
ex264,ex264_smul_baugh_wooley_wallace_csel3_abc_g_aig_d11,1,477,30,14310,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_wallace_csel3_abc_g_aig_d11.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_csel3; flow=abc_g_aig_d11
ex264,ex264_smul_baugh_wooley_wallace_csel3_abc_g_aig_d13,1,477,30,14310,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_wallace_csel3_abc_g_aig_d13.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_csel3; flow=abc_g_aig_d13
ex264,ex264_smul_baugh_wooley_wallace_csel3_abc_g_aig_d15,1,477,30,14310,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_wallace_csel3_abc_g_aig_d15.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_csel3; flow=abc_g_aig_d15
ex264,ex264_smul_baugh_wooley_wallace_csel3_synth_preset_d9,1,477,30,14310,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_wallace_csel3_synth_preset_d9.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_csel3; flow=synth_preset_d9
ex264,ex264_smul_baugh_wooley_wallace_csel3_synth_preset_d11,1,477,30,14310,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_wallace_csel3_synth_preset_d11.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_csel3; flow=synth_preset_d11
ex264,ex264_smul_baugh_wooley_wallace_csel3_synth_preset_d15,1,477,30,14310,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_wallace_csel3_synth_preset_d15.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_csel3; flow=synth_preset_d15
ex264,ex264_smul_baugh_wooley_rows_hcla4_abc_g_aig_d9,1,534,26,13884,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_rows_hcla4_abc_g_aig_d9.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_rows_hcla4; flow=abc_g_aig_d9
ex264,ex264_smul_baugh_wooley_rows_hcla4_abc_g_aig_d11,1,534,26,13884,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_rows_hcla4_abc_g_aig_d11.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_rows_hcla4; flow=abc_g_aig_d11
ex264,ex264_smul_baugh_wooley_rows_hcla4_abc_g_aig_d13,1,534,26,13884,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_rows_hcla4_abc_g_aig_d13.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_rows_hcla4; flow=abc_g_aig_d13
ex264,ex264_smul_baugh_wooley_rows_hcla4_abc_g_aig_d15,1,534,26,13884,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_rows_hcla4_abc_g_aig_d15.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_rows_hcla4; flow=abc_g_aig_d15
ex264,ex264_smul_baugh_wooley_rows_hcla4_synth_preset_d9,1,520,28,14560,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_rows_hcla4_synth_preset_d9.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_rows_hcla4; flow=synth_preset_d9
ex264,ex264_smul_baugh_wooley_rows_hcla4_synth_preset_d11,1,520,28,14560,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_rows_hcla4_synth_preset_d11.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_rows_hcla4; flow=synth_preset_d11
ex264,ex264_smul_baugh_wooley_rows_hcla4_synth_preset_d15,1,520,28,14560,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_rows_hcla4_synth_preset_d15.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_rows_hcla4; flow=synth_preset_d15
