case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex270,ex270_square_hybrid_bdd_mid4_abc_g_aig,unsigned_square_x_times_x,square_hybrid_bdd_mid4+abc_g_aig,student/work/ex270_frontend_square_selected_bdd_20260609_1808/ex270/verilog/ex270_square_hybrid_bdd_mid4.v,student/work/ex270_frontend_square_selected_bdd_20260609_1808/ex270/aigs/ex270_square_hybrid_bdd_mid4_abc_g_aig.aig,1,1,1,441,17,7497,2076,3.611272,0,0,0.325,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=square_hybrid_bdd_mid4; flow=abc_g_aig
ex270,ex270_square_hybrid_bdd_mid4_wreduce_abc_g_aig,unsigned_square_x_times_x,square_hybrid_bdd_mid4+wreduce_abc_g_aig,student/work/ex270_frontend_square_selected_bdd_20260609_1808/ex270/verilog/ex270_square_hybrid_bdd_mid4.v,student/work/ex270_frontend_square_selected_bdd_20260609_1808/ex270/aigs/ex270_square_hybrid_bdd_mid4_wreduce_abc_g_aig.aig,1,1,1,441,17,7497,2076,3.611272,0,0,0.320,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=square_hybrid_bdd_mid4; flow=wreduce_abc_g_aig
ex270,ex270_square_hybrid_bdd_mid4_synth_preset,unsigned_square_x_times_x,square_hybrid_bdd_mid4+synth_preset,student/work/ex270_frontend_square_selected_bdd_20260609_1808/ex270/verilog/ex270_square_hybrid_bdd_mid4.v,student/work/ex270_frontend_square_selected_bdd_20260609_1808/ex270/aigs/ex270_square_hybrid_bdd_mid4_synth_preset.aig,1,1,1,422,17,7174,2076,3.455684,0,0,0.421,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=square_hybrid_bdd_mid4; flow=synth_preset
ex270,ex270_square_hybrid_bdd_top2_mid2_abc_g_aig,unsigned_square_x_times_x,square_hybrid_bdd_top2_mid2+abc_g_aig,student/work/ex270_frontend_square_selected_bdd_20260609_1808/ex270/verilog/ex270_square_hybrid_bdd_top2_mid2.v,student/work/ex270_frontend_square_selected_bdd_20260609_1808/ex270/aigs/ex270_square_hybrid_bdd_top2_mid2_abc_g_aig.aig,1,1,1,350,17,5950,2076,2.866089,0,0,0.290,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=square_hybrid_bdd_top2_mid2; flow=abc_g_aig
ex270,ex270_square_hybrid_bdd_top2_mid2_wreduce_abc_g_aig,unsigned_square_x_times_x,square_hybrid_bdd_top2_mid2+wreduce_abc_g_aig,student/work/ex270_frontend_square_selected_bdd_20260609_1808/ex270/verilog/ex270_square_hybrid_bdd_top2_mid2.v,student/work/ex270_frontend_square_selected_bdd_20260609_1808/ex270/aigs/ex270_square_hybrid_bdd_top2_mid2_wreduce_abc_g_aig.aig,1,1,1,348,17,5916,2076,2.849711,0,0,0.303,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=square_hybrid_bdd_top2_mid2; flow=wreduce_abc_g_aig
ex270,ex270_square_hybrid_bdd_top2_mid2_synth_preset,unsigned_square_x_times_x,square_hybrid_bdd_top2_mid2+synth_preset,student/work/ex270_frontend_square_selected_bdd_20260609_1808/ex270/verilog/ex270_square_hybrid_bdd_top2_mid2.v,student/work/ex270_frontend_square_selected_bdd_20260609_1808/ex270/aigs/ex270_square_hybrid_bdd_top2_mid2_synth_preset.aig,1,1,1,337,17,5729,2076,2.759634,0,0,0.396,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=square_hybrid_bdd_top2_mid2; flow=synth_preset
ex270,ex270_square_hybrid_bdd_top4_mid2_abc_g_aig,unsigned_square_x_times_x,square_hybrid_bdd_top4_mid2+abc_g_aig,student/work/ex270_frontend_square_selected_bdd_20260609_1808/ex270/verilog/ex270_square_hybrid_bdd_top4_mid2.v,student/work/ex270_frontend_square_selected_bdd_20260609_1808/ex270/aigs/ex270_square_hybrid_bdd_top4_mid2_abc_g_aig.aig,1,1,1,353,15,5295,2076,2.550578,0,0,0.327,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=square_hybrid_bdd_top4_mid2; flow=abc_g_aig
ex270,ex270_square_hybrid_bdd_top4_mid2_wreduce_abc_g_aig,unsigned_square_x_times_x,square_hybrid_bdd_top4_mid2+wreduce_abc_g_aig,student/work/ex270_frontend_square_selected_bdd_20260609_1808/ex270/verilog/ex270_square_hybrid_bdd_top4_mid2.v,student/work/ex270_frontend_square_selected_bdd_20260609_1808/ex270/aigs/ex270_square_hybrid_bdd_top4_mid2_wreduce_abc_g_aig.aig,1,1,1,357,15,5355,2076,2.579480,0,0,0.346,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=square_hybrid_bdd_top4_mid2; flow=wreduce_abc_g_aig
ex270,ex270_square_hybrid_bdd_top4_mid2_synth_preset,unsigned_square_x_times_x,square_hybrid_bdd_top4_mid2+synth_preset,student/work/ex270_frontend_square_selected_bdd_20260609_1808/ex270/verilog/ex270_square_hybrid_bdd_top4_mid2.v,student/work/ex270_frontend_square_selected_bdd_20260609_1808/ex270/aigs/ex270_square_hybrid_bdd_top4_mid2_synth_preset.aig,1,1,1,363,16,5808,2076,2.797688,0,0,0.439,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=square_hybrid_bdd_top4_mid2; flow=synth_preset
