case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex260,ex260_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_rev_hcla4+abc_g_aig,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/verilog/ex260_smul_baugh_wooley_wallace_rev_hcla4.v,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig.aig,1,1,1,88,13,1144,657,1.741248,0,0,0.211,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_rev_hcla4_signbit_abc_g_aig_d11,signed low4_high4:a*b,baugh_wooley_wallace_rev_hcla4_signbit+abc_g_aig_d11,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/verilog/ex260_smul_baugh_wooley_wallace_rev_hcla4_signbit.v,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_hcla4_signbit_abc_g_aig_d11.aig,1,1,1,95,14,1330,657,2.024353,0,0,0.208,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev_hcla4_signbit; flow=abc_g_aig_d11
ex260,ex260_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_outside_hcla1+abc_g_aig,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/verilog/ex260_smul_baugh_wooley_wallace_outside_hcla1.v,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig.aig,1,1,1,93,14,1302,657,1.981735,0,0,0.218,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_outside_hcla1_wreduce_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_outside_hcla1+wreduce_abc_g_aig,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/verilog/ex260_smul_baugh_wooley_wallace_outside_hcla1.v,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_hcla1_wreduce_abc_g_aig.aig,1,1,1,93,14,1302,657,1.981735,0,0,0.217,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d11,signed low4_high4:a*b,baugh_wooley_wallace_outside_hcla1+synth_preset_d11,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/verilog/ex260_smul_baugh_wooley_wallace_outside_hcla1.v,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d11.aig,1,1,1,93,14,1302,657,1.981735,0,0,0.260,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=synth_preset_d11
ex260,ex260_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d13,signed low4_high4:a*b,baugh_wooley_wallace_outside_hcla1+synth_preset_d13,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/verilog/ex260_smul_baugh_wooley_wallace_outside_hcla1.v,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d13.aig,1,1,1,93,14,1302,657,1.981735,0,0,0.275,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=synth_preset_d13
ex260,ex260_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig_d9,signed low4_high4:a*b,baugh_wooley_wallace_outside_hcla1+abc_g_aig_d9,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/verilog/ex260_smul_baugh_wooley_wallace_outside_hcla1.v,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig_d9.aig,1,1,1,93,14,1302,657,1.981735,0,0,0.211,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=abc_g_aig_d9
ex260,ex260_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig_d11,signed low4_high4:a*b,baugh_wooley_wallace_outside_hcla1+abc_g_aig_d11,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/verilog/ex260_smul_baugh_wooley_wallace_outside_hcla1.v,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig_d11.aig,1,1,1,93,14,1302,657,1.981735,0,0,0.215,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=abc_g_aig_d11
ex260,ex260_smul_baugh_wooley_wallace_outside_hcla1_signbit_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_outside_hcla1_signbit+abc_g_aig,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/verilog/ex260_smul_baugh_wooley_wallace_outside_hcla1_signbit.v,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_hcla1_signbit_abc_g_aig.aig,1,1,1,98,15,1470,657,2.237443,0,0,0.208,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_hcla1_signbit; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_outside_hcla1_signbit_wreduce_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_outside_hcla1_signbit+wreduce_abc_g_aig,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/verilog/ex260_smul_baugh_wooley_wallace_outside_hcla1_signbit.v,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_hcla1_signbit_wreduce_abc_g_aig.aig,1,1,1,99,14,1386,657,2.109589,0,0,0.214,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_hcla1_signbit; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_outside_hcla1_signbit_synth_preset_d11,signed low4_high4:a*b,baugh_wooley_wallace_outside_hcla1_signbit+synth_preset_d11,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/verilog/ex260_smul_baugh_wooley_wallace_outside_hcla1_signbit.v,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_hcla1_signbit_synth_preset_d11.aig,1,1,1,98,16,1568,657,2.386606,0,0,0.276,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_hcla1_signbit; flow=synth_preset_d11
ex260,ex260_smul_baugh_wooley_wallace_outside_hcla1_signbit_synth_preset_d13,signed low4_high4:a*b,baugh_wooley_wallace_outside_hcla1_signbit+synth_preset_d13,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/verilog/ex260_smul_baugh_wooley_wallace_outside_hcla1_signbit.v,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_hcla1_signbit_synth_preset_d13.aig,1,1,1,98,16,1568,657,2.386606,0,0,0.273,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_hcla1_signbit; flow=synth_preset_d13
ex260,ex260_smul_baugh_wooley_wallace_outside_hcla1_signbit_abc_g_aig_d9,signed low4_high4:a*b,baugh_wooley_wallace_outside_hcla1_signbit+abc_g_aig_d9,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/verilog/ex260_smul_baugh_wooley_wallace_outside_hcla1_signbit.v,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_hcla1_signbit_abc_g_aig_d9.aig,1,1,1,98,15,1470,657,2.237443,0,0,0.210,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_hcla1_signbit; flow=abc_g_aig_d9
ex260,ex260_smul_baugh_wooley_wallace_outside_hcla1_signbit_abc_g_aig_d11,signed low4_high4:a*b,baugh_wooley_wallace_outside_hcla1_signbit+abc_g_aig_d11,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/verilog/ex260_smul_baugh_wooley_wallace_outside_hcla1_signbit.v,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_hcla1_signbit_abc_g_aig_d11.aig,1,1,1,98,15,1470,657,2.237443,0,0,0.208,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_hcla1_signbit; flow=abc_g_aig_d11
ex260,ex260_smul_baugh_wooley_wallace_outside_hcla1_pfx_signbit_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_outside_hcla1_pfx_signbit+abc_g_aig,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/verilog/ex260_smul_baugh_wooley_wallace_outside_hcla1_pfx_signbit.v,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_hcla1_pfx_signbit_abc_g_aig.aig,1,1,1,97,16,1552,657,2.362253,0,0,0.210,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_hcla1_pfx_signbit; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_outside_hcla1_pfx_signbit_wreduce_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_outside_hcla1_pfx_signbit+wreduce_abc_g_aig,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/verilog/ex260_smul_baugh_wooley_wallace_outside_hcla1_pfx_signbit.v,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_hcla1_pfx_signbit_wreduce_abc_g_aig.aig,1,1,1,97,16,1552,657,2.362253,0,0,0.213,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_hcla1_pfx_signbit; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_outside_hcla1_pfx_signbit_synth_preset_d11,signed low4_high4:a*b,baugh_wooley_wallace_outside_hcla1_pfx_signbit+synth_preset_d11,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/verilog/ex260_smul_baugh_wooley_wallace_outside_hcla1_pfx_signbit.v,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_hcla1_pfx_signbit_synth_preset_d11.aig,1,1,1,97,16,1552,657,2.362253,0,0,0.309,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_hcla1_pfx_signbit; flow=synth_preset_d11
ex260,ex260_smul_baugh_wooley_wallace_outside_hcla1_pfx_signbit_synth_preset_d13,signed low4_high4:a*b,baugh_wooley_wallace_outside_hcla1_pfx_signbit+synth_preset_d13,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/verilog/ex260_smul_baugh_wooley_wallace_outside_hcla1_pfx_signbit.v,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_hcla1_pfx_signbit_synth_preset_d13.aig,1,1,1,97,16,1552,657,2.362253,0,0,0.270,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_hcla1_pfx_signbit; flow=synth_preset_d13
ex260,ex260_smul_baugh_wooley_wallace_outside_hcla1_pfx_signbit_abc_g_aig_d9,signed low4_high4:a*b,baugh_wooley_wallace_outside_hcla1_pfx_signbit+abc_g_aig_d9,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/verilog/ex260_smul_baugh_wooley_wallace_outside_hcla1_pfx_signbit.v,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_hcla1_pfx_signbit_abc_g_aig_d9.aig,1,1,1,97,16,1552,657,2.362253,0,0,0.213,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_hcla1_pfx_signbit; flow=abc_g_aig_d9
ex260,ex260_smul_baugh_wooley_wallace_outside_hcla1_pfx_signbit_abc_g_aig_d11,signed low4_high4:a*b,baugh_wooley_wallace_outside_hcla1_pfx_signbit+abc_g_aig_d11,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/verilog/ex260_smul_baugh_wooley_wallace_outside_hcla1_pfx_signbit.v,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_hcla1_pfx_signbit_abc_g_aig_d11.aig,1,1,1,97,16,1552,657,2.362253,0,0,0.212,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_hcla1_pfx_signbit; flow=abc_g_aig_d11
ex260,ex260_smul_baugh_wooley_wallace_outside_rhcla2_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_outside_rhcla2+abc_g_aig,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/verilog/ex260_smul_baugh_wooley_wallace_outside_rhcla2.v,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_rhcla2_abc_g_aig.aig,1,1,1,93,14,1302,657,1.981735,0,0,0.219,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_rhcla2; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_outside_rhcla2_wreduce_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_outside_rhcla2+wreduce_abc_g_aig,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/verilog/ex260_smul_baugh_wooley_wallace_outside_rhcla2.v,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_rhcla2_wreduce_abc_g_aig.aig,1,1,1,92,14,1288,657,1.960426,0,0,0.216,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_rhcla2; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_outside_rhcla2_synth_preset_d11,signed low4_high4:a*b,baugh_wooley_wallace_outside_rhcla2+synth_preset_d11,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/verilog/ex260_smul_baugh_wooley_wallace_outside_rhcla2.v,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_rhcla2_synth_preset_d11.aig,1,1,1,93,14,1302,657,1.981735,0,0,0.276,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_rhcla2; flow=synth_preset_d11
ex260,ex260_smul_baugh_wooley_wallace_outside_rhcla2_synth_preset_d13,signed low4_high4:a*b,baugh_wooley_wallace_outside_rhcla2+synth_preset_d13,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/verilog/ex260_smul_baugh_wooley_wallace_outside_rhcla2.v,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_rhcla2_synth_preset_d13.aig,1,1,1,93,14,1302,657,1.981735,0,0,0.275,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_rhcla2; flow=synth_preset_d13
ex260,ex260_smul_baugh_wooley_wallace_outside_rhcla2_abc_g_aig_d9,signed low4_high4:a*b,baugh_wooley_wallace_outside_rhcla2+abc_g_aig_d9,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/verilog/ex260_smul_baugh_wooley_wallace_outside_rhcla2.v,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_rhcla2_abc_g_aig_d9.aig,1,1,1,93,14,1302,657,1.981735,0,0,0.215,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_rhcla2; flow=abc_g_aig_d9
ex260,ex260_smul_baugh_wooley_wallace_outside_rhcla2_abc_g_aig_d11,signed low4_high4:a*b,baugh_wooley_wallace_outside_rhcla2+abc_g_aig_d11,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/verilog/ex260_smul_baugh_wooley_wallace_outside_rhcla2.v,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_rhcla2_abc_g_aig_d11.aig,1,1,1,93,14,1302,657,1.981735,0,0,0.214,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_rhcla2; flow=abc_g_aig_d11
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_rev_hcla4+abc_g_aig,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex263/verilog/ex263_smul_baugh_wooley_wallace_rev_hcla4.v,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig.aig,1,1,1,363,25,9075,6840,1.326754,1,0,0.517,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla4_wreduce_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_rev_hcla4+wreduce_abc_g_aig,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex263/verilog/ex263_smul_baugh_wooley_wallace_rev_hcla4.v,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla4_wreduce_abc_g_aig.aig,1,1,1,366,25,9150,6840,1.337719,1,0,0.530,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=wreduce_abc_g_aig
