case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,runtime_sec,items,notes
ex286,ex286_unknown_symcof_interleave_f10_k4,unknown_symmetry_cofactor_classonehot,interleave_f10_k4,student/work/ex286_frontend_multipair_symcof_anfbits_20260609_0633/ex286/verilog/ex286_unknown_symcof_interleave_f10_k4.v,student/work/ex286_frontend_multipair_symcof_anfbits_20260609_0633/ex286/aigs/ex286_unknown_symcof_interleave_f10_k4.aig,1,1,1,3539,230,813970,3.729,"pairs=4:5,6:7; order=interleave; policy=f10; outer_bits=0:12:1:11; inner_bits=2:3:4:5:6:7:8:9:10; classes=16; group_nodes=128:146:141:151:150:130:158:154:139:131:112:130:138:136:135:126; total_group_nodes=2205; anf_bits=bit5:support=0:1:2:3:4:5:6:7:9:10:11:terms=337; bit6:support=0:1:2:3:4:5:6:7:9:10:11:terms=287; bit7:support=0:1:2:3:4:5:6:7:9:10:11:terms=281; hash=6761d675576a",unknown symmetry cofactor class-onehot Verilog seed
ex286,ex286_unknown_symcof_interleave_f10_k5,unknown_symmetry_cofactor_classonehot,interleave_f10_k5,student/work/ex286_frontend_multipair_symcof_anfbits_20260609_0633/ex286/verilog/ex286_unknown_symcof_interleave_f10_k5.v,student/work/ex286_frontend_multipair_symcof_anfbits_20260609_0633/ex286/aigs/ex286_unknown_symcof_interleave_f10_k5.aig,1,1,1,3608,205,739640,3.879,"pairs=4:5,6:7; order=interleave; policy=f10; outer_bits=0:12:1:11:2; inner_bits=3:4:5:6:7:8:9:10; classes=32; group_nodes=92:86:100:85:89:73:89:86:72:70:45:69:85:87:73:75:65:90:84:90:91:95:98:113:95:80:83:87:77:81:87:73; total_group_nodes=2665; anf_bits=bit5:support=0:1:2:3:4:5:6:7:9:10:11:terms=337; bit6:support=0:1:2:3:4:5:6:7:9:10:11:terms=287; bit7:support=0:1:2:3:4:5:6:7:9:10:11:terms=281; hash=1e2b2f40f4ac",unknown symmetry cofactor class-onehot Verilog seed
ex286,ex286_unknown_symcof_interleave_f00_k4,unknown_symmetry_cofactor_classonehot,interleave_f00_k4,student/work/ex286_frontend_multipair_symcof_anfbits_20260609_0633/ex286/verilog/ex286_unknown_symcof_interleave_f00_k4.v,student/work/ex286_frontend_multipair_symcof_anfbits_20260609_0633/ex286/aigs/ex286_unknown_symcof_interleave_f00_k4.aig,1,1,1,3482,215,748630,3.713,"pairs=4:5,6:7; order=interleave; policy=f00; outer_bits=0:12:1:11; inner_bits=2:3:4:5:6:7:8:9:10; classes=16; group_nodes=118:133:130:138:135:118:143:137:130:122:105:120:131:125:123:116; total_group_nodes=2024; anf_bits=bit5:support=0:1:2:3:4:5:6:7:9:10:11:terms=337; bit6:support=0:1:2:3:4:5:6:7:9:10:11:terms=287; bit7:support=0:1:2:3:4:5:6:7:9:10:11:terms=281; hash=3e0ed6741ec7",unknown symmetry cofactor class-onehot Verilog seed
ex286,ex286_unknown_symcof_interleave_f00_k5,unknown_symmetry_cofactor_classonehot,interleave_f00_k5,student/work/ex286_frontend_multipair_symcof_anfbits_20260609_0633/ex286/verilog/ex286_unknown_symcof_interleave_f00_k5.v,student/work/ex286_frontend_multipair_symcof_anfbits_20260609_0633/ex286/aigs/ex286_unknown_symcof_interleave_f00_k5.aig,1,1,1,3582,211,755802,3.776,"pairs=4:5,6:7; order=interleave; policy=f00; outer_bits=0:12:1:11:2; inner_bits=3:4:5:6:7:8:9:10; classes=32; group_nodes=82:79:89:78:81:64:82:73:66:64:42:63:78:79:65:69:60:78:78:78:77:83:84:97:87:74:76:78:74:70:78:63; total_group_nodes=2389; anf_bits=bit5:support=0:1:2:3:4:5:6:7:9:10:11:terms=337; bit6:support=0:1:2:3:4:5:6:7:9:10:11:terms=287; bit7:support=0:1:2:3:4:5:6:7:9:10:11:terms=281; hash=6d39919aa7ec",unknown symmetry cofactor class-onehot Verilog seed
