case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex256,ex256_umul_csa_vector_no_internal_abc,unsigned low5_high5:a*b,csa_vector+no_internal_abc,student/work/ex256_frontend_umul_noabc_20260609_0042/ex256/verilog/ex256_umul_csa_vector.v,student/work/ex256_frontend_umul_noabc_20260609_0042/ex256/aigs/ex256_umul_csa_vector_no_internal_abc.aig,1,1,1,182,20,3640,1911,1.904762,0,0,0.155,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=csa_vector; flow=no_internal_abc
ex256,ex256_umul_csa_vector_wreduce_no_internal_abc,unsigned low5_high5:a*b,csa_vector+wreduce_no_internal_abc,student/work/ex256_frontend_umul_noabc_20260609_0042/ex256/verilog/ex256_umul_csa_vector.v,student/work/ex256_frontend_umul_noabc_20260609_0042/ex256/aigs/ex256_umul_csa_vector_wreduce_no_internal_abc.aig,1,1,1,182,20,3640,1911,1.904762,0,0,0.158,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=csa_vector; flow=wreduce_no_internal_abc
ex256,ex256_umul_csa_androws_no_internal_abc,unsigned low5_high5:a*b,csa_androws+no_internal_abc,student/work/ex256_frontend_umul_noabc_20260609_0042/ex256/verilog/ex256_umul_csa_androws.v,student/work/ex256_frontend_umul_noabc_20260609_0042/ex256/aigs/ex256_umul_csa_androws_no_internal_abc.aig,1,1,1,182,20,3640,1911,1.904762,0,0,0.195,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=csa_androws; flow=no_internal_abc
ex256,ex256_umul_csa_androws_wreduce_no_internal_abc,unsigned low5_high5:a*b,csa_androws+wreduce_no_internal_abc,student/work/ex256_frontend_umul_noabc_20260609_0042/ex256/verilog/ex256_umul_csa_androws.v,student/work/ex256_frontend_umul_noabc_20260609_0042/ex256/aigs/ex256_umul_csa_androws_wreduce_no_internal_abc.aig,1,1,1,182,20,3640,1911,1.904762,0,0,0.160,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=csa_androws; flow=wreduce_no_internal_abc
ex256,ex256_umul_csa_concat_no_internal_abc,unsigned low5_high5:a*b,csa_concat+no_internal_abc,student/work/ex256_frontend_umul_noabc_20260609_0042/ex256/verilog/ex256_umul_csa_concat.v,student/work/ex256_frontend_umul_noabc_20260609_0042/ex256/aigs/ex256_umul_csa_concat_no_internal_abc.aig,1,1,1,182,20,3640,1911,1.904762,0,0,0.158,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=csa_concat; flow=no_internal_abc
ex256,ex256_umul_csa_concat_wreduce_no_internal_abc,unsigned low5_high5:a*b,csa_concat+wreduce_no_internal_abc,student/work/ex256_frontend_umul_noabc_20260609_0042/ex256/verilog/ex256_umul_csa_concat.v,student/work/ex256_frontend_umul_noabc_20260609_0042/ex256/aigs/ex256_umul_csa_concat_wreduce_no_internal_abc.aig,1,1,1,182,20,3640,1911,1.904762,0,0,0.159,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=csa_concat; flow=wreduce_no_internal_abc
ex256,ex256_umul_wallace_bits_no_internal_abc,unsigned low5_high5:a*b,wallace_bits+no_internal_abc,student/work/ex256_frontend_umul_noabc_20260609_0042/ex256/verilog/ex256_umul_wallace_bits.v,student/work/ex256_frontend_umul_noabc_20260609_0042/ex256/aigs/ex256_umul_wallace_bits_no_internal_abc.aig,1,1,1,190,23,4370,1911,2.286761,0,0,0.195,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=wallace_bits; flow=no_internal_abc
ex256,ex256_umul_wallace_bits_wreduce_no_internal_abc,unsigned low5_high5:a*b,wallace_bits+wreduce_no_internal_abc,student/work/ex256_frontend_umul_noabc_20260609_0042/ex256/verilog/ex256_umul_wallace_bits.v,student/work/ex256_frontend_umul_noabc_20260609_0042/ex256/aigs/ex256_umul_wallace_bits_wreduce_no_internal_abc.aig,1,1,1,190,23,4370,1911,2.286761,0,0,0.163,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=wallace_bits; flow=wreduce_no_internal_abc
ex256,ex256_umul_wallace_bits_prefix_no_internal_abc,unsigned low5_high5:a*b,wallace_bits_prefix+no_internal_abc,student/work/ex256_frontend_umul_noabc_20260609_0042/ex256/verilog/ex256_umul_wallace_bits_prefix.v,student/work/ex256_frontend_umul_noabc_20260609_0042/ex256/aigs/ex256_umul_wallace_bits_prefix_no_internal_abc.aig,1,1,1,203,23,4669,1911,2.443223,0,0,0.160,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=wallace_bits_prefix; flow=no_internal_abc
ex256,ex256_umul_wallace_bits_prefix_wreduce_no_internal_abc,unsigned low5_high5:a*b,wallace_bits_prefix+wreduce_no_internal_abc,student/work/ex256_frontend_umul_noabc_20260609_0042/ex256/verilog/ex256_umul_wallace_bits_prefix.v,student/work/ex256_frontend_umul_noabc_20260609_0042/ex256/aigs/ex256_umul_wallace_bits_prefix_wreduce_no_internal_abc.aig,1,1,1,203,23,4669,1911,2.443223,0,0,0.175,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=wallace_bits_prefix; flow=wreduce_no_internal_abc
