case,candidate_id,equivalent,area,delay,adp,aig_path,notes
ex256,ex256_umul_csa_vector_no_internal_abc,1,182,20,3640,student/work/ex256_frontend_umul_noabc_20260609_0042/ex256/aigs/ex256_umul_csa_vector_no_internal_abc.aig,exact unsigned low5 * high5 over 1024 inputs; source=csa_vector; flow=no_internal_abc
ex256,ex256_umul_csa_vector_wreduce_no_internal_abc,1,182,20,3640,student/work/ex256_frontend_umul_noabc_20260609_0042/ex256/aigs/ex256_umul_csa_vector_wreduce_no_internal_abc.aig,exact unsigned low5 * high5 over 1024 inputs; source=csa_vector; flow=wreduce_no_internal_abc
ex256,ex256_umul_csa_androws_no_internal_abc,1,182,20,3640,student/work/ex256_frontend_umul_noabc_20260609_0042/ex256/aigs/ex256_umul_csa_androws_no_internal_abc.aig,exact unsigned low5 * high5 over 1024 inputs; source=csa_androws; flow=no_internal_abc
ex256,ex256_umul_csa_androws_wreduce_no_internal_abc,1,182,20,3640,student/work/ex256_frontend_umul_noabc_20260609_0042/ex256/aigs/ex256_umul_csa_androws_wreduce_no_internal_abc.aig,exact unsigned low5 * high5 over 1024 inputs; source=csa_androws; flow=wreduce_no_internal_abc
ex256,ex256_umul_csa_concat_no_internal_abc,1,182,20,3640,student/work/ex256_frontend_umul_noabc_20260609_0042/ex256/aigs/ex256_umul_csa_concat_no_internal_abc.aig,exact unsigned low5 * high5 over 1024 inputs; source=csa_concat; flow=no_internal_abc
ex256,ex256_umul_csa_concat_wreduce_no_internal_abc,1,182,20,3640,student/work/ex256_frontend_umul_noabc_20260609_0042/ex256/aigs/ex256_umul_csa_concat_wreduce_no_internal_abc.aig,exact unsigned low5 * high5 over 1024 inputs; source=csa_concat; flow=wreduce_no_internal_abc
ex256,ex256_umul_wallace_bits_no_internal_abc,1,190,23,4370,student/work/ex256_frontend_umul_noabc_20260609_0042/ex256/aigs/ex256_umul_wallace_bits_no_internal_abc.aig,exact unsigned low5 * high5 over 1024 inputs; source=wallace_bits; flow=no_internal_abc
ex256,ex256_umul_wallace_bits_wreduce_no_internal_abc,1,190,23,4370,student/work/ex256_frontend_umul_noabc_20260609_0042/ex256/aigs/ex256_umul_wallace_bits_wreduce_no_internal_abc.aig,exact unsigned low5 * high5 over 1024 inputs; source=wallace_bits; flow=wreduce_no_internal_abc
ex256,ex256_umul_wallace_bits_prefix_no_internal_abc,1,203,23,4669,student/work/ex256_frontend_umul_noabc_20260609_0042/ex256/aigs/ex256_umul_wallace_bits_prefix_no_internal_abc.aig,exact unsigned low5 * high5 over 1024 inputs; source=wallace_bits_prefix; flow=no_internal_abc
ex256,ex256_umul_wallace_bits_prefix_wreduce_no_internal_abc,1,203,23,4669,student/work/ex256_frontend_umul_noabc_20260609_0042/ex256/aigs/ex256_umul_wallace_bits_prefix_wreduce_no_internal_abc.aig,exact unsigned low5 * high5 over 1024 inputs; source=wallace_bits_prefix; flow=wreduce_no_internal_abc
