case,candidate_id,verified_truth,equivalent,area,delay,adp,verilog_path,aig_path,notes
ex280,ex280_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint,1,1,714,33,23562,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex280/verilog/ex280_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint.v,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex280/aigs/ex280_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint.aig,unknown layered ANF/Davio Verilog seed
ex280,ex280_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint_rev,1,1,742,31,23002,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex280/verilog/ex280_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint_rev.v,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex280/aigs/ex280_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint_rev.aig,unknown layered ANF/Davio Verilog seed
ex280,ex280_unknown_layered_anf_davio_prefix_parity_reduce_deg2_endpoint,1,1,1403,30,42090,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex280/verilog/ex280_unknown_layered_anf_davio_prefix_parity_reduce_deg2_endpoint.v,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex280/aigs/ex280_unknown_layered_anf_davio_prefix_parity_reduce_deg2_endpoint.aig,unknown layered ANF/Davio Verilog seed
ex280,ex280_unknown_layered_anf_davio_prefix_parity_reduce_deg2_endpoint_rev,1,1,1387,28,38836,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex280/verilog/ex280_unknown_layered_anf_davio_prefix_parity_reduce_deg2_endpoint_rev.v,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex280/aigs/ex280_unknown_layered_anf_davio_prefix_parity_reduce_deg2_endpoint_rev.aig,unknown layered ANF/Davio Verilog seed
ex280,ex280_unknown_layered_anf_davio_prefix_parity_reduce_deg3_endpoint,1,1,2356,27,63612,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex280/verilog/ex280_unknown_layered_anf_davio_prefix_parity_reduce_deg3_endpoint.v,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex280/aigs/ex280_unknown_layered_anf_davio_prefix_parity_reduce_deg3_endpoint.aig,unknown layered ANF/Davio Verilog seed
ex280,ex280_unknown_layered_anf_davio_prefix_parity_reduce_deg3_endpoint_rev,1,1,2369,29,68701,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex280/verilog/ex280_unknown_layered_anf_davio_prefix_parity_reduce_deg3_endpoint_rev.v,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex280/aigs/ex280_unknown_layered_anf_davio_prefix_parity_reduce_deg3_endpoint_rev.aig,unknown layered ANF/Davio Verilog seed
ex281,ex281_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint,1,1,831,34,28254,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex281/verilog/ex281_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint.v,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex281/aigs/ex281_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint.aig,unknown layered ANF/Davio Verilog seed
ex281,ex281_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint_rev,1,1,807,33,26631,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex281/verilog/ex281_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint_rev.v,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex281/aigs/ex281_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint_rev.aig,unknown layered ANF/Davio Verilog seed
ex281,ex281_unknown_layered_anf_davio_prefix_parity_reduce_deg2_endpoint,1,1,1728,33,57024,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex281/verilog/ex281_unknown_layered_anf_davio_prefix_parity_reduce_deg2_endpoint.v,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex281/aigs/ex281_unknown_layered_anf_davio_prefix_parity_reduce_deg2_endpoint.aig,unknown layered ANF/Davio Verilog seed
ex281,ex281_unknown_layered_anf_davio_prefix_parity_reduce_deg2_endpoint_rev,1,1,1664,31,51584,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex281/verilog/ex281_unknown_layered_anf_davio_prefix_parity_reduce_deg2_endpoint_rev.v,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex281/aigs/ex281_unknown_layered_anf_davio_prefix_parity_reduce_deg2_endpoint_rev.aig,unknown layered ANF/Davio Verilog seed
ex281,ex281_unknown_layered_anf_davio_prefix_parity_reduce_deg3_endpoint,1,1,2833,29,82157,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex281/verilog/ex281_unknown_layered_anf_davio_prefix_parity_reduce_deg3_endpoint.v,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex281/aigs/ex281_unknown_layered_anf_davio_prefix_parity_reduce_deg3_endpoint.aig,unknown layered ANF/Davio Verilog seed
ex281,ex281_unknown_layered_anf_davio_prefix_parity_reduce_deg3_endpoint_rev,1,1,2831,30,84930,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex281/verilog/ex281_unknown_layered_anf_davio_prefix_parity_reduce_deg3_endpoint_rev.v,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex281/aigs/ex281_unknown_layered_anf_davio_prefix_parity_reduce_deg3_endpoint_rev.aig,unknown layered ANF/Davio Verilog seed
ex282,ex282_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint,1,1,938,37,34706,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex282/verilog/ex282_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint.v,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex282/aigs/ex282_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint.aig,unknown layered ANF/Davio Verilog seed
ex282,ex282_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint_rev,1,1,927,35,32445,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex282/verilog/ex282_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint_rev.v,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex282/aigs/ex282_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint_rev.aig,unknown layered ANF/Davio Verilog seed
ex282,ex282_unknown_layered_anf_davio_prefix_parity_reduce_deg2_endpoint,1,1,1865,34,63410,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex282/verilog/ex282_unknown_layered_anf_davio_prefix_parity_reduce_deg2_endpoint.v,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex282/aigs/ex282_unknown_layered_anf_davio_prefix_parity_reduce_deg2_endpoint.aig,unknown layered ANF/Davio Verilog seed
ex282,ex282_unknown_layered_anf_davio_prefix_parity_reduce_deg2_endpoint_rev,1,1,1774,35,62090,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex282/verilog/ex282_unknown_layered_anf_davio_prefix_parity_reduce_deg2_endpoint_rev.v,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex282/aigs/ex282_unknown_layered_anf_davio_prefix_parity_reduce_deg2_endpoint_rev.aig,unknown layered ANF/Davio Verilog seed
ex282,ex282_unknown_layered_anf_davio_prefix_parity_reduce_deg3_endpoint,1,1,3460,33,114180,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex282/verilog/ex282_unknown_layered_anf_davio_prefix_parity_reduce_deg3_endpoint.v,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex282/aigs/ex282_unknown_layered_anf_davio_prefix_parity_reduce_deg3_endpoint.aig,unknown layered ANF/Davio Verilog seed
ex282,ex282_unknown_layered_anf_davio_prefix_parity_reduce_deg3_endpoint_rev,1,1,3413,31,105803,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex282/verilog/ex282_unknown_layered_anf_davio_prefix_parity_reduce_deg3_endpoint_rev.v,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex282/aigs/ex282_unknown_layered_anf_davio_prefix_parity_reduce_deg3_endpoint_rev.aig,unknown layered ANF/Davio Verilog seed
ex283,ex283_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint,1,1,1024,44,45056,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex283/verilog/ex283_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint.v,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex283/aigs/ex283_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint.aig,unknown layered ANF/Davio Verilog seed
ex283,ex283_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint_rev,1,1,1043,39,40677,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex283/verilog/ex283_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint_rev.v,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex283/aigs/ex283_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint_rev.aig,unknown layered ANF/Davio Verilog seed
ex283,ex283_unknown_layered_anf_davio_prefix_parity_reduce_deg2_endpoint,1,1,2179,36,78444,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex283/verilog/ex283_unknown_layered_anf_davio_prefix_parity_reduce_deg2_endpoint.v,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex283/aigs/ex283_unknown_layered_anf_davio_prefix_parity_reduce_deg2_endpoint.aig,unknown layered ANF/Davio Verilog seed
ex283,ex283_unknown_layered_anf_davio_prefix_parity_reduce_deg2_endpoint_rev,1,1,2204,34,74936,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex283/verilog/ex283_unknown_layered_anf_davio_prefix_parity_reduce_deg2_endpoint_rev.v,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex283/aigs/ex283_unknown_layered_anf_davio_prefix_parity_reduce_deg2_endpoint_rev.aig,unknown layered ANF/Davio Verilog seed
ex283,ex283_unknown_layered_anf_davio_prefix_parity_reduce_deg3_endpoint,1,1,3993,34,135762,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex283/verilog/ex283_unknown_layered_anf_davio_prefix_parity_reduce_deg3_endpoint.v,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex283/aigs/ex283_unknown_layered_anf_davio_prefix_parity_reduce_deg3_endpoint.aig,unknown layered ANF/Davio Verilog seed
ex283,ex283_unknown_layered_anf_davio_prefix_parity_reduce_deg3_endpoint_rev,1,1,4135,35,144725,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex283/verilog/ex283_unknown_layered_anf_davio_prefix_parity_reduce_deg3_endpoint_rev.v,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex283/aigs/ex283_unknown_layered_anf_davio_prefix_parity_reduce_deg3_endpoint_rev.aig,unknown layered ANF/Davio Verilog seed
ex284,ex284_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint,1,1,1096,47,51512,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex284/verilog/ex284_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint.v,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex284/aigs/ex284_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint.aig,unknown layered ANF/Davio Verilog seed
ex284,ex284_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint_rev,1,1,1142,39,44538,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex284/verilog/ex284_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint_rev.v,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex284/aigs/ex284_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint_rev.aig,unknown layered ANF/Davio Verilog seed
ex284,ex284_unknown_layered_anf_davio_prefix_parity_reduce_deg2_endpoint,1,1,2400,40,96000,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex284/verilog/ex284_unknown_layered_anf_davio_prefix_parity_reduce_deg2_endpoint.v,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex284/aigs/ex284_unknown_layered_anf_davio_prefix_parity_reduce_deg2_endpoint.aig,unknown layered ANF/Davio Verilog seed
ex284,ex284_unknown_layered_anf_davio_prefix_parity_reduce_deg2_endpoint_rev,1,1,2385,38,90630,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex284/verilog/ex284_unknown_layered_anf_davio_prefix_parity_reduce_deg2_endpoint_rev.v,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex284/aigs/ex284_unknown_layered_anf_davio_prefix_parity_reduce_deg2_endpoint_rev.aig,unknown layered ANF/Davio Verilog seed
ex284,ex284_unknown_layered_anf_davio_prefix_parity_reduce_deg3_endpoint,1,1,4770,36,171720,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex284/verilog/ex284_unknown_layered_anf_davio_prefix_parity_reduce_deg3_endpoint.v,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex284/aigs/ex284_unknown_layered_anf_davio_prefix_parity_reduce_deg3_endpoint.aig,unknown layered ANF/Davio Verilog seed
ex284,ex284_unknown_layered_anf_davio_prefix_parity_reduce_deg3_endpoint_rev,1,1,4647,37,171939,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex284/verilog/ex284_unknown_layered_anf_davio_prefix_parity_reduce_deg3_endpoint_rev.v,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex284/aigs/ex284_unknown_layered_anf_davio_prefix_parity_reduce_deg3_endpoint_rev.aig,unknown layered ANF/Davio Verilog seed
