case,status,area,delay,adp,notes
ex231,OK,1163,14,16282,best AIG exact by evaluate_aig; official evaluate.py recheck in seed bundle
ex233,OK,1530,15,22950,best AIG exact by evaluate_aig; official evaluate.py recheck in seed bundle
ex234,OK,1351,17,22967,best AIG exact by evaluate_aig; official evaluate.py recheck in seed bundle
