case,candidate_id,status,area,delay,adp,expected_adp,aig_path,notes
ex280,ex280_gf2_overlap_roots_small_roots_balanced_abc_g_aig,OK,135,29,3915,3915,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex280/aigs/ex280_gf2_overlap_roots_small_roots_balanced_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex280,ex280_prefix_parity_full_clamp_simplified_grouped_deg2_abc_g_aig,OK,185,29,5365,5365,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex280/aigs/ex280_prefix_parity_full_clamp_simplified_grouped_deg2_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex280,ex280_prefix_parity_reduce_full_clamp_basic_abc_g_aig,OK,152,31,4712,4712,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex280/aigs/ex280_prefix_parity_reduce_full_clamp_basic_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex280,ex280_r6_stride_roots_delay_linfact_abc_g_aig,OK,186,24,4464,4464,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex280/aigs/ex280_r6_stride_roots_delay_linfact_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex280,ex280_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_basic,OK,162,31,5022,5022,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex280/aigs/ex280_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_basic.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex280,ex280_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_boundary,OK,171,31,5301,5301,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex280/aigs/ex280_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_boundary.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex281,ex281_gf2_overlap_roots_mixed_roots_delaycap_balanced_linfact_abc_g_aig,OK,128,26,3328,3328,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex281/aigs/ex281_gf2_overlap_roots_mixed_roots_delaycap_balanced_linfact_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex281,ex281_gf2_overlap_roots_small_roots_balanced_abc_g_aig,OK,166,29,4814,4814,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex281/aigs/ex281_gf2_overlap_roots_small_roots_balanced_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex281,ex281_prefix_parity_reduce_full_clamp_basic_abc_g_aig,OK,161,34,5474,5474,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex281/aigs/ex281_prefix_parity_reduce_full_clamp_basic_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex281,ex281_r10_kept_gf2_monomial_bank_abc_g_aig,OK,189,29,5481,5481,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex281/aigs/ex281_r10_kept_gf2_monomial_bank_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex281,ex281_unknown_quadratic_compressor_prefix_parity_full_clamp_basic,OK,182,33,6006,6006,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex281/aigs/ex281_unknown_quadratic_compressor_prefix_parity_full_clamp_basic.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex281,ex281_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_basic,OK,176,34,5984,5984,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex281/aigs/ex281_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_basic.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex282,ex282_gf2_overlap_roots_small_roots_balanced_abc_g_aig,OK,165,31,5115,5115,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex282/aigs/ex282_gf2_overlap_roots_small_roots_balanced_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex282,ex282_gf2_overlap_roots_small_roots_balanced_linfact_abc_g_aig,OK,158,27,4266,4266,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex282/aigs/ex282_gf2_overlap_roots_small_roots_balanced_linfact_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex282,ex282_prefix_parity_full_clamp_simplified_basic_abc_g_aig,OK,176,36,6336,6336,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex282/aigs/ex282_prefix_parity_full_clamp_simplified_basic_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex282,ex282_prefix_parity_reduce_full_clamp_grouped_deg2_abc_g_aig,OK,215,31,6665,6665,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex282/aigs/ex282_prefix_parity_reduce_full_clamp_grouped_deg2_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex282,ex282_r10_kept_gf2_monomial_bank_abc_g_aig,OK,156,32,4992,4992,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex282/aigs/ex282_r10_kept_gf2_monomial_bank_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex282,ex282_unknown_quadratic_compressor_prefix_parity_full_clamp_simplified_basic,OK,191,36,6876,6876,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex282/aigs/ex282_unknown_quadratic_compressor_prefix_parity_full_clamp_simplified_basic.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex283,ex283_gf2_overlap_roots_mixed_roots_balanced_linfact_abc_g_aig,OK,171,31,5301,5301,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex283/aigs/ex283_gf2_overlap_roots_mixed_roots_balanced_linfact_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex283,ex283_gf2_overlap_roots_mixed_roots_delaycap_balanced_linfact_abc_g_aig,OK,159,32,5088,5088,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex283/aigs/ex283_gf2_overlap_roots_mixed_roots_delaycap_balanced_linfact_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex283,ex283_gf2_overlap_roots_small_roots_balanced_abc_g_aig,OK,161,30,4830,4830,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex283/aigs/ex283_gf2_overlap_roots_small_roots_balanced_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex283,ex283_gf2_overlap_roots_wide_roots_balanced_linfact_abc_g_aig,OK,163,31,5053,5053,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex283/aigs/ex283_gf2_overlap_roots_wide_roots_balanced_linfact_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex283,ex283_prefix_parity_reduce_full_clamp_simplified_basic_abc_g_aig,OK,181,36,6516,6516,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex283/aigs/ex283_prefix_parity_reduce_full_clamp_simplified_basic_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex283,ex283_r10_kept_gf2_monomial_bank_abc_g_aig,OK,174,30,5220,5220,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex283/aigs/ex283_r10_kept_gf2_monomial_bank_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex284,ex284_gf2_overlap_roots_mixed_roots_balanced_linfact_abc_g_aig,OK,226,30,6780,6780,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex284/aigs/ex284_gf2_overlap_roots_mixed_roots_balanced_linfact_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex284,ex284_gf2_overlap_roots_mixed_roots_delaycap_balanced_linfact_abc_g_aig,OK,170,33,5610,5610,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex284/aigs/ex284_gf2_overlap_roots_mixed_roots_delaycap_balanced_linfact_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex284,ex284_gf2_overlap_roots_wide_roots_balanced_abc_g_aig,OK,179,39,6981,6981,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex284/aigs/ex284_gf2_overlap_roots_wide_roots_balanced_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex284,ex284_gf2_overlap_roots_wide_roots_balanced_linfact_abc_g_aig,OK,167,36,6012,6012,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex284/aigs/ex284_gf2_overlap_roots_wide_roots_balanced_linfact_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex284,ex284_prefix_parity_full_clamp_basic_abc_g_aig,OK,200,39,7800,7800,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex284/aigs/ex284_prefix_parity_full_clamp_basic_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex284,ex284_unknown_quadratic_compressor_prefix_parity_full_clamp_basic,OK,215,39,8385,8385,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex284/aigs/ex284_unknown_quadratic_compressor_prefix_parity_full_clamp_basic.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex285,ex285_r25_decision_tree_current_synth_preset,OK,775,17,13175,13175,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex285/aigs/ex285_r25_decision_tree_current_synth_preset.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex285,ex285_r4_current_boundary_d15,OK,777,17,13209,13209,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex285/aigs/ex285_r4_current_boundary_d15.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex285,ex285_r66_paircount_original_order_tree_abc_g_aig,OK,781,17,13277,13277,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex285/aigs/ex285_r66_paircount_original_order_tree_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex285,ex285_r77_tree_route_decode_helper_boundary,OK,788,17,13396,13396,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex285/aigs/ex285_r77_tree_route_decode_helper_boundary.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex285,ex285_r7_boundary_mid_quad,OK,800,16,12800,12800,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex285/aigs/ex285_r7_boundary_mid_quad.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex285,ex285_r9_boundary_current_mask_optfull,OK,794,17,13498,13498,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex285/aigs/ex285_r9_boundary_current_mask_optfull.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex285,ex285_r9_boundary_mask_all_boundary_optfull,OK,781,16,12496,12496,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex285/aigs/ex285_r9_boundary_mask_all_boundary_optfull.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex285,ex285_ubb_current_boundary_and_norm,OK,781,17,13277,13277,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex285/aigs/ex285_ubb_current_boundary_and_norm.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex286,ex286_bdd_3o_f11_outside_in_mid_0_1_10_onehot,OK,1322,17,22474,22474,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex286/aigs/ex286_bdd_3o_f11_outside_in_mid_0_1_10_onehot.aig,curated from already-verified frontend candidate; path/hash checked during ex286/ex287 refresh
ex286,ex286_linhyb_sweep_raw_1_2_3_6_f11_group_abc_g_aig,OK,1339,15,20085,20085,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex286/aigs/ex286_linhyb_sweep_raw_1_2_3_6_f11_group_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during ex286/ex287 refresh
ex286,ex286_linhyb_sweep_raw_2_5_7_8_f00_global_abc_g_aig,OK,1339,15,20085,20085,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex286/aigs/ex286_linhyb_sweep_raw_2_5_7_8_f00_global_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during ex286/ex287 refresh
ex286,ex286_linhyb_sweep_raw_5_6_7_8_1_f11_global_abc_g_aig,OK,1338,15,20070,20070,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex286/aigs/ex286_linhyb_sweep_raw_5_6_7_8_1_f11_global_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during ex286/ex287 refresh
ex286,ex286_r8_current_optfull_aig,OK,1352,15,20280,20280,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex286/aigs/ex286_r8_current_optfull_aig.aig,curated from already-verified frontend candidate; path/hash checked during ex286/ex287 refresh
ex286,ex286_r8_lohi_band_flatten,OK,1355,15,20325,20325,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex286/aigs/ex286_r8_lohi_band_flatten.aig,curated from already-verified frontend candidate; path/hash checked during ex286/ex287 refresh
ex286,ex286_truth_keybdd_bits_7_abc_g_aig,OK,1372,15,20580,20580,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex286/aigs/ex286_truth_keybdd_bits_7_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during ex286/ex287 refresh
ex286,ex286_unknown_symcof_interleave_f00_bits_0_12_1_10_onehot_group_abc_g_aig,OK,1346,15,20190,20190,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex286/aigs/ex286_unknown_symcof_interleave_f00_bits_0_12_1_10_onehot_group_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during ex286/ex287 refresh
ex287,ex287_deep_k4_vector_mask_d13,OK,1700,16,27200,27200,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex287/aigs/ex287_deep_k4_vector_mask_d13.aig,curated from already-verified frontend candidate; path/hash checked during ex286/ex287 refresh
ex287,ex287_orientbdd_keycof_k6_b2_b3_f00_abc_g_aig,OK,1645,15,24675,24675,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex287/aigs/ex287_orientbdd_keycof_k6_b2_b3_f00_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during ex286/ex287 refresh
ex287,ex287_orientfollow_k6_b2_b3_f11_case_direct_abc_g_aig,OK,1593,15,23895,23895,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex287/aigs/ex287_orientfollow_k6_b2_b3_f11_case_direct_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during ex286/ex287 refresh
ex287,ex287_orientfollow_k7_b2_b3_b11_case_factored_abc_g_aig,OK,1726,14,24164,24164,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex287/aigs/ex287_orientfollow_k7_b2_b3_b11_case_factored_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during ex286/ex287 refresh
ex287,ex287_orientfollow_k7_b2_b3_b11_f11_case_factored_abc_g_aig,OK,1714,14,23996,23996,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex287/aigs/ex287_orientfollow_k7_b2_b3_b11_f11_case_factored_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during ex286/ex287 refresh
ex287,ex287_r3_sel_reorder_0312_case,OK,1688,16,27008,27008,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex287/aigs/ex287_r3_sel_reorder_0312_case.aig,curated from already-verified frontend candidate; path/hash checked during ex286/ex287 refresh
ex287,ex287_r5_cell_chunk4_case,OK,1695,16,27120,27120,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex287/aigs/ex287_r5_cell_chunk4_case.aig,curated from already-verified frontend candidate; path/hash checked during ex286/ex287 refresh
ex287,ex287_r8_edge_layer_direct_overlay,OK,1680,16,26880,26880,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex287/aigs/ex287_r8_edge_layer_direct_overlay.aig,curated from already-verified frontend candidate; path/hash checked during ex286/ex287 refresh
